title,abstract,year,author,keywords,doi,tags,screening_status,excl_reasons
"Use Of Continuous Plankton Recorder Information In Support Of Marine Management: Applications In Fisheries, Environmental Protection, And In The Study Of Ecosystem Response To Environmental Change","The Continuous Plankton Recorder (CPR) survey was conceived from the outset as a programme of applied research designed to assist the fishing industry. Its survival and continuing vigour after 70 years is a testament to its utility, which has been achieved in spite of great changes in our understanding of the marine environment and in our concerns over how to manage it. The CPR has been superseded in several respects by other technologies, such as acoustics and remote sensing, but it continues to provide unrivalled seasonal and geographic information about a wide range of zooplankton and phytoplankton taxa. The value of this coverage increases with time and provides the basis for placing recent observations into the context of long-term, large-scale variability and thus suggesting what the causes are likely to be. Information from the CPR is used extensively in judging environmental impacts and producing quality status reports (QSR); it has shown the distributions of fish stocks, which had not previously been exploited; it has pointed to the extent of ungrazed phytoplankton production in the North Atlantic, which was a vital element in establishing the importance of carbon sequestration by phytoplankton. The CPR continues to be the principal source of large-scale, long-term information about the plankton ecosystem of the North Atlantic. It has recently provided extensive information about the biodiversity of the plankton and about the distribution of introduced species. It serves as a valuable example for the design of future monitoring of the marine environment and it has been essential to the design and implementation of most North Atlantic plankton research. (C) 2003 Elsevier Ltd. All rights reserved.",2003,"{""Brander, KM"",""Dickson, RR"",""Edwards, M""}","{""Continuous Plankton Recorder survey; climate change; marine management; fisheries change; eutrophica""}",10.1016/j.pocean.2003.08.003,{},excluded,"{""Data is not valued""}"
Assessing The Soil Erosion Control Efficiency Of Land Management Practices Implemented Through Free Community Labor Mobilization In Ethiopia,"This study aimed to assess the influence of conservation practices (P) and cover management (C) on soil loss reduction by determining it at the scale of landscape units in 16 systematically selected watersheds. Focusing on major land management practices implemented through free community labor mobilization, the assessment combined remote sensing techniques, field observation, and expert as well as local knowledge. The results show an average net decrement of 39\% ( +/- 19\%) in the P factor value and 8.9\% ( +/- 21\%) in the C factor value after implementation of land management practices. P factor value reduction is linked to a high area coverage of level structures, while increases in the P factor value are associated with poor quality of structures, inappropriate practices, and wide spacing between structures on steep slopes. C factor value reduction is observed in non-arable shrub- and bushland with enriched area closure, whereas increased C factor values are associated with open access grasslands and untreated croplands. The overall change in P and C factor values resulted in a 42\% ( +/- 28\%) relative soil loss reduction. The demonstrated approach makes it possible to assess spatial and temporal dynamics in the P and C erosion factors and to estimate spatially disaggregated changes in the P and C factor values. This can help to improve parameterization of inputs for erosion modelling and to assess their relative soil loss effect. The approach provides valuable feedback on watershed planning processes and supports informed decisions regarding the appropriate selection of land management practices. (C) 2018 International Research and Training Center on Erosion and Sedimentation and China Water and Power Press. Production and Hosting by Elsevier B.V. This is an open access article under the CC BY-NC-ND license",2018,"{""Gessesse, Gizaw Desta"",""Kassawmar, Tibebu"",""Subhatu, Alemtsehay"",""Zeleke, Gete""}","{""C factors; Soil loss reduction; Soil"",""Universal Soil Loss Equation (USLE); P"",""land cover change"",""water conservation (SWC); Land use""}",10.1016/j.iswcr.2018.02.001,{},excluded,"{""Data is not valued""}"
European Copernicus Services To Inform On Sea-Level Rise Adaptation: Current Status And Perspectives,"Sea-level rise is a direct consequence of climate change. Primarily due to ocean thermal expansion and transfer from land ice (glaciers, ice sheets) to the ocean, sea-level rise is therefore an integrated indicator of climate change. Coastal zones and communities are expected to be increasingly threatened by sea level changes, with various adverse and widespread impacts. The European Union’s Earth Observation Programmed, Copernicus, monitors our planet and its environment, for the ultimate benefit of society. This includes the monitoring of sea level changes and the provision of ancillary fields needed to assess sea-level rise coastal risks, to guide adaptation and to support related policies and directives. Copernicus is organized with a space component, including dedicated Earth Observation satellites (Sentinel missions), and services, which transform the wealth of satellite, in situ and integrated numerical model information into added-value datasets and information usable by scientists, managers and decision-makers, and the wider public. Here, an overview of the Copernicus products and services to inform on sea level rise adaptation is provided. Perspectives from Copernicus services on future evolutions to better inform on coastal sea level rise, associated risks, and support adaptation are also discussed. © Copyright © 2021 Melet, Buontempo, Mattiuzzi, Salamon, Bahurel, Breyiannis, Burgess, Crosnier, Le Traon, Mentaschi, Nicolas, Solari, Vamborg and Voukouvalas.",2021,"{""Bahurel, P."",""Breyiannis, G."",""Buontempo, C."",""Burgess, S."",""Crosnier, L."",""Le Traon, P. Y."",""Mattiuzzi, M."",""Melet, A."",""Mentaschi, L."",""Nicolas, J."",""Salamon, P."",""Solari, L."",""Vamborg, F."",""Voukouvalas, E.""}","{Copernicus,""climate services"",""coastal zone"",flooding,""numerical models"",""satellite observations"",""sea level rise""}",10.3389/fmars.2021.703425,{},excluded,"{""Data is not valued""}"
Optimizing The Gabor Bandwidth Of Satellite Navigation Signals By Mcs Signal Expression,"Satellite navigation is playing an important role in social life. The performances of the services a navigation system provides are the concern of the builders and users. The signal structure determines the inherent ability of a satellite navigation system to provide these services. Therefore, it is necessary and reasonable to optimize the signal in the initial design. The waveforms of signals in satellite navigation chips are an important aspect of the signal's structure, which impact the characteristics of the autocorrelation function and power spectrum in the time domain and frequency domain. The range accuracy of a navigation system is usually described by its Gabor Bandwidth. The Gabor Bandwidth of the Binary Offset Carrier (BOC) modulation in next-generation GNSS signal systems is not optimal. This paper presents a signal expression based on Multilevel Coded Symbol (MCS) signals, which can describe the fine structure of navigation signals. With this expression, we can optimize the Gabor Bandwidth of the signal, and find out the corresponding MCS vector and chip waveform, so as to get higher range accuracy. The method in this paper, in theory, is of great value in the design of next-generation navigation signals. © 2011 Science China Press and Springer-Verlag Berlin Heidelberg.",2011,"{""Lu, M."",""Yao, Z."",""Zhang, X.""}","{""Gabor Bandwidth"",bound}",10.1007/s11433-011-4329-6,{navigation},excluded,"{""No societal value context""}"
Influence Of Urbanization On The Dynamics Of The Urban Vegetation Coverage Index (Vci) In Erechim (Rs),"Vegetation fragments located in urban perimeters provide better environmental conditions for biological diversity and human well-being. The aim of this study was to evaluate the Vegetation Coverage Index (VCI) of the urban perimeter of Erechim, RS, between years 2010 and 2015. Mapping was carried out using World View 2 and Pleiades satellites images with spatial resolution of 0.5 m. Significant difference was found between VCI values of 2010 and 2015, as well as a decrease in the recommended rate in the range of 30% per neighborhood. Due to the influence of increased urbanization, there was reduction of 229.98 hectares in the vegetation coverage area of the urban perimeter during the study period. The expansion of urban areas reduced vegetation fragments and has contributed in an effective manner to the disordered occupation of the city, generating negative impacts to the environment and to the quality of life of the local population. © 2019, Universidade Federal Rural do Rio de Janeiro (UFRRJ).",2019,"{""Brandalise, M."",""Decian, V."",""Malysz, M."",""Prandel, J."",""Quadros, F."",""Rovani, I.""}","{""Environmental planning"",Geoprocessing,""Urban perimeter"",""Vegetation fragments""}",10.1590/2179-8087.030117,{},excluded,"{""Data is not valued""}"
"Based Real Time Remote Health Monitoring Systems: A Review On Patients Prioritization And Related ""Big Data"" Using Body Sensors Information And Communication Technology","The growing worldwide population has increased the need for technologies, computerised software algorithms and smart devices that can monitor and assist patients anytime and anywhere and thus enable them to lead independent lives. The real-time remote monitoring of patients is an important issue in telemedicine. In the provision of healthcare services, patient prioritisation poses a significant challenge because of the complex decision-making process it involves when patients are considered ‘big data’. To our knowledge, no study has highlighted the link between ‘big data’ characteristics and real-time remote healthcare monitoring in the patient prioritisation process, as well as the inherent challenges involved. Thus, we present comprehensive insights into the elements of big data characteristics according to the six ‘Vs’: volume, velocity, variety, veracity, value and variability. Each of these elements is presented and connected to a related part in the study of the connection between patient prioritisation and real-time remote healthcare monitoring systems. Then, we determine the weak points and recommend solutions as potential future work. This study makes the following contributions. (1) The link between big data characteristics and real-time remote healthcare monitoring in the patient prioritisation process is described. (2) The open issues and challenges for big data used in the patient prioritisation process are emphasised. (3) As a recommended solution, decision making using multiple criteria, such as vital signs and chief complaints, is utilised to prioritise the big data of patients with chronic diseases on the basis of the most urgent cases. © 2017, Springer Science+Business Media, LLC, part of Springer Nature.",2018,"{""Hashim, M."",""Kalid, N."",""Muzammil, H."",""Salman, O. H."",""Zaidan, A. A."",""Zaidan, B. B.""}","{Algorithms,Article,""Big data"",""Computer Systems"",""Data Mining"",Humans,""Monitoring, Ambulatory"",""Multi-criterion decision making"",""Patient prioritisation"",""Real-time remote monitoring"",""Remote Sensing Technology"",Smartphone,""Statistics as Topic"",Telemedicine,""Time Factors"",aging,algorithm,""ambulatory monitoring"",""blood pressure"",""chronic disease"",""computer system"",""decision making"",""emergency health service"",futurology,""health care system"",""health service"",""health survey"",""heart disease"",human,""information processing"",management,""mathematical analysis"",organization,""patient assessment"",""patient care"",""patient monitoring"",procedures,""quantitative analysis"",""remote sensing"",statistics,""symptom assessment"",""time factor"",utilization}",10.1007/s10916-017-0883-4,{},excluded,"{""ESI data not used""}"
Visible And Near-Infrared Hyperspectral Diurnal Variation Calibration For Corn Phenotyping Using Remote Sensing,"Remote sensing coupled with hyperspectral technology has become increasingly popular to investigate plant traits, showcasing its advantages in studying plant growth, health, and productivity. The quality of the collected hyperspectral images is crucial for subsequent data analysis and plant phenotyping studies. However, diurnal variations in spectral characteristics introduce more data variance in canopy reflectance spectra, raising the cost of subsequent analyses and compromising the performance of trait estimation models. In this study, a fixed gantry platform in a cornfield was used to capture visible and near-infrared (VNIR) hyperspectral images of corn canopies at consecutive time intervals. By applying reference board calibration and locally weighted scatterplot smoothing to minimize the effects of ambient light and daily growth, diurnal spectral changes across all involved VNIR wavelengths were investigated. Several distinct diurnal patterns were observed to have close connections with the plants’ physiological effects. Diurnal calibration models were established at every wavelength by employing the least squares polynomial algorithm, with the highest coefficient of determination reaching 0.84. Moreover, by employing diurnal calibration in canopy spectra processing, the reduction in spectral variance brought about by varying imaging time was evidently exhibited. This study not only reveals the diurnal spectral variation pattern at VNIR bands but also offers a reliable, straightforward, and low-cost approach to improve the quality of remote sensing data and reduce the inherent variance brought about via the different imaging times ensuring that comparable spectral analysis can be performed under relatively fair conditions. © 2023 by the authors.",2023,"{""Jin, J."",""Ma, D."",""Wei, X."",""Zhang, J.""}","{Calibration,""Cost benefit analysis"",""Diurnal variation"",""Fixed platforms"",HyperSpectral,""Imaging time"",""Infrared devices"",Phenotyping,""Plant traits"",""Quality control"",Remote-sensing,""Spectral patterns"",""Spectrum analysis"",""diurnal spectral pattern"",""hyperspectral imaging"",""near infrared"",""noise calibration"",""remote sensing"",visible}",10.3390/rs15123057,{calibration},excluded,"{""Data is not valued""}"
House Building Extraction From High-Resolution Remote Sensing Images Based On Ieu-Net,"House buildings, as the main place for human activities, can be rapidly and accurately extracted from high-resolution remote sensing images, which is of great significance for promoting remote sensing information in disaster prevention and mitigation and town management. On the basis of deep learning, this paper proposes a pixel-level accurate extraction method for house buildings by using high-resolution remote sensing images.First, in consideration of the lack of pixel features at the edge of a sample image, an IEU-Net model is proposed on the basis of the U-Net model. A new ignore-edges categorical cross entropy function, IELoss, is designed as a loss function. Dropout and BN layers are added to help improve the speed and robustness of model training while fitting. Second, to solve the problem of limited feature richness of the model, the Morphological Building Index (MBI) is introduced into the classification process of the model, together with the remote sensing image RGB band. Lastly, when ignoring the edge prediction method, the best building extraction results can be obtained in the model prediction that corresponds to the IEU-Net model. The remote sensing image data used in this study are 0.8 m true color and infrared band data obtained by multispectral and panchromatic fusion from the GF-2 satellite of the Yushu Tibetan Autonomous Prefecture of Qinghai Province. A label image is obtained by visually interpreting the images by using ArcGIS software and performing a feature-to-raster transformation on the obtained vector file. Then, a ground truth image of the location of houses and buildings in the remote sensing image is recorded. The MBI and RGB bands are fused, and the corresponding label images are randomly cropped to obtain 500 pieces of 256×256 training data and 100 pieces of 256×256 verification data. Regarding the IEU-Net model r value of 0.5 and the training data as the model input and using the Adam optimization algorithm for back propagation iteration for 100 times help achieve the optimal parameter results.The Overall Accuracy (OA) is 91.86%, and the kappa value is 0.802. To verify the effectiveness of IELoss in the IEU-Net model and the ignore-edges prediction method relative to CELoss and the ordinary prediction method in solving the problem of insufficient edge pixel features, this study continues the comparison by using the values of r of 1.0, 0.9, 0.8, 0.7, and 0.6 (when r is 1.0, IELoss is equivalent to CELoss, and the ignore-edges prediction method is equivalent to the ordinary prediction method). The results show that the OA of the model using IELoss and the ignore-edges prediction method is 5.03% higher than that of the model using CELoss and the ordinary prediction method, and the kappa value is 0.165 higher. To verify the effectiveness of adding MBI to the training data of the model, a comparative experiment is performed by using RGB three-band data as the training set. The prediction result obtained using the MBI-added data set is 1.55% higher than the OA of the RGB band data set. The kappa value is increased by 0.009.The experimental results show that the IEU-Net model effectively solves the problem of insufficient edge pixel features and achieves house and building extraction accuracy with high OA and kappa values. The addition of MBI data can overcome the influence of roads and house building shadows to a certain extent and accurately extract the edge information of house buildings. Therefore, if significant vegetation exists near the houses and buildings in our area of interest, we can consider adding the normalized difference vegetation index to the training set to reduce the impact of the vegetation. © 2021, Science Press. All right reserved.",2021,"{""Wang, F."",""Wang, S."",""Wang, Z."",""Xu, Z."",""Zhou, Y.""}","{""Deep learning"",""High-resolution remote sensing image"",""House building""}",10.11834/jrs.20210042,{},excluded,"{""Data is not valued""}"
Combining Optical And Acoustic Data To Enhance The Detection Of Caribbean Forereef Habitats,"Maps of coral reef habitats are fundamental tools for reef management, and high map accuracy is desirable to support appropriate decisions, such as the stratification of marine reserves by habitat class. While satelite sensors have been used to map different reef communities, the accuracy of these maps tends to be low (overall accuracy<50\%) and optical airborne methods with high spectral resolution have, to date, been the most effective (if expensive) means of achieving higher accuracy. A potential means of compensating for the low spectral and radiometric resolution of optical satellite data, which is a major cause of its poor performance, is to combine satellite data with acoustic remote sensing. This study quantified the benefit of the synergy between optical satellite data (IKONOS) and acoustic (RoxAnn) sensors. The addition of acoustic data provided three new data axes for discriminating habitats: seabed roughness (E1), reef depth (z) and the depth correction of satellite spectral data to uniform depth. Seabed hardness (E2) was not an informative channel in our study. The use of z to conduct the water-column correction of the optical bands to uniform depth is a potential improvement over applying the depth-invariant index approach to optical data in the absence of ancillary information on depth. Habitat maps of the forereef of Glovers Atoll (Belize, Central America) were created using k-means unsupervised classification on eleven different treatment images constructed from various combinations of optical and acoustic data layers. The maximum benefit of data synergy was achieved by depth correcting the optical bands. The accuracy of maps based on the depth-invariant optical index was not enhanced when E1, E2 or z were added as separate layers but was enhanced when these three acoustic measures were added in concert. Data synergy can improve the accuracy of habitat maps and the availability of both data sets allows practitioners to take advantage of each techniques' additional strengths such as providing synoptic continuous imagery for education and general management planning (in the case of optical imagery) and maps of reef rugosity (in the case of acoustic data). (C) 2010 Elsevier Inc. All rights reserved.",2010,"{""Bejarano, Sonia"",""Hedley, John D."",""Mumby, Peter. J."",""Sotheran, Ian""}","{""IKONOS; RoxAnn; Acoustics; Habitat mapping; Accuracy; Coral reefs""}",10.1016/j.rse.2010.06.012,"{""optical plus acoustic"",""addition of acoustic"",interesting,revisit}",excluded,"{""Data is not valued""}"
"Rosile, Grace Ann: Horse Sense At Work","Horse sense begins with the simple acknowledgment of a fellow living being, one connection at a time, in an everyday practice to minimize the inevitable violence that we do. Allow yourself the deeply meaningful gift of an experience that is spiritual, physical, mental, emotional, aesthetic, and practical all at once. Use this as a model for research, co-created participative inquiry, and as an ideal to follow for cooperation at work. Now summon the courage to restory the immoral, violent, and cruel “common sense” practices of management without giving up truth, balance, and social justice. Finally, remember that the value of the story lies in your ability to make it your own. That is Grace Ann Rosile’s life. © The Editor(s) (if applicable) and The Author(s) 2017, corrected publication 2018 and Springer Nature Switzerland AG 2021. All rights are reserved.",2021,"{""Boje, D. M.""}","{""Ensemble leadership"",""Indigenous ethics"",Restorying,""Social justice""}",10.1007/978-3-030-38324-4_106,{},excluded,"{""No societal value context"",""ESI data not used""}"
A Method To Construct An Environmental Vulnerability Model Based On Multi-Source Data To Evaluate The Hazard Of Short-Term Precipitation-Induced Flooding,"Flood hazards resulting from short-term severe precipitation have caused serious social and economic losses and have posed extraordinary threats to the safety of lives and property. Vulnerability, which reflects the degree of the adverse impact of flooding on a city, the sensitivity of the environment, and the extent to which rescues are possible during flooding, is one of the significant factors of the disaster risk assessment. Because of this, this paper proposes an Environmental Vulnerability Analysis Model (EVAM), based on comprehensively evaluating multi-source remote sensing data. The EVAM includes a two-stage, short-term flood vulnerability assessment. In the first stage, the flood's areal extension and land-use classification are extracted, based on the U-NET++ network, using multi-source satellite remote sensing images. The results from the first stage are used in the second stage of vulnerability assessment. In the second stage, combining multi-source data with associated feature extraction results establishes the Exposure-Sensitivity-Adaptive capacity framework. The short-term flood vulnerability index is leveraged through the analytic hierarchy process (AHP) and the entropy method is calculated for an environmental vulnerability evaluation. This novel proposed framework for short-term flood vulnerability evaluation is demonstrated for the Henan Province. The experimental results show that the proportion of vulnerable cities in the Henan Province ranging from high to low is 22.22\%, 22.22\%, 38.89\%, and 16.67\%, respectively. The relevant conclusions can provide a scientific basis for regional flood control and risk management as well as corresponding data support for post-disaster reconstruction in disaster regions.",2023,"{""Cui, Chengling"",""Meng, Jian"",""Wang, Mengyao"",""Yang, Runlu"",""Yao, Jiaqi"",""Zhu, Hong""}","{""flood; Environmental Vulnerability Analysis Model (EVAM); multi-source data; U-NET plus plus; AHP""}",10.3390/rs15061609,{},excluded,"{""Data is not valued""}"
Cost-Effectiveness Of Strategies For Preventing Paediatric Lower Respiratory Infections Associated With Respiratory Syncytial Virus In Eight Chinese Cities,"Background: New monoclonal antibodies (mAbs) and vaccines against RSV with promising efficacy and protection duration are expected to be available in the near future. We evaluated the cost-effectiveness of the administration of maternal immunisation (MI), infant mAb (IA) and paediatric immunisation (PI) as well as their combinations in eight Chinese cities. Methods: We used a static model to estimate the impact of these preventive interventions on reducing the burden of RSV-ALRI in twelve monthly birth cohorts from a societal perspective. In addition to year-round administration, we also considered seasonal administration of MI and IA (i.e., administered only to children born in selected months). The primary outcome was threshold strategy cost (TSC), defined as the maximum costs per child for a strategy to be cost-effective. Results: With a willingness-to-pay threshold of one national GDP per capita per QALY gained for all the cities, TSC of year-round strategies was: (i) US$2.4 (95% CI: 1.9-3.4) to US$14.7 (11.6-21.4) for MI; (ii) US$19.9 (16.9-25.9) to US$144.2 (124.6-184.7) for IA; (iii) US$28.7 (22.0-42.0) to US$201.0 (156.5-298.6) for PI; (iv) US$31.1 (24.0-45.5) to US$220.7 (172.0-327.3) for maternal plus paediatric immunisation (MPI); and (v) US$41.3 (32.6-58.9) to US$306.2 (244.1-441.3) for infant mAb plus paediatric immunisation (AP). In all cities, the top ten seasonal strategies (ranked by TSC) protected infants from 5 or fewer monthly birth cohorts. Conclusions: Administration of these interventions could be cost-effective if they are suitably priced. Suitably-timed seasonal administration could be more cost-effective than their year-round counterpart. Our results can inform the optimal strategy once these preventive interventions are commercially available. © 2021 The Author(s)",2021,"{""Jit, M."",""Leung, K."",""Liu, D."",""Wu, J. T.""}","{""Acute lower respiratory infection"",Article,Child,China,Chinese,Cities,""Cost-Benefit Analysis"",Cost-effectiveness,""Human respiratory syncytial virus"",Humans,Infant,""Maternal immunisation"",""Monoclonal antibody"",""Paediatric immunisation"",""Respiratory Syncytial Virus Infections"",""Respiratory Syncytial Virus, Human"",""Respiratory Tract Infections"",""Respiratory syncytial virus"",""Willingness To Pay"",city,""clinical outcome"",""cohort analysis"",""consumer price index"",""cost benefit analysis"",""cost effectiveness analysis"",""cost utility analysis"",""disease burden"",""drug efficacy"",female,""gross national product"",human,immunization,""lower respiratory tract infection"",newborn,""quality adjusted life year"",""respiratory syncytial virus infection"",""respiratory syncytial virus vaccine"",""respiratory tract infection"",""seasonal variation"",""sensitivity analysis"",""sentinel surveillance"",vaccination}",10.1016/j.vaccine.2021.08.057,"{""sentinel surveillance""}",excluded,"{""ESI data not used""}"
"Impact Of Land Use And Land Cover Changes On Landscape Structure In The Dry Lands Of Southern Africa: A Case Of The Zambezi Region, Namibia","The study evaluated patterns of land use and land cover (LULC) change in the Zambezi Region, Namibia between 1984 and 2010 using geospatial tools. Spatio-temporal dynamics of LULC changes were quantified using the post classification change detection method. The images were classified into five land use and land cover classes: forest land, shrub land, bare land, crop/grass land and other land. Landscape metrics were calculated using Fragstats to understand the landscape patterns and structural integrity of the landscape. The results showed that political transition (before and after independence) has resulted in dramatic decreases in patch density and increases in the interspersion and juxtaposition index values. The general pattern of LULC showed that the communal area compared to protected area became structurally diverse and ecologically more fragmented from 1984 to 2010. This study provides a foundation and baseline data demonstrating LULC alteration and landscape context suitable for monitoring future changes of protected and communal areas. Our approach is a novel way to assess the drivers and patterns of LULC under different land tenure types for natural resources conservation and sustainable land management in the dry lands of Southern Africa.",2022,"{""Kamwi, J. M."",""Mbidzo, M.""}","{""Land use; Land cover; Metrics; Landsat; Protected area; Communal area""}",10.1007/s10708-020-10244-x,{},excluded,"{""Data is not valued""}"
Long-Term Change Of Total Suspended Matter In A Deep-Valley Reservoir With Hj-1a/B: Implications For Reservoir Management,"The valley reservoirs service as a critical resource for society by providing drinking water, power generation, recreation, and maintaining biodiversity. Management and assessment of the water environment in valley reservoirs are urgent due to the recent eutrophication and water quality deterioration. As an essential component of the water body, total suspended matter (TSM) hinder the light availability to underwater and then affect the photosynthesis of aquatic ecosystem. We used long-term HJ-1A/B dataset to track TSM variation and elucidating the driving mechanism of valley reservoirs. Taking a typical deep-valley reservoir (Xin'anjing Reservoir) as our case study, we constructed a TSM model with satisfactory performance (R-2, NRMSE, and MRE values are 0.85, 18.57\%, and 20\%) and further derived the spatial-temporal variation from 2009 to 2017. On an intra-annual scale, the TSM concentration exhibited a significant increase from 2.13 +/- 1.10mgL(-1) in 2009 to 3.94 +/- 0.82mgL(-1) in 2017. On a seasonal scale, the TSM concentration in the entire reservoir was higher in the summer (3.36 +/- 1.54mgL(-1)) and autumn (2.74 +/- 0.82mgL(-1)) than in the spring (1.84 +/- 1.27mgL(-1)) and winter (1.44 +/- 2.12mgL(-1)). On a monthly scale, the highest and lowest mean TSM value occurred in June (4.66 +/- 0.45mgL(-1)) and January (0.67 +/- 1.50mgL(-1)), and the monthly mean TSM value increased from January to June, then dropped from June to December. Combing HJ-1A/B-derived TSM, climatological data, basin dynamic, and morphology of the reservoir, we elucidated the driving mechanism of TSM variation. The annual increase of TSM from long-term HJ-1A/B data indicated that the water quality of Xin'anjiang Reservoir was decreasing. The annual increase of phytoplankton jointed with an increase of built-up land and decrease of forest land in the basin may partially be responsible for the increasing trend in TSM. This study suggested that combining the long-term remote sensing data and in situ data could provide insight into the driving mechanism of water quality dynamic and improve current management efforts for local environmental management.",2019,"{""Moreno-Madrinan, Max J."",""Shi, Kun"",""Yao, Xiaolong"",""Zhang, Yibo"",""Zhang, Yunlin"",""Zhou, Yongqiang"",""Zhu, Guangwei""}","{""Suspended matter; Valley reservoirs; Dynamic; Rainfall; Land cover change""}",10.1007/s11356-018-3778-0,{maybe},excluded,"{""Data is not valued""}"
Renewable Energy: The Potential Opportunities And Obligations Of Plantation Forestry,"Global demand for woody biomass in substituting fossil fuels does, and will increasingly, place significant pressure on timber plantations and question conventional management practices. Plantations are rationally laid out, located in areas of high productivity, typically have good infrastructure, and are serviced by technologically efficient harvesting systems. Thus they have an inherent capacity to contribute more to bioenergy feedstocks than other, more natural, forms of forest or forest management. Sustainability goals are defined not only in terms of their in situ effect, but also in how they conform and contribute broadly to sustainable development at the local, regional and global levels. Renewable energy is generally recognised as a positive step on the pathway to sustainable development, but biomass-based renewable energy is becoming a controversial issue. In agriculture, the lure of first-generation biofuels is already distorting world food markets, energy crops such as sugar cane and oil palm continue to encroach on natural ecosystems, while in plantation forestry, everything from stumps and roots to branches and needles has taken on a new value. Not only does this threaten the ecological viability of the site, but it poses a challenge to forest management in suggesting a future and more direct competition for raw materials and the livelihoods of other users and satellite industries. Some level of trade-off between the long-term goals of plantation forestry, ecologically sound harvesting practices, and the benefits of renewable energy need to be arrived at. The challenge lies in ensuring an equitable incurrence of liabilities and distribution of benefits for all, while guaranteeing a feasible supply to a long-term investment in an energy conversion plant. Many argue that the free market should play itself out, oblivious to the fact that renewable energy plants are often subsidised. In this paper, we provide a general overview of some of the issues facing plantation forestry and the bioenergy harvest. The paper is presented primarily to stimulate discussion around issues of relevance to the emerging bioenergy sector.",2009,"{""Ackerman, P. A."",""Talbot, B.""}","{""bioenergy; biomass; plantations; production systems; sustainability""}",10.2989/sf.2009.71.1.11.748,{},excluded,"{""ESI data not used""}"
Building An Active Medical Product Safety Surveillance System In Taiwan: Adaptation Of The Us Sentinel System Common Data Model Structure To The National Health Insurance Research Database In Taiwan,"Purpose Using real-world data to support regulatory decision has become a global movement. However, a robust platform for active surveillance of medical product safety has not been established in Taiwan. Methods Following the common data model structure of the U.S. Food and Drug Administration's Sentinel System, we built the Taiwan Sentinel Data Model (TSDM) using the National Health Insurance Research Database with longitudinal claims data from 23 million individuals, linked death and cause of death data from a national registry, and linked electronic health record data from a delivery system. We examined the conversion of the TSDM using the Sentinel Data Quality Review and Characterization Programs in a sample of sex- and age-stratified cohort of 3 million individuals. Results The TSDM fulfilled the requirements of data quality assurance. Only about 6\% of sex and 0.0007\% of birth year were missing, and <0.001\% of date data had illogical values. Conclusions The TSDM-converted database could be a valuable data resource for domestic pharmacovigilance analysis in Taiwan and cross-country evaluation.",2021,"{""Hsu, Chien-Ning"",""Huang, Kelly"",""Huang, Ling-Ya"",""Lin, Fang-Ju"",""Ou, Huang-Tz"",""Toh, Sengwee"",""Wang, Chi-Chuan""}","{""common data model; pharmacoepidemiology; pharmacovigilance; sentinel initiative; Taiwan""}",10.1002/pds.5168,"{""sentinel system fda""}",excluded,"{""ESI data not used""}"
Can Suspended Sediment Concentrations Be Estimated From Multispectral Imagery Using Only Image-Derived Information?,"Sampling for suspended sediment concentrations (SSC) in inland waters is traditionally based on collecting samples at sparse locations and in limited intervals. A number of investigators explored the utility of earth-observing satellites and air-borne sensors for monitoring of SSC over vast areas. Two approaches are commonly deployed: (1) empirical relationships between a chosen remotely sensed quantity and the actual in-situ SSC; and (2) bio-optical models founded on radiative transfer modeling. Unfortunately, in-situ measurements are often unavailable for direct image calibration, and inherent optical properties of optically active constituents (specific scattering and absorption coefficients) are usually unknown. This paper examines the possibility to retrieve SSC from multispectral satellite imagery without any in-situ data, i.e. using only image-derived information. The fundamental principle of image selfcalibration relies on the fact that in the visual domain of wavelengths (~400-700 nm) the at-sensor reflectance becomes ""saturated"" at high SSC, whereas the near-infrared domain (~700-900 nm) remains almost perfectly linearly related to sediment concentrations. The core idea of the self-calibrating procedure is rather simple and is based on fitting an exponential function between reflectance and SSC, with SSC replaced by a linear relationship between SSC and reflectance in the near-infrared domain. As a first approximation of the non-linearity between reflectance and SSC levels in the 400-700 nm range, we used the equation proposed by Schiebe et al. (1992), although other equations, especially those arising from optical theory could be used as well. The technique is illustrated on a moderately sediment-laden reservoir and two scenes acquired from Landsat ETM+. The standard error of the estimated SSC was below 15 mg/L (i.e.~25 % relative error for the observed range of SSC). Although the proposed algorithm does not yield better results than other models mentioned in the literature, the primary advantage of the outlined methodology is that no in-situ measurements (water sampling nor spectral profiling) are needed - i.e. only image-derived information is used. © 2010 Indian Society of Remote Sensing.",2010,"{""Onderka, M."",""Rodný, M.""}","{Landsat,""Landsat thematic mapper"",""Model transferability"",Optimization,Saturation,Self-calibration,""Suspended sediments"",""airborne sensing"",algorithm,calibration,""concentration (composition)"",""data acquisition"",""empirical analysis"",""environmental monitoring"",""error analysis"",""estimation method"",""in situ measurement"",""inland sea"",linearity,""multispectral image"",nonlinearity,""numerical model"",""optical property"",""optical theory"",""radiative transfer"",reflectance,""satellite imagery"",""suspended sediment"",wavelength}",10.1007/s12524-010-0014-x,"{calibration,algorithm}",excluded,"{""Data is not valued""}"
