title,abstract,year,author,doi,tags,screening_status,excl_reasons
"A Network To Understand The Changing Socio-Ecology Of The Southern African Woodlands (Seosaw): Challenges, Benefits, And Methods","Societal Impact Statement The sustainable management of the southern African woodlands is closely linked to the livelihoods of over 150 M people. Findings from the Socio-Ecological Observatory for the Southern African Woodlands (SEOSAW) will underpin the sustainability of two of the largest industries on the continent: woodfuels and timber. SEOSAW will also improve our understanding of how human use shapes the biogeography and functioning of these ecosystems. Summary Here we describe a new network of researchers and long-term, in situ, measurements that will characterize the changing socio-ecology of the woodlands of southern Africa. These woodlands encompass the largest savanna in the world, but are chronically understudied, with few long-term measurements. A network of permanent sample plots (PSPs) is required to: (a) address management issues, particularly related to sustainable harvesting for energy and timber; (b) understand how the woodlands are responding to a range of global and local drivers, such as climate change, CO2 fertilization, and harvesting; and (c) answer basic questions about biogeography, ecosystem function, and the role humans play in shaping the ecology of the region. We draw on other successful networks of PSPs and adapt their methods to the specific challenges of working in southern African woodlands. In particular we suggest divergences from established forest monitoring protocols that are needed to (a) adapt to a high level of ecosystem structural diversity (from open savanna to dry forest); (b) quantify the chronic disturbances by people, fire, and herbivores; (c) quantify the diversity and function of the understory of grasses, forbs, and shrubs; (d) understand the life histories of resprouting trees; and (e) conduct work in highly utilized, human-dominated landscapes. We conclude by discussing how the SEOSAW network will integrate with remote sensing and modeling approaches. Throughout, we highlight the challenges inherent to integrating work by forest and savanna ecologists, and the wide range of skills needed to fully understand the socio-ecology of the southern African woodlands.",NA,NA,10.1002/ppp3.10168,{},excluded,"{""ESI data not used""}"
Tree-Related Microhabitats Are Promising Yet Underused Tools For Biodiversity And Nature Conservation: A Systematic Review For International Perspectives,"Sustainable management of forest ecosystems requires the use of reliable and easy to implement biodiversity and naturalness indicators. Tree-related microhabitats (TreMs) can fulfill these roles as they harbor specialized species that directly or indirectly depend on them, and are generally more abundant and diverse in natural forests or forests unmanaged for several decades. The TreM concept is however still recent, implying the existence of many knowledge gaps that can challenge its robustness and applicability. To evaluate the current state of knowledge on TreMs, we conducted a systematic review followed by a bibliometric analysis of the literature identified. A total of 101 articles constituted the final corpus. Most of the articles (60.3\%) were published in 2017 or after. TreM research presented a marked lack of geographical representativity, as the vast majority (68.3\%) of the articles studied French, German or Italian forests. The main themes addressed by the literature were the value of TreMs as biodiversity indicators, the impact of forest management on TreMs and the factors at the tree- and stand-scales favoring TreMs occurrence. Old-growth and unmanaged forests played a key role as a ""natural "" forest reference for these previous themes, as TreMs were often much more abundant and diverse compared to managed forests. Arthropods were the main phylum studied for the theme of TreMs as biodiversity indicators. Other more diverse themes were identified, such as restoration, remote sensing, climate change and economy and there was a lack of research related to the social sciences. Overall, current research on TreMs has focused on assessing its robustness as an indicator of biodiversity and naturalness at the stand scale. The important geographical gap identified underscores the importance of expanding the use of the TreMs in other forest ecosystems of the world. The notable efforts made in recent years to standardize TreM studies are an important step in this direction. The novelty of the TreM concept can partially explain the thematic knowledge gaps. Our results nevertheless stress the high potential of TreMs for multidisciplinary research, and we discuss the benefits of expanding the use of TreMs on a larger spatial scale.",NA,NA,10.3389/ffgc.2022.818474,{},excluded,"{""Review or opinion""}"
Data Assimilation For Leaf Area Index Of Tobacco On The Basis Of The Ensemble Kalman Filter In Nanxiong,"Leaf area index (LAI) can be used as a monitoring index for assessing tobacco health in different growing periods. Hence, acquiring and updating accurate LAI data in a timely manner are necessary for managing the growth of tobacco. Growth information for tobacco in different seasons could provide valuable information for management on a national scale. Accurate and continuous tobacco LAI dynamics data are based on the data fusion framework of the ensemble Kalman filter (EnKF), which is an efficient recursive filter to estimate the state of a dynamic system from a series of incomplete and noise measurements, can be used to obtain optimal results. Nanxiong City in Guangdong Province was selected as the study area to extract LAI data for tobacco and test the effect of EnKF method on the basis of quantitative remote sensing data for the growing state of tobacco in 2014. Tobacco canopy hyperspectral reflectance data in different growing seasons were collected every 15 days by using AvaSpec-ULS2048 HandHeld spectroradiometer made by Avantes company in the Netherlands. Tobacco LAI data were retrieved using the Normalized Difference Vegetation Index (NDVI), which was calculated using the reflectance data. An improved tobacco growth model (LOGISTIC) was established using the LAI data collected around Nanxiong. This improved model used LAI and accumulated temperature to reveal the changes in LAI in different growing seasons. On the basis of integration of LAI data (obtained using remote sensing data) and LAI data (obtained using the simplified LOGISTIC model and EnKF method), continuous LAI data were obtained in the time series during the tobacco growing season in Nanxiong. Finally, we compared three different LAI computing methods in tobacco study: (a) calculated by NDVI, (b) simulated by the LOGISTIC model and (c) data assimilation was based on EnKF. The results indicated that these three methods could describe the growth status of tobacco to a certain extent, especially in the mature growth period, however, the LAI assimilation method was the best, which was able to adjust measured values and model values dynamically, LAI data were more consistent with the practical growth conditions of tobacco. Method (a) was imperfect at early and late growth seasons of tobacco (in these two seasons, the LAI data were either less or more), and method (b) was more dependent on accumulated temperature data (LOGISTIC model could not effectively describe the unexpected changes in tobacco LAI). The results showed that the EnKF algorithm could obtain better estimation on the basis of the dynamic model, and assimilate remote sensing data into the dynamic model to obtain optimal estimation for LAI. The assimilated LAI data were closer to the real values, and the LAI curve was more consistent with actual tobacco growth status. © 2017, Ecological Society of China. All rights reserved.",2017,"{""Chen, H."",""Fan, F. L.""}",10.5846/stxb201601200135,{},excluded,{Validation/calibration}
Technological Advances In Drifters For Oil Transport Studies,"Advances in drifter technology applied to oil spill studies from 1970 to the present are summarized here. Initially, drifters designed for oil spill response were intended to remotely track trajectories of accidental spills and help guide responders. Most recently, inexpensive biodegradable drifters were developed for massive deployments, making it possible to significantly improve numerical transport models and to investigate, via observations, the processes leading to dispersion and accumulation of surface pollutants across multiple scales. Over the past 50 years, drifters have benefited from constant improvements in electronics for accurate and frequent location and data transmission, as well as progress in material sciences to reduce fabrication costs and minimize the environmental impact of sacrificial instruments. The large amount of in-situ data provided by drifters, covering a broad area, is crucial to validate the numerical models and remote sensing products that are becoming more important in guiding response and policy decisions.",2018,"{""Guigand, Cedric M."",""Novelli, Guillaume"",""Ozgokmen, Tamay M.""}",10.4031/mtsj.52.6.9,{},excluded,"{""Data is not valued""}"
Deep Low-Rank And Sparse Patch-Image Network For Infrared Dim And Small Target Detection,"Detection of infrared dim and small targets with diverse and cluttered background plays a significant role in many applications. In this article, we propose a deep low-rank and sparse patch-image network, termed as Deep-LSP-Net, to effectively detect small targets in a single infrared image. Specifically, by using the local patch construction scheme, we first transform the original infrared image into a patch image, which can be decomposed as a superposition of the low-rank background component and the sparse target component. The target detection is thus formulated as an optimization problem with low-rank and sparse regularizations, which can be solved by the alternating direction method of multipliers (ADMMs). We unroll the iterative algorithm into deep neural networks, where a generalized sparsifying transform and a singular value thresholding (SVT) operator are learned by the convolutional neural networks (CNNs) to avoid tedious parameter tuning and improve the interpretability of the neural networks. We conduct comprehensive experiments on two public datasets. Both qualitative and quantitative experimental results demonstrate that the proposed algorithm can obtain improved performance in small infrared target detection compared with state-of-the-art algorithms. © 1980-2012 IEEE.",2023,"{""Hu, Y."",""Li, P."",""Lu, X."",""Zhang, Y."",""Zhou, X.""}",10.1109/tgrs.2023.3288574,{},excluded,"{""No societal value context"",""Data is not valued"",Validation/calibration}"
Distributional Implications Of Supply Constraints In Water Markets,"In California, after three decades of water market development, volume of water traded in the market remains lower than desired. Total volume of water traded annually accounts for just around 2\%-5\% of total water used. Vast difference in the marginal values of water in agriculture and urban or environmental uses suggest that significant economic gains can be achieved by easing the barriers to trading water across sectors. This paper draws attention to the role of state and local policies in restricting water transfers. Using novel, purpose-built, satellite-mapped data of a sample of water-trading irrigation districts in California, this paper shows how districts' water transfer decisions are made in response to conflicting pressures of drought-induced high-water demand against the need to support the agricultural economy and the environment in water-exporting areas. The time period under study is 1991-2019, which spans the entire history of water market activity in California from inception to maturity, and helps illustrate the role of changing local and state policies on irrigation districts' water market participation. Despite policy-induced restrictions, this paper shows that sample irrigation districts are highly responsive to demand in water-buying areas, have increased the volume and frequency of water transfers, particularly in the last decade. This paper highlights important research and policy questions about the distribution of economic and environmental effects of water transfers in source area communities that could affect the future potential of water markets in easing structural and drought-induced water scarcity in California.",NA,NA,10.1061/(asce)wr.1943-5452.0001563,{},excluded,"{""Data is not valued""}"
Salivary Biomarkers For Clinical Applications,"For clinical applications such as monitoring health status, disease onset and progression, and treatment outcome, there are three necessary prerequisites: (i) a simple method for collecting biologic samples, ideally noninvasively; (ii) specific biomarkers associated with health or disease; and (iii) a technology platform to rapidly utilize the biomarkers. Saliva, often regarded as the 'mirror of the body', is a perfect surrogate medium to be applied for clinical diagnostics. Saliva is readily accessible via a totally noninvasive method. Salivary biomarkers, whether produced by healthy individuals or by individuals affected by specific diseases, are sentinel molecules that could be used to scrutinize health and disease surveillance. The visionary investment by the US National Institute of Dental and Craniofacial Research, the discovery of salivary biomarkers, and the ongoing development of salivary diagnostic technologies have addressed its diagnostic value for clinical applications. The availability of more sophisticated analytic techniques gives optimism that saliva can eventually be placed as a biomedium for clinical diagnostics. This review presents current salivary biomarker research and technology developmental efforts for clinical applications. © 2009 Adis Data Information BV. All rights reserved.",2009,"{""Wong, D. T."",""Xiao, H."",""Zhang, L.""}",10.2165/11317160-000000000-00000,"{""sentinel molecules"",spurious}",excluded,"{""ESI data not used""}"
Difficult Airway Equipment: A Survey Of Standards Across Metropolitan Perth,"The importance of appropriate equipment to manage the difficult airway has been highlighted by the publication of the Australian and New Zealand College of Anaesthetists (ANZCA) guidelines in 2012. We set out to audit compliance with these guidelines in all public and private sites providing general anaesthesia in metropolitan Perth. Public and private healthcare websites identified 39 sites of which 37 were studied. Institutional and ethics approval was obtained. A tick-box design audit tool, based on the ANZCA guidelines, was used to collect information regarding the dedicated difficult airway container (DDAC) at each site. As recommended in the guidelines, only equipment within the DDAC was considered. Further data about each site, including the number of theatre suites, satellite anaesthetic areas, use of capnography and categories of patients treated (adult, obstetric and paediatric) were collected. An adult DDAC was found at 92% of all sites, but none of the sites had all the essential equipment listed in the ANZCA guidelines. There was limited provision of adult difficult airway equipment within private sites compared to public, and less provision of paediatric difficult airway equipment across all sites treating paediatric patients in metropolitan Perth. Capnography was available in 76% of post anaesthesia care units and used regularly in 27%. Adherence to the ANZCA guidelines regarding the DDAC could be improved. Standardised equipment across a metropolitan region would be of value in the management of the difficult airway.",NA,NA,10.1177/0310057x1404200517,"{""satellite areas"",spurious}",excluded,"{""ESI data not used""}"
"Integrated Seawater Intrusion And Groundwater Quality Assessment Of A Coastal Aquifer: Galdit, Geospatial And Analytical Approaches","The pressure and dependence on coastal aquifers are on the rise in many parts of the globe. These lead to overexploitation, aggravated levels of groundwater pollution, and seawater intrusion. Integrated analyses can create holistic insights into the quality and the vulnerability of aquifers to seawater intrusion. In this study, Mombasa North coast’s coastal aquifer was characterized by integrating multiple approaches—GALDIT overlay index, seawater intrusion groundwater quality index GQISWI, total hardness, water quality index (WQI)—and the results were further explored and interpreted with geospatial analysis techniques. The study suggests that the predominant water type in areas under moderate or high vulnerabilities to seawater intrusion is the Na-Cl water type. However, similar Na-Cl water types can produce a range of total hardness from soft to hard. GQISWI classification can be used to narrow down the observations from Stuyfzand’s TH-based classification system. In the aquifer studied, the results of the GALDIT overlay index, a weighted aggregation of intrinsic parameters contributing to seawater intrusion, show that 29%, 59%, and 12% of the aquifer have low, moderate, and high vulnerabilities, respectively. The GQISWI analysis indicates that the groundwater is largely brackish (68%) but saline towards the southern end of the aquifer at 32%. Total hardness values indicate that 67% of the aquifer’s coverage falls under the “moderately hard” category. The geodatabase creation introduced in the study provides a template for similar studies and a baseline for future WQI and water quality monitoring. However, temporal studies on chronological timescales are recommended for sustainable management of the aquifer. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",NA,NA,10.1007/s11356-021-18084-z,{},excluded,"{""ESI data not used""}"
Advances In Mobile Health For Inflammatory Bowel Disease,"Mobile health has the potential to transform the management of chronic illnesses, expanding treatment from a purely clinic-based approach to a more patient-centered delivery of care. For patients with inflammatory bowel disease (IBD), a condition characterized by a relapsing and remitting course, adoption of mobile health strategies can promote improved quality of care delivery and clinical outcomes. Benefits of mobile health applications for IBD include tracking symptoms to guide disease management, coordinating data exchange across clinical care providers, increasing communication between patients and the care team, and providing educational materials to increase patient engagement and satisfaction. In this review, we present the current offerings for telemedicine systems and mobile applications designed for patients with IBD and discuss the potential advantages and limitations of utilizing mobile health in the care of these patients. © 2022 by the authors.",NA,NA,10.3390/diagnostics13010037,{spurious},excluded,"{""ESI data not used""}"
Monitoring Land Surface Processes With Thermal Infrared Data: Calibration Of Svat Parameters Based On The Optimisation Of Diurnal Surface Temperature Cycling Features,"Land Surface Models (LSM) have been designed to describe water and energy transfers at the soil-vegetation-atmosphere interface, and are therefore essential in many environmental disciplines. These numerical models, driven by the boundary conditions in the atmosphere and in the soil, require adequate knowledge of those vegetation and soil characteristics which are determinant in the characterisation of mass and energy transfers. In view of the fact that, firstly this information is often only partially known, and secondly the transfers are sometimes incorrectly represented, these models can rapidly drift and need to be regularly corrected. To this aim, remote sensing is a promising tool and many studies are currently devoted to the development of assimilation techniques to control their inputs or internal variables. The research presented in this paper contributes to this effort. Its ambition is to explore new methodologies, designed to make use of remote sensing thermal infrared data recorded from space. This study is based on the analysis of links between the characteristics of the diurnal cycle of the surface brightness temperature and the soil-atmosphere interface parameters and variables. The proposed methodology takes advantage of these temperatures cycling features, instead of absolute temperature values, to calibrate the LSM. The results show that the model parameters have a significant impact on the diurnal temperature dynamics, sometimes to a greater extent than on the temperature itself, and that these relationships have diurnal and seasonal variations. As a consequence, the use of TIR data for LSM calibration can be optimised by considering only those parts of the information which are really relevant to parameter calibration. © 2007 Elsevier Inc. All rights reserved.",2008,"{""Briottet, X."",""Coudert, B."",""Ottlé, C.""}","ta-onera, 31055 toulouse, 2, avenue edouard belin, france and 10.1016/j.rse.2007.06.024",{},excluded,"{""Data is not valued"",Validation/calibration}"
"Monitor Land Degradation Phenomena Through Landscape Metrics And Ndvi: Gördes, Kavacιk, Ilιcak, Kumçay And Marmara Lake Basins (Turkey)","Rapid land use/cover change (LULC), land degradation and landscape fragmentation are occurring in Turkey, as a result of demographic pressure, agricultural expansion, government policies and environmental factors such as drought. This study analyzed the dynamics of LULC and land degradation as revealed in landscape fragmentation in the Gördes, Kavacιk, Ilιcak, Kumçay and Marmara Lake basins based on Landsat data for 1975 and 2000. A hybrid supervised/ unsupervised classification approach coupled with GIS analyses was employed to generate LULC maps. Various class-level Landscape Pattern Metrics (LPMs) were calculated using FRAGSTATS, in order to analyze landscape fragmentation. Normalized Difference Vegetation Index (NDVI) has been prepared from the satellite data to understand the vigour and density of vegetation. The results indicated that the study area had a decrease in NDVI values, which meant a decrease in the vegetation cover, land degradation and the soil moisture during the study period. Consequently, the landscape became more highly fragmented. This suggests that anthropogenic activities driven by agricultural expansion were the main causes of landscape fragmentation, leading to landscape degradation in the study area. This study demonstrates the effectiveness of the Remote Sensing (RS) and the Geographical Information System (GIS) in detection, assessing, mapping, monitoring and generating essential quantitative information on the land degradation. © 2007 Asian Network for Scientific Information.",2007,"{""Taǧil, Ş""}",10.3923/jas.2007.1827.1842,{},excluded,"{""Data is not valued""}"
Subways And Co2 Emissions: A Global Analysis With Satellite Data,"This paper estimates a global CO2 emissions model using satellite data at 25 km resolution. The model incorporates industrial sources (including power, steel, cement, and refineries), fires, and non-industrial population-related factors associated with household incomes and energy requirements. It also tests the impact of subways in the 192 cities where they operate. We find highly significant effects with the expected signs for all model variables, including subways. In a counterfactual exercise estimating CO2 emissions with and without subways, we find they have reduced population-related CO2 emissions by about 50 \% for the 192 cities and about 11 \% globally. Extending the analysis to future subways for other cities, we estimate the magnitude and social value of CO2 emissions reductions with conservative assumptions about population and income growth and a range of values for the social cost of carbon and investment costs. Even under pessimistic assumptions for these costs, we find that hundreds of cities realize a significant climate co-benefit, along with benefits from reduced traffic congestion and local air pollution, which have traditionally motivated subway construction. Under more moderate assumptions, we find that, on climate grounds alone, hundreds of cities realize high enough social rates of return to warrant subway construction.",NA,NA,10.1016/j.scitotenv.2023.163691,{},excluded,"{""Data is not valued""}"
Models Of Earth's Main Magnetic Field Incorporating Flux And Radial Vorticity Constraints,"We describe a new technique for implementing the constraints on magnetic fields arising from two hypotheses about the fluid core of the Earth, namely the frozen-flux hypothesis and the hypothesis that the core is in magnetostrophic force balance with negligible leakage of current into the mantle. These hypotheses lead to time-independence of the integrated flux through certain 'null-flux patches' on the core surface, and to time-independence of their radial vorticity. Although the frozen-flux hypothesis has received attention before, constraining the radial vorticity has not previously been attempted. We describe a parametrization and an algorithm for preserving topology of radial magnetic fields at the core surface while allowing morphological changes. The parametrization is a spherical triangle tesselation of the core surface. Topology with respect to a reference model (based on data from the Oersted satellite) is preserved as models at different epochs are perturbed to optimize the fit to the data; the topology preservation is achieved by the imposition of inequality constraints on the model, and the optimization at each iteration is cast as a bounded value least-squares problem. For epochs 2000, 1980, 1945, 1915 and 1882 we are able to produce models of the core field which are consistent with flux and radial vorticity conservation, thus providing no observational evidence for the failure of the underlying assumptions. These models are a step towards the production of models which are optimal for the retrieval of frozen-flux velocity fields at the core surface.",2007,"{""Constable, C. G."",""Jackson, A."",""Parker, R. L."",""Walker, M. R.""}",10.1111/j.1365-246x.2007.03526.x,{},excluded,"{""ESI data not used""}"
Over-Harvesting Driven By Consumer Demand Leads To Population Decline: Big-Leaf Mahogany In South America,"Consumer demand for the premier neotropical luxury timber, big-leaf mahogany (Swietenia macrophylla), has driven boom-and-bust logging cycles for centuries, depleting local and regional supplies from Mexico to Bolivia. We revise the standard historic range map for mahogany in South America and estimate the extent to which commercial stocks have been depleted using satellite data, expert surveys, and sawmill processing center data from Brazil. We estimate an historic range of 278 million hectares spanning Venezuela to Bolivia, 57\% of this in Brazil. Approximately 58 million hectares (21\%) of mahogany's historic range had been lost to forest conversion by 2001. Commercial populations had been logged from at least 125 million more hectares, reducing the commercial range to 94 million hectares (34\% of historic). Surviving stocks are extremely low-density populations in remote regions representing a smaller fraction of historic stocks than expected based on estimated current commercial range. Our method could advance international policy debates such as listing proposals for CITES Appendices by clarifying the commercial and conservation status of high-value timber species similar to mahogany about which little information is available. The fate of remaining mahogany stocks in South America will depend on transforming current forest management practices into sustainable production systems.",NA,NA,10.1111/j.1755-263x.2009.00082.x,{},excluded,"{""Data is not valued""}"
Connectivity Shapes Delivery Of Multiple Ecological Benefits From Restoration,"Connectivity and landscape context are common considerations in the spatial prioritisation of conservation actions. Similar spatial principles can also be used to inform the selection, prioritisation and monitoring of sites for restoration, but it is not clear whether these variables consistently shape the delivery of benefits from restoration. This study aimed to determine whether, and how, seascape connectivity and landscape context combine to influence the recovery of fish and crustacean communities at a restoring coastal wetland. We measured changes to biodiversity (fish species richness), fisheries benefits (fisheries harvested abundance) and functioning (fish functional diversity) bi-annually at a 200 ha restoring wetland, and three control sites, in eastern Australia between 2017 and 2021. Connectivity and landscape context were quantified using a combination of in-field measurements, remote sensing techniques and least-cost path analysis. Biodiversity, fisheries benefits, and functional diversity increased at the restoration site over time, but these metrics did not change significantly at any of the control sites over the same time period. The delivery of each of the three co-benefits at the restoration site was also positively linked to increased wetland connectivity, larger areas of mangroves and higher salinity levels in the recovering seascape. These results support tighter integration of connectivity and landscape context to optimise and inform spatial planning in restoration, and we suggest that this is essential for supporting the delivery of multiple benefits from recovering habitats and seascapes. Adopting similar approaches to understand the drivers of restoration success would improve the ecological and economic outcomes of actions.",2023,"{""Borland, Hayden P."",""Gilby, Ben L."",""Hazell, Jackson J."",""Henderson, Christopher J."",""Leon, Javier X."",""Mosman, Jesse D."",""Olds, Andrew D."",""Rummell, Ashley J.""}",10.1016/j.biocon.2023.110358,{},excluded,"{""Data is not valued""}"
Effects Of Land Cover On Ecosystem Services In Tanzania: A Spatial Assessment Of Soil Organic Carbon,"The multiple ecosystem services provided by healthy soil are well known and include soil carbon sequestration to mitigate climate change, a medium for plant and agricultural production and regulating the hydrologic cycle. Despite the wide recognition of the importance of these services, drivers of soil organic carbon (SOC) dynamics across various land uses in East Africa are poorly understood. The objectives of this study were threefold: to quantify SOC stocks across Tanzania; assess the effect of land cover and erosion on SOC; and investigate the relationship between inherent and dynamic soil properties under diverse land uses. The Land Degradation Surveillance Framework (LDSF) was used to assess the variability of ecological metrics at different spatial scales. SOC was quantified within and between different land cover types (forest, woodland, shrubland, grassland and cropland) in Tanzania. A total of 2052 soil samples from 1082-1000m2 plots were collected from seven 100-km2 sentinel sites in 2010. Composite soil samples were collected at each plot from two depths (0-20 and 20-50cm) and cumulative soil mass samples were collected to 100cm. Soil samples were analyzed using a combination of traditional analytical laboratory methods and mid-infrared spectroscopy (MIR). Model performance of MIR spectral predictions for carbon was good, with an R2 of >0.95 and RMSEP of 4.3gkg-1, when using an independent validation datasets. Woodland and cropland were the most frequently occurring vegetation structure types in the sampled sites, with 388 and 246 plots, respectively. Average topsoil OC (and range) was 12.4 (1.5-81.4) gCkg-1 (n=1082) and average subsoil OC (and range) was 7.3 (0.64-53.8) gCkg-1 (n=970) for the seven sites. Forested plots had the highest mean topsoil organic carbon concentrations (17.3gCkg-1) followed by cropland (13.3gCkg-1), for all sites included in the study, but with high levels of variability between sites. Soil mass at 30cm was measured and these data were used to calculate carbon stocks for the different land cover types. An approach based on remote sensing was explored for the mapping of SOC stocks at 30cm for Tanzania using Moderate Resolution Imaging Spectroradiometer (MODIS) imagery from 2012. Results indicate that the use of image reflectance for the mapping of SOC stocks has promising potential, with R2 values ranging from 0.77 to 0.81 and RMSEP values from 0.90 to 1.03kgm-2 for the three validation datasets. There is high utility of these maps for strategic land management interventions that prioritize ecosystem services. © 2015.",NA,NA,10.1016/j.geoderma.2015.03.010,{},excluded,{Validation/calibration}
Review Of Remote Sensing Algorithms For Monitoring Forest Disturbance From Time Series And Multi-Source Data Fusion,"Spatio-temporally explicit forest disturbance information is regarded as a critical mechanism for net ecosystem productivity. However, quantitative and spatio-temporally explicit information on forest disturbance is currently rare for most regions of the world. Unique among earth observation programs, Landsat data are systematically collected and archived following a global acquisition strategy. The provision of free, robust data products since 2008 has spurred a renaissance of interest in Landsat and resulted in an increasingly widespread use of Landsat Time Series (LTS) for multi-temporal characterizations. The science and application capacity of Landsat have developed steadily since 1972, with the increase in sophistication offered over time incorporated into Landsat processing and analysis practices. With the successful launch of Landsat-8, the continuity of measures at scales of relevance to management and scientific activities is ensured in a short time. The spatial, spectral, and temporal resolution offered by Landsat data is well suited, increasingly established, and operational in usage for forest management and analysis. Particularly, forest change detection algorithms based on LTS stack provide robust tools for detecting near real-time forest ecosystem changes, whereby a baseline of conditions can be determined for both abrupt and gradual changes and attributed to different drivers. Interest in LTS has been further enhanced by the recent introduction of several novel automated data processing techniques suitable for multi-temporal analysis, especially after the successful launch of highly spatio-temporal resolution satellites. The benefits are enabled by data availability, analysis-ready image products, increased computing power and storage, and sophisticated image processing approaches. Thus, change detection research for forest disturbance with time series remote sensing data has entered a brand-new stage. This review systematically summarizes the research progress and application of multi-temporal forest disturbance monitoring methods based on remote sensing data sources. Considering the significance and advantage of applying time series analysis in change detection, data availability selection, and data processing, various spectral indexes and dense time automatic monitoring methods for forest disturbance are analyzed extensively, and the characteristics of multi-source data and algorithms are summarized. Finally, the improvements based on the existing limitations are explored. At the time of this review, three forest disturbance change detection algorithms are commonly used for LTS: spectral variables, classification analysis, and trajectory analysis. Spectral-based techniques range from single-band reflectance to a host of indexes calculated from different algebraic manipulations of the original spectral bands and their derivatives. Classification-based techniques are an extension of traditional change detection techniques based on two-year images. Trajectory-based methods identify trends and breakpoints corresponding to disturbance events, stability, and recovery time, and they are useful for characterizing different disturbance regimes. The strength and limitations of each method prior to conducting an LTS analysis should be understood by forestry and remote sensing communities, who should ideally select a given method depending on their information needs. In summary, unprecedented advances in the assessment of forest disturbance have been realized in recent and future years using LTS data combined with other high spatial and temporal resolution imagery, especially domestic satellites as information sources. © 2018, Science Press. All right reserved.",NA,NA,10.11834/jrs.20187089,{},excluded,"{""Review or opinion""}"
Spatiotemporal Dynamics Of No2 Concentration With Linear Mixed Models: A Bangladesh Case Study,"There is currently a limited understanding of how climatic and anthropogenic factors affect atmospheric NO2 concentration, and how these factors are associated with air pollution over space and time. Using high-resolution TROPOMI satellite data, this study estimates both the degree of association between climatic and anthropogenic factors, and the spatiotemporal variability of NO2 concentration over Bangladesh. Several linear mixed models were developed to isolate possible factors affecting the NO2 concentration values recorded between July 2018 and June 2019). This included monthly mean maximum temperature (MMAXT), rainfall, wind speed (WS), relative humidity (RH), enhanced vegetation index (EVI), population density, and distance from industrial activities. The study revealed that the very urbanized central region of Bangladesh experienced high NO2 concentrations, particularly from September through to March. Dynamic variables such as RH, MMAXT, RAIN, and WS can positively or negatively influence NO2 depending on the time of year. Areas with a high vegetation cover, a low population density, and located some distance from industrial areas tended to have low NO2 concentrations. This study concluded that policy measures such as transboundary air quality agreements, the introduction of a month-specific green tax, decentralization, industrial relocation, and increased urban tree plantation activities could all prove valuable in reducing NO2 pollution in Bangladesh.",NA,NA,10.1016/j.pce.2022.103119,{},excluded,"{""Data is not valued""}"
Hiv Drug Resistance Surveillance For Prioritizing Treatment In Resource-Limited Settings,"Background: Sentinel testing programs for HIV drug resistance in resource-limited settings can inform policy on antiretroviral therapy (ART) and drug sequencing. Objective: To examine the value of resistance surveillance in influencing recommendations toward effective and cost-effective sequencing of ART regimens. Methods: A state-transition model of HIV infection was adapted to simulate clinical care in Cote d'Ivoire and evaluate the incremental cost-effectiveness of (1) no ART; (2) ART beginning with a non-nucleoside reverse transcriptase inhibitor (NNRTI)-based regimen followed by a boosted protease inhibitor (PI)-based regimen; and (3) ART beginning with a boosted PI-based regimen followed by an NNRTI-based regimen. Results: At a 5\% prevalence of NNRTI resistance, a strategy that started with a PI-based regimen had a smaller health benefit and higher cost-effectiveness ratio than a strategy that started with an NNRTI-based regimen (cost-effectiveness ratio \$910/year of life saved). Results consistently favored initiation with an NNRTI-based regimen, regardless of the population prevalence of NNRTI resistance (up to 76\%) and the efficacy of an NNRTI-based regimen in the setting of resistance. The most influential parameters on the cost-effectiveness of sequencing strategies were boosted PI-based regimen costs and the efficacy of this regimen when used as second-line therapy. Conclusions: Drug costs and treatment efficacies, but not NNRTI resistance levels, were most influential in determining optimal HIV drug sequencing in Cote d'Ivoire. Results of surveillance for NNRTI resistance should not be used as a major guide to treatment policy in resource-limited settings. (C) 2007 Lippincott Williams \& Wilkins.",2007,"{""Anglaret, Xavier"",""CEPAC International Investigators"",""Divi, Nomita"",""Freedberg, Kenneth A."",""Goldie, Sue J."",""Losina, Elena"",""Mercincavage, Lauren M."",""Toure, Siaka"",""Walensky, Rochelle P."",""Weinstein, Milton C."",""Yazdanpanah, Yazdan""}",10.1097/qad.0b013e328011ec53,{spurious},excluded,"{""ESI data not used""}"
County Government As The “Administrative Arm” Of State Government,"The view of county governments as administrative arms of state government is also related to the limited political discretion afforded county officials in many states Diversity in the states' orientations toward local administrative discretion and local participation in policy making is also evident in the nature of state mandates. In England, county governments were created to provide regional representation for the Crown, with sheriffs responsible for collecting taxes, adjudicating disputes among residents and between residents and the Crown, and enforcing the laws of the Crown. County governments are developing new roles as home rule charters and legislative acts have expanded their authority and responsibility as local governments since World War II. The utility of county government as an administrative arm of stategovernment can also be seen in the organization of California's State Emergency Management System. To facilitate communication among the local operational area and regional and state disaster agencies, the state developed the Operational Area Satellite Information System. © 1997 Taylor & Francis. All rights reserved.",2019,"{""Waugh, W. L.""}",10.4324/9781315093239-17,"{""satellite agencies"",spurious}",excluded,"{""ESI data not used""}"
