title,author,year,key,n_tokens,summary,error,pass,screening_decision,reason_for_exclusion,quick_notes,econ_method,societal_benefit,value_units,eo_data,applied_science_theme,notes
High Resolution Satellite Image Orientation Models,"Crespi, M. and Fratarcangeli, F. and Giannone, F. and Pieralice, F.",2009,crespi_resolutionsatelliteimageorientation_2009,18104,"The paper outlines methods to estimate societal benefits from high-resolution satellite imagery through rigorous and generalized orientation models. It emphasizes the transition from traditional aerial imagery to satellite data, which facilitates applications across various sectors such as urban planning, agriculture, and environmental monitoring.    Key methods include the use of rigorous sensor models based on collinearity equations, which establish geometric relationships between image and ground coordinates. This involves correcting for atmospheric refraction and employing Ground Control Points (GCPs) to refine orientation parameters. Generalized models, particularly Rational Polynomial Coefficients (RPCs), allow users to derive object coordinates without extensive prior knowledge of satellite sensor characteristics, making them more accessible.    To validate the accuracy of these models, the study employs techniques like Leave-One-Out Cross-Validation (LOOCV), which assesses model performance by iteratively using all but one GCP for model training and evaluating against the excluded point. This method enhances reliability and mitigates biases associated with small sample sizes. Overall, the paper illustrates how improved satellite data orientation can lead to significant societal benefits by enhancing mapping accuracy and expanding the applicability of satellite imagery across diverse fields.",NA,1,,,,,,,,,
System Modelling of Very Low Earth Orbit Satellites for Earth Observation,"Crisp, N. H. and Roberts, P. C. E. and Romano, F. and Smith, K. L. and Oiko, V. T. A. and {Sulliotti-Linner}, V and Hanessian, V and Herdrich, G. H. and {Garcia-Alminana}, D. and Kataria, D. and Seminari, S.",2021,crisp_systemmodellinglowearth_2021,24725,"The paper employs a comprehensive system modeling framework to assess the potential societal benefits of Very Low Earth Orbit (VLEO) satellites for Earth Observation (EO) applications. Key methods used include the development of system models that integrate novel technologies such as atmosphere-breathing electric propulsion (ABEP) and advanced aerodynamic materials, which enhance performance while reducing drag.     The authors conducted case studies for two EO satellite types: an optical Very High Resolution (VHR) satellite and a Synthetic Aperture Radar (SAR) satellite. They explored trade-offs related to system mass, propulsion efficiency, and costs when operating at lower altitudes. Data-driven cost models were employed to estimate development and manufacturing expenses, revealing potential savings of up to 75% in system mass and over 50% in costs for the optical satellite when leveraging VLEO technologies.     Additionally, the framework allows for parametric analysis regarding the impact of altitude on design variables and system performance, illustrating how reduced operational altitudes can lead to significant advancements in EO capabilities and a quicker return on investment for related industries. Overall, the study elucidates the logistical, economic, and operational advantages of utilizing VLEO for EO missions, which could have wide-reaching societal benefits.",NA,1,,,,,,,,,
Using Remote Sensing as a Support to the Implementation of the European Marine Strategy Framework Directive in Sw Portugal,"Cristina, Sonia and Icely, John and Goela, Priscila Costa and Angel DelValls, Tomas and Newton, Alice",2015,cristina_remotesensingsupportimplementation_2015,10439,"The paper employs a combination of satellite remote sensing and in situ measurements to assess the effectiveness of the Algal Pigment Index 1 (API 1) from the Medium Resolution Imaging Spectrometer (MERIS) as a monitoring tool for the Marine Strategy Framework Directive (MSFD) in southwestern Portugal. The authors conducted a validation study at three offshore stations, comparing satellite-derived chlorophyll-a concentrations with in situ data collected during various upwelling events. They applied statistical analyses, including mean ratio, absolute percentage difference, relative percentage difference, and root mean square error, to quantify the agreement between satellite and in situ measurements. The study highlighted the importance of correcting for adjacency effects from land using an improved contrast processor (ICOL), leading to higher correlation coefficients (R²) and reduced uncertainty in the API 1 data. The findings demonstrated that remote sensing could effectively monitor eutrophication, a key descriptor of the MSFD, by tracking algal blooms, thereby offering a cost-effective method for managing marine ecosystems. Overall, the research underscores the potential of satellite data in providing timely information for environmental monitoring and policy implementation.",NA,1,,,,,,,,,
Role of Satellite Remote Sensing in the Geographic Information Economics in France,"Den{\'e}gre, J.",1991,denegre_rolesatelliteremotesensing_1991,5997,"The paper by Jean Denègre evaluates the economic and social utility of geographic information in France, particularly through satellite remote sensing. It employs a multi-faceted approach to quantify societal benefits, primarily through ""cost/advantage"" ratios that assess the economic impact of geographic information applications.     Key methods include:    1. **Cost Estimation**: The study estimates production and research costs linked to geographic information, noting that these represent approximately 0.1% of the national GDP.    2. **Utility Criteria Analysis**: It identifies various external economic effects of geographic information, categorized into basic tool aspects, network advantages, and economic efficiencies. This helps in understanding the broader impacts beyond mere production costs.    3. **Comparative Analysis**: The paper compares the performance of satellite imagery with traditional mapping methods in several sectors, including topographic and geological mapping. It highlights time and cost savings, with reported efficiency gains ranging from 10% to 100% compared to conventional techniques.    4. **Case Studies**: Specific applications in road network development and oceanographic mapping illustrate the qualitative benefits of remote sensing, emphasizing its role in improving decision-making and operational efficiencies.    Overall, the paper underscores the importance of remote sensing in enhancing the value of geographic information, despite challenges in quantifying its comprehensive societal benefits.",NA,1,,,,,,,,,
"Use of Social Networks for Outreach, Education and Training on Space Applications: Know-how and Experience of Planete Sciences Midi-Pyrenees and Cnes","Denis, Gil and Klein, Severine and Gueguen, Berengere",2014,denis_socialnetworksoutreacheducation_2014,8961,"The paper outlines innovative methods employed by Planète Sciences Midi-Pyrénées and CNES (French National Space Agency) to leverage social networks for educational outreach regarding space applications, particularly Earth observation data. The study details a coordinated evaluation of these outreach strategies, focusing on the creation of a blog titled ""Un autre regard sur la terre"" to disseminate information on Earth observation themes.    Key methods include the use of social media platforms like Facebook and Twitter to engage a broader audience, particularly youth. The authors highlight the development of educational content that combines engaging visuals (satellite images) with explanations of their environmental significance, aiming to stimulate curiosity and encourage deeper learning.    Data collection techniques involve monitoring web traffic to assess engagement metrics, such as page views and unique visitors, alongside qualitative evaluations of user interactions during events, like tweetups. The effectiveness of these outreach methods is assessed through user feedback and participation metrics, providing insights into how social media can transform initial interest into ongoing engagement with space science. Challenges, such as conveying in-depth information beyond event-driven engagement, are also discussed, emphasizing the need for sustained outreach efforts.",NA,1,,,,,,,,,
Challenges and Opportunities of Digital Technology in Soil Quality and Land Management Research,"de Paul Obade}, V. and Gaya, C. and Obade, P. T.",2021,depaulobade_challengesopportunitiesdigitaltechnology_2021,19655,"The paper investigates the use of digital technologies and Earth Observation data to enhance soil quality and land management practices. The authors employ a multi-criteria analysis framework to assess soil quality, which includes screening sensitive variables, hierarchical ranking, and understanding interrelationships among various soil attributes. They integrate diverse datasets (qualitative and quantitative) from high-performance computing, GNSS, GIS, and remote sensing technologies to develop a Soil Quality Index (SQI). This index synthesizes multiple soil properties (e.g., soil organic carbon, moisture, pH) into a singular metric for effective comparison and decision-making across different ecosystems.    Additionally, the authors leverage remote sensing data to monitor soil attributes and assess agricultural productivity, enabling real-time communication of scientific knowledge to stakeholders. They discuss challenges such as model complexity, data uncertainties, and cost implications but emphasize the potential of digital solutions to improve soil health, mitigate degradation, and promote sustainable land management practices. By utilizing advanced technologies, the study aims to provide actionable insights that can lead to better environmental and agricultural outcomes.",NA,1,,,,,,,,,
Applying Bag of Words Approach to Determine Remote Sensing Technology Acceptance among Smallholder Plantations,"Diana, S. R. and Farida, F.",2023,diana_applyingbagwordsapproach_2023,9639,"The paper employs sentiment analysis through a text mining approach to assess the acceptance of remote sensing technology among different user groups in Indonesia's oil palm sector, specifically focusing on private companies, state-owned plantations, and smallholder plantations. The research utilizes primary data collected from focus group discussions (FGDs), questionnaires, and observations, which are then transcribed for analysis. A bag-of-words (BoW) model is used to categorize sentiments expressed in the text data, allowing for the identification of frequently occurring words and the overall sentiment polarity.    The analysis involves three methods: machine learning (support vector machines, neural networks, decision trees), a lexicon-based approach that assigns polarity scores to words, and a hybrid model combining both. The study's findings reveal high acceptance of remote sensing technology among private and state-owned plantations, with smallholders exhibiting significant resistance. The results highlight the potential societal benefits of remote sensing, such as improved productivity and environmental monitoring, while also suggesting the need for better education and support for smallholders to foster acceptance and utilization of this technology.",NA,1,,,,,,,,,
Possibilities of the Practical Application of Remote Sensing Data in Real Property Appraisal,"D{\k a}browski, R. and Latos, D.",2015,dabrowski_possibilitiespracticalapplicationremote_2015,6201,"The paper by Dąbrowski and Latos employs a qualitative-quantitative analysis to evaluate the applicability of remote sensing data in real property appraisal. The authors utilize various remote sensing datasets, including multispectral satellite images, digital aerial photographs, and LiDAR data, to analyze 30 properties in the Warsaw-Bemowo area. The research methodology involves spatial identification and qualitative assessments of property characteristics through direct and indirect photo-interpretation techniques.     Key attributes examined include shape, size, land use, number of buildings, and technical conditions, with data processed to extract quantitative measurements and visual assessments. The study further integrates traditional property data sources, such as land registers and local planning documents, enhancing the comprehensiveness of property evaluations. The results indicate that remote sensing data can effectively identify many property characteristics, although limitations exist regarding the resolution and reliability of certain datasets. Overall, the methodology demonstrates the potential of remote sensing to provide valuable insights into property appraisal processes, facilitating a more efficient and data-informed valuation approach.",NA,1,,,,,,,,,
Implication of Geo-Informatics (Gis/Rs) on Agricultural Irrigation Management: The State of the Art,"Elbana, M. and Bakr, N. and Karajeh, F.",2019,elbana_implicationgeoinformaticsgis_2019,12336,"The paper by Elbana et al. reviews the application of geo-informatics, specifically Geographic Information Systems (GIS) and Remote Sensing (RS), in agricultural irrigation management. The authors discuss various methodologies for quantifying societal benefits derived from these technologies in enhancing irrigation efficiency and water productivity. Key methods include the use of spatial data analysis to assess agroecological characteristics, which aids in precision irrigation by tailoring water application to specific field zones based on soil and crop requirements.     Remote sensing data, such as NDVI (Normalized Difference Vegetation Index), is utilized to monitor crop health and water use, enabling timely irrigation adjustments. Econometric analyses compare traditional irrigation practices with precision methods, demonstrating substantial water savings and increased crop yields. The paper highlights case studies where GIS and RS have been integrated into decision support systems, resulting in improved resource management and public participation in water conservation efforts. Ultimately, the authors advocate for more widespread adoption of these technologies to enhance food security and sustainable agricultural practices, particularly in resource-limited regions.",NA,1,,,,,,,,,
Integrating Inland and Coastal Water Quality Data for Actionable Knowledge,"El Serafy, Ghada Y. H. and Schaeffer, Blake A. and Neely, Merrie-Beth and Spinosa, Anna and Odermatt, Daniel and Weathers, Kathleen C. and Baracchini, Theo and Bouffard, Damien and Carvalho, Laurence and Conmy, Robyn N. and De Keukelaere, Liesbeth and Hunter, Peter D. and Jamet, Cedric and Joehnk, Klaus D. and Johnston, John M. and Knudby, Anders and Minaudo, Camille and Pahlevan, Nima and Reusen, Ils and Rose, Kevin C. and Schalles, John and Tzortziou, Maria",2021,elserafy_integratinginlandcoastalwater_2021,18711,"The paper discusses an integration framework for assessing water quality in inland and coastal waters through a combination of data from multiple sources, including satellite remote sensing, in situ sensors, and modeling outputs. The authors emphasize the importance of data assimilation techniques to create actionable knowledge that supports water resource management and decision-making.    Key methods include:    1. **Data Integration**: The authors propose a framework that synthesizes diverse data types to improve water quality monitoring. This involves combining discrete measurements from citizen science, automatic sensors, and remote sensing data.    2. **Iterative Development Model**: A five-stage process is utilized: defining end-user needs, obtaining relevant data, transforming data into usable products, distributing this information, and translating it into actionable knowledge.    3. **Data Assimilation**: Techniques such as the Ensemble Kalman Filter (EnKF) are employed to enhance model predictions by integrating various observational data, thereby improving the reliability of water quality forecasts.    4. **Validation and Calibration**: The approach involves continuous calibration of models using real-time data, ensuring accurate representation of water quality dynamics.    These methods collectively aim to enhance the utility of satellite and remote sensing data for stakeholders involved in water management.",NA,1,,,,,,,,,
Pollution Monitoring: Optimal Design of Inspection - an Economic Analysis of the Use of Satellite Information to Deter Oil Pollution,"Florens, {\relax JP} and Foucher, C",1999,florens_pollutionmonitoringoptimaldesign_1999,8860,"The paper by Florens and Foucher employs a theoretical modeling approach to analyze the societal benefits of integrating satellite information with aerial inspections for monitoring oil pollution from tankers. The methodology includes a cost-benefit analysis to evaluate two monitoring strategies: aerial inspections alone and a combination of aerial and satellite monitoring.     The model sets up a game-theoretic framework between polluters and a monitoring agency, where the agency seeks to optimize its inspection strategy based on the social cost of pollution and the costs associated with monitoring. The authors demonstrate that the inclusion of satellite data can enhance the efficiency of aerial inspections by directing them to areas identified as potential pollution sites, thus potentially decreasing pollution levels and monitoring costs.    The paper introduces a numerical example to illustrate the model's application to specific regions (the Channel and the Mediterranean Sea) and quantifies the conditions under which satellite monitoring provides social benefits. Key findings indicate that satellite information can reduce pollution and monitoring costs, thereby improving overall social welfare, particularly when the social cost of pollution is sufficiently high. The accuracy of satellite data is shown not to be a critical factor in its effectiveness, emphasizing the strategic role of such information in environmental monitoring.",NA,1,,,,,,,,,
Climate Data for the European Forestry Sector: From End-User Needs to Opportunities for Climate Resilience,"Fraccaroli, Cecilia and Govigli, Valentino Marini and Briers, Siebe and Cerezo, Nieves Pena and Jimenez, Jorge Paz and Romero, Maria and Lindner, Marcus and {de Arano}, Inazio Martinez",2021,fraccaroli_climatedataeuropeanforestry_2021,17451,"The study employs a mixed-methods approach to assess the potential benefits of Earth Observation (EO) and climate data for the forestry sector, focusing on the Copernicus Climate Change Service (C3S). Data was gathered through semi-structured interviews, surveys, and workshops with forestry end-users to identify their requirements for climate data. A SWOT analysis categorized the strengths, weaknesses, opportunities, and threats related to C3S utilization, thereby capturing user perceptions and needs.    The analysis revealed that improved climate services for the forestry sector could enhance decision-making and risk management. Key findings emphasized the need for tailored training on climate data usage, better integration of climate with non-climate data, and the development of new variables and indicators. The study advocates for a collaborative approach between data providers and users to create accessible, user-friendly climate services that cater to the specific needs of the forestry sector, ultimately aiming to enhance climate resilience and adaptation strategies. This user-centered framework is vital for bridging the gap between demand and supply of climate services, fostering effective forest management practices.",NA,1,,,,,,,,,
Multilayer Data and Artificial Intelligence for the Delineation of Homogeneous Management Zones in Maize Cultivation,"Gallardo-Romero}, Diego Jose and {Apolo-Apolo}, Orly Enrique and {Martinez-Guanter}, Jorge and {Perez-Ruiz}, Manuel",2023,gallardoromero_multilayerdataartificialintelligence_2023,14077,"The study by Gallardo-Romero et al. employs a combination of satellite imagery and machine learning (ML) techniques through Google Earth Engine (GEE) to delineate management zones (MZs) for maize cultivation. The methods include:    1. **Data Collection**: Sentinel-2 satellite images and yield data from multiple agricultural plots were collected. Various vegetation indices (VIs) were calculated to assess crop health, identifying stress and nutrient deficiencies.    2. **Machine Learning Models**: Supervised ML models (Random Forest, Support Vector Machine, Gradient Boosting Trees, and Classification and Regression Trees) and unsupervised k-means clustering were used to classify the data. The models were trained on a dataset split into 70% for training and 30% for validation, enabling the identification of distinct MZs based on crop yield.    3. **Validation**: The classification accuracy of the models was evaluated using overall accuracy and kappa coefficient metrics. This ensured the robustness of the delineated MZs.    4. **Output Generation**: Maps of the MZs were produced, allowing farmers to optimize input applications, thereby enhancing resource efficiency and potentially increasing profitability while minimizing environmental impact.     This approach demonstrates the significant societal benefits of integrating remote sensing and AI in precision agriculture.",NA,1,,,,,,,,,
Sharing Environmental Data through Geoss,"Giuliani, Gregory and Ray, Nicolas and Schwarzer, Stefan and De Bono, Andrea and Peduzzi, Pascal and Dao, Hy and Van Woerden, Jaap and Witt, Ron and Beniston, Martin and Lehmann, Anthony",2011,giuliani_sharingenvironmentaldatageoss_2011,13428,"The paper discusses methods for estimating the societal benefits of Earth Observation (EO) data through the Global Earth Observation System of Systems (GEOSS). It emphasizes the importance of creating a Spatial Data Infrastructure (SDI) that facilitates the sharing and integration of diverse environmental data sets. The authors focus on interoperability and service chaining, allowing users to access and process data from various sources seamlessly.    Key methods include:    1. **Interoperability Standards**: Utilizing Open Geospatial Consortium (OGC) standards to ensure that different data formats and systems can communicate effectively.    2. **Service Chaining**: Implementing workflows that combine various web services to create new applications and insights from existing data, enhancing the understanding of complex environmental interactions.    3. **Capacity Building**: Promoting the use of SDIs among stakeholders to ensure data is shared and utilized effectively, thereby improving decision-making processes at multiple levels.    4. **Online Portals and Catalogs**: Development of geoportals that allow users to discover, access, and visualize data, facilitating broader public engagement and awareness of environmental issues.    Through these methods, the paper illustrates how EO data can inform policies and decisions, ultimately leading to improved societal outcomes.",NA,1,,,,,,,,,
Crossing the (Watershed) Divide: Satellite Data and the Changing Politics of International River Basins,"Gleason, Colin J. and Hamdan, Ali N.",2017,gleason_crossingwatersheddividesatellite_2017,15000,"The paper ""Crossing the (Watershed) Divide: Satellite Data and the Changing Politics of International River Basins"" employs innovative methods to estimate river discharge using satellite-based data, specifically the At-Many-Stations Hydraulic Geometry (AMHG) approach. This method allows for the estimation of river flow rates without relying on in situ gauge data or ancillary information, which are often state-controlled and scarce, especially in international river basins (IRBs).    The authors apply AMHG to two case studies: the Ganges–Brahmaputra and the Mekong rivers. They analyze historical hydrological data and utilize Landsat imagery to derive width measurements at multiple cross-sections along the rivers. By fitting these measurements into the AMHG equations, they estimate discharge and validate their results against available gauge data.     The findings suggest that satellite-derived flow estimates can enhance hydrological understanding in politically sensitive areas, potentially reshaping water management strategies and interstate relations. The research emphasizes the implications of improved access to hydrologic data for local stakeholders in Bangladesh and downstream countries, highlighting the role of satellite technology in democratizing water resource management.",NA,1,,,,,,,,,
"Wireless Sensor Networks to Study, Monitor and Manage Cattle in Grazing Systems","Gonzalez, L. A. and {Bishop-Hurley}, G. and Henry, D. and Charmley, E.",2014,gonzalez_wirelesssensornetworksstudy_2014,6979,"The paper by González et al. (2014) employs a comprehensive methodology using wireless sensor networks (WSNs) to monitor and manage grazing cattle. The study utilizes remote weighing systems to capture liveweight (LW) data and GPS-based collars to track cattle behavior over a 341-day period. Data is collected at high temporal (daily) and spatial (individual animal level) resolution, enabling the analysis of short-term and long-term effects of environmental and management factors on cattle LW and behavior.    LW data is processed using mixed linear regression models and penalized B-splines to estimate LW changes (LWC) while filtering out erroneous observations. Behavioral data is classified into activities such as grazing or resting, achieving over 90% accuracy using decision trees. Spatial distribution of behaviors is visualized through kernel density maps, facilitating understanding of grazing patterns and environmental interactions.    This methodological framework allows for the quantification of societal benefits, such as improved animal welfare and environmental stewardship, by enabling timely management interventions based on real-time data for enhanced productivity and sustainable livestock management.",NA,1,,,,,,,,,
2d vs. 3d Change Detection Using Aerial Imagery to Support Crisis Management of Large-Scale Events,"Gstaiger, Veronika and Tian, Jiaojiao and Kiefl, Ralph and Kurz, Franz",2018,gstaiger_2d3dchangedetection_2018,17476,"The paper employs advanced remote sensing techniques to assess societal benefits from satellite and aerial imagery data, focusing on crisis management during large-scale events. Using two significant events in Germany (the Wacken Open Air festival and the Protestant Church Assembly), the authors implemented both 2D and 3D change detection methods. They compared traditional 2D techniques with a novel fusion-based 3D approach that integrates height information to enhance change detection accuracy.    Data acquisition involved high-resolution aerial imagery captured during the events, processed into digital surface models (DSMs) using Structure-from-Motion (SfM) and Semi-Global Matching (SGM) techniques. The fusion-based 3D change detection utilized Dempster-Shafer theory to combine 2D image changes with height variations from DSMs, enhancing the detection of relevant changes such as vehicle movements and temporary structures.    The results indicated that the integration of 3D information significantly improved the identification of changes relevant to crisis management, reducing false positives associated with 2D analysis, particularly in shadowed areas. This methodology supports real-time decision-making in emergency scenarios by providing accurate assessments of site conditions, which can guide resource allocation and evacuation planning.",NA,1,,,,,,,,,
Monitoring Water-Related Ecosystems with Earth Observation Data in Support of Sustainable Development Goal (Sdg) 6 Reporting,"Hakimdavar, Raha and Hubbard, Alfred and Policelli, Frederick and Pickens, Amy and Hansen, Matthew and Fatoyinbo, Temilola and Lagomasino, David and Pahlevan, Nima and Unninayar, Sushel and Kavvada, Argyro and Carroll, Mark and Smith, Brandon and Hurwitz, Margaret and Wood, Danielle and Uz, Stephanie Schollaert",2020,hakimdavar_monitoringwaterrelatedecosystems_2020,20921,"The paper investigates the societal benefits of Earth Observation (EO) data in monitoring water-related ecosystems, specifically for Sustainable Development Goal (SDG) 6 reporting. The methodology employs various satellite datasets, including MODIS and Landsat imagery, to assess surface water extent, wetlands, and water quality across seven countries. It utilizes spatial analysis techniques to map and quantify changes in water-related ecosystems over time, focusing on the indicators set by the UN Environment for SDG 6.6.1.    To estimate the extent of surface water bodies, the study compares three different datasets, applying statistical methods to assess correlations and deviations from baseline values. The authors emphasize the importance of defining persistent water thresholds and suggest that varying these thresholds based on local hydrological conditions can improve accuracy in reporting. Additionally, they highlight the potential for EO data to complement ground-based monitoring, enabling countries to track water quality indicators like total suspended solids (TSS) and chlorophyll-a (chl) effectively. The study advocates for the integration of EO data into national reporting frameworks, recommending accuracy assessments to validate these datasets for SDG compliance.",NA,1,,,,,,,,,
Precision Farming: Technologies and Information as Risk-Reduction Tools,"Hall, F. R.",1999,hall_precisionfarmingtechnologiesinformation_1999,10020,"The paper discusses the integration of satellite and Earth observation data into precision farming (PF) as a means of reducing agricultural risks and improving economic and environmental outcomes. The methodology involves using Geographic Information Systems (GIS) and Global Positioning Systems (GPS) to gather, analyze, and apply spatially variable data on crop health, pest populations, and soil conditions. This data allows farmers to implement site-specific management practices, such as variable rate technology (VRT), which enables precise application of fertilizers and pesticides based on real-time field conditions.    The authors emphasize the importance of integrating diverse data types—spatial and attribute data—into actionable insights for farmers. They also highlight the necessity of advanced decision-support systems to interpret complex datasets, maximizing the benefits of PF. The analysis of risk reduction is conducted through a framework that includes risk identification, estimation, and assessment, focusing on the economic and ecological impacts of reduced pesticide usage. By quantifying these societal benefits, the paper aims to provide a comprehensive view of how satellite data can enhance agricultural productivity while minimizing environmental risks.",NA,1,,,,,,,,,
Developments in Land Information Systems: Examples Demonstrating Land Resource Management Capabilities and Options,"Hallett, S. H. and Sakrabani, R. and Keay, C. A. and Hannam, J. A.",2017,hallett_developmentslandinformationsystems_2017,14000,"The paper explores the societal benefits of satellite and Earth Observation data through the lens of Land Information Systems (LIS) and highlights several case studies. It employs a mixed-methods approach, integrating geospatial data, legacy soil inventories, and satellite imagery to assess land capabilities and management options. The authors utilized Geographic Information Systems (GIS) to combine various data sources, including legacy soil maps, meteorological observations, and remote sensing imagery, to create comprehensive databases.    The assessment process involved developing predictive models to classify land suitability for agriculture, focusing on agricultural land classifications in Wales and Ireland, and optimizing land for biofertilizer application in Malaysia. The methodology also included harmonizing legacy data to create a unified soil classification system, facilitating better decision-making. The integration of high-resolution satellite data allowed for improved spatial analysis of land attributes, supporting environmental policy and resource management.    Ultimately, the study underscores the importance of interoperable data systems, which enhance the ability to make informed decisions regarding land use, environmental protection, and agricultural productivity, thereby yielding significant societal benefits.",NA,1,,,,,,,,,
"Comparing the Information Content of Coral Reef Geomorphological and Biological Habitat Maps, Amirantes Archipelago (Seychelles), Western Indian Ocean","Hamylton, S. and Andrefouet, S. and Spencer, T.",2012,hamylton_comparinginformationcontentcoral_2012,5940,"The paper employs a comparative analysis of geomorphological and biological habitat maps derived from remote sensing data to estimate the societal benefits of satellite and Earth Observation data in assessing coral reef systems. Two mapping campaigns were conducted: one using Compact Airborne Spectrographic Imager (CASI) imagery to classify biological habitats, and the other using Landsat imagery for geomorphological mapping. The effectiveness of these maps was quantified using multiple metrics, including habitat richness (number of classes), diversity (Shannon-Wiener index), and thematic content (Cramer’s V statistic).     The study demonstrated strong correlations between the richness of geomorphological and biological classes, with R² values indicating a reliable predictive capability of geomorphological maps for biological habitat diversity. The analysis highlighted the cost-effectiveness of using geomorphological maps as proxies for biological habitat characteristics, potentially maximizing the return on mapping investments while informing marine spatial planning and conservation efforts. This methodological approach underscores the value of Earth Observation data in enhancing marine management practices and decision-making by providing accessible, cost-effective information on habitat diversity.",NA,1,,,,,,,,,
Spaceborne Imaging Spectroscopy for Sustainable Agriculture: Contributions and Challenges,"Hank, Tobias B. and Berger, Katja and Bach, Heike and Clevers, Jan G. P. W. and Gitelson, Anatoly and {Zarco-Tejada}, Pablo and Mauser, Wolfram",2019,hank_spaceborneimagingspectroscopysustainable_2019,27451,"The paper examines the societal benefits of hyperspectral and multispectral satellite data in precision agriculture, focusing on their contributions to improved agricultural practices and sustainability. The authors utilize a review methodology, synthesizing existing literature to assess the capabilities of hyperspectral imaging for estimating key biophysical and biochemical variables relevant to crop management. They highlight the advantages of hyperspectral data over traditional multispectral data, particularly in its ability to capture fine spectral features that allow for more precise monitoring of variables such as chlorophyll content, nitrogen levels, and water stress.    The authors identify retrieval methods that leverage spectral data to estimate these variables accurately, emphasizing the importance of algorithms that account for measurement errors and reflectance anisotropies. They also discuss the operationalization of these technologies through existing services and products that provide farmers with actionable insights for decision-making, thereby enhancing agricultural productivity and resource efficiency. The paper concludes with recommendations for future satellite missions, emphasizing the need for high spatial and spectral resolution to maximize the practical applications of remote sensing in agriculture.",NA,1,,,,,,,,,
Perspectives from Landscape Ecology Can Improve Environmental Impact Assessment,"Harker, Karly J. and Arnold, Lauren and Sutherland, Ira J. and Gergel, Sarah E.",2021,harker_perspectiveslandscapeecologyimprove_2021,14335,"The paper by Harker et al. emphasizes the integration of landscape ecology principles to enhance Environmental Impact Assessments (EIA) and Cumulative Effects Assessments (CEA) in Canada. The authors utilized several methods to quantify societal benefits from satellite and Earth observation data, focusing on improving the spatial and temporal scales of assessments.     First, they demonstrated the impact of varying spatial extents on cumulative impacts, advocating for the use of remote sensing data to better define project boundaries and assess surrounding developments. Network analysis was employed to illustrate how small projects can disrupt habitat connectivity, which is crucial for biodiversity and ecosystem services.     Additionally, the authors highlighted the potential of long-term historical remote sensing products, such as aerial photography, to inform baseline conditions and recovery trends, thus enabling better decision-making regarding ecosystem restoration and management. They also underscored the importance of freely available geospatial data to fill gaps in resource assessments, suggesting that leveraging these resources can lead to more robust and informed environmental management practices.",NA,1,,,,,,,,,
"Gap-Free Monitoring of Annual Mangrove Forest Dynamics in ca Mau Province, Vietnamese Mekong Delta, Using the Landsat-7-8 Archives and Post-Classification Temporal Optimization","Hauser, L. T. and Binh, N. A. and Hoa, P. V. and Quan, N. H. and Timmermans, J.",2020,hauser_gapfreemonitoringannual_2020,21792,"The paper employs advanced remote sensing techniques to estimate the societal benefits of satellite data for monitoring mangrove forests in Ca Mau Province, Vietnam. Using Google Earth Engine (GEE), the authors processed a comprehensive archive of Landsat-7 and Landsat-8 imagery from 2001 to 2019. They developed annual median composites to create gap-free land cover maps, which were classified using the Classification and Regression Trees (CART) algorithm, achieving accuracy rates of 94-96%. The study incorporated temporal data fusion techniques, allowing for the interpolation of missing data and cross-validation of classifications, enhancing the robustness of the results.    Key methods included post-classification optimization, which utilized temporal patterns to correct illogical land use transitions, ensuring consistency in the classification process. The analysis revealed a net annual change of -0.01% in dense mangrove cover, highlighting spatial hotspots of deforestation and degradation. The findings underscore the importance of leveraging high-frequency satellite data and advanced computational methods to derive actionable insights for mangrove conservation, aligning ecological monitoring with societal benefits such as carbon sequestration and coastal protection.",NA,1,,,,,,,,,
"Mapping Crop Fractional Green Canopy Cover Using High Spatial Resolution Thermal and Optical Remote Sensing in Southern Ontario, Canada","He, Y. and Dosanjh, M. and Shang, J. and Liu, J. and Drury, C. F. and Yang, X. and Yang, J. and Dao, P. D. and Axiotis, A. and Proctor, C.",2022,he_mappingcropfractionalgreen_2022,7971,"The study employed a combination of airborne thermal and optical remote sensing to estimate crop fractional green canopy cover (FGCC) in southern Ontario, Canada. High-resolution RGB images (20 cm) and thermal images (60 cm) were collected from a helicopter, while ground-level red-edge images (5 cm) were captured using a specialized camera. FGCC was estimated using a grid-based visual assessment, where 100 sampling sites were analyzed.    The researchers established linear relationships between FGCC and thermal data, achieving an R² of 0.77, indicating a strong correlation for varied canopy conditions. However, thermal imagery performed poorly in low FGCC environments (20-40%). In contrast, red-edge images demonstrated superior performance, explaining 81% of FGCC variation through a simple ratio vegetation index. K-fold cross-validation was utilized to validate the regression models, ensuring robust results despite the limited sample size for red-edge data.    The findings suggest that both thermal and red-edge sensors can effectively estimate FGCC, with implications for agricultural management practices aimed at improving crop productivity and sustainability. The study highlights the potential of affordable remote sensing technologies for widespread agricultural applications.",NA,1,,,,,,,,,
