title,author,year,abstract,key,include,src,notes
Value Of Airborne Laser Scanning And Digital Aerial Photogrammetry Data In Forest Decision Making,"Kangas, A. and Gobakken, T. and Puliti, S. and Hauglin, M. and Naesset, E.",2018,"Airborne laser scanning (ALS) has been the main method for acquiring data for forest management planning in Finland and Norway in the last decade. Recently, digital aerial photogrammetry (DAP) has provided an interesting alternative, as the accuracy of stand-based estimates has been quite close to that of ALS while the costs are markedly smaller. Thus, it is important to know if the better accuracy of ALS is worth the higher costs for forest owners. In many recent studies, the value of forest inventory information in the harvest scheduling has been examined, for instance through cost-plus-loss analysis. Cost-plus-loss means that the quality of the data is accounted for in monetary terms through calculating the losses due to errors in the data in the forest management planning context. These costs are added to the inventory costs. In the current study, we compared the losses of ALS and DAP at plot level. According to the results, the data produced using DAP are as good as data produced using ALS from a decision making point of view, even though ALS is slightly more accurate. ALS is better than DAP only if the data will be used for more than 15 years before acquiring new data, and even then the difference is quite small. Thus, the increased errors in DAP do not significantly affect the results from a decision making point of view, and ALS and DAP data can be equally well recommended to the forest owners for management planning. The decision of which data to acquire, can thus be made based on the availability of the data on first hand and the costs of acquiring it on the second hand.",kangas_airbornelaserscanningdigital_2018,TRUE,class_round2,NA
Increasing The Use Of Earth Science Data And Models In Air Quality Management,"Milford, Jana B. and Knight, Daniel",2017,"In 2010, the U.S. National Aeronautics and Space Administration (NASA) initiated the Air Quality Applied Science Team (AQAST) as a 5-year, \$ 17.5-million award with 19 principal investigators. AQAST aims to increase the use of Earth science products in air quality-related research and to help meet air quality managers' information needs. We conducted a Web-based survey and a limited number of follow-up interviews to investigate federal, state, tribal, and local air quality managers' perspectives on usefulness of Earth science data and models, and on the impact AQAST has had. The air quality managers we surveyed identified meeting the National Ambient Air Quality Standards for ozone and particulate matter, emissions from mobile sources, and interstate air pollution transport as top challenges in need of improved information. Most survey respondents viewed inadequate coverage or frequency of satellite observations, data uncertainty, and lack of staff time or resources as barriers to increased use of satellite data by their organizations. Managers who have been involved with AQAST indicated that the program has helped build awareness of NASA Earth science products, and assisted their organizations with retrieval and interpretation of satellite data and with application of global chemistry and climate models. AQAST has also helped build a network between researchers and air quality managers with potential for further collaborations. Implications: NASA's Air Quality Applied Science Team (AQAST) aims to increase the use of satellite data and global chemistry and climate models for air quality management purposes, by supporting research and tool development projects of interest to both groups. Our survey and interviews of air quality managers indicate they found value in many AQAST projects and particularly appreciated the connections to the research community that the program facilitated. Managers expressed interest in receiving continued support for their organizations' use of satellite data, including assistance in retrieving and interpreting data from future geostationary platforms meant to provide more frequent coverage for air quality and other applications.",milford_increasingearthsciencedata_2017,FALSE,class_round2,NA
Agricultural Case Studies For Measuring The Value Of Information Of Earth Observation And Other Geospatial Information For Decisions,"Bernknopf, R.",2017,"In this chapter, two case studies that involve the quantitative estimation of the value of information (VOI) in specific adaptation and mitigation decisions in the agriculture sector are summarized. The first case study focuses on adapting land use to sustain drinking water quality and to avoid an increase in the contamination of groundwater by agrochemicals. In the first example the Landsat archive is used to evaluate the societal benefits to adapt agricultural land management to reduce nonpoint source groundwater contamination. The second case study targets mitigating drought disasters by determining farmer eligibility for financial assistance by the U.S. Department of Agriculture (USDA). For the second example the Gravity Recovery and Climate Experiment (GRACE) provide data to assess the economic loss due to the misspecification of eligibility for drought disaster assistance and insurance that is evaluated in a specific drought policy. In each case, Earth observation data are transformed into information and is processed with other science-based indicators, as well as socioeconomic data in support of applicable communities. © 2018 by Taylor & Francis Group, LLC.",bernknopf_agriculturalstudiesmeasuringinformation_2017,TRUE,class_round2,also compares VOI based on two different satellite missions - Landsat vs. an Indian satellite
Planning Iterative Investment For Landscape Restoration: Choice Of Biodiversity Indicator Makes A Difference,"Butler, Don William",2009,"Natural regrowth vegetation offers a cost-effective means of restoring some degraded landscapes. Worldwide, policy responses to climate change are increasing the attractiveness of investment in regrowth protection or facilitation which with strategic planning could also deliver substantial dividends for biodiversity conservation. This study compares the performance of two commonly used indicators of biodiversity conservation priority, irreplaceability and complementarity, as tools to support planning for iterative investment to protect natural regrowth of Brigalow, an endangered ecological community in subtropical eastern Australia. Brigalow covered more than seven million hectares prior to clearing, it now persists 'intact' on less than a tenth of that area but there are significant areas of regrowth. Data on Brigalow regrowth derived from mapping and remote sensing identify 10,555 patches covering 280,000 hectares in total. Two different classifications are used to represent Brigalow biodiversity: a land-type classification of 16 'regional ecosystems' mapped at 1:100,000 scale, and a landscape-scale classification of 40 biogeographic subregions that discriminate relatively uniform landscapes at about 1:500,000 scale. Conservation targets are expressed as the extent of regrowth needed to increase the extent of intact or 'remnant' areas of each biodiversity feature to either 5\% or 10\% of its former extent. In each case, irreplaceability and complementarity are positively correlated, and either metric type could be used to identify relatively large sets of high-priority patches. However, regional-scale restoration is likely to involve iterative investment and therefore to require discrimination of relatively small sets of patches of the highest priority for biodiversity conservation. Irreplaceability is not an ideal measure of biodiversity value when planning such iterative processes, simply because irreplaceability is uninformative for ranking 'high-value' patches; they all have the highest possible score. This study demonstrates the importance of considering quite fundamental points when choosing metrics for conservation planning, such as the frequency distribution of values they produce. Where planning aims to identify quite small sets of very high value features metrics that are most variable among the highest value patches, like the one used for complementarity, in this study, will be more useful than metrics that are strongly bounded at higher values. (C) 2009 Elsevier Ltd. All rights reserved.",butler_planningiterativeinvestmentlandscape_2009,FALSE,class_round2,NA
Measuring The Economic Benefits Of An Environmental Monitoring Satellite Project: The Value Of Information Approach,"Eom, Young Sook and Hong, Jong Ho",2013,"This paper reports a first application of contingent valuation method to measure the value of information generated by earth science data from an environmental geostationary satellite payload called Geostationary Environmental Monitoring Satellite. The purpose of the space project is to improve the accuracy of air pollution information by enhancing air pollution monitoring and forecasting system coupled with conventional ground level monitoring stations located throughout South Korea. Estimation results based on a survey data of 1000 households show that most explanatory variables including bid amounts and household income significantly influenced dichotomous choice contingent valuation responses with expected signs. When applied to the whole sample, mean willingness to pay reflecting both use and non-use values was stable at around \$3.70 per year for the improvement of air quality information. Present values of total benefits over the lifetime period of the space satellite exceed the cost born by tax payers with a benefit-cost ratio of 2.77. The result of this study clearly suggests that contingent valuation method can be used as an alternative approach in measuring the value of information from a space-derived earth science project. (C) 2013 Elsevier Ltd. All rights reserved.",eom_measuringeconomicbenefitsenvironmental_2013,TRUE,class_round2,NA
"How Remote Sensing Supports Mangrove Ecosystem Service Valuation: A Case Study In Ca Mau Province, Vietnam","Tuan Quoc Vo and Kuenzer, C. and Oppelt, N.",2015,"This paper highlights the importance of using household survey and remote sensing data for the assessment of mangrove ecosystem services (fisheries and timber related products, carbon sequestration, storm protection) in Ca Mau Province, Vietnam. The results indicate that remote sensing plays an important role in ecosystem service valuation in the large areas where mangroves and aquaculture are mixed. We estimated the value of mangrove ecosystem services using market price and replacement cost approaches to determine an initial assessment of the overall contribution of mangroves to human well-being. The total estimated value was US\$ 600 million/year for 187,533 ha (approximately US\$ 3000/ ha/year), which is slightly smaller than the gross domestic product (GDP) of the province (US\$ 0.69 billion in 2010). However, this is only a partial estimate that does not consider other services (tourism, biocliversity, cultural and social values), clue to the absence of primary data The main contribution of this study is that it is the first to combine the approaches of remote sensing and household survey for the quantification of mangrove ecosystem services in the mangrove-shrimp integrated system. Our findings indicate that the continued expansion of acivaculture has reduced the benefits to local communities provided by the mangrove ecosystem. (C) 2015 Elsevier B.V. All rights reserved,",tuanquocvoandkuenzer_remotesensingsupportsmangrove_2015,FALSE,class_round2,NA
The Six Dimensions Of Value Associated To The Use Of Copernicus Sentinel Data: Key Findings From The Sentinel Benefits Study,"Sawyer, Geoff and Mamais, Eleftherios and Papadakis, Dimitri",2022,"The role of Earth Observation (EO) data from satellites in supporting informed decision-making and more efficient operational processes is becoming increasingly recognized. However, analysing the value that this generates remains a challenge. Often, top-down cost-benefit analyses are used to justify budgets but with very broad-based, macro-economic assumptions. The approach discussed in this paper is bottom-up building on the use of a single product or service arising from the use of data coming from one or more of the Copernicus Sentinel satellites. This allows a much finer, detailed understanding of how the data is being used and hence contributing to informed decision making. A case-based, value-chain methodology has been applied through which the impact on society can be analysed. Whilst early cases focused on economic value i.e., monetized benefits, later ones recognise that often the benefits may be wider than this. For instance, organisations can benefit through an increased reputation, or societal values such as quality of life can be felt. Consequently, a set of non-monetary dimensions have been defined which provide a new framework for the analysis. The six dimensions are described in the paper and have been tested on a significant number of recent cases. The paper describes the updated methodology and the results obtained through its application.",sawyer_dimensionscopernicussentineldata_2022,TRUE,class_round2,This is in our benchmarks - why not flagged as dupe?
Numerical Modelling And Satellite Remote Sensing As Tools For Research And Management Of Marine Fishery Resources,"George, G.",2014,"This chapter outlines the use of modelled and satellite remote sensing (SRS) data in supporting the research, technology-development and management of marine fishery resources. The value of such methods used in marine fisheries management is emphasized. State of art techniques in fisheries resource management utilizing numerical models, and SRS, separately and jointly, are described here. Numerical models are useful for studying fish and other aquatic invertebrate larval transport. SRS data are used to locate fish stocks, locate areas of reef stress and delineate areas of high productivity in the wake of cyclone paths. Coupling SRS with models helps to manage fishery resources on an ecosystem scale, generate potential fishing zones (PFZ), forecast ocean state (OSF), detect meso-scale features such as eddies and track cyclones threatening coastal resources. Modelled, SRS and in situ data sets in combination can be used in the estimation of potential fishery resources in the exclusive economic zone (EEZ), which in turn can help in fishing fleet management. Hence, there is a huge scope for application of numerical modelling and SRS in marine fisheries research and management. © 2014, Springer International Publishing Switzerland.",george_numericalmodellingsatelliteremote_2014,FALSE,class_round2,NA
"Coordinated Capacity Development To Maximize The Contributions Of Space Science, Technology, And Its Applications In Support Of Implementing Global Sustainable Development Agendas-A Conceptual Framework","Kumar, A. Senthil and Camacho, Sergio and Searby, Nancy D. and Teuben, Joost and Balogh, Werner",2020,"Space science, technology, and its applications have the potential to make essential contributions to the implementation of global development agendas which encompass the 2030 Agenda for Sustainable Development, the Sendai Framework for Disaster Risk Reduction, and the Paris Agreement on Climate Change. Member States of the United Nations are ultimately responsible for implementing the development agendas at the national level. The use of Earth observation tools can provide timely and reliable input data to the Global Indicator Framework to directly follow-up and review some of the sustainable development goals 169 targets. The continued user of these tools gives Member States the capability to evaluate the effectiveness of actions taken to reach specific targets and to report on progress achieved or shortcomings that need to be addressed. For many countries, capacity development is an essential factor for making optimal use of solutions offered by space activities. A large number of stakeholders, including international, regional, and national entities, are providing relevant capacity development activities. This article provides a pragmatic conceptual framework for improved collaboration and coordination of capacity development to assist Member States to fully utilize the contributions of space science, technology, and its applications to implement the global development agendas and to benefit society. The proposed coordination of capacity development needs to be integrated into an overall results-based management approach for optimizing the use of space science, technology, and its applications in support of global development agendas. (C) 2019 Elsevier Ltd. All rights reserved.",kumar_coordinatedcapacitydevelopmentmaximize_2020,FALSE,class_round2,NA
Economic Feasibility Study For Pavement Monitoring Using Synthetic Aperture Radar-Based Satellite Remote Sensing Cost-Benefit Analysis,"Li, Mingxin and Faghri, Ardeshir and Ozden, Abdulkadir and Yue, Yixiang",2017,Recent developments in satellite remote sensing and the availability of high-resolution synthetic aperture radar (SAR) products have created an opportunity for the use of SAR-based monitoring for pavement and infrastructure management. No previous studies have performed a detailed cost-benefit analysis to analyze the economic feasibility of pavement monitoring through the use of SAR-based satellite remote sensing. The aim of this study was to fill this knowledge gap by proposing a comprehensive methodology to estimate the most important benefits and expenses associated with the use of data obtained from satellites by SAR and interferometric SAR for advanced monitoring of the infrastructure and to gain a better understanding of the strategies used to identify their effects. A general cost-benefit analysis framework that could serve as a pavement management tool for assessment of pavement deformations and deformation velocities with millimeter accuracy was developed. The results of a case study performed in the state of Delaware to demonstrate how the proposed approaches can be used to assess the impacts of SAR-based monitoring projects are also presented.,li_economicfeasibilitystudypavement_2017,TRUE,class_round2,NA
Review Of Fews Net Biophysical Monitoring Requirements,"Ross, K. W. and Brown, M. E. and Verdin, J. P. and Underwood, L. W.",2009,"The Famine Early Warning System Network (FEWS NET) provides monitoring and early warning support to decision makers responsible for responding to famine and food insecurity. FEWS NET transforms satellite remote sensing data into rainfall and vegetation information that can be used by these decision makers. The National Aeronautics and Space Administration has recently funded activities to enhance remote sensing inputs to FEWS NET. To elicit Earth observation requirements, a professional review questionnaire was disseminated to FEWS NET expert end-users; it focused upon operational requirements to determine additional useful remote sensing data and, subsequently, to assess whether such data would be beneficial as FEWS NET biophysical supplementary inputs. The review was completed by over 40 experts from around the world. Reviewers were asked to evaluate the relative importance of environmental variables and spatio-temporal requirements for Earth science data products, in particular for rainfall and vegetation products. The results showed that spatio-temporal resolution requirements are complex and need to vary according to place, time, and hazard; that high resolution remote sensing products continue to be in demand; and that rainfall and vegetation products are valued as data that provide actionable food security information.",ross_reviewfewsnetbiophysical_2009,TRUE,class_round2,"Survey of expert end-users and content producers - mostly on which observations were most important for things like rainfall products, but also notes of value of particular products"
Remote Sensing For Restoration Planning: How The Big Picture Can Inform Stakeholders,"Cordell, Susan and Questad, Erin J. and Asner, Gregory P. and Kinney, Kealoha M. and Thaxton, Jarrod M. and Uowolo, Amanda and Brooks, Sam and Chynoweth, Mark W.",2017,"The use of remote sensing in ecosystem management has transformed how land managers, practitioners, and policymakers evaluate ecosystem loss, gain, and change at multiple spatial and temporal scales. Less developed is the use of these spatial tools for planning, implementing, and evaluating ecosystem restoration projects and especially so in multifunctional landscapes. We use a case study approach in a multistakeholder tropical dryland restoration project to highlight the potential of remotely sensed products to quantitatively and economically guide often conflicting restoration priorities with stakeholder objectives. High-resolution digital elevation models derived from an airborne remote sensing platform informed land managers tasked with endangered species restoration by guiding their efforts to highly suitable areas of the landscape where plant growth, performance, and survival should be greater. In turn, satellite-based monitoring offered a temporal approach to broadly quantify vegetation fire risk in order to restrict fire promoting activities in dry landscapes most modified by fire promoting invasive grasses. Together, the delineation of high suitability areas for plant-based restoration and low suitability areas for wildfire management ultimately releases moderate suitability land for alternative land uses deemed important in multistakeholder landscapes. We review the benefits of using remotely sensed data for restoration planning, and highlight the costs and benefits of various data sources.",cordell_remotesensingrestorationplanning_2017,FALSE,class_round2,NA
"Policy Implications Of Remote Sensing In Understanding Urban Environments: Developing A Wetlands Inventory For Community Decision-Making In Lucas County, Ohio","Lawrence, P. L. and Czajowski, K. and Torbick, N.",2005,"The growth in urbanized land has created a variety of impacts to natural areas. Urbanization has many effects on a wetland in terms of climate, air and water quality, hydrological changes, and boundaries and fragmentation of flora and fauna (Ehrenfeld, 2000). Wetlands must be valued as they provide many public amenities with long-term functions, which may be unrecoverable if the wetlands are lost through development, including drainage, water supply and natural habitat provisions (Mitsch et al, 2000). Because public policy supported the filling and destruction of wetlands for so long, land use planners are often reluctant or uninformed on how to integrate them into urban environments (Tilton, 1995). The use of remote sensing technology for the identification, inventory, mapping, and classification of land wetlands has been a common application of satellite imagery (MacDonald, 1999; Lyon, 2001). Numerous studies have discussed the positive benefits and opportunities presented by the technology as well as the barriers and limitations (Hardisky et al, 1986; Johnston and Barson, 1993; Kindscher et al., 1998; Lunetta and Barlogh, 1999; Munyati, 1999; Schmidt and Skidmore, 2003, Shuman and Ambrose, 2003, Townsend and Walsh, 2001). With recent improvements in the methods, computing advances, and the easier access and availability of the satellite imagery and data, it has become more possible to consider further advancements in the use of remote sensing to specifically address issues associated with wetlands research and related policy implications. The results of such research have important applications in addressing wetland management issues-such as wetland loss, degradation, and potential for restoration and remediation-within urban centers where land use pressures have negative impacts on the existence and health of wetland ecosystems. For a comprehensive review of the issues regarding the use of satellite remote sensing for wetlands, the reader is referred to Ozesmi and Bauer (2002). Beyond the methodological and technological advances-and remaining limitations-related to the use of remote sensing for wetlands inventories there are several other practical related issues in regards to how the results from such studies can be applied to address the management and decision-making at the community scale in urban areas. In addition to overcoming common barriers characteristic to the transfer of advanced computer technology-such as needs for software training, access to data sets, the availability of sufficient computer hardware requirements, and related cost issues-the use of remote sensing requires consideration of several other additional remaining issues. The application and transfer of remote sensing methods and technology for urban planning requires understanding of the complexity of wetland definitions and related management issues, acceptance of the level of accuracy obtained by the remote sensing technology, commitment for the support and funding necessary to continue and maintain inventories, databases, and for future updating of the wetland classification. The technical, educational, and decision-making issues regarding the development and utilization of remote sensing for a wetlands inventory for use in urban planning and decision-making will be examined in this paper. © Springer-Verlag Berlin Heidelberg 2005.",lawrence_policyimplicationsremotesensing_2005,FALSE,class_round2,NA
Cooperation In Earth Observation Missions In Africa: A Role For Afrigeoss,"Agbaje, Ganiy I. and John, Olusoji N.",2018,"This paper is aimed at examining the role of African Global Earth Observation System of Systems (AfriGEOSS) in Earth Observation (EO) mission cooperation on the continent of Africa. It discusses the importance of earth observation programs for developing countries as well as the benefits of international cooperative efforts. The paper further examined some collaborative projects on Earth Observation in Africa and their associated problems. It specifically looked at the EO data coordination initiatives such as the Spatial Data Infrastructure (SDI), GEOSS, Africa Discovery Broker, etc. It then situates AfriGEOSS in the context of African Space Agenda (ASA) with recommendations especially to the Africa Union Commission for the realization of ASA set goals. The paper reiterated that regardless of whether developed or developing, Earth observation information provides substantial benefit supporting economic development, decision making and policy implementation of all countries of the world. This is as a result of its multifarious benefits to humans in areas like agriculture, forestry, risk management, disaster monitoring, maritime, defence and security and natural resources management. Consequently, the paper argued that the numerous benefits from space assets have driven countries within the continent of Africa to either acquire or develop capabilities in space systems which is devoted to improving quality of life in general. The paper concluded that while space systems are expensive, there is need for continuity and sustainability as a result of its numerous advantages to the human's society.",agbaje_cooperationearthobservationmissions_2018,FALSE,class_round2,NA
Design And Simulation In Sar Satellites' Task Planning System Using Genetic Algorithm With Entropy Operator,"Liu, Wan and Li, Zeyu and Chen, Li and Zhang, Dexin and Shao, Xiaowei",2021,"Purpose - This paper aims to innovatively propose to improve the efficiency of satellite observation and avoid the waste of satellite resources, a genetic algorithm with entropy operator (GAE) of synthetic aperture radar (SAR) satellites' task planning algorithm. Design/methodology/approach - The GAE abbreviated as GAE introduces the entropy value of each orbit task into the fitness calculation of the genetic algorithm, which makes the orbit with higher entropy value more likely to be selected and participate in the remaining process of the genetic algorithm. Findings - The simulation result shows that in a condition of the same calculate ability, 85\% of the orbital revisit time is unchanged or decreased and 30\% is significantly reduced by using the GAE compared with traditional task planning genetic algorithm, which indicates that the GAE can improve the efficiency of satellites' task planning. Originality/value - The GAE is an optimization of the traditional genetic algorithm. It combines entropy in thermodynamics with task planning problems. The algorithm considers the whole lifecycle of task planning and gets the desired results. It can greatly improve the efficiency of task planning in observation satellites and shorten the entire task execution time. Then, using the GAE to complete SAR satellites' task planning is of great significance in reducing satellite operating costs and emergency rescue, which brings certain economic and social benefits.",liu_designsimulationsarsatellites_2021,FALSE,class_round2,NA
Uav-Based Smart Environmental Monitoring,"Majid, M. I. and Chen, Y. and Mahfooz, O. and Ahmed, W.",2019,"In the context of digital governance, manmade activities will have the most impact on the environment. The concept of internet of things (IoT) is much more profound, supposedly having an impact on the way environmental sampling of data takes place. The cost benefits of unmanned aerial vehicles (UAVs) as alternate to satellite or high-altitude platform system (HAPS) is established as these are more flexible, mission specific, and versatile. UAV in sensor network context and communication relaying as well as data harvesting application is explored. Proposal to upgrade environmental laws and implementing network infrastructure security and cyber insurance for HetNets involving UAVs and environmental monitoring will be covered as well. © 2020 by IGI Global. All rights reserved.",majid_uavbasedsmartenvironmental_2019,FALSE,class_round2,NA
Satellite Data For The Offshore Renewable Energy Sector: Synergies And Innovation Opportunities,"Medina-Lopez, E. and McMillan, D. and Lazic, J. and Hart, E. and Zen, S. and Angeloudis, A. and Bannon, E. and Browell, J. and Dorling, S. and Dorrell, R. M. and Forster, R. and Old, C. and Payne, G. S. and Porter, G. and Rabaneda, A. S. and Sellar, B. and Tapoglou, E. and Trifonova, N. and Woodhouse, I. H. and Zampollo, A.",2021,"Can satellite data be used to address challenges currently faced by the Offshore Renewable Energy (ORE) sector? What benefit can satellite observations bring to resource assessment and maintenance of ORE farms? Can satellite observations be used to assess the environmental impact of offshore renewables leading towards a more sustainable ORE sector? This review paper faces these questions presenting a holistic view of the current interactions between satellite and ORE sectors, and future needs to make this partnership grow. The aim of the work is to start the conversation between these sectors by establishing a common ground. We present offshore needs and satellite technology limitations, as well as potential opportunities and areas of growth. To better understand this, the reader is guided through the history, current developments, challenges and future of offshore wind, tidal and wave energy technologies. Then, an overview on satellite observations for ocean applications is given, covering types of instruments and how they are used to provide different metocean variables, satellite performance, and data processing and integration. Past, present and future satellite missions are also discussed. Finally, the paper focuses on innovation opportunities and the potential of synergies between the ORE and satellite sectors. Specifically, we pay attention to improvements that satellite observations could bring to standard measurement techniques: assessing uncertainty, wind, tidal and wave conditions forecast, as well as environmental monitoring from space. Satellite-enabled measurement of ocean physical processes and applications for fisheries, mammals and birds, and habitat change, are also discussed in depth.",medinalopez_satellitedataoffshorerenewable_2021,FALSE,class_round2,NA
Modis Provides A Satellite Focus On Operation Iraqi Freedom,"Miller, S. D. and Hawkins, J. D. and Lee, T. F. and Turk, F. J. and Richardson, K. and Kuciauskas, A. P. and Kent, J. and Wade, R. and Skupniewicz, C. E. and Cornelius, J. and O'Neal, J. and Haggerty, P. and Sprietzer, K. and Legg, G. and Henegar, J. and Seaton, B.",2006,"Extreme weather conditions over southwest Asia posed significant challenges to military operations conducted during the 2003 Operation Iraqi Freedom (OIF) campaign. This paper describes an effort to provide improved environmental characterization by way of a suite of value-added satellite imagery tools leveraging moderate resolution imaging spectroradiometer (MODIS) data. Available from the National Aeronautics and Space Administration (NASA) Terra and Aqua platforms, these research-grade data were made available to operational users in 2 to 3 hours turn-around time via a near real-time processing effort (NRTPE) interagency collaboration between the National Oceanographic and Atmospheric Administration (NOAA), NASA, and the Department of Defense (DoD). Derived products were packaged into a centralized online graphical user interface, Satellite Focus, which provided a one-stop resource for satellite information over the southwest Asia domain. A central goal of Satellite Focus was to expedite information gathering while augmenting the capabilities of users tasked to synthesize a wide variety of environmental information in support of time-critical decisions impacting operational safety and mission success. Presented herein are several examples illustrating the unprecedented capabilities available to Coalition Force users during OIF enabled by near real-time access to Terra/Aqua MODIS. © 2006 Taylor & Francis.",miller_modissatellitefocusoperation_2006,FALSE,class_round2,NA
Measuring And Monitoring Restored Ecosystems: Can Remote Sensing Be Applied To The Ecological Recovery Wheel To Inform Restoration Success?,"McKenna, Phillip B. and Lechner, Alex M. and Santin, Lorna Hernandez and Phinn, Stuart and Erskine, Peter D.",2023,"The commencement of the United Nations Decade on Ecosystem Restoration has highlighted the urgent need to improve restoration science and fast-track ecological outcomes. The application of remote sensing for monitoring purposes has increased over the past two decades providing a variety of image datasets and derived products suitable to map and measure ecosystem properties (e.g. vegetation species, community composition, and structural dimensions such as height and cover). However, the operational use of remote sensing data and derived products for ecosystem restoration monitoring in research, industry, and government has been relatively limited and underutilized. In this paper, we use the Society for Ecological Restoration (SER) ecological recovery wheel (ERW) to assess the current capacity of drone-airborne-satellite remote sensing datasets to measure each of the SER's recommended attributes and sub-attributes for terrestrial restoration projects. Based on our combined expertise in the areas of ecological monitoring and remote sensing, a total of 11 out of 18 sub-attributes received the highest feasibility score and show strong potential for remote sensing assessments; while sub-attributes such as gene flows, all trophic levels and chemical and physical substrates have a reduced capacity for monitoring. We argue that in the coming decade, ecologists can combine remote sensing with the ERW to monitor restoration recovery and reference ecosystems for improved restoration outcomes at the local, regional, and landscape scales. The ERW approach can be adapted as a monitoring framework for projects to utilize the benefits of remote sensing and inform management through scalable, operational, and meaningful outcomes.",mckenna_measuringmonitoringrestoredecosystems_2023,FALSE,class_round2,NA
Valuing The Potential Impacts Of Geoss: A Systems Dynamics Approach,"Obersteiner, M. and Rydzak, F. and Fritz, S. and McCallum, I.",2012,"Global earth observations are perceived as instrumental to attaining sustainable development goals. Methods to assess the long-run socioeconomic benefits of the emerging global Earth observation system of systems (GEOSS) as an integrated multisensor infrastructure have been missing to date. This chapter presents a systems dynamics approach to assess the effect of improvements in Earth observations across the nine societal benefit areas of the Group on Earth Observation (GEO). Two types of integration are assessed with the proposed model structure: (1) measuring benefits in an integrated assessment environment (e.g., improved weather forecasting through better measurement of cloud properties could lead to benefits in the agriculture, energy and water sectors); and (2) measuring benefits of an integrated observing system (e.g., in areas with high cloud cover, improvements in the resolution of optical sensors will lead to benefits only if linked to supplementary observing systems such a radar or ground surveys). The benefits from integration relate mostly to economies of scope on both the observation and benefit system sides. Cost reduction from economies of scale are derived from a global or large scale observing system vis-a-vis the currently prevailing patchwork system of national or regional observing systems. Results indicate that the total system benefits of GEOSS are usually orders of magnitude higher than their costs. Benefits are also policy dependent and tend to increase with the degree of implementation of mainly international environmental agreements. © Springer Science+Business Media Dordrecht 2012.",obersteiner_valuingpotentialimpactsgeoss_2012,TRUE,class_round2,"Modeled scenarios / ""storylines"" across multiple societal benefit areas to see how GEOSS might create benefits"
The Efficacy Of Tm Satellite Imagery For Rapid Assessment Of Chihuahuan Xeric Habitat Intactness For Ecoregion-Scale Conservation Planning,"Allnutt, TF and Wettengel, WW and Reyna, JV and Garcia, RCD and Elias, EEI and Olson, DM",2002,"A critical step in designing effective conservation landscapes is the identification of relatively intact natural habitats. Satellite remote sensing has been effectively used to distinguish relatively intact and degraded forests at a number of scales. However, the utility of remote sensing data for rapid and cost-effective assessments of habitat intactness across large and regions has not been adequately tested. To this end, we tested the ability of TM imagery to rapidly discriminate different levels of habitat degradation across large regions of the Chihuahuan Desert. We were able to identify relatively intact habitat in many cases. However, degraded habitat was often misidentified as relatively intact. The use of both mid- and late-season imagery provides some improvement by highlighting phenological differences among the intactness classes. Overall, low vegetation cover and inter- and intra-seasonal variability diminish the utility of TM imagery for large-scale conservation planning in the Chihuahuan Desert. (C) 2002 Published by Elsevier Science Ltd.",allnutt_efficacytmsatelliteimagery_2002,FALSE,class_round2,NA
Using Landsat Satellite Data To Support Pesticide Exposure Assessment In California,"Maxwell, Susan K. and Airola, Matthew and Nuckols, John R.",2010,"Background: The recent U. S. Geological Survey policy offering Landsat satellite data at no cost provides researchers new opportunities to explore relationships between environment and health. The purpose of this study was to examine the potential for using Landsat satellite data to support pesticide exposure assessment in California. Methods and Results: We collected a dense time series of 24 Landsat 5 and 7 images spanning the year 2000 for an agricultural region in Fresno County. We intersected the Landsat time series with the California Department of Water Resources (CDWR) land use map and selected field samples to define the phenological characteristics of 17 major crop types or crop groups. We found the frequent overpass of Landsat enabled detection of crop field conditions (e. g., bare soil, vegetated) over most of the year. However, images were limited during the winter months due to cloud cover. Many samples designated as single-cropped in the CDWR map had phenological patterns that represented multi-cropped or non-cropped fields, indicating they may have been misclassified. Conclusions: We found the combination of Landsat 5 and 7 image data would clearly benefit pesticide exposure assessment in this region by 1) providing information on crop field conditions at or near the time when pesticides are applied, and 2) providing information for validating the CDWR map. The Landsat image time-series was useful for identifying idle, single-, and multi-cropped fields. Landsat data will be limited during the winter months due to cloud cover, and for years prior to the Landsat 7 launch (1999) when only one satellite was operational at any given time. We suggest additional research to determine the feasibility of integrating CDWR land use maps and Landsat data to derive crop maps in locations and time periods where maps are not available, which will allow for substantial improvements to chemical exposure estimation.",maxwell_landsatsatellitedatasupport_2010,FALSE,class_round2,NA
