"id","title","abstract","authors","doi","other_fields","date_screened_t&a","t&a_status","t&a_exclusion_reasons","publication_year","tags"
6691565,"The socio-economic value of satellite earth observations: huge, yet to be measured","Earth-observing satellites provide regular and accurate data that can support evidence-based decisions and public policies in a wide range of domains, potentially bringing huge socio-economic benefits. However, obstacles to effective data exploitation and poor awareness about their impacts risk hindering this potentiality and threaten the investments. Leveraging on the case of the Copernicus Programme, we review the challenges related to the full exploitation of free environmental space data and to the measurement of the related impacts. We then discuss the need for empirical approaches based on value-chain analysis with the objective to stimulate further societal and economic research.","{""Tassa, Alessandra""}","https://doi.org/10.1080/17487870.2019.1601565","{}",2024-04-23 22:36:30,"included",NA,2019,"{""in benchmarks""}"
7037089,"Disaster Risk Reduction In Agriculture Through Geospatial (Big) Data Processing","Intensive farming on land represents an increased burden on the environment due to, among other reasons, the usage of agrochemicals. Precision farming can reduce the environmental burden by employing site specific crop management practices which implement advanced geospatial technologies for respecting soil heterogeneity. The objectives of this paper are to present the frontier approaches of geospatial (Big) data processing based on satellite and sensor data which both aim at the prevention and mitigation phases of disaster risk reduction in agriculture. Three techniques are presented in order to demonstrate the possibilities of geospatial (Big) data collection in agriculture: (1) farm machinery telemetry for providing data about machinery operations on fields through the developed MapLogAgri application; (2) agrometeorological observation in the form of a wireless sensor network together with the SensLog solution for storing, analysing, and publishing sensor data; and (3) remote sensing for monitoring field spatial variability and crop status by means of freely-available high resolution satellite imagery. The benefits of re-using the techniques in disaster risk reduction processes are discussed. The conducted tests demonstrated the transferability of agricultural techniques to crisis/emergency management domains.",NA,"10.3390/ijgi6080238","{""notes"": ""('reznik_disasterriskreductionagriculture_2017',)""}",2024-10-30 18:21:24,"included",NA,NA,"{}"
6691585,"GEOValue: The Socioeconomic Value of Geospatial Information","Quantifying the social and economic value that geospatial information contributes to modern society is a complex task. To construct reliable and consistent valuation measures requires an understanding of the sequence of processes that starts with data acquisition, and leads to decision-makers’ choices that impact society. GEOValue explores each step in this complex value chain from the viewpoint of domain experts spanning disciplines that range from the technical side of data acquisition and management to the social sciences that provide the framework to assess the benefit to society. The book is intended to provide foundational understanding of the techniques and complexities of each step in the process. As such it is intended to be assessable to a reader without prior training in data acquisition systems, information systems, or valuation methods. In addition, a number of case studies are provided that demonstrate the use of geospatial information as a critical input for evaluation of policy pertaining to a wide range of application areas, such as agricultural and environmental policy, natural catastrophes, e-government and transportation systems.","{""Kuse, Jamie""}","9781315154640","{}",2024-04-22 03:03:49,"included",NA,2017,"{}"
6691653,"Identifying Methods for Quantifying the Societal Impacts of the National Oceanic and Atmospheric Administration","The National Oceanic and Atmospheric Administration (NOAA) generates tremendous value for the nation. The Agency provides critical environmental data, forecasts, cutting edge knowledge, management and stewardship that the United States needs to plan for and react to in a constantly changing global environment. The Agency, however, needs to do more to understand and measure exactly how its activities, products and services affect the well-being of the nation. Existing and emerging social science methods can be harnessed to help the Agency assess the degree to which we are meeting our mission goals and to improve the value we provide to society. The first NOAA Science Challenge workshop brought together policy makers at NOAA with social science leaders from inside and outside of the Agency to explore methods for better quantifying the ways in which NOAA affects society. As an initial step in better understanding the broader societal impacts of NOAA, we focused on the NOAA line offices and programs that deal most directly with the public: the National Weather Service, the National Marine Fisheries Service, the National Ocean Service, and Oceanic and Atmospheric Research (including the National Sea Grant College Program), and the programs that support climate activities at NOAA (the Climate Program Office and the National Climate Data Center). While it is easy to see why society needs NOAA, the workshop revealed just how difficult it can be to rigorously quantify the societal impact of NOAA’s activities, products, and services. As a first step, the line offices identified specific NOAA products, services, and activities (outputs) for which they would like to quantify societal impacts. These examples were meant to highlight a diversity of products and services. We focused initially on relatively straightforward examples that could serve as both a departure for discussion and illustrations of how programs within the Agency might begin thinking about quantifying the societal impact of their work. For each output, the line offices developed a narrative (story) that linked the output with a sector of society and ultimately a state of societal well-being. Workshop participants further developed these stories and explored methods and approaches to better quantify how these NOAA outputs affect societal well-being. The workshop identified many methods that can be applied to better understand the way the Agency affects society. One class of methods is data denial, in which intermediate and final users of NOAA data products are asked to operate in the absence of NOAA data. Other methods involve retrospective analyses of the ways in which the public and private sector have used NOAA outputs. Still other approaches require that users imagine how their decisions would differ in the absence of NOAA activities, products and services.Table 1 provides a sampling of value chains, metrics, and methods developed at the workshop. The participants identified a variety of metrics to measure societal well-being and change including revenues, economic value, lives saved, sense of place, preferences and attitudes, property damages, and crop yields. While one day is insufficient to fully develop these methods and approaches, the workshop was an important opportunity for policy makers at NOAA and social scientists to work together to understand how the Agency can harness social science methods to do a better job of meeting its mission goals. Certain line offices are still more adept at measuring the baseline of societal well-being than in trying to tease out the contribution of any single program or activity. This corresponds, in large part, to the enterprise nature of many activities at the Agency – many programs inside and outside of the Agency combine to achieve our mission goals. As the Agency moves forward in its efforts to understand how NOAA affects society, the methods and metrics used to do so will be refined and improved. Possible next steps in the process include:\n○ More enterprise level approaches to developing value chains and valuations.\n○ Follow-up workshops or symposia on methods for quantifying the societal impacts of specific types of NOAA outputs including: research, information, and weather.","{""Atmospheric Administration"",""National Oceanic""}","https://www.researchgate.net/publication/353247247_NOAA_Science_Challenge_Workshop_Identifying_Metho","{}",2024-04-22 03:01:11,"included",NA,2011,"{}"
6863074,"Big Data Technology Oriented To Wetland Resource Ecosystem Value Evaluation","In order to study a big data technology research for the evaluation of wetland resource ecosystem value. This paper proposes a wetland dimension oriented to the evaluation of wetland ecosystem services space attribute through big data coupling analysis framework. The framework used China's coastal wetlands as a case for empirical research and summarized the future direction of the research on the value evaluation of wetland ecosystem services in the era of big data. The result shows: Wetland Ecosystem Observation Network can obtain long-term series of dynamic data, remote sensing Earth observation can realize the integrated observation of space, space, and Earth, the combination of the two will help to build a wetland ecological big data observation system. The service value of China's coastal wetland ecosystem is 5010.32 × 108 yuan. The research results can effectively solve the problem of geographical heterogeneity and have reference value for the protection and management of the wetland ecosystem. © 2022 Lifang Fan.","{""Fan, L.""}","10.1155/2022/6815102","{""notes"": ""('fan_datatechnologyorientedwetland_2022',)""}",2024-07-15 17:12:00,"included",NA,2022,"{}"
6863243,"Value Of Insar For Monitoring Land Subsidence To Support Water Management In The San Joaquin Valley, California","Land subsidence caused by groundwater extraction in California's San Joaquin Valley has been occurring for many decades. In situ monitoring of subsidence in this large geographic area has historically been limited. The California Department of Water Resources (CDWR) sought the National Aeronautics and Space Administration's assistance for satellite- and aircraft-based synthetic aperture radar interferometry (InSAR) monitoring of subsidence during the 2012-2016 drought. InSAR was successful in cost-effectively providing first-ever synoptic measurement of land subsidence over the entire San Joaquin Valley. The purpose of the monitoring was screening or hotspot detection of impact areas affecting critical water infrastructure. Long-term cumulative land subsidence has substantially reduced the conveyance capacity of sections of major valley canals and the monitoring revealed that subsidence rates observed during the drought ranked with maximum historically observed rates, highlighting risks to water infrastructure. InSAR also identified new and rapidly emerging hotspots adjacent to critical water infrastructure. The success of the InSAR monitoring for drought response resulted in CDWR's decision to subsequently provide InSAR data as technical assistance to local agencies required to comply with recent state groundwater management legislation.","{""Bekaert, David P. S."",""Jones, Cathleen E."",""Jones, Jeanine""}","10.1111/1752-1688.12942","{""notes"": ""('jones_insarmonitoringlandsubsidence_2022',)""}",2024-07-19 19:09:50,"included",NA,2022,"{maybe}"
6447805,"Earth Observations Can Enable Cost-Effective Conservation of Eastern North Pacific Blue Whales: A Value of Information Analysis","We conduct an analysis to estimate the value of information (VOI) of Earth observations for prospective regulation of marine shipping to conserve Eastern North Pacific blue whales in the Exclusive Economic Zone of the United States. Outcomes are driven by differences across two data products that can be used to inform regulations to limit ship strikes. In the reference case, vessel speed limits depend on species distribution data from shipboard surveys. In the counterfactual case, speed limits depend on species distributions predicted by WhaleWatch, a federal data product incorporating information from several remote sensing technologies. The VOI is identified as the difference in costs to marine shipping operators under the reference and counterfactual cases for regulation of vessel speeds. We estimate that the annual VOI of WhaleWatch is US$21–332 million, depending on the conservation goals of the modeled regulation. Conserving more blue whales—averting more ship strikes—increases the VOI.","{""Bernknopf, Richard"",""Kuwayama, Yusuke"",""Steinkruger, Andrew""}",NA,"{""url"": ""https://www.rff.org/publications/working-papers/earth-observations-can-enable-cost-effective-conservation-of-eastern-north-pacific-blue-whales/"", ""date"": ""2021-01-19"", ""link_to_pdf"": ""https://media.rff.org/documents/Earth_Observations_can_enable_cost-effective_conservation_of._bm_RB_LD.pdf"", ""place_published"": ""Washington, D.C."", ""database_provider"": ""Zotero""}",NA,NA,NA,2021,"{benchmark}"
6691543,"Valuation of Calibration for Satellite Constellations","Earth observation systems, consisting of in-space and air borne platforms and sensors, are providing a growing number of high resolution spatial and temporal services including agricultural crop yield predictions, local weather forecasts, and traffic management. As the complexity of these systems increases with multi-platform elements and sophisticated processing and modeling, there are also increasing avenues for introduction of errors. It is important to characterize and quantify the uncertainties and errors. Here, it shown that a value-chain approach can be used for conceptualizing errors and modeling uncertainties relevant for final decisions. This approach can then be applied for improving system value assessments and obtaining an ‘error-adjusted’ value of the remote sensing system. The error-adjusted value can be used in optimization or trade-studies for system design. This value system is then applied, as an example, to the FLARE real world calibration/validation system to look at potential Return on Investment (ROI) of better calibration to satellite image prices and market penetration.","{""Siddiqi, Alfreen""}","https://digitalcommons.usu.edu/calcon/CALCON2020/all2020content/30/","{}",2024-04-22 02:58:24,"included",NA,2020,"{}"
6691643,"A User-Driven Approach to Determining Critical Earth Observation Priorities for Societal Benefit","In order to help data providers make informed decisions regarding the availability and accessibility of Earth observations for societal benefit, a cross-sectoral meta-analysis of observation priorities was conducted from the perspective of users. The analysis was organized around the Group on Earth Observations’ (GEOs) societal benefit areas (SBAs): Agriculture, Biodiversity, Climate, Disasters, Ecosystems, Energy, Health, Water, and Weather. Users’ needs for Earth observations were prioritized using a two-stage process. In the first stage, critical observations for each individual SBA were determined based on observation needs expressed in publicly available documents, such as scientific journal articles, scientific reports, and workshop summaries. In the second stage, an ensemble of four statistically robust methods was used to prioritize the observations identified in the individual SBA analyses, based on their criticality and commonality to multiple SBAs. The result of the meta-analysis is a ranking of 152 critical Earth observation priorities; the highest priority Earth observations are those that are considered critical for the largest number of SBAs. The 10 highest ranked observations are: (1) Precipitation, (2) Soil Moisture, (3) Surface Air Temperature, (4) Land Cover, (5) Surface Wind Speed (6) Vegetation Cover, (7) Surface Humidity, (8) Urbanization, (9) Vegetation Type, and (10) Surface Wind Direction and Sea Surface Temperature (tie). This study represents one viable method to assess the priority of Earth observations from the perspective of users. The list of critical Earth observation priorities from this study is a foundation for engagement between data providers and users in regard to observation priorities.","{""Zell, Erica""}","https://doi.org/10.1109/jstars.2012.2199467","{}",2024-04-23 22:06:15,"included",NA,2012,"{""user perspective value""}"
6863583,"Management Recommendation Generation For Areas Under Forest Restoration Process Through Images Obtained By Uav And Lidar","Evaluating and monitoring forest areas during a restoration process is indispensable to estimate the success or failure of management intervention and to correct the restoration trajectory through adaptive management. However, the field measurement of several indicators in large areas can be expensive and laborious, and establishing reference values for indicators is difficult. The use of supervised classification techniques of high resolution images, combined with an expert system to generate management recommendations, can be considered promising tools for monitoring and evaluating restoration areas. The objective of the present study was to elaborate an expert system of management recommendation generation for areas under restoration, which were monitored by two different remote sensors: UAV (Unmanned Aerial Vehicle) and LiDAR (Light Detection and Ranging). The study was carried out in areas under restoration with about 54 ha and five years of implementation, owned by Fibria Celulose S.A. (recently acquired by Suzano S.A.), in the southern region of Bahia State, Brazil. We used images from Canon S110 NIR (green, red, near infrared) on UAV and LiDAR data compositions (intensity image, digital surface model, digital terrain model, normalized digital surface model). The monitored restoration indicator entailed land cover separated into three classes: Canopy cover, bare soil and grass cover. The images were classified using the Random Forest (RF) and Maximum Likelihood (ML) algorithms and the area occupied by each land cover classes was calculated. An expert system was developed in ArcGIS to define management recommendations according to the land cover classes, and then we compared the recommendations generated by both algorithms and images. There was a slight difference between the recommendations generated by the different combinations of images and classifiers. The most frequent management recommendation was ""weed control + plant seedlings"" (34%) for all evaluated methods. The image monitoring methods suggested by this study proved to be efficient, mainly by reducing the time and cost necessary for field monitoring and increasing the accuracy of the generated management recommendations. © 2019 by the authors.","{""Filho, E. I. F."",""Gleriani, J. M."",""Halassy, M."",""Leite, H. G."",""Marcatti, G. E."",""Martins, S. V."",""Reis, B. P."",""Sarcinelli, T. S.""}","10.3390/rs11131508","{""notes"": ""('reis_managementrecommendationgenerationforest_2019',)""}",2024-07-17 17:09:26,"included",NA,2019,"{}"
7037399,"Metrics To Accelerate Private Sector Investment In Sustainable Development Goal 2-Zero Hunger","Substantial investment from both the private and public sectors will be needed to achieve the ambitious Sustainable Development Goal 2 (SDG2), which focuses on ending poverty and achieving zero hunger. To harness the private sector, high quality, transparent metrics are needed to ensure that every dollar spent reaches the most marginalized segments of a community while still helping institutions achieve their goals. Satellite-derived Earth observations will be instrumental in accelerating these investments and targeting them to the regions with the greatest need. This article proposes two quantitative metrics that could be used to evaluate the impact of private sector activities on SDG2: measuring increases in yield over baseline and ensuring input availability and affordability in all markets.",NA,"10.3390/su13115967","{""notes"": ""('brown_metricsaccelerateprivatesector_2021',)""}",2024-10-30 16:03:16,"included",NA,NA,"{}"
6903579,"Monitoring, Evaluation, Accountability, And Learning (Meal) In Anticipatory Action-Earth Observation As A Game Changer","For many decades, humanitarian assistance relied on emergency response, triggering both funding and operational activities only after disaster impacts had been recorded. In recent years, many humanitarian actors have joined forces to complement traditional, reactive mechanisms with a forward-looking approach that can be activated before a disaster strikes. Anticipatory action (AA) uses forecasts of extreme weather events and combines them with risk information to identify and implement locally-led early actions with the goal of protecting lives and livelihoods more efficiently. AA is still a relatively new approach. Hence, monitoring, evaluation, accountability and learning (MEAL) is crucial to measure its effectiveness and adjust where necessary, as well as for (government) donors that want to see the added value of their investment maximized. However, evidence-based studies that investigate potential limitations and the exact impact pathway of AA at household level are time-consuming, costly, and therefore scarce. Satellite earth observation can become a game changer in AA by strengthening the evidence base via rapid, low-cost assessments. Both commercial and freely available satellite-derived data have reached an unprecedented level of quality, spatial, and temporal resolution. Simultaneously, there are major uncertainties regarding where, when, how, and under what conditions satellite data can support MEAL for AA at all. We argue that satellite data for an advanced MEAL framework should be considered already in the design phase of AA projects and that the translation of satellite data into actionable information will require a cross-cutting community of practice.",NA,"10.3389/fclim.2022.923852","{""notes"": ""('enenkel_monitoringevaluationaccountabilitylearning_2022',)""}",2024-09-26 00:46:04,"included",NA,NA,"{}"
6863443,"Mapping A Specific Class For Priority Habitats Monitoring From Satellite Sensor Data","The European Union's Habitats Directive aims to protect biodiversity through the conservation of habitats. If a habitat of interest corresponds to spectrally separable land cover class(es), then this activity can benefit from the production of accurate land cover maps from remotely sensed imagery. Traditionally, the image classification techniques used assume that the set of classes has been defined exhaustively, which requires all of the classes in the region to be included explicitly in the analysis. Often, however, interest focuses on just one or a small sub-set of the classes occurring in the region that represent the habitat(s) of particular interest. Moreover, given that the size of a training set required for an image classification is typically taken to be a function of the number of classes and discriminating variables (e. g. wavebands) used in the classification, the satisfaction of the assumption of an exhaustively defined set of classes requires that much effort is directed wastefully on classes of little, if any, direct interest. Savings in training could be achieved by focusing on the class(es) of specific interest. A more appropriate approach for mapping a specific class may be to adopt a binary classification analysis that simply seeks to separate the class of interest from all others. In this way the analysis focuses on the class(es) of interest and a small training set may be used. An attractive means to achieve this is through the adoption of decision tree- and support vector machine-based approaches to classification. This paper evaluates the accuracy with which a habitat of interest to the EU Habitats Directive, fen, can be mapped from Landsat ETM+ imagery of the Norfolk Broads using such classifiers as well as, for comparative purposes, a standard maximum likelihood decision rule implemented by a discriminant analysis. All analyses yielded accurate classifications, with a conventional approach based on a maximum likelihood allocation providing an overall classification accuracy of 88.4\%. However, both the decision tree- and support vector machine-based approaches provided classifications that were significantly more accurate than conventional maximum likelihood classification (p < 0.05), with overall accuracies of 91.6 and 93.6\%, respectively (table 3). The results highlight the ability to focus the analysis on the class of interest in a manner that is less wasteful of resources and effort and that yields a more accurate classification than the standard approach.","{""Boyd, Doreen S."",""Foody, Giles M."",""Sanchez-Hernandez, Carolina""}","10.1080/01431160600554348","{""notes"": ""('boyd_mappingspecificclasspriority_2006',)""}",2024-09-27 23:06:54,"included",NA,2006,"{maybe}"
7037463,"Application-Oriented Real-Time Remote Sensing Service Technology","The aerospace industry in China has developed rapidly over the past 40 years. Remote sensing satellites have grown and gradually developed, and this situation has formed a variety of various satellite series. The communication satellite series, navigation satellite series, Earth observation satellite series, and science and technology test satellite series constitute the current application satellite system in China, which is used in national land and resources survey, meteorological services, environmental monitoring, ocean remote sensing, and other fields. This system provides the foundation for the development of satellite applications. At present, the satellite systems of communication, navigation, and remote sensing are separate and independent. Thus, they cannot meet the real-time, intelligent, and diversified requirements in the era of big data. In addition to the application of land, surveying and mapping, planning, geology and mining, agriculture, transportation, marine, and other industries, the government, enterprises, and the public have shown a large and urgent need for satellite remote sensing navigation data and services, especially high-resolution satellite remote sensing data and services. The demand of users in different industries and fields for remote sensing data products has gradually changed from singularity and standardization to diversification and specialization; from static investigation to dynamic monitoring, forecasting, and forecasting; from qualitative analysis to quantitative research; and from general application to batch business. Therefore, with the application requirements as the traction, focusing on improving the service capabilities of satellite remote sensing, the communication-navigation-remote sensing integrated space-based information service system with integrated communication, navigation, and remote sensing can be built to provide all-day, all-weather, all-region application-oriented services. This system fully utilizes the benefits of satellite applications. Thus, it breaks the barriers of satellites of communication, navigation, and remote sensing. Building a space-based information real-time service system (positioning, navigation, timing, remote sensing, communication, PNTRC) based on ""one-satellite multitasking, multi-satellite networking, multi-network integration, and intelligent services"" that integrates communication, navigation, and remote sensing, has become an important direction for the development of contemporary aerospace information technology. In the era of 5G, Internet of Things, big data and artificial intelligence, it is inevitable to study remote sensing service technologies for real-time applications in the era of 5G, Internet of Things, big data, and artificial intelligence is important to meet people's strong demand for ""fast, accurate, and flexible"" remote sensing information services with the way of B2B, B2G, or B2C. This paper first studied the real-time service capabilities of space-air-ground-sea integrated Earth observation network. Then, the real-time application service requirements of remote sensing technology (requirements for high-efficiency remote sensing services for earthquake and disaster relief, remote sensing monitoring requirements for land surface deformation, and demand for public real-world services) were elaborated. Finally, the on-orbit processing technology based on artificial intelligence was analyzed, and the trend of remote sensing technology transformed from remote sensing information to real-time services was discussed. © 2021, Science Press. All right reserved.",NA,"10.11834/jrs.20210260","{""notes"": ""('li_applicationorientedrealtime_2021',)""}",2024-10-25 19:13:22,"included",NA,NA,"{""word salad""}"
6863497,"Open-Source Processing And Analysis Of Aerial Imagery Acquired With A Low-Cost Unmanned Aerial System To Support Invasive Plant Management","Remote sensing by Unmanned Aerial Systems (UAS) is a dynamic evolving technology. UAS are particularly useful in environmental monitoring and management because they have the capability to provide data at high temporal and spatial resolutions. Moreover, data acquisition costs are lower than those of conventional methods such as extensive ground sampling, manned airplanes, or satellites. Small fixed-wing UAS in particular offer further potential benefits as they extend the operational coverage of the area under study at lower operator risks and accelerate data deployment times. Taking these aspects into account, UAS might be an effective tool to support management of invasive plant based on early detection and regular monitoring. A straightforward UAS approach to map invasive plant species is presented in this study with the intention of providing ready-to-use field maps essential for action-oriented management. Our UAS utilizes low-cost sensors, free-of-charge software for mission planning and an affordable, commercial aerial platform to reduce operational costs, reducing expenses with personnel while increasing overall efficiency. We illustrate our approach using a real example of invasion by Acacia mangium in a Brazilian Savanna ecosystem. A. mangium was correctly identified with an overall accuracy of 82.7\% from the analysis of imagery. This approach provides land management authorities and practitioners with new prospects for environmental restoration in areas where invasive plant species are present.","{""Buttschardt, Tillmann K."",""Heringer, Gustavo"",""Lehmann, Jan R. K."",""Meira-Neto, Joao A. A."",""Prinz, Torsten"",""Thiele, Jan"",""Ziller, Silvia R.""}","10.3389/fenvs.2017.00044","{""notes"": ""('lehmann_sourceprocessinganalysisaerial_2017',)""}",2024-07-15 23:18:59,"included",NA,2017,"{}"
6691650,"The Value of Information: Methodological Frontiers and New Applications in Environment and Health","The book examines applications in two disparate fields linked by the importance of valuing information: public health and space. Researchers in the health field have developed some of the most innovative methodologies for valuing information, used to help determine, for example, the value of diagnostics in informing patient treatment decisions. In the field of space, recent applications of value-of-information methods are critical for informing decisions on investment in satellites that collect data about air quality, fresh water supplies, climate and other natural and environmental resources affecting global health and quality of life.","{""Laxminarayan, Ramanan""}","https://doi.org/10.1007/978-94-007-4839-2","{}",2024-04-22 02:58:53,"included",NA,2012,"{}"
6691717,"The potential value of improved ocean observation systems in the Gulf of Mexico","A number of coastal and ocean observation systems exist throughout the Gulf of Mexico (GOM), but the network of systems is\nnot currently linked or integrated and at present not fully implemented. The network of local systems are diverse, typically involving\nunique mandates and several different funding sources at various levels of permanence. The purpose of this paper is to describe the\nocean observation systems that currently exist in the GOM, and to identify and quantify the expected economic benefits that may\nresult from the implementation of an integrated regional network. Improved ocean observation systems are expected to reduce the\nuncertainty of ocean/weather forecasting and to enhance the value of ocean/weather information throughout the Gulf region. The\nsource of benefits and the size of activity from which improved ocean observation benefits may be derived are estimated for private\nsector, non-market, and public sector activities categorized according to marine transportation, commercial fishing, recreational\nfishing, search and rescue operations, and pollution management. The benefits of improved ocean observation systems to energy\nexploration, development, and production activities are estimated, and a discussion of potential benefits to lightering activities,\nenvironmental monitoring, royalty payments, and engineering design are highlighted.\nr 2004 Elsevier Ltd. All rights reserved.","{""Kaiser, Mark""}","https://doi.org/10.1016/j.marpol.2003.11.002","{}",2024-04-26 19:09:44,"included",NA,2004,"{}"
7036802,"The Emerging Role Of Remote Sensing Technology In Emergency Management","The use of remote sensing technology is becoming increasingly widespread at all levels of the disaster management cycle. This paper reviews a number of emerging application areas, drawing on examples from both natural disasters such as earthquakes, and man-made events including recent terrorist attacks. In terms of mitigation and preparedness, remote sensing is making an increasing contribution towards inventory development, hazard and risk assessment and logistical planning. After a disaster has occurred, remote sensing offers a rapid low-risk method of assessing damage to critical infrastructure and the urban built environment. In particular, high resolution coverage enabled the detection of bridge damage following the Northridge earthquake and collapsed buildings following various earthquakes in the U.S., Europe and Japan. Once the initial chaos has subsided, the value of remote sensing data lies in post-event monitoring; tracking changes in hazard location and extent. Reference is made to emergency operations following the World Trade Center attack, where remote sensing imagery supported various response efforts. In terms of secondary applications, details are given concerning innovative new research, using information derived from remote sensing coverage for running traffic rerouting programs, and as a supplementary data source for loss estimation models. © 2006 by the American Society of Civil Engineers. All rights reserved.",NA,"10.1061/9780784408155.ch03","{""notes"": ""('adams_emergingroleremotesensing_2006',)""}",2024-10-25 22:54:03,"included",NA,NA,"{}"
6903656,"Estimating District-Level Electricity Consumption Using Remotely Sensed Data In Eastern Economic Corridor, Thailand","The intensive industrial development in special economic zones, such as Thailand's Eastern Economic Corridor, increases energy consumption, leading to an imbalance of energy supply and a challenge for energy management. Electricity consumption at a local level is crucial for utility planners to manage and invest in the electrical grid. With this study, we propose an electricity consumption estimation model at the district level using machine learning with publicly available statistical data and built-up area (BU), area of lit (AL), and sum of light intensity (SL) data extracted from Landsat 8 and Suomi NPP satellite nighttime light images. The models created from three machine learning algorithms, which included Multiple Linear Regression (MR), Decision Tree (DT), and Support Vector Regression (SVR), were compared. The results show that (1) electricity consumption is highly correlated with SL, AL, and BU; and (2) the DT model demonstrated a better performance in predicting local electricity consumption when compared to MR and SVR with the lowest error rate and highest R-2. The local government in developing countries with limited data and financial resources can adopt the proposed approach to benefit from utilizing commonly available remote sensing and statistical data with simple machine learning models such as DT (regression method) for sustainable electricity management.",NA,"10.3390/rs13224654","{""notes"": ""('hutasavi_estimatingdistrictlevelelectricity_2021',)""}",2024-09-26 00:57:11,"included",NA,NA,"{}"
6691667,"From Science to Applications: Determinants of Diffusion in the Use of Earth Observations","We demonstrate the diffusion in use of Earth observations data in social science research. Our study is motivated by the continuing debate among policymakers over the value of the nation’s investment in Earth observations. We also consider the role of related factors including the spread of geographical information systems (GIS; a complementary tool for using Earth observations data) and the role of data prices. We first estimate a diffusion curve and then draw from standard bibliometric methods to evaluate further the extent to which the research field is growing. We realize that these aspects of the value of Earth observations are often part of policy debate, but we offer insights into how to substantiate \nand document these claims. We find evidence of increasingly widespread use of Earth observations in an ever-widening number of applications and geographic regions. GIS and data prices influence this diffusion. However, we see less evidence of a community of practice within the large social science literature represented in our data. These findings have implications for steps to take to increase the benefits of Earth observations.","{""Macauley, Molly""}","https://dx.doi.org/10.2139/ssrn.1565485","{}",2024-04-25 02:31:30,"included",NA,2010,"{}"
7036743,"Value Of Airborne Laser Scanning And Digital Aerial Photogrammetry Data In Forest Decision Making","Airborne laser scanning (ALS) has been the main method for acquiring data for forest management planning in Finland and Norway in the last decade. Recently, digital aerial photogrammetry (DAP) has provided an interesting alternative, as the accuracy of stand-based estimates has been quite close to that of ALS while the costs are markedly smaller. Thus, it is important to know if the better accuracy of ALS is worth the higher costs for forest owners. In many recent studies, the value of forest inventory information in the harvest scheduling has been examined, for instance through cost-plus-loss analysis. Cost-plus-loss means that the quality of the data is accounted for in monetary terms through calculating the losses due to errors in the data in the forest management planning context. These costs are added to the inventory costs. In the current study, we compared the losses of ALS and DAP at plot level. According to the results, the data produced using DAP are as good as data produced using ALS from a decision making point of view, even though ALS is slightly more accurate. ALS is better than DAP only if the data will be used for more than 15 years before acquiring new data, and even then the difference is quite small. Thus, the increased errors in DAP do not significantly affect the results from a decision making point of view, and ALS and DAP data can be equally well recommended to the forest owners for management planning. The decision of which data to acquire, can thus be made based on the availability of the data on first hand and the costs of acquiring it on the second hand.",NA,"10.14214/sf.9923","{""notes"": ""('kangas_airbornelaserscanningdigital_2018',)""}",2024-10-30 16:05:20,"included",NA,NA,"{}"
7038201,"Increasing The Use Of Earth Science Data And Models In Air Quality Management","In 2010, the U.S. National Aeronautics and Space Administration (NASA) initiated the Air Quality Applied Science Team (AQAST) as a 5-year, \$ 17.5-million award with 19 principal investigators. AQAST aims to increase the use of Earth science products in air quality-related research and to help meet air quality managers' information needs. We conducted a Web-based survey and a limited number of follow-up interviews to investigate federal, state, tribal, and local air quality managers' perspectives on usefulness of Earth science data and models, and on the impact AQAST has had. The air quality managers we surveyed identified meeting the National Ambient Air Quality Standards for ozone and particulate matter, emissions from mobile sources, and interstate air pollution transport as top challenges in need of improved information. Most survey respondents viewed inadequate coverage or frequency of satellite observations, data uncertainty, and lack of staff time or resources as barriers to increased use of satellite data by their organizations. Managers who have been involved with AQAST indicated that the program has helped build awareness of NASA Earth science products, and assisted their organizations with retrieval and interpretation of satellite data and with application of global chemistry and climate models. AQAST has also helped build a network between researchers and air quality managers with potential for further collaborations. Implications: NASA's Air Quality Applied Science Team (AQAST) aims to increase the use of satellite data and global chemistry and climate models for air quality management purposes, by supporting research and tool development projects of interest to both groups. Our survey and interviews of air quality managers indicate they found value in many AQAST projects and particularly appreciated the connections to the research community that the program facilitated. Managers expressed interest in receiving continued support for their organizations' use of satellite data, including assistance in retrieving and interpreting data from future geostationary platforms meant to provide more frequent coverage for air quality and other applications.",NA,"10.1080/10962247.2016.1248303","{""notes"": ""('milford_increasingearthsciencedata_2017',)""}",2024-10-25 21:38:07,"included",NA,NA,"{}"
