"id","title","publication_year","authors","doi","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons"
6862764,"Integrating Drone Imagery With Existing Rangeland Monitoring Programs",2020,"{""Gillan, J. K."",""Karl, J. W."",""van Leeuwen, W. J. D.""}","10.1007/s10661-020-8216-3","{}",2024-07-15 22:51:31,"included",NA
7036873,"Artisanal Exploitation Of Mineral Resources: Remote Sensing Observations Of Environmental Consequences, Social And Ethical Aspects",NA,NA,"10.1007/s10712-022-09740-1","{}",2024-10-30 17:21:22,"included",NA
7038638,"Use Of Satellite Data In Coastal Zone Programmes",NA,NA,"10.1016/0302-184x(76)90011-1","{}",2024-10-28 19:22:18,"included",NA
7036684,"Possibilities Of The Practical Application Of Remote Sensing Data In Real Property Appraisal",NA,NA,"10.1515/remav-2015-0016","{""is real estate a soc ben?""}",2024-11-22 17:08:11,"included",NA
6863076,"Satellite Sensors And Retrieval Algorithms Of Atmospheric Methane",2023,"{""Fan Cheng"",""Gu Haoran"",""Han Yinghui"",""He Zhuo"",""Li Zhengqiang"",""Ma Jinji"",""Qin Kai"",""Shi Zheng"",""Xu Wenbin"",""Zhang Hao"",""Zhang Ying"",""Zhang Yuanxun"",""Zheng Yang"",""Zhu Jun"",""Zuo Jinhui""}","10.3788/aos230429","{}",2024-07-13 00:11:04,"included",NA
7038634,"Satellite Remote Sensing For Water Resources Management: Potential For Supporting Sustainable Development In Data-Poor Regions",NA,NA,"10.1029/2017wr022437","{}",2024-10-25 21:32:07,"included",NA
7038295,"Remote Sensing Of Wetlands: Case Studies Comparing Practical Techniques",NA,NA,"10.2112/jcoastres-d-10-00174.1","{}",2024-11-21 21:34:16,"included",NA
6691755,"The Value of Weather Information in Market Equilibrium",1990,"{""Babcock, Bruce""}","https://doi.org/10.2307/1243145","{}",2024-04-26 23:10:00,"included",NA
7037358,"Nasa's Early Adopter Program Links Satellite Data To Decision Making",NA,NA,"10.3390/rs11040406","{}",2024-10-30 00:00:14,"included",NA
7037697,"Potential Of Npp-Viirs Nighttime Light Imagery For Modeling The Regional Economy Of China",NA,NA,"10.3390/rs5063057","{}",2024-11-22 17:09:01,"included",NA
6691668,"Use of climate information for socio-economic benefits",2010,"{""Gunasekera, Don""}","https://doi.org/10.1016/j.proenv.2010.09.025","{""public good"",maybe}",2024-04-26 23:14:16,"included",NA
7038205,"The Value Of Rapid Damage Assessment For Efficient Earthquake Response",NA,NA,"10.1016/j.ssci.2011.03.008","{}",2024-11-22 18:04:02,"included",NA
6862826,"Where's Woolly? An Integrative Use Of Remote Sensing To Improve Predictions Of The Spatial Distribution Of An Invasive Forest Pest The Hemlock Woolly Adelgid",2015,"{""Jones, Chris"",""Moody, Aaron"",""Song, Conghe""}","10.1016/j.foreco.2015.09.013","{}",2024-07-18 21:13:08,"included",NA
7037113,"Comprehensive Analysis For Long-Term Hydrological Simulation By Deep Learning Techniques And Remote Sensing",NA,NA,"10.3389/feart.2022.875145","{}",2024-11-21 21:19:59,"included",NA
6863101,"On The Future Of Argo: A Global, Full-Depth, Multi-Disciplinary Array",2019,"{""Alford, Matthew H."",""Bakker, Dorothee"",""Baringer, Molly"",""Belbeoch, Mathieu"",""Bittig, Henry C."",""Boss, Emmanuel"",""Calil, Paulo"",""Carse, Fiona"",""Carval, Thierry"",""Chai, Fei"",""Claustre, Herve"",""Conchubhair, Diarmuid O."",""Dall'Olmo, Giorgio"",""Desbruyeres, Damien"",""Fennel, Katja"",""Fer, Ilker"",""Ferrari, Raffaele"",""Forget, Gael"",""Freeland, Howard"",""Fujiki, Tetsuichi"",""Garabato, Alberto Naveira"",""Gehlen, Marion"",""Greenan, Blair"",""Hallberg, Robert"",""Hibiya, Toshiyuki"",""Hosoda, Shigeki"",""Jayne, Steven"",""Jochum, Markus"",""Johnson, Gregory C."",""Johnson, Kenneth"",""Kang, KiRyong"",""King, Brian"",""Kolodziejczyk, Nicolas"",""Kortzinger, Arne"",""Le Traon, Pierre-Yves"",""Lenn, Yueng-Djern"",""Maze, Guillaume"",""Mork, Kjell Arne"",""Morris, Tamaryn"",""Moum, James"",""Nagai, Takeyoshi"",""Nash, Jonathan"",""Oke, Peter"",""Olsen, Are"",""Owens, W. Brechner"",""Pattabhi, Rama Rao"",""Pouliquen, Sylvie"",""Prakash, Satya"",""Purkey, Sarah"",""Riser, Stephen"",""Roemmich, Dean"",""Scanderbeg, Megan"",""Schmechtig, Catherine"",""Schmid, Claudia"",""Shroyer, Emily"",""Sterl, Andreas"",""Suga, Toshio"",""Sutton, Philip"",""Talley, Lynne"",""Tanhua, Toste"",""Thierry, Virginie"",""Thomalla, Sandy"",""Toole, John"",""Troisi, Ariel"",""Trull, Thomas W."",""Turton, Jon"",""Velez-Belchi, Pedro Joaquin"",""Walczowski, Waldemar"",""Wang, Haili"",""Wanninkhof, Rik"",""Waterhouse, Amy F."",""Waterman, Stephanie"",""Watson, Andrew"",""Wijffels, Susan"",""Wilson, Cara"",""Wong, Annie P. S."",""Xu, Jianping"",""Yasuda, Ichiro"",""Zilberman, Nathalie"",""d'Ortenzio, Fabrizio""}","10.3389/fmars.2019.00439","{}",2024-10-03 22:27:32,"included",NA
6903665,"Spatial Coverage Of Monitoring Networks: A Climate Observing System Simulation Experiment",NA,NA,"10.1175/jamc-d-17-0040.1","{""probably not""}",2024-09-27 22:39:09,"included",NA
6661505,"Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?",2022,"{""Kumar, Saurav"",""Kumar, Swetha Madhur"",""Sridharan, Vamsi Krishna""}","10.3390/w14131985","{cco}",2024-04-16 20:42:23,"included",NA
6661505,"Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?",2022,"{""Kumar, Saurav"",""Kumar, Swetha Madhur"",""Sridharan, Vamsi Krishna""}","10.3390/w14131985","{cco}",2024-04-18 20:41:26,"included",NA
6691514,"Geographic microtargeting of social assistance with high-resolution poverty maps",2022,"{""Smythe, Isabella""}","https://doi.org/10.1073/pnas.2120025119","{}",2024-04-26 19:08:16,"included",NA
7038561,"Comparison Of Multi-Source Satellite Data For Quantifying Water Quality Parameters In A Mining Environment",NA,NA,"10.1016/j.jhydrol.2020.125322","{}",2024-11-18 19:24:35,"included",NA
6903588,"Mapping For Coral Reef Conservation: Comparing The Value Of Participatory And Remote Sensing Approaches",NA,NA,"10.1002/ecs2.1325","{}",2024-09-26 00:31:49,"included",NA
7036822,"Scenarios For Valuing Sample Information In Natural Resources",NA,NA,"10.1111/2041-210x.13487","{}",2024-10-30 00:20:18,"included",NA
7036807,"Justification For Site-Specific Weed Management Based On Ecology And Economics",NA,NA,"10.1614/ws-04-071r2","{}",2024-11-18 18:52:48,"included",NA
7037951,"Use Of Uav Or Remotely Piloted Aircraft And Forward-Looking Infrared In Forest, Rural And Wildland Fire Management: Evaluation Using Simple Economic Analysis",NA,NA,"10.1186/s40490-015-0044-9","{}",2024-10-30 00:11:49,"included",NA
6447795,"Value of information for climate observing systems",2014,"{""Cooke, Roger"",""Mlynczak, Martin G."",""Wielicki, Bruce A."",""Young, David F.""}","10.1007/s10669-013-9451-8","{benchmark}",NA,NA,NA
6691587,"Earth observation in service of the 2030 Agenda for Sustainable Development",2017,"{""Anderson, Katherine""}","https://doi.org/10.1080/10095020.2017.1333230","{maybe}",2024-04-23 22:11:28,"included",NA
6863414,"Analysis Of Suspended Particulate Matter And Its Drivers In Sahelian Ponds And Lakes By Remote Sensing (Landsat And Modis): Gourma Region, Mali",2017,"{""Diawara, Mamadou"",""Grippa, Manuela"",""Kergoat, Laurent"",""Martinez, Jean-Michel"",""Merlet, Sebastien"",""Robert, Elodie"",""Soumaguel, Nogmana""}","10.3390/rs9121272","{}",2024-07-15 22:54:01,"included",NA
7037158,"Assessing Impacts Of Mining: Recent Contributions From Gis And Remote Sensing",NA,NA,"10.1016/j.exis.2019.06.011","{}",2024-11-18 23:22:33,"included",NA
7038053,"On The Contribution Of Satellite Altimetry-Derived Water Surface Elevation To Hydrodynamic Model Calibration In The Han River",NA,NA,"10.3390/rs12244087","{}",2024-11-18 20:27:03,"included",NA
6691617,"Stakeholder Value Network (SVN) Analysis for Indian Earth Observation Program",2015,"{""Sundararajan, Venkatesan""}","https://doi.org/10.2514/6.2015-4635","{}",2024-04-22 23:27:09,"included",NA
7038376,"2d Vs. 3d Change Detection Using Aerial Imagery To Support Crisis Management Of Large-Scale Events",NA,NA,"10.3390/rs10122054","{}",2024-11-18 22:51:13,"included",NA
7037385,"Evaluation Financiere De L‘integration De Technologies Satellitaires, Pour Le Suivi Du Couvert Nival, Au Sein D‘une Entreprise Hydroelectrique (Le Cas De L‘utilisation Du Satellite Radarsat I Dans Le Bassin De La Riviere La Grande (Quebec))",NA,NA,"10.1080/014311699212335","{}",2024-11-21 21:40:53,"included",NA
6863446,"Comparative Assessment Of Uav And Sentinel-2 Ndvi And Gndvi For Preliminary Diagnosis Of Habitat Conditions In Burunge Wildlife Management Area, Tanzania",2022,"{""Alward, Richard D."",""Bukombe, John K."",""Kija, Hamza K."",""Mangewa, Lazaro J."",""Munishi, Linus K."",""Nasolwa, Emmanuel R."",""Ndakidemi, Patrick A.""}","10.3390/earth3030044","{}",2024-07-15 22:55:24,"included",NA
7037550,"Comparative Analysis Of Machine Learning Algorithms In Automatic Identification And Extraction Of Water Boundaries",NA,NA,"10.3390/app112110062","{}",2024-11-19 19:58:22,"included",NA
7037639,"Integrating Research Using Animal-Borne Telemetry With The Needs Of Conservation Management",NA,NA,"10.1111/1365-2664.12755","{}",2024-10-25 21:39:29,"included",NA
7036821,"Geo-Cropsim: A Geo-Spatial Crop Simulation Modeling Framework For Regional Scale Crop Yield And Water Use Assessment",NA,NA,"10.1016/j.isprsjprs.2021.10.024","{}",2024-11-19 18:31:10,"included",NA
7036702,"Satellite Remote Sensing As A Tool In Lahar Disaster Management",NA,NA,"10.1111/1467-7717.00197","{}",2024-10-28 00:05:13,"included",NA
6903585,"Vermont Global Warming Solutions Act: The Costs Of Inaction From Land Conversions",NA,NA,"10.3390/laws11030048","{}",2024-09-30 01:45:05,"included",NA
7038593,"Redefining Climate Regions In The United States Of America Using Satellite Remote Sensing And Machine Learning For Public Health Applications",NA,NA,"10.4081/gh.2014.294","{}",2024-11-18 18:49:59,"included",NA
6903632,"Enhancing Land Cover Mapping And Monitoring: An Interactive And Explainable Machine Learning Approach Using Google Earth Engine",NA,NA,"10.3390/rs15184585","{maybe}",2024-09-26 00:57:52,"included",NA
6862973,"Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?",2022,"{""Kumar, Saurav"",""Kumar, Swetha Madhur"",""Sridharan, Vamsi Krishna""}","10.3390/w14131985","{}",2024-07-12 19:22:02,"included",NA
6863684,"Historical Eco-Environmental Quality Mapping In China With Multi-Source Data Fusion",2023,"{""Cao, L."",""Wu, S."",""Xu, D."",""Zhao, C.""}","10.3390/app13148051","{}",2024-07-15 16:04:46,"included",NA
7037533,"Air Quality Management Using Modern Remote Sensing And Spatial Technologies And Associated Societal Costs",NA,NA,"10.3390/ijerph2006030028","{}",2024-10-30 15:54:09,"included",NA
6863115,"The Role Of Remote Sensing Data And Methods In A Modern Approach To Fertilization In Precision Agriculture",2022,"{""Gašparović, M."",""Jurišić, M."",""Radočaj, D.""}","10.3390/rs14030778","{}",2024-07-16 23:10:19,"included",NA
7037705,"Space Assets For Demining Assistance",NA,NA,"10.1016/j.actaastro.2012.08.016","{review?,""might be interesting""}",2024-10-30 18:20:54,"included",NA
6691554,"Demonstrating the Value of Earth Observations- Methods, Practical Applications and Solutions -Group on Earth Observations side event proceedings",2019,"{""Pearlman, Francoise""}","https://doi.org/10.3133/ofr20191033","{}",2024-04-22 02:48:01,"included",NA
7036762,"A Sensor Web And Web Service-Based Approach For Active Hydrological Disaster Monitoring",NA,NA,"10.3390/ijgi5100171","{}",2024-11-22 17:23:16,"included",NA
7037015,"Open-Source Satellite Data And Gis For Land Resource Mapping",NA,NA,"10.1007/978-3-319-78711-4\_10","{}",2024-11-22 17:48:58,"included",NA
7038098,"Monitoring Forest Canopy Cover Change With Icesat-2 Data In Fire-Prone Areas: A Case Study In Antalya, Türkiye",NA,NA,"10.15287/afr.2023.2987","{}",2024-10-30 18:16:32,"included",NA
6447798,"The Value of Near Real-Time Earth Observations for Improved Flood Disaster Response",2019,"{""Bolten, John D."",""Oddo, Perry C.""}",NA,"{benchmark}",NA,NA,NA
6863481,"Normalizing Land Surface Temperature For Environmental Parameters In Mountainous And Urban Areas Of A Cold Semi-Arid Climate",2019,"{""Alavipanah, Seyed Kazem"",""Firozjaei, Mohammad Karimi"",""Hamzeh, Saeid"",""Kiavarz, Majid"",""Weng, Qihao""}","10.1016/j.scitotenv.2018.09.027","{}",2024-07-12 23:23:28,"included",NA
6863535,"Wetland Landscape Spatio-Temporal Degradation Dynamics Using The New Google Earth Engine Cloud-Based Platform: Opportunities For Non-Specialists In Remote Sensing",2016,"{""Alonso, A."",""Kennedy, R. E."",""Munoz-Carpena, R."",""Murcia, C.""}","10.13031/trans.59.11608","{}",2024-07-15 16:03:42,"included",NA
6691713,"Simulating the value of El Nino forecasts for the Panama Canal",2006,"{""Graham, Nicholas""}","https://doi.org/10.1016/j.advwatres.2005.12.005","{}",2024-04-26 18:59:12,"included",NA
6691707,"The value of information: Measuring the contribution of space-derived earth science data to resource management",2006,"{""Macauley, Molly K.""}","https://doi.org/10.1016/j.spacepol.2006.08.003","{""in benchmarks?""}",2024-04-22 03:06:27,"included",NA
7036580,"Application Of Near Real-Time And Multiscale Three Dimensional Earth Observation Platforms In Disaster Prevention",NA,NA,"10.5875/ausmt.v1i2.124","{}",2024-10-25 21:30:37,"included",NA
6691545,"Cloud services with big data provide a solution for monitoring and tracking sustainable development goals",2020,"{""Wu, Bingfang""}","https://doi.org/10.1016/j.geosus.2020.03.006","{maybe}",2024-04-25 02:29:50,"included",NA
7036778,"Operational Meteorological Satellites And Utilization Of Their Data By Deutscher Wetterdienst",NA,NA,"10.1007/bf00213056","{}",2024-11-18 19:34:56,"included",NA
6447792,"Utilizing Satellite Earth Observation Analyses and the Environment-Vulnerability-Decision-Technology  Modelling Framework to Support the Yurok Tribe in Mitigating Climate Change Impacts through Natural  Resource Management",2022,"{""Israel, Dr. Steven"",""Kinney, Javier"",""Lombardo, Seamus"",""Wood, Prof. Danielle""}",NA,"{benchmark}",NA,NA,NA
6862735,"The Value Of Remotely Sensed Vs. Field-Surveyed Habitat Structure For Predicting Bird Abundance: A Case Study In Traditional Orchards",2022,"{""Chaparro, Laura"",""Schmieder, Klaus"",""Schurr, Frank M.""}","10.1007/s10336-022-01970-9","{}",2024-07-16 23:56:48,"included",NA
6863236,"Spectral Matching Based On Discrete Particle Swarm Optimization: A New Method For Terrestrial Water Body Extraction Using Multi-Temporal Landsat 8 Images",2018,"{""Jia, Kai"",""Jiang, Weiguo"",""Li, Jing"",""Tang, Zhenghong""}","10.1016/j.rse.2018.02.012","{}",2024-07-18 22:03:31,"included",NA
7038575,"Aggregating High-Priority Landscape Areas To The Parcel Level: An Easement Implementation Tool",NA,NA,"10.1016/j.jenvman.2006.01.007","{}",2024-11-18 18:44:42,"included",NA
6863329,"Assessing The Role Of Climate And Resource Management On Groundwater Dependent Ecosystem Changes In Arid Environments With The Landsat Archive",2016,"{""Allen, Richard"",""Carroll, Rosemary"",""Erickson, Tyler"",""Huntington, Justin"",""McGwire, Kenneth"",""Morton, Charles"",""Niswonger, Richard"",""Peterson, Sarah"",""Smith, Guy"",""Snyder, Keirith""}","10.1016/j.rse.2016.07.004","{}",2024-07-15 17:00:45,"included",NA
6863387,"Assessment Of The Utility Of Remote Sensing Techniques For Monitoring Compliance With Direct Payment Programs",2023,"{""Ahn, H."",""Lee, K."",""Ryu, J. H.""}","10.7780/kjrs.2023.39.6.1.23","{}",2024-07-16 22:55:21,"included",NA
6447793,"Monetising the savings of remotely sensed data and information in Burn Area Emergency Response (BAER) wildfire assessment",2020,"{""Bernknopf, Richard"",""Bernknopf, Richard"",""Blakely, Jessica"",""Blakely, Jessica"",""Clifford, T. J."",""Clifford, T. J."",""Epting, Justin"",""Epting, Justin"",""Gibson, Reily"",""Gibson, Reily"",""Goodrich, David"",""Goodrich, David"",""Hardy, Terry"",""Hardy, Terry"",""Kuwayama, Yusuke"",""Kuwayama, Yusuke"",""Mabee, Bethany"",""Mabee, Bethany"",""Quayle, Brad"",""Quayle, Brad""}","10.1071/WF19209","{benchmark}",NA,NA,NA
7037876,"Remote Sensing Capabilities For Observational Drought Assessment",NA,NA,"10.1201/9781003276548-20","{}",2024-11-18 22:13:20,"included",NA
7037737,"Autonomous Unmanned Aerial Vehicles In Bushfire Management: Challenges And Opportunities",NA,NA,"10.3390/drones7010047","{}",2024-11-22 17:39:10,"included",NA
6903648,"Linking Geomatics And Participatory Social Analysis For Environmental Monitoring: Case Studies From Malawi",NA,NA,"10.3138/u52p-1r20-9l57-9373","{maybe}",2024-09-26 00:44:32,"included",NA
6691574,"Improved Hydrological Decision Support System for the Lower Mekong River Basin Using Satellite-Based Earth Observations",2018,"{""Mohammed, Inrahim N.""}","https://doi.org/10.3390/rs10060885","{maybe}",2024-04-23 22:16:31,"included",NA
7037349,"The Value Of Earth Observations: Methods And Findings On The Value Of Landsat Imagery",NA,NA,"10.1007/978-3-319-20161-0_14","{}",2024-10-25 23:09:37,"included",NA
6863673,"The Emerging Role Of Satellite Rainfall Data In Improving The Hydro-Political Situation Of Flood Monitoring In The Under-Developed Regions Of The World",2007,"{""Hong, Yang"",""Hossain, Faisal"",""Katiyar, Nitin"",""Wolf, Aaron""}","10.1007/s11069-006-9094-x","{}",2024-07-16 23:47:41,"included",NA
7037985,"Evaluating The Potential Of Freely Available Multispectral Remotely Sensed Imagery In Mapping American Bramble (Rubus Cuneifolius)",NA,NA,"10.1080/03736245.2018.1461683","{}",2024-11-21 21:26:36,"included",NA
7038417,"Resilience Aspects In The Sensor Web Infrastructure For Natural Disaster Monitoring And Risk Assessment Based On Earth Observation Data",NA,NA,"10.1109/jstars.2014.2313573","{}",2024-11-18 18:31:10,"included",NA
6903583,"Index-Based Insurance For Climate Risk Management And Rural Development In Syria",NA,NA,"10.1080/17565529.2013.844676","{}",2024-10-01 17:29:26,"included",NA
7037633,"Maximizing Societal Benefit Across Multiple Hyperspectral Earth Observation Missions: A User Needs Approach",NA,NA,"10.1029/2023jg007569","{}",2024-11-18 18:35:40,"included",NA
6862795,"Remote Sensing Of Soil And Water Quality In Agroecosystems",2013,"{""Chen, J."",""De Paul Obade, V."",""Lal, R.""}","10.1007/s11270-013-1658-2","{}",2024-07-12 19:29:07,"included",NA
7037338,"To Pay Or Not To Pay? Monitoring Performance And Enforcing Conditionality When Paying For Forest Conservation In Mexico",NA,NA,"10.1017/s0376892909990063","{}",2024-11-18 22:53:30,"included",NA
7036952,"Benefits Of Earth Observation Data For Conservation Planning In The Case Of European Wetland Biodiversity",NA,NA,"10.1017/s0376892912000331","{}",2024-10-25 21:43:26,"included",NA
6862786,"Small Drones For Community-Based Forest Monitoring: An Assessment Of Their Feasibility And Potential In Tropical Areas",2014,"{""Koh, Lian Pin"",""McCall, Michael K."",""Napoletano, Brian M."",""Paneque-Galvez, Jaime"",""Wich, Serge A.""}","10.3390/f5061481","{}",2024-09-27 23:36:45,"included",NA
7038571,"Formalizing A Two-Step Decision-Making Process In Land Use: Evidence From Controlling Forest Clearcutting Using Spatial Information",NA,NA,"10.3390/land12010015","{}",2024-11-18 20:30:03,"included",NA
6903653,"Costs And Benefits Of Satellite-Based Tools For Irrigation Management",NA,NA,"10.3389/fenvs.2015.00052","{}",2024-09-26 00:56:36,"included",NA
6691575,"Do users benefit from additional information in support of operational drought management decisions in the Ebro basin?",2018,"{""Lines, Clara""}","https://doi.org/10.5194/hess-22-5901-2018","{}",2024-04-22 03:04:55,"included",NA
7037631,"Supporting Management Of Refugee Streams By Earth Observation And Geoinformation",NA,NA,"10.1127/pfg/2016/0308","{}",2024-11-18 23:37:10,"included",NA
7037759,"Climate Data For The European Forestry Sector: From End-User Needs To Opportunities For Climate Resilience",NA,NA,"10.1016/j.cliser.2021.100247","{}",2024-11-22 17:41:29,"included",NA
6691601,"Cost and value of multidisciplinary fixed-point ocean observatories",2016,"{""Cristini, Luisa""}","http://dx.doi.org/10.1016/j.marpol.2016.05.029","{maybe}",2024-04-26 19:44:29,"included",NA
6691669,"Estimating the value of El Niño Southern Oscillation information in a regional water market with implications for water management",2010,"{""Liao, Shu-Yi""}","https://doi.org/10.1016/j.jhydrol.2010.09.008","{}",2024-04-26 22:54:37,"included",NA
6863483,"Success Stories Of Satellite Radar Altimeter Applications",2022,"{""Eldardiry, Hisham"",""Hossain, Faisal"",""Srinivasan, Margaret"",""Tsontos, Vardis""}","10.1175/bams-d-21-0065.1","{maybe}",2024-07-17 21:29:32,"included",NA
7037664,"Estimating The Societal Benefits Of Satellite Instruments: Application To A Break-Even Analysis Of The Geoxo Hyperspectral Ir Sounder",NA,NA,"10.3389/fenvs.2021.749044","{}",2024-11-18 22:31:34,"included",NA
6691628,"Value of information for climate observing systems",2014,"{""Cooke, Roger""}","https://doi.org/10.1007/s10669-013-9451-8","{}",2024-04-25 02:40:40,"included",NA
6691530,"Valuing User Preferences for Geospatial Fire Monitoring in Guatemala",2021,"{""Berenter, Jared""}","https://doi.org/10.3390/su132112077","{}",2024-04-22 23:38:29,"included",NA
7038468,"Application Of Google Earth Engine Python Api And Naip Imagery For Land Use And Land Cover Classification: A Case Study In Florida, Usa",NA,NA,"10.1016/j.ecoinf.2021.101474","{}",2024-10-28 00:21:27,"included",NA
6863369,"Cost-Effective Disaster-Induced Land Cover Analysis: A Semi-Automatic Methodology Using Machine Learning And Satellite Imagery",2024,"{""A. Warner, T."",""Abarca-Del-Rio, R."",""I. Volke, M.""}","10.1080/01431161.2023.2292015","{}",2024-07-15 16:13:00,"included",NA
6691570,"Earth Observation in a cost-benefit analysis perspective: Cosmo SkyMed satellites of the Italian Space Agency",2019,"{""Clò, Stefano""}","https://siecon3-607788.c.cdn77.org/sites/siecon.org/files/media_wysiwyg/111-morretta-vurchio.pdf","{}",2024-04-23 22:34:12,"included",NA
7036927,"How Valuable Is Remotely Sensed Information? The Case Of Tropical Deforestation Modelling",NA,NA,"10.1016/s0265-9646(99)00025-9","{}",2024-11-21 20:51:51,"included",NA
7037477,"Geospatial Web-Based Sensor Information Model For Integrating Satellite Observation: An Example In The Field Of Flood Disaster Management",NA,NA,"10.14358/pers.79.10.915","{}",2024-10-25 23:09:17,"included",NA
6691742,"Pricing policy and legal issues: 6th and 7th EOPOLE workshops",2000,"{""Harris, Ray""}","PII: S0265-9646v(00) 00039-4","{}",2024-04-23 22:08:30,"included",NA
7037086,"Commercial Satellite Imagery In Peacekeeping Sensor Capabilities–Present And Near Future",NA,NA,"10.4324/9781315259901-4","{}",2024-10-28 19:40:51,"included",NA
6447797,"Assessing the value of information for water quality management in the North Sea",2009,"{""Bouma, J. A."",""Kuik, O. J."",""van der Woerd, H. J.""}","10.1016/j.jenvman.2008.07.016","{benchmark}",NA,NA,NA
7036738,"Earth Observations Into Action: The Systemic Integration Of Earth Observation Applications Into National Risk Reduction Decision Structures",NA,NA,"10.1108/dpm-09-2022-0186","{}",2024-10-30 00:19:38,"included",NA
7038214,"Remote Sensing In Support For Monitoring Rice In The Senegal Catchment",NA,NA,"10.1051/lhb/2020049","{}",2024-10-30 00:12:32,"included",NA
6903627,"Emergent Challenges For Science Suas Data Management: Fairness Through Community Engagement And Best Practices Development",NA,NA,"10.3390/rs11151797","{}",2024-09-26 00:51:24,"included",NA
7037803,"Advanced Processing Of Multiplatform Remote Sensing Imagery For The Monitoring Of Coastal And Mountain Ecosystems",NA,NA,"10.1109/access.2020.3046657","{}",2024-11-22 17:17:26,"included",NA
6903613,"Fuel Modelling Characterisation Using Low-Density Lidar In The Mediterranean: An Application To A Natural Protected Area",NA,NA,"10.3390/f12081011","{}",2024-09-30 21:20:44,"included",NA
6447804,"The value of remotely-sensed data in terrestrial habitat corridor design for large migratory species",2022,"{""Gigliotti, Laura"",""Kroetz, Kailin"",""Leonard, Bryan"",""Middleton, Arthur""}",NA,"{benchmark}",NA,NA,NA
6691630,"Users, uses, and value of Landsat satellite imagery - Results from the 2012 survey of users",2013,"{""Miller, Holly""}","http://dx.doi.org/10.3133/ofr20131269","{}",2024-04-23 22:38:23,"included",NA
6903598,"Cloud Cover And Its Impact On Brazil's Deforestation Satellite Monitoring Program: Evidence From The Cerrado Biome Of The Brazilian Legal Amazon",NA,NA,"10.1016/j.apgeog.2022.102651","{}",2024-09-26 01:03:50,"included",NA
7038069,"A Review Of Approaches For Automated Habitat Mapping And Their Potential Added Value For Biodiversity Monitoring Projects",NA,NA,"10.2478/jlecol-2019-0015","{}",2024-11-18 23:24:45,"included",NA
6903520,"New Method For Efficiency Evaluation Of Digital Technologies In Agricultural Sector",NA,NA,"10.21603/2074-9414-2019-3-495-504","{}",2024-09-26 01:05:42,"included",NA
7038595,"Organisational Drivers For, Constraints On And Impacts Of Decision And Information Support Tool Use In Desertification Policy And Management",NA,NA,"10.1016/j.envsoft.2010.04.003","{""probably not""}",2024-10-28 00:20:17,"included",NA
6691573,"The value of remotely sensed information: the case of a GRACE-enhanced drought severity index",2018,"{""Bernknopf, Richard""}","https://doi.org/10.1175/WCAS-D-16-0044.1","{""in benchmarks?""}",2024-04-22 03:05:40,"included",NA
6691540,"Market-based methods for monetizing uncertainty reduction",2020,"{""Cooke, Roger""}","https://doi.org/10.1007/s10669-019-09748-w","{maybe}",2024-04-26 22:57:01,"included",NA
6903481,"Satellite Imagery As A Single Source Of Predictor Variables For Habitat Suitability Modelling: How Landsat Can Inform The Conservation Of A Critically Endangered Lemur",NA,NA,"10.1111/j.1365-2664.2010.01854.x","{}",2024-09-26 00:48:34,"included",NA
6863572,"Flood Risk Analysis: The Case Of Tigris River (Tikrit /Iraq)",2023,"{""Khairallah, R. S."",""Mohammed-Ali, W. S.""}","10.25130/tjes.30.1.11","{}",2024-09-30 17:36:31,"included",NA
7037883,"Digitalization And Agricultural Development: Evidence From Morocco",NA,NA,"10.1007/978-3-030-92738-7_16","{}",2024-11-18 23:30:17,"included",NA
6691680,"Value of perfect ENSO phase predictions for agriculture: evaluating the impact of land tenure and decision objectives",2009,"{""Letson, David""}","https://doi.org/10.1007/s10584-009-9600-8","{}",2024-04-23 22:37:12,"included",NA
7037875,"Mapping Regional Land Cover With Modis Data For Biological Conservation: Examples From The Greater Yellowstone Ecosystem, Usa And Para State, Brazil",NA,NA,"10.1016/j.rse.2004.05.002","{}",2024-10-28 00:18:32,"included",NA
7037777,"Keeping Up With Remote Sensing And Gi Advances- Policy And Legal Perspectives",NA,NA,"10.1016/j.spacepol.2006.09.001","{}",2024-10-28 19:26:54,"included",NA
7037798,"Forestry",NA,NA,"10.1007/978-0-387-36699-9_48","{}",2024-10-28 19:11:22,"included",NA
7037000,"Detection And Mapping The Spatial Distribution Of Bracken Fern Weeds Using The Landsat 8 Oli New Generation Sensor",NA,NA,"10.1016/j.jag.2016.12.006","{}",2024-11-18 18:43:19,"included",NA
7037417,"Optimal Decision-Making Model Of Spatial Sampling For Survey Of China's Land With Remotely Sensed Data",NA,NA,"10.1360/03yd0376","{}",2024-11-21 20:35:15,"included",NA
6691681,"Assessing the value of information for water quality management in the North Sea",2009,"{""Bouma, Jetske A.""}","https://doi.org/10.1016/j.jenvman.2008.07.016","{""in benchmarks?""}",2024-04-22 02:48:27,"included",NA
6691584,"Benefits and Beneficiaries of the Oklahoma Mesonet: A Multisectoral Ripple Effect Analysis",2017,"{""Ziolkowska, Jadwiga R.""}","https://doi.org/10.1175/WCAS-D-16-0139.1","{}",2024-04-26 19:03:09,"included",NA
