"id","title","abstract","publication_year","authors","date_screened_t&a","t&a_status","t&a_exclusion_reasons","doi"
7038593,"Redefining Climate Regions In The United States Of America Using Satellite Remote Sensing And Machine Learning For Public Health Applications","Existing climate classification has not been designed for an efficient handling of public health scenarios. This work aims to design an objective spatial climate regionalization method for assessing health risks in response to extreme weather. Specific climate regions for the conterminous United States of America (USA) were defined using satellite remote sensing (RS) data and compared with the conventional Köppen-Geiger (KG) divisions. Using the nationwide database of hospitalisations among the elderly (≥65 year olds), we examined the utility of a RS-based climate regionalization to assess public health risk due to extreme weather, by comparing the rate of hospitalisations in response to thermal extremes across climatic regions. Satellite image composites from 2002-2012 were aggregated, masked and compiled into a multi-dimensional dataset. The conterminous USA was classified into 8 distinct regions using a stepwise regionalization approach to limit noise and collinearity (LKN), which exhibited a high degree of consistency with the KG regions and a well-defined regional delineation by annual and seasonal temperature and precipitation values. The most populous was a temperate wet region (10.9 million), while the highest rate of hospitalisations due to exposure to heat and cold (9.6 and 17.7 cases per 100,000 persons at risk, respectively) was observed in the relatively warm and humid south-eastern region. RS-based regionalization demonstrates strong potential for assessing the adverse effects of severe weather on human health and for decision support. Its utility in forecasting and mitigating these effects has to be further explored. © 2014, Page Press Publications. All rights reserved.",NA,NA,2024-11-18 18:49:59,"included",NA,"10.4081/gh.2014.294"
6903632,"Enhancing Land Cover Mapping And Monitoring: An Interactive And Explainable Machine Learning Approach Using Google Earth Engine","Artificial intelligence (AI) and machine learning (ML) have been applied to solve various remote sensing problems. To fully leverage the power of AI and ML to tackle impactful remote sensing problems, it is essential to enable researchers and practitioners to understand how AI and ML models actually work and thus to improve the model performance strategically. Accurate and timely land cover maps are essential components for informed land management decision making. To address the ever-increasing need for high spatial and temporal resolution maps, this paper developed an interactive and open-source online tool, in Python, to help interpret and improve the ML models used for land cover mapping with Google Earth Engine (GEE). The tool integrates the workflow of both land cover classification and land cover change dynamics, which requires the generation of a time series of land cover maps. Three feature importance metrics are reported, including impurity-based, permutation-based, and SHAP (Shapley additive explanations) value-based feature importance. Two case studies are presented to showcase the tool's capability and ease of use, enabling a globally accessible and free convergent application of remote sensing technologies. This tool may inspire researchers to facilitate explainable AI (XAI)-empowered remote sensing applications with GEE.",NA,NA,2024-09-26 00:57:52,"included",NA,"10.3390/rs15184585"
6862973,"Can Remote Sensing Fill The United States' Monitoring Gap For Watershed Management?","Remote sensing has been heralded as the silver bullet in water quality modeling and watershed management, and yet a quantitative mapping of where its applicability is likely and most useful has not been undertaken so far. Here, we combine geospatial models of cloud cover as a proxy for the likelihood of acquiring remote scenes and the shortest time of travel to population centers as a proxy for accessibility to ground-truth remote sensing data for water quality monitoring and produce maps of the potential of remote sensing in watershed management in the United States. We generate several maps with different cost-payoff relationships to help stakeholders plan and incentivize remote sensing-based monitoring campaigns. Additionally, we combine these remote sensing potential maps with spatial indices of population, water demand, ecosystem services, pollution risk, and monitoring coverage deficits to identify where remote sensing likely has the greatest role to play. We find that the Southwestern United States and the Central plains regions are generally suitable for remote sensing for watershed management even under the most stringent costing projections, but that the potential for using remote sensing can extend further North and East as constraints are relaxed. We also find large areas in the Southern United States and sporadic watersheds in the Northeast and Northwest seaboards and the Midwest would likely benefit most from using remote sensing for watershed monitoring. Although developed herein for watershed decision support in the United States, our approach is readily generalizable to other environmental domains and across the world.",2022,"{""Kumar, Saurav"",""Kumar, Swetha Madhur"",""Sridharan, Vamsi Krishna""}",2024-07-12 19:22:02,"included",NA,"10.3390/w14131985"
6863684,"Historical Eco-Environmental Quality Mapping In China With Multi-Source Data Fusion","Since the initiation of economic reforms and opening up, China has witnessed an unprecedented rate of development across all sectors. However, the country has also experienced severe ecological damage, surpassing that of many other nations. The rapid economic growth has come at the expense of the environment, revealing a significant lack of coordination between urbanization and eco-environmental protection in China. Consequently, there is an urgent need for a comprehensive and continuous historical dataset of China’s eco-environmental quality (EEQ) based on remote sensing, allowing for the analysis of spatial and temporal changes. Such data would provide objective, scientific, and reliable support for China’s eco-environmental protection and pollution prevention policies, while addressing potential ecological risks resulting from urbanization. To achieve this, the entropy value method is employed to integrate multi-source remote sensing data and construct an evaluation system for China’s EEQ. Historical data from 2000 to 2017 is plotted to illustrate China’s EEQ over time. The findings of this study are as follows: (1) The entropy method effectively facilitates the construction of China’s eco-environmental quality assessment system. (2) From 2000 to 2017, approximately 39.7% of China’s regions witnessed a decrease in EEQ, while 60.3% exhibited improvement, indicating an overall enhancement in EEQ over the past eighteen years. (3) The Yangtze and Yellow River basins experienced improved EEQ due to China’s ecological restoration projects. (4) The future EEQ in China demonstrates a subtle positive trend across diverse contexts. This study departs from conventional approaches to EEQ evaluation by leveraging the advantages of multivariate remote sensing big data, including objectivity, timeliness, and accessibility. It provides a novel perspective for future eco-environmental quality evaluation. © 2023 by the authors.",2023,"{""Cao, L."",""Wu, S."",""Xu, D."",""Zhao, C.""}",2024-07-15 16:04:46,"included",NA,"10.3390/app13148051"
7037533,"Air Quality Management Using Modern Remote Sensing And Spatial Technologies And Associated Societal Costs","This paper presents a study of societal costs related to public health due to the degradation of air quality and the lack of physical activity, both affected by our built environment. The paper further shows road safety as another public health concern. Traffic fatalities are the number one cause of death in the world. Traffic accidents result in huge financial loss to the people involved and the related public health cost is a significant part of the total societal cost. Motor vehicle exhausts and industrial emissions, gasoline vapors, and chemical solvents as well as natural sources emit nitrogen oxides and volatile organic compounds, which are precursors to the formation of ground-level Ozone. High concentration values of ground-level Ozone in hot summer days produce smog and lead to respiratory problems and loss in worker's productivity. These factors and associated economic costs to society are important in establishing public policy and decision-making for sustainable transportation and development of communities in both industrialized and developing countries. This paper presents new science models for predicting ground-level Ozone and related air quality degradation. The models include predictor variables of daily climatological data, traffic volume and mix, speed, aviation data, and emission inventory of point sources. These models have been implemented in the user friendly AQMAN computer program and used for a case study in Northern Mississippi. Life-cycle benefits from reduced societal costs can be used to implement sustainable transportation policies, enhance investment decision-making, and protect public health and the environment. © 2006 MDPI. All rights reserved.",NA,NA,2024-10-30 15:54:09,"included",NA,"10.3390/ijerph2006030028"
6863115,"The Role Of Remote Sensing Data And Methods In A Modern Approach To Fertilization In Precision Agriculture","The precision fertilization system is the basis for upgrading conventional intensive agricultural production, while achieving both high and quality yields and minimizing the negative impacts on the environment. This research aims to present the application of both conventional and modern prediction methods in precision fertilization by integrating agronomic components with the spatial component of interpolation and machine learning. While conventional methods were a cornerstone of soil prediction in the past decades, new challenges to process larger and more complex data have reduced their viability in the present. Their disadvantages of lower prediction accuracy, lack of robustness regarding the properties of input soil sample values and requirements for extensive cost-and time-expensive soil sampling were addressed. Specific conventional (ordinary kriging, inverse distance weighted) and modern machine learning methods (random forest, support vector machine, artificial neural networks, decision trees) were evaluated according to their popularity in relevant studies indexed in the Web of Science Core Collection over the past decade. As a shift towards increased prediction accuracy and computational efficiency, an overview of state-of-the-art remote sensing methods for improving precise fertilization was completed, with the accent on open-data and global satellite missions. State-of-the-art remote sensing techniques allowed hybrid interpolation to predict the sampled data supported by remote sensing data such as high-resolution multispectral, thermal and radar satellite or unmanned aerial vehicle (UAV)-based imagery in the analyzed studies. The representative overview of conventional and modern approaches to precision fertilization was performed based on 121 samples with phosphorous pentoxide (P2 O5 ) and potassium oxide (K2 O) in a common agricultural parcel in Croatia. It visually and quantitatively confirmed the superior prediction accuracy and retained local heterogeneity of the modern approach. The research concludes that remote sensing data and methods have a significant role in improving fertilization in precision agriculture today and will be increasingly important in the future. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",2022,"{""Gašparović, M."",""Jurišić, M."",""Radočaj, D.""}",2024-07-16 23:10:19,"included",NA,"10.3390/rs14030778"
7037705,"Space Assets For Demining Assistance","Populations emerging from armed conflicts often remain threatened by landmines and explosive remnants of war. The international mine action community is concerned with the relief of this threat. The Space Assets for Demining Assistance (SADA) undertaking is a set of activities that aim at developing new services to improve the socio-economic impact of mine action activities, primarily focused on the release of land thought to be contaminated, a process described as land release. SADA was originally initiated by the International Astronautical Federation (IAF). It has been implemented under the Integrated Applications Promotion (IAP) program of the European Space Agency (ESA). Land release in mine action is the process whereby the demining community identifies, surveys and prioritizes suspected hazardous areas for more detailed investigation, which eventually results in the clearance of landmines and other explosives, thereby releasing land to the local population. SADA has a broad scope, covering activities, such as planning (risk and impact analysis, prioritization, and resource management), field operations and reporting. SADA services are developed in two phases: feasibility studies followed by demonstration projects. Three parallel feasibility studies have been performed. They aimed at defining an integrated set of space enabled services to support the land release process in mine action, and at analyzing their added value, viability and sustainability. The needs of the mine action sector have been assessed and the potential contribution of space assets has been identified. Support services have been formulated. To test their fieldability, proofs of concept involving mine action end users in various operational field settings have been performed by each of the study teams. The economic viability has also been assessed. Whenever relevant and cost-effective, SADA aims at integrating Earth observation data, GNSS navigation and SatCom technologies with existing mine action tools and procedures, as well as with novel aerial survey technologies. Such conformity with existing user processes, as well as available budgets and appropriateness of technology based solutions given the field level operational setting are important conditions for success. The studies have demonstrated that Earth observation data, satellite navigation solutions and in some cases, satellite communication, indeed can provide added value to mine action activities if properly tailored based on close user interaction and provided through a suitable channel. Such added value for example includes easy and sustained access to Earth observation data for general purpose mapping, land use assessment for post-release progress reporting, and multi-source data fusion algorithms to help quantify risks and socio-economic impact for prioritization and planning purposes. The environment and boundaries of a hazardous area can also be better specified to support the land release process including detailed survey and clearance operations. Satellite communication can help to provide relevant data to remote locations, but is not regarded as strongly user driven. Finally, satellite navigation can support more precise non-technical surveys, as well as aerial observation with small planes or hand-launched UAV's. To ensure the activity is genuinely user driven, the Geneva International Center for Humanitarian Demining (GICHD) plays an important role as ESA's external advisor. ESA is furthermore supported by a representative field operator, the Swiss Foundation of Mine Action (FSD), providing ESA with a direct connection to the field level end users. Specifically FSD has provided a shared user needs baseline to the three study teams. To ensure solutions meet with end user requirements, the study teams themselves include mine action representatives and have interacted closely with their pre-existing and newly established contacts within the mine action community. (C) 2012 Elsevier Ltd. All rights reserved.",NA,NA,2024-10-30 18:20:54,"included",NA,"10.1016/j.actaastro.2012.08.016"
6691554,"Demonstrating the Value of Earth Observations- Methods, Practical Applications and Solutions -Group on Earth Observations side event proceedings","The U.S. Geological Survey, the National Oceanic and Atmospheric Administration, the European Association for Remote Sensing Companies, and the European Space Agency in coordination with the GEOValue Community hosted a side event to the Group on Earth Observations Plenary on October 23-24, 2017, in Washington, D.C. The workshop, entitled ""Demonstrating the Value of Earth Observations: Methods, Practical Applications and Solutions,"" brought together more than 60 international experts including economists, scientists, and engineers to consider the state of the science and applications of valuing Earth observations (EO).\n\nThis 2-day workshop built upon previous activities developed under the GEOValue initiative. This workshop brought together expert analysts from multiple disciplines and backgrounds who are developing methods to identify and measure the value of information generated from the use of satellite and in-situ data. The mix of government agencies, international financial institutions, and independent consultants who participated in the workshop blended to develop a rich mix of views, approaches, and outcomes.\n\nDuring the first part of the workshop, the focus was on the latest science in valuing EO. A number of methodologies were described. Approaches generally assess the societal benefits of specific actions (for example, investments in EO). Some methods focus on broad measures of economic activity (for example, gross domestic product) or methods to assess total economic value such as contingent valuation surveys. Alternatively, use-case approaches (a use case is defined as an evaluation in which one or more decisions, applications, or other uses of data, information, and information products are specifically considered) start with the specific actions and how information is used to support decision making and affect outcomes. \n\nThe second part of the meeting was focused on the use and development of value chains and decision trees. A value chain can be defined as the set of value-adding activities that one or more organizations perform in creating and distributing goods and services. In terms of EO, the value chain approach can be applied to consider societal benefits of the data and assess the value of data and data features. The EO value chain considers the geospatial data sources and the processing of the data into value added information to be incorporated into decision-support systems, leading to decision maker's actions. To understand the value of EO, one would also need to recognize the demand side of the equation or how EO benefits users. Extending the value chain concept and incorporating tenets of Bayesian decision making, a decision tree would include one or more use cases. The value provided by the marginal increase in information could flow from one or several parts of the supply side of the value chain. The decision tree is based on the premise that information has no value if it is not used in at least one decision. By connecting the value chain and the decision tree, a framework is created that allows for conceptualizing the value of EO in its many uses. One can then apply economic techniques to monetize the marginal benefit of an outcome with information versus one without. \n\nA third part of the meeting applied the value chain and decision-tree frameworks to five specific thematic areas, each with the focus of using information for a decision point: \n- Effect of increasing temperatures on human health; \n- Flooding- Mitigating, managing, and avoiding impacts to safety and property damage; \n- Energy and mineral supply- Mitigating, managing, and avoiding impacts of shortfalls on the economy; and\n- Effects of natural hazards on transportation systems- Effects on mobility, safety, and the economy.\n\nDuring the working session, five separate groups worked to define and delineate the value chains and decision trees associated with each topic, discussing the related challenges and data needs. The outcomes were reported back to the full group. Because of the complexity of the topics, most groups first identified a network of value chains and then narrowed the scope to develop a single value chain to address their group's topic. Although they worked separately and on different topics, the groups came to similar conclusions, concurring that the value chain and decision-tree frameworks are very effective for informing quantitative impact assessments and developing a relatable narrative to assist the public in understanding the link between EO and citizens.",2019,"{""Pearlman, Francoise""}",2024-04-22 02:48:01,"included",NA,"https://doi.org/10.3133/ofr20191033"
7036762,"A Sensor Web And Web Service-Based Approach For Active Hydrological Disaster Monitoring","Rapid advancements in Earth-observing sensor systems have led to the generation of large amounts of remote sensing data that can be used for the dynamic monitoring and analysis of hydrological disasters. The management and analysis of these data could take advantage of distributed information infrastructure technologies such as Web service and Sensor Web technologies, which have shown great potential in facilitating the use of observed big data in an interoperable, flexible and on-demand way. However, it remains a challenge to achieve timely response to hydrological disaster events and to automate the geoprocessing of hydrological disaster observations. This article proposes a Sensor Web and Web service-based approach to support active hydrological disaster monitoring. This approach integrates an event-driven mechanism, Web services, and a Sensor Web and coordinates them using workflow technologies to facilitate the Web-based sharing and processing of hydrological hazard information. The design and implementation of hydrological Web services for conducting various hydrological analysis tasks on the Web using dynamically updating sensor observation data are presented. An application example is provided to demonstrate the benefits of the proposed approach over the traditional approach. The results confirm the effectiveness and practicality of the proposed approach in cases of hydrological disaster.",NA,NA,2024-11-22 17:23:16,"included",NA,"10.3390/ijgi5100171"
7037015,"Open-Source Satellite Data And Gis For Land Resource Mapping","The capabilities of satellite data and geographic information system (GIS) to assess and monitor land resources are escalating with the technical advancements. However, the costs of these data and the GIS softwares are barrier to their use by broader community, particularly in developing countries. To maximize the scientific and societal benefits of the spatial data, open data and softwares are being promoted. Several satellite data from different sources with a wide array of spatial, spectral, temporal, and radiometric resolutions are now being made available free to all categories of users. To analyze the satellite data of widely differing characteristics and other spatial and nonspatial data from different sources, rapid advancements have been observed in free/open-source software (FOSS) development in the field of GIS. This chapter discusses the availability of open spatial data (satellite and vector) and open-source GIS softwares (OSGS). The viability of adoption of OSGS as an alternative to proprietary softwares has also been discussed.",NA,NA,2024-11-22 17:48:58,"included",NA,"10.1007/978-3-319-78711-4\_10"
7038098,"Monitoring Forest Canopy Cover Change With Icesat-2 Data In Fire-Prone Areas: A Case Study In Antalya, Türkiye","This study presents an innovative approach for monitoring forest canopy cover changes in Antalya, Turkey, a region characterized by rich biodiversity, recurrent forest fires, and rapid rehabilitation efforts. Employing advanced remote sensing techniques, the research integrates ICESat-2 ATL08 segment data, Landsat satellite imagery, and Esri Sentinel-2 Land Cover datasets to generate forest canopy cover (FCC) maps for the years 2019 and 2022. The study area was chosen due to its high population, significant tourism industry, and frequent forest fires, making it a critical region for biodiversity and forest resources in Turkey. The Canopy Cover Estimation Method (CCEM) was employed, achieving accuracy percentages ranging from 77% to 86%, demonstrating its efficacy in estimating FCC without the need for fieldwork. The integration of annual updates from the Esri Sentinel-2 Land Cover dataset as auxiliary data greatly enhanced the reliability and accuracy of the analyses. Despite challenges posed by the study area and differences in spatial resolution among the datasets, the study successfully demonstrated the utility of integrating ICESat-2 segment data and Landsat imagery for understanding the dynamics of FCC in a complex environment. The results contribute to more informed decision-making in forest management and conservation efforts. Future research should focus on refining the methodologies to minimize spectral misclassification, improving the spatial resolution of the FCC maps, and leveraging advancements in remote sensing technology to obtain more accurate and reliable results. © 2023, Editura Silvica. All rights reserved.",NA,NA,2024-10-30 18:16:32,"included",NA,"10.15287/afr.2023.2987"
6447798,"The Value of Near Real-Time Earth Observations for Improved Flood Disaster Response","Information is a critical resource in disaster response scenarios. Data regarding the geographic extent, severity, and socioeconomic impacts of a disaster event can help guide emergency responders and relief operations, particularly when delivered within hours of data acquisition. Information from remote observations provides a valuable tool for assessing conditions “on the ground” more quickly and efficiently. Here, we evaluate the social value of a near real-time flood impact system using a disaster response case study, and quantify the Value of Information (VOI) of satellite-based observations for rapid response using a hypothetical flooding disaster in Bangkok, Thailand. MODIS imagery from NASA's Land, Atmosphere Near real-time Capability for EOS (LANCE) system is used to produce operational estimates of inundation depths and economic damages. These rapid Earth observations are coupled with a decision-analytical model to inform decisions on emergency vehicle routing. Emergency response times from vehicles routed using flood damage data are compared with baseline routes without the benefit of advance information on road conditions. Our results illustrate how the application of near real-time Earth observations can improve the response time and reduce potential encounters with flood hazards when compared with baseline routing strategies. Results indicate a potential significant economic benefit (i.e., millions of dollars) from applying near real-time Earth observations for improved flood disaster response and management.",2019,"{""Bolten, John D."",""Oddo, Perry C.""}",NA,NA,NA,NA
6863481,"Normalizing Land Surface Temperature For Environmental Parameters In Mountainous And Urban Areas Of A Cold Semi-Arid Climate","Normalization of land surface temperature (LST) relative to environmental factors is of great importance in many scientific studies and applications. The purpose of this study was to develop physical models based on energy balance equations for normalization of satellite derived LST relative to environmental parameters. For this purpose, a set of remote sensing imagery, meteorological and climatic data recorded in synoptic stations, and soil temperatures measured by data loggers were used. For modeling and normalization of LST, a dual-source energy balance model (dual-EB), taking into account two fractions of vegetation and soil, and a triple-source energy balance model (triple-EB), taking into account three fractions of vegetation, soil and built-up land, were proposed with either regional or local optimization strategies. To evaluate and compare the accuracy of different modeling results, correlation coefficients and root mean square difference (RMSE) were computed between modeled LST and LST obtained from satellite imagery, as well as between modeled LST and soil temperature measured by data loggers. Further, the variance of normalized LST values was calculated and analyzed. The results suggested that the use of local optimization strategy increased the accuracy of the normalization of LST, compared to the regional optimization strategy. In addition, no matter the regional or local optimization strategy was employed, the triple-EB model out-performed consistently the dual-EB model for LST normalization. The results show the efficiency of the local triple-EB model to normalize LST relative to environmental parameters. The correlation coefficients were close to zero between all of the environmental parameters and the normalized LST. In other words, normalized LST was completely independent of the environmental parameters considered by this research. (C) 2013 Elsevier B.V. All rights reserved.",2019,"{""Alavipanah, Seyed Kazem"",""Firozjaei, Mohammad Karimi"",""Hamzeh, Saeid"",""Kiavarz, Majid"",""Weng, Qihao""}",2024-07-12 23:23:28,"included",NA,"10.1016/j.scitotenv.2018.09.027"
6863535,"Wetland Landscape Spatio-Temporal Degradation Dynamics Using The New Google Earth Engine Cloud-Based Platform: Opportunities For Non-Specialists In Remote Sensing","The complex nature of coupled human-natural systems often hinders the identification of forces and mechanisms causing observed environmental changes. The analysis of long-term time series can allow better understanding of those interactions and hence inform more adapted restoration and management programs. However, long-term time series of ground-measured vegetation variables are often not readily available due to the tediousness of the work and the financial and time investment required, especially for large-scale wetland systems. Remote sensing can help overcome this issue by providing more than 40 years of Earth cover images, but until recently the processing and analysis of these images was restricted to experts in remote sensing. The new Google Earth Engine (GEE) opens the remote sensing information mine to engineers or scientists without advanced knowledge in the field, including easy access to petabytes of publicly available remote sensing data and their spatial analysis in the cloud. To illustrate its capabilities, we used GEE to generate time series of the normalized difference vegetation index (NDVI) for the human-impacted Tempisque watershed with its severely degraded downstream Palo Verde wetland in northwest Costa Rica. We detail the processing and analysis steps to facilitate replication to any other case study. After defining the boundary of a study area, any user can generate a list and a video of the Landsat and MODIS images available for the area, NDVI maps, and a time series of the NDVI values spatially aggregated over the study area or a set of previously delineated polygons. One of the challenges we address is discriminating between the multitude of image collections available in the GEE catalog for vegetation mapping. We evaluate and compare the results obtained from five selected Landsat and MODIS image collections and identify the collections that give the best quality results for our case study. We conclude that MODIS is more appropriate for this tropical region because of the higher temporal resolution and hence higher probability to record cloud-free images. NDVI time series from Landsat images demonstrate a significant number of missing values. Landsat maps of NDVI suggest that the entire watershed and protected wetland witnessed an overall increase in vegetation greenness and hence cover since 1986, matching the abandonment of cattle ranching and the known degradation of the wetland by cattail invasion. Within-season vegetation variability can be tracked using MODIS images despite their coarser spatial resolution, showing high variability linked to precipitation patterns in this region. This GEE application illustrates new opportunities for biosystems engineers and other scientists to integrate historical vegetation and land cover data into comprehensive datasets to understand human impacts on ecosystems, and provides the guidance to do so.",2016,"{""Alonso, A."",""Kennedy, R. E."",""Munoz-Carpena, R."",""Murcia, C.""}",2024-07-15 16:03:42,"included",NA,"10.13031/trans.59.11608"
6691713,"Simulating the value of El Nino forecasts for the Panama Canal","The Panama Canal relies on rain-fed streamflow into Gatun Lake, the canal’s primary storage facility, for operations—principally ship passage and hydropower generation. Precipitation in much of Panama has a strong negative relationship with eastern tropical Pacific sea surface temperature (SST) and this relationship is reflected in Gatun Lake inflows. For example, the correlation coefficient between wet season (July–December) inflow and NINO3 SST is -0.53 over the period 1914–1997. Operational capabilities to predict\ntropical Pacific SSTs have been demonstrated by several forecast systems during the past decade, and (as we show) such SST forecasts can be used to reduce the uncertainty of estimates of future inflows (compared with climatological expectations). Because substantial reductions in lake inflow negatively impact canal operations, we wondered whether these forecasts of future inflows, coupled with a method for translating that information into effective operational policy, might result in more efficient canal management. A combined simulation/optimization/assessment ‘‘virtual’’ canal system was implemented and exercised using operational El Nino forecasts over the period 1981–1998. The results show the following main points:\n(i) At current demand levels, the canal system is relatively robust (insensitive to flow forecasts) unless flows are substantially reduced (i.e., during El Nino episodes) or forecasts are extremely accurate.\n(ii) The inclusion of accurately specified levels of forecast uncertainty is critical in developing economically beneficial policies.\n(iii) The situations in which imperfect forecast information can be useful lie between those where storage and future inflows are relatively high, and those where storage and inflows are relatively low. In the former case, demands can be met without the benefit of forecast information, and in the latter case even perfect forecast information cannot prevent operational curtailments.\n(iv) For a nominally configured canal system, the use of operational El Nino forecasts with appropriately specified uncertainty resulted in approximately $US 20,000,000 (about 3%) in increased annual average income compared with the use of deterministic climatological forecasts.",2006,"{""Graham, Nicholas""}",2024-04-26 18:59:12,"included",NA,"https://doi.org/10.1016/j.advwatres.2005.12.005"
6691707,"The value of information: Measuring the contribution of space-derived earth science data to resource management","Governments around the world, as well as private industry, invest heavily in remote sensing spacecraft to obtain data about natural and environmental resources, climate change, and the relationship of earth science to human health and quality of life. Numerous studies have been undertaken to describe and measure the value of the data from these spacecraft in order to justify further investments. The studies use a wide variety of methods and generally find a large range of benefits, from quite small to very large, in part because of differences in methodologies. This article offers a general framework for measuring the value of information. The framework serves two purposes. One is provision of a comprehensive and common basis by which to conduct and evaluate studies of the value of earth science. The second is to better inform decision makers about the value of data. Decision makers comprise three communities: consumers and producers of information, public officials whose job is to invest in data acquisition and information development (including sensors and other hardware, algorithm design and software tools, and a trained labor force), and the public at large.",2006,"{""Macauley, Molly K.""}",2024-04-22 03:06:27,"included",NA,"https://doi.org/10.1016/j.spacepol.2006.08.003"
7036580,"Application Of Near Real-Time And Multiscale Three Dimensional Earth Observation Platforms In Disaster Prevention","Taiwan frequently experiences natural disasters such as typhoons, floods, landslides, debris flows, and earthquakes. Therefore, the instant acquisition of high-definition images and topographic or spatial data of affected areas as disasters occur is crucial for disaster response teams and making emergency aid decisions. The National Applied Research Laboratories has implemented the project ""development of near real-time, high-resolution, global earth observation 3D platform for applications to environmental monitoring and disaster mitigation."" This developmental project integrates earth observation technologies, data warehousing, high-performance visualization displays, grids, and disaster prevention technology to establish a near real-time high-resolution three-dimensional (3D) disaster prevention earth observation application platform for Taiwan. The main functions of this platform include (1) integration of observation information, such as Formosat-2 satellite remote sensing, aerial photography, and 3D photography of disaster sites, to provide multidimensional information of the conditions at the affected sites; (2) disaster prevention application technologies, such as large-sized high-resolution 3D projection system, medium-sized active stereo projection systems, and small-sized personal computers with multiscale 3D display systems; (3) a 3D geographical information network platform that integrates data warehousing and cloud services, complies with the Open Geospatial Consortium (OGC) international standard for image data exchange and release processes, and includes image overlaying and added-value analysis of disasters; and (4) near real-time and automated simulation of image processing procedures, which accelerates orthophoto processing once raw data are received from satellites and provides appropriate images for disaster prevention decision-making within 3 to 6 h. This study uses the 88 Flood event of Typhoon Morakot in 2009, Typhoon Fanapi in 2011, and the 311 Earthquake of Japan in 2011 as examples to dissert the applications, functions and features of this platform for supporting disaster response and disaster recovery decision-making. © 2011 International Journal of Automation and Smart Technology.",NA,NA,2024-10-25 21:30:37,"included",NA,"10.5875/ausmt.v1i2.124"
6691545,"Cloud services with big data provide a solution for monitoring and tracking sustainable development goals","To achieve the Sustainable Development Goals (SDGs), high-quality data are needed to inform the formulation of policies and investment decisions, to monitor progress towards the SDGs and to evaluate the impacts of policies. However, the data landscape is changing. With emerging big data and cloud-based services, there are new opportunities for data collection, influencing both official data collection processes and the operation of the programmes they monitor. This paper uses cases and examples to explore the potential of crowdsourcing and public earth observation (EO) data products for monitoring and tracking the SDGs. This paper suggests that cloud-based services that integrate crowdsourcing and public EO data products provide cost-effective solutions for monitoring and tracking the SDGs, particularly for low-income countries. The paper also discusses the challenges of using cloud services and big data for SDG monitoring. Validation and quality control of public EO data is very important; otherwise, the user will be unable to assess the quality of the data or use it with confidence.",2020,"{""Wu, Bingfang""}",2024-04-25 02:29:50,"included",NA,"https://doi.org/10.1016/j.geosus.2020.03.006"
7036778,"Operational Meteorological Satellites And Utilization Of Their Data By Deutscher Wetterdienst","The Deutscher Wetterdienst (DWD) has been receiving satellite data for 25 years. A new system for the reception of high resolution digital data from METEOSTAT and NOAA was installed in 1988. After a description of the present global meteorological satellite system and the planning for future systems, information is given on the utilization of satellite data: METEOSAT images are used for weather monitoring and very short range forecasts. In two examples the capability of the imagery is demonstrated to monitor the weather activity of atmospheric fronts and the development of cyclonic storms. Another section deals with the usage of quantitative data such as seasurface temperatures or atmospheric vertical temperature profiles in numerical weather forecasting. Satellite data are used even in climatological. agricultural-meteorological and environmental studies. Satellite data have become an indispensable tool for the legal tasks of meteorological services. Furthermore they have an enormous benefit even for other sciences than operational meteorology. © 1991 Kluwer Academic Publishers.",NA,NA,2024-11-18 19:34:56,"included",NA,"10.1007/bf00213056"
