"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons"
6670918,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Ecology, Environment And Education, The Role Of Erasmus+ Projects In Support To Life Programme","The problem of the environment is becoming more and more pressing. The economic evolution of the world has led on the one hand to wellbeing, but on the other hand, has not taken into account Natural Resources. Sustainable development is on the agenda of all countries and represents a challenge for a return to green values. The European Union has sustainable development as one of its priorities. However, all this is not possible without proper education. The EU and national governments have set clear targets to guide European environmental policy up to 2025 and have developed a vision that extends to 2050, supported by specific research programmes, regulations and funding. The Life programme is one of the financing instruments dedicated entirely to the environment and climate action. However, the EU financing instruments are not limited only to this financing programme Projects aimed at the environment, to ecology, and sustainable development can be found in different calls. The article aims to analyse the contribution of the European Union through various funding in the field of education for Sustainable Development. In particular, Erasmus + KA 2 CBHE funding for education for Sustainable Development will be analysed. The method applied is the analysis of projects funded in the call KA2 CHBE that have as their objective the Sustainable Development in the environmental and ecological field. The analysis per year of the financed project and per region. This work will permit how important is the ecology question for EU and how Europe is replying to this challenge through different financing instruments. © 2020 International Multidisciplinary Scientific Geoconference. All rights reserved.","Spulber, D.","International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Manage","",2020,"Ecology; Education; Education for sustainable development; Environment; Environmental policy; Environmental protection; Environmental regulations; Erasmus +; European union; Finance; Laws; Maps; Planning; Remote sensing; Surveying; legislation","",""
6670973,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","An Environmental Decision Support System For Spatial Assessment And Selective Remediation","Spatial Analysis and Decision Assistance (SADA) is a Windows freeware program that incorporates spatial assessment tools for effective environmental remediation. The software integrates modules for GIS, visualization, geospatial analysis, statistical analysis, human health and ecological risk assessment, cost/benefit analysis, sampling design, and decision support. SADA began as a simple tool for integrating risk assessment with spatial modeling tools. It has since evolved into a freeware product primarily targeted for spatial site investigation and soil remediation design, though its applications have extended into many diverse environmental disciplines that emphasize the spatial distribution of data. Because of the variety of algorithms incorporated, the user interface is engineered in a consistent and scalable manner to expose additional functionality without a burdensome increase in complexity. The scalable environment permits it to be used for both application and research goals, especially investigating spatial aspects important for estimating environmental exposures and designing efficient remedial designs. The result is a mature infrastructure with considerable environmental decision support capabilities. We provide an overview of SADA's central functions and discuss how the problem of integrating diverse models in a tractable manner was addressed. © 2010.","Purucker, S. T.; Stewart, R. N.","Environmental Modelling and Software","",2011,"Artificial intelligence; Decision support systems; Decision supports; Decision theory; Design; Ecological risk assessment; Ecology; Environmental decision support software; Environmental decision support systems; Environmental decision supports; Environmental exposure; Environmental remediation; Geospatial analysis; Geostatistics; Health risks; Human health; Rating; Remedial designs; Remediation; Research goals; Risk assessment; Sample design; Sampling; Sampling design; Selective remediation; Site investigations; Soil conservation; Soil pollution; Soil remediation; Spatial analysis; Spatial aspect; Spatial assessment; Spatial distribution; Spatial modeling tools; Statistical analysis; User interfaces; Visualization; algorithm; cost-benefit analysis; decision support system; environmental assessment","",""
6671060,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Recent Progress On Ecosystem Services Functions Of Soil And Water Conservation Measures","[Background] Soil and water conservation measures are critical for soil erosion control and land resources protection. Meanwhile, soil and water conservation measures provide various ecosystem services functions, such as regulation of hydrological flows, soil conservation and improvement, air purification, and wind and sand consolidation. In recent years, the ecosystem services functions of soil and water conservation measures have attracted considerable attention and become a hot spot, and understanding the ecosystem services functions of soil and water conservation measures would help to achieve harmony between human and nature. [Methods] Based on the available literature, we summarized the research progress on the ecosystem services functions of soil and water conservation measures. First we analyzed the concept and connotation on the ecosystem service functions of soil and water conservation measures. Then we classified the major ecosystem service functions of soil and water conservation measures. Further we summarized the evaluation systems for ecosystem services of soil and water conservation measures and classified the evaluation methodology adopted current research. Finally, we discussed the limits on the studies of ecosystem service functions of soil and water conservation measures, and highlighted research key points for future study. [Results] 1) Ecosystem services functions of soil and water conservation measures refer to the benefits derived from soil and water conservation, which help to protect and sustain human and natural environment, including regulating services, supporting services, provisioning services, and cultural services. 2) Quite a few studies have focused on basic theory of evaluation systems on ecosystem service functions of soil and water conservation measures, and few researchers established the evaluation index system. Current evaluation methods include:statistic data-based, and remote sensing, GIS and erosion models-based. 3) Issues of existing researches and the key points of future work are stated as follow. Firstly, the basic theory of evaluation systems on ecosystem service functions of soil and water conservation measures is weak, and thorough and authoritative index evaluation system is lack. Regional differentiation of soil and water loss should be taken into account in studying basic theory of evaluation systems on ecosystem service functions of soil and water conservation measures. Secondly, evaluation methods based on statistic data is restricted to assess the current or past ecosystem services functions of soil and water conservation; while methods based on RS, GIS and models mainly relied on empirical models and is lacking the ability in well represent the soil erosion process. More attentions should be paid to quantitative evaluation method for the higher accurate evaluation and prediction on ecosystem service functions of soil and water conservation measures. Thirdly, as spatial allocation of water and soil conservation measures determine landscape layout and ecosystem processes, the impact of spatial allocation of water and soil conservation measures on ecosystem service should be concerned in the future. [Conculsions] The research progress and future reseach points on the ecosystem service function of soil and water conservation measures are summaried, aiming atproviding readers guidelines for research, application and decision-making of soil and water conservation measures. © 2020, Editorial Board of Science of Soil and Water Conservation. All rights reserved.","Cai, Q.; Chen, L.; Li, Q.; Sun, L.; Wu, H.","Science of Soil and Water Conservation","",2020,"Ecosystem service; Evaluation system; Landscape pattern; Soil; Spatial allocation; water conservation measures","",""
6671082,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","A Review Of Crop Classification Using Satellite-Based Polarimetric Sar Imagery","Crop area information can provide decision support for agricultural production management, and it is an important basis for formulating grain policy and economic plan. Remote sensing has an irreplaceable role in large-scale agricultural monitoring, in which optical remote sensing is greatly influenced by cloud and rain weather. It is often unable to obtain clear and clear optical remote sensing images in the critical period of crop growth, which seriously images the accuracy and timeliness of the classification of crop remote sensing. Synthetic aperture radar (SAR) capable of monitoring ground objects throughout the day and all weather, Polarimetric SAR data also include scattering matrix, geometric details and permittivity information, it is sensitive to the geometry and height of vegetation, which can make up for the lack of optical remote sensing and has unique advantages in crop identification and monitoring. So full polarization SAR has wide application demand and great potential in crop remote sensing monitoring. The effective use of full polarimetric SAR data to classify crops is of great academic and practical value for promoting the greater role of radar technology in national agricultural remote sensing monitoring and agricultural supply side structural reform. This paper summarizes the different data types and polarization decomposition methods of polarization SAR used in crop identification. According to the current research, there are the following deficiencies: first, most of the research subjects are rice, and dry land crops are less studied. Secondly, the identification of dry land crops is not accurate enough, and the average recognition accuracy is less than 85%. Finally, there are few researches on the scattering mechanism, which leads to poor rationality and poor universality. First, determine the scattering mechanism of dry land crops, and use scattering mechanism to improve the accuracy and universality of remote sensing recognition of dryland crops. Second, how to make use of the special imaging method of SAR to optimize the design is applicable to polarimetric SAR classification algorithm. Third, how to better integrate with optical remote sensing and other multi-source data, these three points will become the key problem to be solved in polarimetric SAR crop classification in the future. © 2018 IEEE.","Sun, Z.; Wang, D.; Zhong, G.","2018 7th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2018","",2018,"Agricultural monitoring; Agricultural production management; Agricultural remote sensing; Crops; Decision support systems; Full polarization; Image classification; Optical remote sensing; Polarimeters; Polarization; Radar imaging; Remote sensing; Remote sensing monitoring; Satellite imagery; classification algorithm; crop classification; full-polarization; synthetic aperture radar","",""
6671088,"not_duplicate","included","not_screened","not_started","database","Scopus","","Stakeholder Value Network (Svn) Analysis For Indian Earth Observation Program","Indian Space Program operates the world’s largest constellation of civil remote-sensing satellites through its Indian Remote Sensing (IRS) satellites system. Since the founding of the nation’s space program in 1969 with the establishment of the Indian Space Research Organization (ISRO), Earth Observation through satellites has been a core objective of the Indian Space Program harnessing the space technology for national development. The IRS system supports the Indian national economy in the areas of agriculture, water resources, forestry, ecology, geology, watersheds, marine fisheries and coastal management, and advanced research in Earth Sciences. The meteorological payloads of the Indian National Satellites (INSAT) system provide for weather and natural disaster management support. The IRS satellites system began in 1988 with the launch of IRS-1A satellite. The IRS series of satellites are designed and built by the ISRO Satellite Center based in Bengaluru while the ISRO Space Application Center in Ahmedabad fabricates the remote sensing payloads and cameras. The National Remote Sensing Center (NRSC) based in Hyderabad is responsible for acquisition, processing and supply of data to the various national programs that utilize the remote-sensing data for optimal use of country’s national resources and water management. The National Natural Resources Management System (NNRMS), an autonomous organization under the aegis of the Indian Department of Space oversees interagency coordination among the various national departments that utilize the EO data and addresses underutilization and inadequacies in regional and district level ground facilities. This paper presents a Stakeholder Value Network (SVN), a multi-relation model to analyze the Indian Earth Observation system providing key insights on one of the world’s largest space based Earth Observation program, as well as the value-added roles of each stakeholder within the network. © 2015, American Institute of Aeronautics and Astronautics Inc.","Sundararajan, V.","AIAA SPACE 2015 Conference and Exposition","",2015,"Advanced researches; Disaster prevention; Disasters; Earth (planet); Earth observation programs; Earth observation systems; Forestry; Indian space research organizations; Information management; National development; National natural resources management systems; Observatories; Remote sensing; Remote sensing data; Remote sensing satellites; Space optics; Space research; Water management; Weather satellites","",""
6671207,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Input Data Resolution Affects The Conservation Prioritization Outcome Of Spatially Sparse Biodiversity Features","Detailed spatial data are an essential part of land use planning and decision-making. Their spatial resolution sets limitations to their use, as coarse datasets are not suitable for detecting small-scale phenomena. In this study, we explored the effects of spatial resolution on the ecological outcome of a conservation prioritization process in Zonation software. Our study area was in Evo, southern Finland, covering a mosaic of managed and conserved forests. We produced the feature layers describing the forest characteristics using high-resolution remote sensing datasets, object-based mapping methods, and forest site type data. We found that increasing the resolution above the 16 m baseline resolution resulted in substantial errors. The conservation errors were the highest for rare features related to European Aspen, whereas the common features related to dominant tree species could benefit from the growth of cell size. We conclude that adequate spatial resolution is a prerequisite for efficient conservation prioritization, and that the size and spatial distribution of the features affect the resolution requirements. © 2023, The Author(s).","Heinaro, E.; Kujala, H.; Kumpula, T.; Mikkonen, N.; Mäyrä, J.; Tanhuanpää, T.","Ambio","",2023,"Biodiversity; Conservation of Natural Resources; Conservation prioritization; Evo; Finland; Forests; Kanta-Hame; Remote sensing; Scale; Spatial resolution; Trees; Zonation; conservation; data processing; environmental protection; forest; land use planning; procedures; tree","",""
6671459,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","Free And Open-Access Satellite Data Are Key To Biodiversity Conservation","Satellite remote sensing is an important tool for monitoring the status of biodiversity and associated environmental parameters, including certain elements of habitats. However, satellite data are currently underused within the biodiversity research and conservation communities. Three factors have significant impact on the utility of remote sensing data for tracking and understanding biodiversity change. They are its continuity, affordability, and access. Data continuity relates to the maintenance of long-term satellite data products. Such products promote knowledge of how biodiversity has changed over time and why. Data affordability arises from the cost of the imagery. New data policies promoting free and open access to government satellite imagery are expanding the use of certain imagery but the number of free and open data sets remains too limited. Data access addresses the ability of conservation biologists and biodiversity researchers to discover, retrieve, manipulate, and extract value from satellite imagery as well as link it with other types of information. Tools are rapidly improving access. Still, more cross-community interactions are necessary to strengthen ties between the biodiversity and remote sensing communities. © 2014 Published by Elsevier Ltd.","Buchanan, G.; Dech, S.; Dwyer, J.; Herold, M.; Koh, L. P.; Leidner, A. K.; Leimgruber, P.; Mora, B.; Pettorelli, N.; Rondinini, C.; Szantoi, Z.; Taubenboeck, H.; Turner, W.; Wegmann, M.; Wikelski, M.; Woodcock, C.","Biological Conservation","",2015,"Biodiversity; Conservation; Landsat; Monitoring; Remote sensing; Satellite","",""
6671480,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","Air Quality Management Using Modern Remote Sensing And Spatial Technologies And Associated Societal Costs","This paper presents a study of societal costs related to public health due to the degradation of air quality and the lack of physical activity, both affected by our built environment. The paper further shows road safety as another public health concern. Traffic fatalities are the number one cause of death in the world. Traffic accidents result in huge financial loss to the people involved and the related public health cost is a significant part of the total societal cost. Motor vehicle exhausts and industrial emissions, gasoline vapors, and chemical solvents as well as natural sources emit nitrogen oxides and volatile organic compounds, which are precursors to the formation of ground-level Ozone. High concentration values of ground-level Ozone in hot summer days produce smog and lead to respiratory problems and loss in worker's productivity. These factors and associated economic costs to society are important in establishing public policy and decision-making for sustainable transportation and development of communities in both industrialized and developing countries. This paper presents new science models for predicting ground-level Ozone and related air quality degradation. The models include predictor variables of daily climatological data, traffic volume and mix, speed, aviation data, and emission inventory of point sources. These models have been implemented in the user friendly AQMAN computer program and used for a case study in Northern Mississippi. Life-cycle benefits from reduced societal costs can be used to implement sustainable transportation policies, enhance investment decision-making, and protect public health and the environment. © 2006 MDPI. All rights reserved.","Uddin, W.","International Journal of Environmental Research and Public Health","",2006,"Air Pollutants; Air quality; Cardiovascular Diseases; Costs; Decision Making, Organizational; Environment; Humans; Ozone; Public health; Respiratory Tract Diseases; Transportation; United States; air pollutant; air quality control; article; atmospheric dispersion; aviation; cardiovascular disease; chemically induced disorder; climate; computer program; cost benefit analysis; data analysis; decision making; developing country; dust; exhaust gas; fatality; gasoline; health care policy; human; industrial waste; industrialization; investment; life cycle; nitrogen oxide; organization; particulate matter; physical activity; prediction; productivity; remote sensing; respiratory tract disease; smog; solvent; summer; sustainable development; traffic; traffic accident; traffic safety; vapor; velocity; volatile organic compound","",""
6671520,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","Evaluating And Supporting Conservation Action In Agricultural Landscapes Of The Usumacinta River Basin","There is increasing recognition that ecosystems and their services need to be managed at landscape scale and greater. The development of landscape-scale conservation strategies need to incorporate information from multiple sources. In this study, we combine various research tools to link landscape patterns with production units and systems in the Usumacinta River Basin, and inform the discussion of key questions around decision-making related to conservation action and policy in Southern Mexico. A typology based on policy-relevant farmer characteristics (land tenure, farm size, source of income, farming system) differentiated between farmers (traditional vs. cattle ranching) with different motivations that determine how management affects landscape configuration. Five main types of traditional farming systems were identified that combine different forms of land use and vary in their degree of land intensification. Major fragmentation and decrease in connectivity coincided spatially with floodplains dominated by large-scale commercial farms that specialize in livestock production. Traditional practices within large units with low-sloped high quality land were also seen to be intensive; however the presence of trees was notable throughout these units. Policies that promote livestock farming are among the principle causes motivating deforestation. Land intensification by traditional farmers decreased as the landscape became increasingly rugged. Traditional farmers are the focus of initiatives developed by the Biological Corridor project which seeks to increase forest cover and landscape connectivity. These initiatives have shown high levels of rural participation (10,010 farmers benefited from 27,778 projects involving 95,374 ha of land) and acceptance (producers carried out more than one project and several types of projects during the first eight years of work). Strong action is still required to take on the segment of large-scale ranchers. Changes in the structure of land tenure over the past decade are highlighted that could have a profound impact on conservation policies and programs. © 2018 Elsevier Ltd","Díaz-García, D. A.; Navarrete-Gutiérrez, D. A.; Obregón-Viloria, R.; Ochoa-Gaona, S.; Rodiles-Hernández, R.; Taylor-Aquino, N. E.; Vaca, R. A.","Journal of Environmental Management","",2019,"Agricultural landscape; Agricultural landscapes; Agriculture; Animals; Article; Biological corridor; Bos; Cattle; Conservation; Conservation actions; Conservation of Natural Resources; Decision making; Ecosystem; Farmers; Farming system; Farming systems; Farms; Income; Land tenure; Land tenure structure; Land use; Landscape scale; Landscape-scale conservation; Mexican; Mexico; Motivation; River basins; Rivers; Sustainable resource management; Sustainable resources managements; Trees; Usumacinta Basin; Watersheds; agricultural land; agricultural management; agricultural worker; animal; biodiversity; bovine; climate; coastal plain; community; conservation planning; crop; deforestation; environmental management; environmental protection; environmental temperature; habitat fragmentation; humidity; intensive agriculture; landscape; livestock; local participation; maximum likelihood method; photography; plant community; policy; procedures; rain forest; remote sensing; research work; resource management; river; river basin; rural population; self concept; surface area; sustainable development; tree; tropical rain forest; upland; vegetation; wetland","",""
6671701,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","Volume 9 Overview: Remote Sensing, Human Dimension And Societal Benefits","The expanding human dimension has severe implications for the environment and the societal benefits that accrue through wise use and strategic management of our natural resources, and the manner that people and social systems link to resource endowments, consume derived products, and create programs to benefit society. Remote sensing has a fundamental role to play in the characterization of our Earth through mapping, monitoring, and modeling, often requiring the fusion of multiresolution ground-based, airborne, and satellite assets to support comprehensive analyses. Affecting policies, programs, and legislation, remote sensing analyses of societal benefits associated with our key national priorities are vital to assessing status and threats to their sustainability. Often, land cover/land use change is used as a proxy to strategically assess changes in societal benefits and the implications of people, policies, and management programs on realizing full and effective benefits to society. The topics and approaches that are described in the following chapters, part of a broader initiative, the Comprehensive Remote Sensing project edited by Shunlin Liang, suggest a rich and varied perspective and a diversity of themes to fully assess the human dimension and the associated societal benefits. Through in situ data collection approaches, secondary data from social surveys and censuses, use of terrestrial LIDAR, unmanned aerial vehicles, airborne systems, and space-based technologies, a host of national and international study sites are examined to highlight fundamental questions, challenges, and opportunities in the use of comprehensive remote sensing to address people, environment, and their interactions to assess societal benefits and their space-time scales and variabilities. © 2018 Elsevier Inc. All rights reserved.","Walsh, S. J.","Comprehensive Remote Sensing","",2017,"Comprehensive remote sensing; Human dimension; Human-environment interactions; Societal benefits","",""
6671773,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Current Status And Development Trend Of Uav Remote Sensing Applications In The Mining Industry","Unmanned aerial vehicle (UAV) remote sensing is a state-of-the-art technology that integrates UAV, remote sensing sensor, GPS differential positioning, communication, and other technologies to achieve rapid collection, processing, and analysis of geographic environmental information. UAV remote sensing is considered an important supplement of spaceborne remote sensing and is recently being widely used in the topographical surveying and mapping, precision agriculture, heritage inspection, and emergency rescue, etc. For the traditional mining industry, high-quality and real-time UAV remote sensing data can be obtained at reasonable costs and benefit the mining operations, particularly for numerous small- and medium-scale mining sites where equipments and professional expertise are expensive. However, application scenarios of UAV remote sensing in the mining industry are rarely reported and lack systematic review. Therefore, the definition, platform composition, current status, and general workflow of UAV remote sensing technology were summarized in this study. Then, through significant domestic and foreign literature surveys, the application scenarios and practical case studies of UAV remote sensing in the mining industry were systematically presented. Finally, the development trend was analyzed on the basis of the shortcomings of current technology. Results show that (1) UAV remote sensing technology has the advantages of low costs, strong maneuverability, flexible data sampling settings, timeliness, repeatability, and high resolution. (2) The current applications of UAV remote sensing in the mining industry mainly include the operations management of open-pit mines, safety monitoring of tailing ponds, emergency rescue, environmental monitoring of mining areas, and prevention and control of slope disasters. (3) The development trend of UAV remote sensing technology application will include the standardization of UAV supervision, simplification of UAV control mode, augmentation of UAV endurance time, improvement of the quality of results, and further expansion of application scenarios. UAV remote sensing technology has broad application prospects in the mining industry and is bound to become an indispensable part of smart mines. © 2020, Science Press. All right reserved.","Lü, W. S.; Wang, K.; Yang, P.; Yu, G. M.; Zhu, L. Y.","Gongcheng Kexue Xuebao/Chinese Journal of Engineering","",2020,"Accident prevention; Agricultural robots; Aircraft control; Antennas; Costs; Differential positioning; Disaster prevention; Environmental Monitoring; Environmental information; Environmental management; Environmental technology; Maneuverability; Mining industry; Open pit mining; Photogrammetry; Prevention; Professional expertise; Quality control; Remote sensing; Remote sensing sensors; Smart mine; Spaceborne remote sensing; State-of-the-art technology; Surveys; Unmanned aerial vehicle; Unmanned aerial vehicles (UAV); controls","",""
6671793,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","Planning Of Petrochemical Industrial Park Based On Health Idea - A Case Of Changlian Industrial Park In Yunxi","The concept of Health has been discussed a lot in urban planning field in recent years. This paper presents the application of health idea in urban planning practice. By analyzing a case of petrochemical industry park planning, It attempts to explain the implement of health ideas in practice. As progressively of modern urbanization, modern city is becoming homogenization and unhealthy. It's easy to get lost while pursuing economic benefits in city construction. It has become a key problem in urban management that how to keep city's healthy and sustainable development. Health City, as well as Low-Carbon City, are the popular concepts based on health idea. Its essence is to pursue the harmony and coexistence of economy, society and environment. Popular concepts reflect the transformation of urban planning ideas, while the point is how to put these ideas into practice to guide urban construction. In this article, the author chooses petrochemical industry as an example, summarized how to apply health idea into urban planning practice. It is considered synthetically how to carry out the health idea in the planning of this industrial space, based on the deep study and understanding of goals and connotation of these concepts, like health city and low-carbon city, taking the particularity of petrochemical industry into account with the space functions, industrial structure and spatial arrangement together. © 2011 Published by Elsevier Ltd.","Liao, W.; Wang, M.","Procedia Environmental Sciences","",2011,"Biotechnology; Economic; Economics; Environmental management; Health; Health cities; Health city; Industrial economics; Industrial structures; Industry structure; Industry structures; Low carbon economy; Low-carbon Economy; Petrochemical industry; Petrochemicals; Planning; Renewable energy resources; Spatial arrangements; Sustainable development; Urban construction; Urban planning; Urban space; Urban spaces; social effects","",""
6671805,"not_duplicate","excluded","not_screened","not_started","database","Scopus","","Temporal And Spatial Variation Of Ecosystem Service Values In Red Soil Erosion Areas In South China","The ecosystem evaluation index system and evaluation model were constructed based on GIS and remote sensing, and the temporal and spatial changes of ecosystem service values in Changting County from 2005 to 2016 were evaluated under the impacts of different soil and water conservation measures. The results showed that the ecosystem service values of Changting County spatially presented a trend of high around and low in the middle from 2005 to 2016, and the ecosystem service values in the four stages were 10.108 billion yuan, 8.839 billion yuan, 10.914 billion yuan and 13.411 billion yuan, respectively. Atmospheric balance value accounted for an average of 35%, water conservation value accounted for 15%, soil conservation value accounted for 21%, nutrient recycling value accounted for 4%, and organic matter production value accounted for 25%. The values of various ecosystem service showed a trend of first decreasing and then increasing. Under different soil and water conservation measures, there were significant differences in temporal and spatial changes of ecosystem service values in Changting County. In the towns of Zhuotian, Sanzhou, Hetian and Cewu, the governance effect was good, and the ecosystem service values were increased significantly, but the vegetation coverage of mountainous areas tended to be decreased. It was suggested to implement the modes of grass-shrub-arbor mixed management and old pine rehabilitation in mountainous and hilly areas, and to build drainage ditches, retaining walls and sand basins in the broken bare area of collapsed hills. Besides, interplanting suitable plants under the forest, speeding up the transformation of sloping fields into terraces and implementing the system of division of labor and cooperation were also needed to be considered. In the process of daily production and construction, it was important to pay attention to afforestation, prevent soil erosion, and strictly implement the three-simultaneous system of design, construction and operation of soil and water conservation projects. © 2021, Chinese Society of Agricultural Machinery. All right reserved.","Fan, S.; Lin, X.; Liu, Q.; Sun, H.; Wang, P.","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","",2021,"Catchments; Changting County; Conservation values; Ecosystem service value; Ecosystem service values; Ecosystems; Erosion; Evaluation index system; Geographic information system; Gis; Land use; Reforestation; Remote sensing; Soil; Soil; Soil conservation; Soils; Temporal; Temporal; Vegetation coverage; Water conservation; Water recycling; land cover change; remote sensing; spatial changes; spatial variation; water conservation; water conservation projects","",""
6671852,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","From Remote Sensing Archaeology To Space Archaeology: A New Task In The Era Of Cultural Heritage Protection","In the past century, remote sensing has been of particular interest for archaeological specialists and the public because of the combination of three key points of archaeologicalresearch objects, space, and time. Remote sensing has become an important and powerful tool for helping archaeologists to explore and understand cultural and archaeological sites, discovering and monitoring archaeological sites, documenting and preserving cultural heritage, and resolving real archaeological problems. Recently, the focus of remote sensing-based archaeological applications has moved away from survey, mapping, monitoring, and documentation to the deep-mining of archaeological big data, archaeological knowledge (re-) discovery and understanding, and settlement pattern analysis and archaeolandscape reconstruction. These improvements and transformations have been jointly pushing remote sensing archaeology toward a new stage of space archaeology. In this study, the major achievements in remote sensing that is used for cultural heritage conservation are reviewed. Then, a brief dissection of connotations, tasks, methods, and potentials of the new paradigm of space archaeology is provided. The research object of space archaeology is the culture-space or human-land complex containing the remains of anthrophonic production, living activities, and their supporting eco-environments. Space archaeology, a new subfield of archaeology, has the technical advantages and disciplinary characteristics of shaping the unique cognition of cultural heritage. Space archaeology represents an invaluable set of powerful tools for prospecting, monitoring and documentation. It also supports the conservation of archaeological and cultural heritage sites and their supporting environments. The establishment and construction of space archaeology need experimental areas and bases. On the one hand, this study presents the layout of the experimental areas of ""three lines and four zones"" for domestic research on the basis of the comprehensive consideration of the occurrence conditions of cultural heritage sites in China, the characteristics of human production and living activities that took place in the sites, and the adaptability and differences of methods and approaches in space archaeology. The three lines are the Grand Canal, the Great Wall, and the Silk Road. The four zones are the desert environment in northwest China, the semi-humid valley landscape in central China, the wetland landscape in south China, and the farming-pastoral ecotone in northeast and northwest China. On the other hand, three international experiment areas are given priority for carrying out the demonstrations of space archaeology based on historical, natural and cultural, social and economic backgrounds and the current physical geographical conditions of Eurasia and Africa. These experimental areas are Southeast China and Southeast Asia, Northwest China and Central and South Asia, North Africa, and the Mediterranean Regions. The delimitation of these experimental areas contribute to the integration and cross innovation of different disciplines in the fields of culture, science, and technology. On the basis of the analysis of the research progress and current development of spatial information technology, this study puts forward the cognition from remote sensing archaeology to space archaeology and describes the connotation of space archaeology, the main research content, and the suggestion on domestic and international experimental regions. Space archaeology not only discusses with the need to adapt to the new tasks, new development, and new disciplines under the era of conservation and sustainable development of cultural heritage. It also deals with the requirement and mission of culture, science, and technology to promote the construction of ""One Belt and One Road"" and to contribute to improving the soft-power of participating in global governance. Space archaeology should contribute its unique strength and value to the conservation and development of cultural heritage in the new era. © 2020, Science Press. All right reserved.","Luo, L.; Wang, X.","Yaogan Xuebao/Journal of Remote Sensing","",2020,"Archaeological site; Architecture; Big archaeological data; Conservation; Cultural heritage; Cultural heritage conservation; Cultural heritage protections; Geographical conditions; Historic preservation; Mediterranean region; Occurrence conditions; One Belt; One Road; Regional planning; Remote sensing; Remote sensing archaeology; Roads; Space archaeology; Space optics; Spatial information; Spatial information technologies; Sustainable development; development; streets","",""
6671926,"not_duplicate","screened_once","not_screened","not_started","database","Scopus","","Biophysical And Policy Drivers Of Landscape Change In A Central Vietnamese District","Conservation in a dynamic setting requires understanding the factors leading to landscape change. This study integrated traditional remote sensing and geographic information systems analysis techniques with a narrative policy analysis to assess the 1975-2004 land cover changes and their determinants in Nam Dong district (central Vietnam). Total forest cover of Nam Dong remained stable, but there were major transitions within forest and non-forest categories. Recent policy initiatives, particularly forest land allocation, have resulted in short-term benefit maximization through land speculation and illegal logging, while increased awareness of the economic potential of forests and their products have motivated people to access forests more frequently, leading to a highly dynamic landscape and increased barriers to forest conservation. This study suggests that (1) state-sponsored logging needs to be reduced, (2) forest allocation should proceed more rapidly to give farmers better incentive to improve and protect allocated forests, and (3) small-scale industry should increase. Forest conservation policy must be amended. More research is needed to link household land-use choices with policies, and determine how those choices lead to changes in the landscape. © 2007 Foundation for Environmental Conservation.","Honda, K.; Webb, E. L.","Environmental Conservation","",2007,"Asia; Biophysics; Conservation; Deforestation; Eurasia; Forest conservation; Forest land allocation; Land use; Nam Dong; Policy analysis; Public policy; Remote sensing; Southeast Asia; Viet Nam; conservation planning; forest cover; forest management; forestry policy","",""
