"id","type_of_work","title","abstract","publication_year","authors","keywords","type_of_reference","journal_name","doi","other_fields","tags","date_screened_t&a","t&a_screened_by","t&a_status","t&a_exclusion_reasons"
6447792,NA,"Utilizing Satellite Earth Observation Analyses and the Environment-Vulnerability-Decision-Technology  Modelling Framework to Support the Yurok Tribe in Mitigating Climate Change Impacts through Natural  Resource Management","The Yurok Tribe is engaging in innovative conservation-based natural resource management to confront the impacts of climate change both on and off the Yurok Ancestral Territory. These indigenous-led efforts focus on protecting community safety and the natural forest, land, and river resources that are connected to their lifeways, economies and culture. However, decisions around the implementation of these efforts are challenging. Challenges include intersecting environmental and socioeconomic factors, understanding complex environmental trends, and a diverse network of stakeholders. This project aids the Nation-Building efforts of the Tribe by supplementing tribal decisionmaking as they develop solutions to mitigate climate impacts, reduce the rate of climate change, and balance resilience, revenue, and cultural values in natural resource management. To supplement Yurok decisionmakers and staff actions, a Decision Support System (DSS) is being developed as a collaborative project by the Tribe and the authors. The DSS incorporates satellite earth observation (EO) analyses and employs the Environment-VulnerabilityDecision-Technology (EVDT) modelling framework. The DSS considers the interactions between the environment, human vulnerability, decision-making and technology design. This work discusses the development of the EO analyses for this DSS. Regarding the environmental component of EVDT, tree cover is analysed towards understanding fire risk and forest trends with respect to different land management strategies. This analysis also relates to the human vulnerability component of EVDT, as it is integrated in the DSS with local socioeconomic data on the wildland-urban interface (to protect public safety) and Tribal Carbon Sequestration projects (to protect the carbon sequestered in these forests). The Normalized Difference Vegetation Index (NDVI) mean anomaly is utilized to examine sustained tree cover change. Also, regarding human vulnerability, existing EO products on forest fire alerts and smoke are integrated with local socioeconomic information in the DSS towards minimizing these climaterelated impacts on Yurok communities. Additionally, analyses of the Global Ecosystem Dynamics Investigation (GEDI) space-based LiDAR data are utilized to provide information on forest structure change. This information is related to the decision-making component of EVDT, as it is employed by Yurok staff and decisionmakers in carbon sequestration initiatives and the Tribe’s natural resources portfolio project planning. These carbon sequestration projects provide the Tribe with meaningful revenues and seek to reduce the rate of climate change impacts. These analyses will be supplemented by aerial LiDAR data collection and further technological advances coupled with scientific and traditional ecological knowledge which is being explored by the Tribe. Future work will include EO analyses of tree species distribution to understand invasive conifer encroachment, forestry strategic actions, prairie restoration, wildlife protection and riparian vegetation on the Klamath and Trinity rivers to mitigate salmon depletion and aid in river restoration.",2022,"{""Israel, Dr. Steven"",""Kinney, Javier"",""Lombardo, Seamus"",""Wood, Prof. Danielle""}",NA,"conference proceeding","73rd International Astronautical Congress (IAC)",NA,"{""date"": ""2022-01-19"", ""custom_1"": ""Paris""}","{benchmark}",NA,NA,NA,NA
6673036,NA,"Valuing Geospatial Information: Using The Contingent Valuation Method To Estimate The Economic Benefits Of Landsat Satellite Imagery","While the U.S. government does not charge for downloading Landsat images, the images have value to users. This paper demonstrates a method that can value Landsat and other imagery to users. A survey of downloaders of Landsat images found: (a) established US users have a mean value of \$912 USD per scene; (b) new US users and users returning when imagery became free have a mean value of \$367 USD per scene. Total US user benefits for the 2.38 million scenes downloaded is \$1.8 billion USD. While these benefits indicate a high willingness-to-pay among many Landsat downloaders, it would be economically inefficient for the US government to charge for Landsat imagery. Charging a price of \$100 USD a scene would result in an efficiency loss of \$37.5 million a year. This economic information should be useful to policy-makers who must decide about the future of this and similar remote sensing programs.",2015,"{""Koontz, Steve"",""Loomis, John"",""Miller, Holly"",""Richardson, Leslie""}",NA,"ARTICLE",NA,"10.14358/PERS.81.8.647","{}","{benchmark}",NA,NA,NA,NA
6673037,NA,"Landsat Data Ecosystem Case Study: Actor Perceptions Of The Use And Value Of Landsat","It is well-known that Earth observation (EO) data plays a critical role in scientific understanding about the global environment. There is also growing support for the use of EO data to provide context-specific insights, with significant implications for their use in decision support systems. Technological development over recent years, including cloud computing infrastructure, machine learning techniques, and rapid expansion of the velocity, volume, and variety of space-borne data sources, offer huge potential to provide solutions to the myriad environmental problems facing society and the planet. The USGS/NASA Landsat Program, the longest continuously gathered source of land surface data, has played a central role in our understanding of environmental change, particularly for its contribution of longitudinal products that offer greater context for present research and decision support activities. The challenge facing the Landsat and EO data community, however, now lies in moving beyond context-specific knowledge generation to translating such knowledge into tangible value for society. Drawing from an open data ecosystem framework and qualitative social science methods, we map the Landsat data ecosystem (LDE) and the relationships linking multiple actors responsible for processing, indexing, analyzing, synthesizing, and translating raw Landsat data into information that is useful, useable, and used by end users in particular social-environmental contexts. Both the role of Big Data and associated technologies are discussed as they relate to the ultimate use of Landsat-derived information products to guide decision-making, and key data ecosystem characteristics that shape the likelihood of these products' use are highlighted.",2022,"{""Benedict, Karl K."",""McConnell, Abby E."",""Molder, Edmund B."",""Schenkein, Sarah F."",""Straub, Crista L.""}",NA,"ARTICLE",NA,NA,"{}","{benchmark}",NA,NA,NA,NA
6447806,NA,"The Six Dimensions of Value Associated to the use of Copernicus Sentinel Data: Key Findings From the Sentinel Benefits Study","The role of Earth Observation (EO) data from satellites in supporting informed decision-making and more efficient operational processes is becoming increasingly recognized. However, analysing the value that this generates remains a challenge. Often, top-down cost-benefit analyses are used to justify budgets but with very broad-based, macro-economic assumptions. The approach discussed in this paper is bottom-up building on the use of a single product or service arising from the use of data coming from one or more of the Copernicus Sentinel satellites. This allows a much finer, detailed understanding of how the data is being used and hence contributing to informed decision making. A case-based, value-chain methodology has been applied through which the impact on society can be analysed. Whilst early cases focused on economic value i.e., monetized benefits, later ones recognise that often the benefits may be wider than this. For instance, organisations can benefit through an increased reputation, or societal values such as quality of life can be felt. Consequently, a set of non-monetary dimensions have been defined which provide a new framework for the analysis. The six dimensions are described in the paper and have been tested on a significant number of recent cases. The paper describes the updated methodology and the results obtained through its application.",2022,"{""Mamais, Eleftherios"",""Papadakis, Dimitri"",""Sawyer, Geoff""}",NA,"journal","Frontiers in Environmental Science",NA,"{""url"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2022.804862"", ""date"": ""2022-01-19"", ""access_date"": ""2023-10-05 19:00:44"", ""link_to_pdf"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2022.804862/pdf?isPublishedV2=False"", ""short_title"": ""The Six Dimensions of Value Associated to the use of Copernicus Sentinel Data"", ""database_provider"": ""Frontiers""}","{benchmark}",NA,NA,NA,NA
6447803,NA,"Estimating the Value of Near-real-time Satellite Information for Monitoring Deforestation in the Brazilian Amazon","We estimate the amount of avoided deforestation due to the use of near-real-time satellite imagery (DETER) to support the Action Plan for the Prevention and Control of Deforestation in the Legal Amazon (PPCDAm), the conservation of indigenous and other protected areas, and compliance with the Brazilian Forest Code (FC). We develop a Directed Acyclical Graph (DAG) that outlines some of the econometric challenges that arise from the role of policy in the estimation of satellite data on deforestation and consider that policy could be a mediator and/or a moderator along this causal chain. We control for policies that were introduced simultaneously with DETER, and allow for changes in the influences of prices, agricultural settlement, and forest conservation policies on deforestation after near-real-time monitoring was introduced. We find both direct impacts of DETER on deforestation, and indirect impacts via changes in the influences of commodity prices on deforestation. In total we estimate the amount of avoided deforestation is approximately 467-471 thousand km2 between 2001-2015, an area that is larger than the state of California, more than twice the amount of deforestation recorded in that region in the same time period, and translates to approximately 12 billion tons of avoided CO2. The net benefits of satellite monitoring range from US$1-5.4 billion per year when estimated using the WTP to preserve Amazon rainforest and between US$54 US$197 billion per year when estimating using the social cost of carbon.",2022,"{""Biggs, Trent"",""Caviglia-Harris, Jill"",""Mullan, Katrina"",""Ribeiro, Jime Rodrigues"",""Santiago, Thaís Ottoni"",""Sills, Erin"",""West, Thales A P""}",NA,"report",NA,NA,"{""url"": ""https://www.rff.org/publications/working-papers/estimating-the-value-of-near-real-time-satellite-information-for-monitoring-deforestation-in-the-brazilian-amazon/"", ""date"": ""2022-01-19"", ""link_to_pdf"": ""https://media.rff.org/documents/WP_22-22_July_23_2023_Update.pdf"", ""place_published"": ""Washington, D.C."", ""database_provider"": ""Zotero""}","{benchmark}",NA,NA,NA,NA
6666579,NA,"Application Of Gaofen Satellite Remote Sensing Technology Based On Big Data In Environmental Protection And Water Protection Management","In the context of the development of the new era, the continuous innovation of artificial intelligence and information technology not only provides a new direction for the development and innovation of enterprises, but also continuously optimize the practical work efficiency and development benefits. Especially for environmental protection and water conservation management, based on modern information technology and communication technology, in-depth research can change the traditional mode of work, and put forward new environmental protection and water conservation management countermeasures. Therefore, this paper studies the application of high-resolution satellite remote sensing technology with big data technology as the core in environmental protection and water protection management of power transmission projects, focusing on the analysis of how to use satellite remote sensing technology for environmental protection and water protection management, including the application principle, application scope, operation process and so on. According to the actual case, the application advantages of high-resolution satellite remote sensing technology in environmental protection and water conservation management are clarified © 2022 IEEE.",2022,"{""Du, S."",""Hou, G."",""Li, J."",""Yang, D.""}","{""Big data"",""Conservation management"",""Continuous innovation"",""Electric power transmission"",""Environmental protection"",""Environmental technology"",""High resolution satellites"",""High-resolution satellite"",""Information management"",""Practical works"",""Remote sensing"",""Remote sensing technology"",""Satellite remote sensing"",Satellites,Technology-based,""Water conservation"",""Water protection"",""Work development"",""Work efficiency""}","conference proceeding",NA,"10.1109/WSLM54683.2022.00009","{}","{cco}",2024-04-11 22:16:58,32501,"included",NA
6447805,NA,"Earth Observations Can Enable Cost-Effective Conservation of Eastern North Pacific Blue Whales: A Value of Information Analysis","We conduct an analysis to estimate the value of information (VOI) of Earth observations for prospective regulation of marine shipping to conserve Eastern North Pacific blue whales in the Exclusive Economic Zone of the United States. Outcomes are driven by differences across two data products that can be used to inform regulations to limit ship strikes. In the reference case, vessel speed limits depend on species distribution data from shipboard surveys. In the counterfactual case, speed limits depend on species distributions predicted by WhaleWatch, a federal data product incorporating information from several remote sensing technologies. The VOI is identified as the difference in costs to marine shipping operators under the reference and counterfactual cases for regulation of vessel speeds. We estimate that the annual VOI of WhaleWatch is US$21–332 million, depending on the conservation goals of the modeled regulation. Conserving more blue whales—averting more ship strikes—increases the VOI.",2021,"{""Bernknopf, Richard"",""Kuwayama, Yusuke"",""Steinkruger, Andrew""}",NA,"report",NA,NA,"{""url"": ""https://www.rff.org/publications/working-papers/earth-observations-can-enable-cost-effective-conservation-of-eastern-north-pacific-blue-whales/"", ""date"": ""2021-01-19"", ""link_to_pdf"": ""https://media.rff.org/documents/Earth_Observations_can_enable_cost-effective_conservation_of._bm_RB_LD.pdf"", ""place_published"": ""Washington, D.C."", ""database_provider"": ""Zotero""}","{benchmark}",NA,NA,NA,NA
6673041,NA,"The Six Dimensions Of Value Associated To The Use Of Copernicus Sentinel Data: Key Findings From The Sentinel Benefits Study","The role of Earth Observation (EO) data from satellites in supporting informed decision-making and more efficient operational processes is becoming increasingly recognized. However, analysing the value that this generates remains a challenge. Often, top-down cost-benefit analyses are used to justify budgets but with very broad-based, macro-economic assumptions. The approach discussed in this paper is bottom-up building on the use of a single product or service arising from the use of data coming from one or more of the Copernicus Sentinel satellites. This allows a much finer, detailed understanding of how the data is being used and hence contributing to informed decision making. A case-based, value-chain methodology has been applied through which the impact on society can be analysed. Whilst early cases focused on economic value i.e., monetized benefits, later ones recognise that often the benefits may be wider than this. For instance, organisations can benefit through an increased reputation, or societal values such as quality of life can be felt. Consequently, a set of non-monetary dimensions have been defined which provide a new framework for the analysis. The six dimensions are described in the paper and have been tested on a significant number of recent cases. The paper describes the updated methodology and the results obtained through its application.",2022,"{""Mamais, Eleftherios"",""Papadakis, Dimitri"",""Sawyer, Geoff""}",NA,"ARTICLE",NA,NA,"{}","{benchmark}",NA,NA,NA,NA
6447808,NA,"The Value of Remotely Sensed Information: The Case of a GRACE-Enhanced Drought Severity Index","Abstract A decision framework is developed for quantifying the economic value of information (VOI) from the Gravity Recovery and Climate Experiment (GRACE) satellite mission for drought monitoring, with a focus on the potential contributions of groundwater storage and soil moisture measurements from the GRACE data assimilation (GRACE-DA) system. The study consists of (i) the development of a conceptual framework to evaluate the socioeconomic value of GRACE-DA as a contributing source of information to drought monitoring; (ii) structured listening sessions to understand the needs of stakeholders who are affected by drought monitoring; (iii) econometric analysis based on the conceptual framework that characterizes the contribution of GRACE-DA to the U.S. Drought Monitor (USDM) in capturing the effects of drought on the agricultural sector; and (iv) a demonstration of how the improved characterization of drought conditions may influence decisions made in a real-world drought disaster assistance program. Results show that GRACE-DA has the potential to lower the uncertainty associated with the understanding of drought and that this improved understanding has the potential to change policy decisions that lead to tangible societal benefits.",2018,"{""Bernknopf, Richard"",""Brookshire, David"",""Kuwayama, Yusuke"",""Macauley, Molly"",""Rodell, Matthew"",""Thompson, Alexandra"",""Vail, Peter"",""Zaitchik, Benjamin""}",NA,"journal","Weather, Climate, and Society","10.1175/WCAS-D-16-0044.1","{""url"": ""https://journals.ametsoc.org/view/journals/wcas/10/1/wcas-d-16-0044_1.xml"", ""date"": ""2018-01-01"", ""pages"": ""187"", ""end_page"": ""203"", ""access_date"": ""2023-11-14 22:53:19"", ""link_to_pdf"": ""https://journals.ametsoc.org/downloadpdf/journals/wcas/10/1/wcas-d-16-0044_1.pdf"", ""short_title"": ""The Value of Remotely Sensed Information"", ""database_provider"": ""journals.ametsoc.org""}","{benchmark}",NA,NA,NA,NA
6447794,NA,"Assessing the value of Earth Observation for managing coral reefs: An example from the Great Barrier Reef","The Integrated Global Observing Strategy (IGOS, 2003) argues that further investments in Earth Observation information are required to improve coral reef protection worldwide. The IGOS Strategy does not specify what levels of investments are needed nor does it quantify the benefits associated with better-protected reefs. Evaluating costs and benefits is important for determining optimal investment levels and for convincing policy-makers that investments are required indeed. Few studies have quantitatively assessed the economic benefits of Earth Observation information or evaluated the economic value of information for environmental management. This paper uses an expert elicitation approach based on Bayesian Decision Theory to estimate the possible contribution of global Earth Observation to the management of the Great Barrier Reef. The Great Barrier Reef including its lagoon is a World Heritage Area affected by anthropogenic changes in land-use as well as climate change resulting in increased flows of sediments, nutrients and carbon to the GBR lagoon. Since European settlement, nutrient and sediment loads having increased 5–10 times and the change in water quality is causing damages to the reef. Earth Observation information from ocean and coastal color satellite sensors can provide spatially and temporally dense information on sediment flows. We hypothesize that Earth Observation improves decision-making by enabling better-targeted run-off reduction measures and we assess the benefits (cost savings) of this improved targeting by optimizing run-off reductions under different states of the world. The analysis suggests that the benefits of Earth Observation can indeed be substantial, depending on the perceived accuracy of the information and on the prior beliefs of decision-makers. The results indicate that increasing informational accuracy is the most effective way for developers of Earth Observation information to increase the added value of Earth Observation for managing coral reefs.",2011,"{""Bouma, Jetske A."",""Dekker, Arnold G."",""Kuik, Onno""}","{""Bayesian decision theory"",""Coral reef protection"",""Cost-effectiveness analysis"",""Earth Observation"",""Marine water quality management"",""Value of information""}","journal","Science of The Total Environment","10.1016/j.scitotenv.2011.07.023","{""url"": ""https://www.sciencedirect.com/science/article/pii/S0048969711007418"", ""date"": ""2011-10-01"", ""pages"": ""4497"", ""end_page"": ""4503"", ""access_date"": ""2023-04-17 23:16:57"", ""link_to_pdf"": ""https://www.sciencedirect.com/science/article/pii/S0048969711007418/pdfft?md5=2b814fe55383aafde7b6542ad13f7865&pid=1-s2.0-S0048969711007418-main.pdf&isDTMRedir=Y"", ""short_title"": ""Assessing the value of Earth Observation for managing coral reefs"", ""database_provider"": ""ScienceDirect"", ""journal_name_user_abbr_2"": ""Science of The Total Environment""}","{benchmark}",NA,NA,NA,NA
6447801,NA,"Landsat Data Ecosystem Case Study: Actor Perceptions of the Use and Value of Landsat","It is well-known that Earth observation (EO) data plays a critical role in scientific understanding about the global environment. There is also growing support for the use of EO data to provide context-specific insights, with significant implications for their use in decision support systems. Technological development over recent years, including cloud computing infrastructure, machine learning techniques, and rapid expansion of the velocity, volume, and variety of space-borne data sources, offer huge potential to provide solutions to the myriad environmental problems facing society and the planet. The USGS/NASA Landsat Program, the longest continuously gathered source of land surface data, has played a central role in our understanding of environmental change, particularly for its contribution of longitudinal products that offer greater context for present research and decision support activities. The challenge facing the Landsat and EO data community, however, now lies in moving beyond context-specific knowledge generation to translating such knowledge into tangible value for society. Drawing from an open data ecosystem framework and qualitative social science methods, we map the Landsat data ecosystem (LDE) and the relationships linking multiple actors responsible for processing, indexing, analyzing, synthesizing, and translating raw Landsat data into information that is useful, useable, and used by end users in particular social-environmental contexts. Both the role of Big Data and associated technologies are discussed as they relate to the ultimate use of Landsat-derived information products to guide decision-making, and key data ecosystem characteristics that shape the likelihood of these products’ use are highlighted.",2022,"{""Benedict, Karl K."",""McConnell, Abby E."",""Molder, Edmund B."",""Schenkein, Sarah F."",""Straub, Crista L.""}",NA,"journal","Frontiers in Environmental Science",NA,"{""url"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2021.805174"", ""date"": ""2022-01-19"", ""access_date"": ""2023-05-02 23:09:48"", ""link_to_pdf"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2021.805174/pdf"", ""short_title"": ""Landsat Data Ecosystem Case Study"", ""database_provider"": ""Frontiers""}","{benchmark}",NA,NA,NA,NA
6447800,NA,"Estimating the Societal Benefits of Satellite Instruments: Application to a Break-even Analysis of the GeoXO Hyperspectral IR Sounder","This paper describes the process, and lessons learned in a preliminary benefits study of a proposed infrared hyperspectral sounder (HSS) for NOAA’s next generation geostationary satellite program (GeoXO). The valuation of government-owned satellite systems providing a public good with a complex array of instruments is a nascent field of study. Many different sensor configurations are possible, but there are restrictions due to physical and budget constraints. Accounting for economic considerations during the design and planning phase for satellite constellations helps to ensure that the most cost effective instruments are selected. To assess whether the HSS instrument should be included on GeoXO, we applied a value of information approach and found the benefits associated with this instrument are likely to substantially outweigh the costs. Value of information studies often focus on data and information that has a direct use case. Estimating benefits for the HSS is especially challenging because data are not used directly by decision makers. Instead these data along with information from other Earth observing (EO) satellites play a key role in producing the inputs necessary for modern numerical hydrometeorological modeling. We describe strategies to assess the marginal (i.e., incremental) contribution of an instrument that is part of a complex information production process. We make several recommendations that, if implemented, would improve the quality of future studies of this kind. This includes (1) a systems approach to observing system planning, (2) improving the design of observing system experiments (OSSE and OSE), and (3) better tracking of the decisions and needs of end-users, especially those external to the agency.",2021,"{""Adkins, Jeffery"",""Conran, Joseph"",""Lauer, Christopher""}",NA,"journal","Frontiers in Environmental Science",NA,"{""url"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2021.749044"", ""date"": ""2021-01-19"", ""access_date"": ""2023-04-26 19:35:29"", ""link_to_pdf"": ""https://www.frontiersin.org/articles/10.3389/fenvs.2021.749044/pdf"", ""short_title"": ""Estimating the Societal Benefits of Satellite Instruments"", ""database_provider"": ""Frontiers""}","{benchmark}",NA,NA,NA,NA
6673035,NA,"Utilizing Satellite Earth Observation Analyses And The Environment-Vulnerability-Decision-Technology  Modelling Framework To Support The Yurok Tribe In Mitigating Climate Change Impacts Through Natural  Resource Management","The Yurok Tribe is engaging in innovative conservation-based natural resource management to confront the impacts of climate change both on and off the Yurok Ancestral Territory. These indigenous-led efforts focus on protecting community safety and the natural forest, land, and river resources that are connected to their lifeways, economies and culture. However, decisions around the implementation of these efforts are challenging. Challenges include intersecting environmental and socioeconomic factors, understanding complex environmental trends, and a diverse network of stakeholders. This project aids the Nation-Building efforts of the Tribe by supplementing tribal decisionmaking as they develop solutions to mitigate climate impacts, reduce the rate of climate change, and balance resilience, revenue, and cultural values in natural resource management. To supplement Yurok decisionmakers and staff actions, a Decision Support System (DSS) is being developed as a collaborative project by the Tribe and the authors. The DSS incorporates satellite earth observation (EO) analyses and employs the Environment-VulnerabilityDecision-Technology (EVDT) modelling framework. The DSS considers the interactions between the environment, human vulnerability, decision-making and technology design. This work discusses the development of the EO analyses for this DSS. Regarding the environmental component of EVDT, tree cover is analysed towards understanding fire risk and forest trends with respect to different land management strategies. This analysis also relates to the human vulnerability component of EVDT, as it is integrated in the DSS with local socioeconomic data on the wildland-urban interface (to protect public safety) and Tribal Carbon Sequestration projects (to protect the carbon sequestered in these forests). The Normalized Difference Vegetation Index (NDVI) mean anomaly is utilized to examine sustained tree cover change. Also, regarding human vulnerability, existing EO products on forest fire alerts and smoke are integrated with local socioeconomic information in the DSS towards minimizing these climaterelated impacts on Yurok communities. Additionally, analyses of the Global Ecosystem Dynamics Investigation (GEDI) space-based LiDAR data are utilized to provide information on forest structure change. This information is related to the decision-making component of EVDT, as it is employed by Yurok staff and decisionmakers in carbon sequestration initiatives and the Tribe's natural resources portfolio project planning. These carbon sequestration projects provide the Tribe with meaningful revenues and seek to reduce the rate of climate change impacts. These analyses will be supplemented by aerial LiDAR data collection and further technological advances coupled with scientific and traditional ecological knowledge which is being explored by the Tribe. Future work will include EO analyses of tree species distribution to understand invasive conifer encroachment, forestry strategic actions, prairie restoration, wildlife protection and riparian vegetation on the Klamath and Trinity rivers to mitigate salmon depletion and aid in river restoration.",2022,"{""Israel, Dr. Steven"",""Kinney, Javier"",""Lombardo, Seamus"",""Wood, Prof. Danielle""}",NA,"INPROCEEDINGS",NA,NA,"{}","{benchmark}",NA,NA,NA,NA
6673040,NA,"Combining Social, Environmental And Design Models To Support The Sustainable Development Goals","There are benefits to be gained from combining the strengths of modeling frameworks that capture social, environmental and design-based considerations. Many of the important challenges of the next decade lie at the intersection of the natural environment, human decision making and the design of space technology to inform decision making. There are 17 Sustainable Development Goals outlined by the United Nations through 2030. Several of these Sustainable Development Goals can be addressed by asking: 1) What is happening in the natural environment? 2) How will humans be impacted by what is happening in the natural environment? 3) What decisions are humans making in response to environmental factors and why? and 4) What technology system can be designed to provide high quality information that supports human decision making? The answers to these questions are often interrelated in complex ways; thus it is helpful to use a framework from complex systems to integrate these questions. Within the list of Sustainable Development Goals, several fit the three questions above, including \#2 Zero Hunger, \#6 Clean Water and Sanitation, \#13 Climate Action, \#14 Life Below Water, and \#15 Life on Land.",2019,"{""Reid, Jack"",""Wood, Danielle"",""Zeng, Cynthia""}",NA,"INPROCEEDINGS",NA,"10.1109/AERO.2019.8741623","{}","{benchmark}",NA,NA,NA,NA
6673032,NA,"A Conceptual Framework For Assessing The Benefits Of A Global Earth Observation System Of Systems","The aim of the Global Earth Observation System-ofSystems (GEOSS) is to improve the information available to decision makers, at all levels, relating to human health and safety, protection of the global environment, the reduction of losses from natural disasters, and achieving sustainable development. Specifically, GEOSS proposes that better international cooperation in the collection, interpretation, and sharing of Earth observation information is an important and cost-effective mechanism for achieving this aim. While there is a widespread intuition that this proposition is correct, at some point the following question needs to be answered: how much additional investment in Earth observation (and specifically, in its international integration) is enough? This leads directly to some challenging subsidiary questions, such as how can the benefits of Earth observation be assessed? What are the incremental costs of GEOSS? Are there societal benefit areas where the return on investment is higher than in others? The GeoBene Project has developed a ``benefit chain'' concept as a framework for addressing these questions. The basic idea is that an incremental improvement in the observing system (including its data collection, interpretation and information-sharing aspects) will result in an improvement in the quality of decisions based on that information. In turn, this will lead to better societal outcomes, which have a value. This incremental value must be judged against the incremental cost of the improved observation system. Since in many cases there will be large uncertainties in the estimation of both the costs and the benefits, and it may not be possible to express them in comparable monetary terms, we show how order-of-magnitude approaches and a qualitative understanding of the shape of the cost and benefit curves can help guide rational investment decisions in Earth Observation Systems.",2008,"{""Bouma, J."",""Fritz, S."",""Obersteiner, M."",""Reyers, B."",""Scholes, R.J.""}",NA,"ARTICLE",NA,"10.1109/JSYST.2008.926688","{}","{benchmark}",NA,NA,NA,NA
6673033,NA,"The Value Of Remotely-Sensed Data In Terrestrial Habitat Corridor Design For Large Migratory Species","Cost-effective conservation program design to support seasonal migratory species is urgently needed, but to-date has received little attention by economists. Conserving migratory corridors is a complicated design problem because of the large spatial scales over which migratory species can travel and the weakest-link characteristic of the problem. If one section or area of a potential migratory corridor is unable to support species movement, the migration through that route will not be successful. We develop and apply an integer-programming modeling approach that leverages innovative new data products to propose a costeffective, landscape-scale conservation planning approach. We apply our approach to the Cody elk herd range within the Greater Yellowstone Ecosystem (GYE), leveraging satellite data on crop type and density over time and GPS collar data on elk migrations. We provide empirical evidence that using new satellite data products can avoid unconnected corridors and increase the cost effectiveness of corridor construction. In the Cody context, we estimate that achieving the conservation outcome associated with using satellite data on both costs and benefits would cost close to twice as much when using satellite benefit data but only limited cost data and about three times as much when using satellite cost data but only limited benefit data. Empirical work across additional herds is needed to provide additional insights into characteristics of contexts under which we expect gains from satellite and/or GPS collar data.",2022,"{""Gigliotti, Laura"",""Kroetz, Kailin"",""Leonard, Bryan"",""Middleton, Arthur""}",NA,"TECHREPORT",NA,NA,"{}","{benchmark}",NA,NA,NA,NA
6447799,NA,"Combining Social, Environmental and Design Models to Support the Sustainable Development Goals","There are beneﬁts to be gained from combining the strengths of modeling frameworks that capture social, environmental and design-based considerations. Many of the important challenges of the next decade lie at the intersection of the natural environment, human decision making and the design of space technology to inform decision making. There are 17 Sustainable Development Goals outlined by the United Nations through 2030. Several of these Sustainable Development Goals can be addressed by asking: 1) What is happening in the natural environment? 2) How will humans be impacted by what is happening in the natural environment? 3) What decisions are humans making in response to environmental factors and why? and 4) What technology system can be designed to provide high quality information that supports human decision making? The answers to these questions are often interrelated in complex ways; thus it is helpful to use a framework from complex systems to integrate these questions. Within the list of Sustainable Development Goals, several ﬁt the three questions above, including #2 Zero Hunger, #6 Clean Water and Sanitation, #13 Climate Action, #14 Life Below Water, and #15 Life on Land.",2019,"{""Reid, Jack"",""Wood, Danielle"",""Zeng, Cynthia""}",NA,"conference proceeding","2019 IEEE Aerospace Conference","10.1109/AERO.2019.8741623","{""url"": ""https://ieeexplore.ieee.org/document/8741623/"", ""date"": ""2019/03//"", ""pages"": ""1"", ""custom_1"": ""Big Sky, MT, USA"", ""custom_3"": ""2019 IEEE Aerospace Conference"", ""end_page"": ""13"", ""access_date"": ""2023-04-23 03:58:26"", ""database_provider"": ""DOI.org (Crossref)""}","{benchmark}",NA,NA,NA,NA
6673039,NA,"The Value Of Near Real-Time Earth Observations For Improved Flood Disaster Response","Information is a critical resource in disaster response scenarios. Data regarding the geographic extent, severity, and socioeconomic impacts of a disaster event can help guide emergency responders and relief operations, particularly when delivered within hours of data acquisition. Information from remote observations provides a valuable tool for assessing conditions ``on the ground'' more quickly and efficiently. Here, we evaluate the social value of a near real-time flood impact system using a disaster response case study, and quantify the Value of Information (VOI) of satellite-based observations for rapid response using a hypothetical flooding disaster in Bangkok, Thailand. MODIS imagery from NASA's Land, Atmosphere Near real-time Capability for EOS (LANCE) system is used to produce operational estimates of inundation depths and economic damages. These rapid Earth observations are coupled with a decision-analytical model to inform decisions on emergency vehicle routing. Emergency response times from vehicles routed using flood damage data are compared with baseline routes without the benefit of advance information on road conditions. Our results illustrate how the application of near real-time Earth observations can improve the response time and reduce potential encounters with flood hazards when compared with baseline routing strategies. Results indicate a potential significant economic benefit (i.e., millions of dollars) from applying near real-time Earth observations for improved flood disaster response and management.",2019,"{""Bolten, John D."",""Oddo, Perry C.""}",NA,"ARTICLE",NA,NA,"{}","{benchmark}",NA,NA,NA,NA
