title,abstract,author,key,include,notes,src,short_title,year
Forests And Trees: A Public Health Perspective,"Forests have historically supplied humans with timber, fuel, and forage. They have also provided goods and services associated with human physical, mental, social, and spiritual health. Given competing priorities for funding in healthcare, research on forests and health is important from a health economics perspective. Engagement with forests (including wilderness areas, managed production forests, and urban forests) for enhanced human health and wellbeing, and perhaps for illness prevention at a fraction of the cost of medical interventions, is a major opportunity for forest management in the 21st century. Despite this general recognition, there is a lack of information regarding public health policies and approaches that exist in relation to forests and trees. The available literature suggests that the majority in the field of public health view the natural environment with ambivalence. However, a paradigm shift is underway and there is an emerging field working with the positive impacts that trees and forests have on human health and wellbeing. While the value of forests has been noted by many health practitioners in Europe and Japan, health practitioners and the associated health industry in North America remain largely focused on treatment rather than preventative approaches. Largely as a result of advocacy from forestry and recreational organizations, this view is beginning to change, but the focus in the healthcare industry on treatment rather than prevention remains deeply entrenched. © S.F.S.P.. Tous droits réservés pour tous pays.; Historiquement, les forêts ont été une source de bois de construction, de combustible et de fourrage pour les sociétés humaines. Elles leur ont également fourni des biens et services liés à la santé physique, mentale, sociale et spirituelle. Compte tenu des priorités concurrentes pour le financement des soins de santé, la recherche sur les forêts et la santé est importante dans une perspective d’économie de la santé. La fréquentation des forêts (y compris les zones sauvages, les forêts exploitées et les forêts urbaines) pour améliorer la santé et le bien-être de l’homme, et peut-être pour prévenir les maladies à une fraction du coût des interventions médicales, constitue un important débouché pour la gestion forestière au xxie siècle. Bien que ces bienfaits soient largement reconnus, on constate un manque d’information en ce qui concerne les politiques et les approches de santé publique en relation avec les forêts et les arbres. La littérature disponible suggère que la majorité des acteurs dans le domaine de la santé publique ont une perception ambivalente de l’environnement naturel. Cependant, un changement de paradigme est en cours, et un nouveau domaine de recherche s’intéresse aux impacts positifs des arbres et des forêts sur la santé et le bien-être humains. Alors qu’en Europe et au Japon, de nombreux praticiens de la santé soulignent les vertus de la forêt, les professionnels de la santé et l’industrie de la santé associée en Amérique du Nord restent largement axés sur le traitement plutôt que sur des approches préventives. Ce point de vue commence à changer – en grande partie grâce au plaidoyer de la foresterie et des organisations de loisirs – mais la priorité au traitement plutôt qu’à la prévention reste une attitude profondément ancrée dans l’industrie de la santé. © S.F.S.P.. Tous droits réservés pour tous pays.","{""Innes, J. L."",""Sanchez-Badini, O.""}",sanchezbadini_foreststreespublichealth_2019,FALSE,NA,sample_1000,NA,NA
Selection Of Independent Variables For Crop Yield Prediction Using Artificial Neural Network Models With Remote Sensing Data,"Knowing the expected crop yield in the current growing season provides valuable information for farmers, policy makers, and food processing plants. One of the main benefits of using reliable forecasting tools is generating more income from grown crops. Information on the amount of crop yielding before harvesting helps to guide the adoption of an appropriate strategy for managing agricultural products. The difficulty in creating forecasting models is related to the appropriate selection of independent variables. Their proper selection requires a perfect knowledge of the research object. The following article presents and discusses the most commonly used independent variables in agricultural crop yield prediction modeling based on artificial neural networks (ANNs). Particular attention is paid to environmental variables, such as climatic data, air temperature, total precipitation, insolation, and soil parameters. The possibility of using plant productivity indices and vegetation indices, which are valuable predictors obtained due to the application of remote sensing techniques, are analyzed in detail. The paper emphasizes that the increasingly common use of remote sensing and photogrammetric tools enables the development of precision agriculture. In addition, some limitations in the application of certain input variables are specified, as well as further possibilities for the development of non-linear modeling, using artificial neural networks as a tool supporting the practical use of and improvement in precision farming techniques.","{""Hara, Patryk"",""Niedbala, Gniewko"",""Piekutowska, Magdalena""}",hara_selectionindependentvariablescrop_2021,FALSE,NA,sample_1000,NA,NA
Development Of A New Gis-Based Method To Detect High Natural Value Farmlands: A Case Study In Central Italy,"An original method for the identification of High Natural Value farmlands is presented. Gathering information about land use (CORINE Land Cover), geomorphology (elevation and Terrain Ruggedness Index) and remote sensing data in a GIS environment we were able to develop a new detection process; its application to a wide sector of central Italy, in areas characterized by high biodiversity and relevant agronomic and cultural value, is presented. Thus, a new tool for diminishing sampling efforts and economic and time wastes in territorial studies is provided.","{""Abbate, G."",""Fanfarillo, E."",""Latini, M."",""Nicolella, G.""}",fanfarillo_developmentgisbasedmethod_2017,FALSE,NA,sample_1000,NA,NA
"Distribution Extraction And Influencing Factors Of Farmland Concentrated Contiguous Management Based On Object-Oriented Segmentation:A Case Study Of Four Towns In Yunzhou District, Datong City Of China","To explore how to promote the centralized, contiguous, large-scale management of cultivated land, the cultivated land patches of the third land survey carried out by the Chinese government this decade, Google Earth high-resolution remote sensing images, and questionnaire data from field research were used to study Xiping Town, Beijiazao Town, Duzhuang Town and Dangliuzhuang Town in Yunzhou District, Datong City of China. The object-oriented segmentation method was used to segment the cultivated land patches and obtain cultivated land management patches. The landscape pattern software Fragstats 4.2, SPSS statistical software, and the geographical detector model were used to analyze the spatial distribution of centralized contiguous management of cultivated land in the four towns of Yunzhou District as well as its main influencing factors. The results show that the four towns of Yunzhou District were primarily located in the hinterland of Datong Basin with flat terrain, and the aggregation index was >80. The overall distribution of cultivated land patches was relatively concentrated, and the cultivated land with concentrated contiguous status of Ⅲ and Ⅳ was larger than those of status Ⅰ and Ⅱ, accounting for 58.63%. In addition, the explanatory power of influencing factors on the centralized contiguous management of cultivated land in descending order was：the transfer rate of cultivated land, the proportion of daylily area, per capita income, the proportion of people with higher education, the proportion of agricultural farmers, the number of cooperatives, and the source of income; the differentiation determination index（q） values of these factors were >0.1. Moreover, the interaction effect exhibited both nonlinear and mutual enhancement, in which the interaction of the planting area of daylily with number of cooperatives was prominent, highlighting the essential role of the planting area of daylily in the centralized contiguous management of cultivated land. The effective transfer of cultivated land, the cultivation of daylily, and the establishment of cooperatives have promoted the centralized contiguous management of cultivated land. © 2023, Editorial Board of Journal of Agro-Environment Science. All rights reserved.","{""Hongfen, Z."",""Huifang, L."",""Rutian, B."",""Yingying, F.""}",yingying_distributionextractioninfluencingfactors_2023,FALSE,NA,sample_1000,NA,NA
Spatio-Temporal Dynamics Of Selective Logging In The State Of Mato Grosso Between 1992 And 2016,"Selective logging is a forestry activity that includes harvesting a group of tree species in native forests, usually those of higher value or commercial interest. Selective logging can be carried out legally, in forest management areas and forest areas previously authorized for deforestation, or illegally, in any other unauthorized cases that occur in a predatory manner. In this study, the spatiotemporal dynamic of selectively logged forests in the state of Mato Grosso was assessed based on a time-series (from 1992 to 2016) of logged forests detected using remotely sensed data. Visual interpretation and semi-automatic classification of Landsat imagery were used to detect forests impacted by selective logging activities in the study area. Based on the results, it was estimated that 41,926 km(2) of native forests were selectively logged at least once between 1992 and 2016 in the state of Mato Grosso, an annual average of 1,747 km(2). Selectively logged forests detected showing persistent or recurrent forest disturbances were more frequently observed in the most recent years of this analysis. Most of the selectively logged forests in the study area and period have not been deforested by 2016. It indicates that selective logging is a dissociated phenomenon with deforestation in the state of Mato Grosso. It was also observed that an average of 18 km(2).year(-1) and 268.18 km(2).year(-1) of native forests was selectively logged within Conservation Units and Indigenous Lands between 1992 and 2016. A significant tendency to increase or decrease logging activities within those protected areas in the analyzed period was not observed. Selectively logged forests were persistently detected in the old timber centers located in the central-northern region of the state of Mato Grosso, showing, potentially, new cutting cycles in those previously logged forests. More recently, selective logging activities have reached the last native forest frontier in northwestern Mato Grosso. Finally, it was concluded that selective logging is annually disturbing a considerable extension of native forests in the state of Mato Grosso and, therefore, needs to be adequately considered and monitored by environmental agencies due to its potential forest impacts and to support the definition of public policies to ensure the future sustainability of forest production in that state.","{""Ferreira, Nilson Clementino"",""Miguel, Eder Pereira"",""Moretti, Mariana Soares"",""Pedlowski, Marcos Antonio"",""Trondoli Matricardi, Eraldo Aparecido"",""da Costa, Olivia Bueno""}",moretti_spatiotemporaldynamicsselective_2020,FALSE,NA,sample_1000,NA,NA
"Water Lead Exposure Risk In Flint, Michigan After Switchback In Water Source: Implications For Lead Service Line Replacement Policy","In February of 2016, the City of Flint, Michigan commenced the FAST start initiative with the aim “to get the lead out of Flint” by replacing lead and galvanized steel service lines throughout the city. An estimated 29,100 parcels are scheduled for service line replacement (SLR) at an expected cost of $172 million. The lead exposure benefits of SLR are evaluated by analyzing Sentinel data on hundreds of repeatedly sampled homes in Flint from February 16, 2016 to July 21, 2017, comparing water lead (WL) in homes with and without lead service lines. Samples taken from homes with lead service lines were significantly more likely to exceed specified thresholds of WL than homes without lead service lines. Second, regardless of service line material type, sampled homes experienced significant reductions in WL with elapsed time from Flint's switchback to water provided by the Detroit Water and Sewage Department. Third, the risk of exceedance of WL > 15 μg/L was uncorrelated with service line material type. These results are robust to sample restrictions, period stratification, time operations, reference group definitions, and statistical modeling procedures. On the question of what is gained from SLR over optimal corrosion control techniques, we simulated age-specific lead uptake (μg/day) and blood lead levels (μg/dL) for children in Flint at 16 and 90 weeks of elapsed time from Flint's switchback to Detroit water. At 90 weeks from the switchback in water source, the quantity of water lead consumed by children in homes with lead service lines decreased 93%, as compared to 16 weeks. Lead exposure benefits of SLR have declined in time, with modest differences in lead uptake across homes with different service lines. In light of results, policy considerations for Flint and nationwide are discussed. © 2019 Elsevier Inc.","{""Keyes, C."",""McElmurry, S. P."",""Mushinski, D."",""Zahran, S.""}",zahran_waterleadexposurerisk_2020,FALSE,NA,sample_1000,NA,NA
Identifying The Spatiotemporal Dynamics Of Forest Ecotourism Values With Remotely Sensed Images And Social Media Data: A Perspective Of Public Preferences,"Ecotourism, as a cultural ecosystem service, is an essential part of rural economic growth. Developing feasible methods and indicators for ecotourism values is vital to exploring the interactions between public preferences and ecosystems, thus providing information for sustainable ecosystem management. However, forest ecotourism value assessments at the regional scale still lack scientific frameworks covering the spatiotemporal dimension. Here, we proposed a framework to assess forest ecotourism values and explore the contributions of public preferences, selecting a typical and abundant forest area, Lin'an County, China. First, we applied a text mining approach on social comments to identify key variables related to public preferences. Then, we mapped these variables with remote sensing and GIS data and incorporated them with a Maxent model. This model revealed the spatiotemporal patterns of forest ecotourism value and its interaction with public preferences, over two periods, i.e., 2010-2014 and 2015-2019. Our results showed that albeit with a minor change magnitude in the entirety of ecotourism values (1-3\% overall decrease), about 34\% and 44\% of forests were observed as significant increases and decreases in ecotourism values, respectively. A large number of increases were concentrated in the village scenic areas, while decreases were observed in planted areas. Such notable changes were mainly attributable to changes in accessibility variables with 67\% of contributions in 2010-2014 and 72\% in 2015-2019. Variables related to human perception and vision (forest attribute and color diversity) also played a part. Our findings infer that local rural-building policies have an evident influence on the distribution and intensity of forest ecotourism. Our proposed framework provides references for evaluating the response and effectiveness of local policies and to make proactive efforts for forest protection, restoration and management.","{""Chen, Binjie"",""Deng, Jinsong"",""Gan, Muye"",""Lin, Yue"",""Wang, Ke"",""Xu, Zhihong"",""You, Shixue"",""Zheng, Qiming"",""Zhu, Congmou""}",you_identifyingspatiotemporaldynamicsforest_2022,FALSE,NA,sample_1000,NA,NA
Improved Deep Learning-Based Vehicle Detection For Urban Applications Using Remote Sensing Imagery,"Remote sensing (RS) data can be attained from different sources, such as drones, satellites, aerial platforms, or street-level cameras. Each source has its own characteristics, including the spectral bands, spatial resolution, and temporal coverage, which may affect the performance of the vehicle detection algorithm. Vehicle detection for urban applications using remote sensing imagery (RSI) is a difficult but significant task with many real-time applications. Due to its potential in different sectors, including traffic management, urban planning, environmental monitoring, and defense, the detection of vehicles from RS data, such as aerial or satellite imagery, has received greater emphasis. Machine learning (ML), especially deep learning (DL), has proven to be effective in vehicle detection tasks. A convolutional neural network (CNN) is widely utilized to detect vehicles and automatically learn features from the input images. This study develops the Improved Deep Learning-Based Vehicle Detection for Urban Applications using Remote Sensing Imagery (IDLVD-UARSI) technique. The major aim of the IDLVD-UARSI method emphasizes the recognition and classification of vehicle targets on RSI using a hyperparameter-tuned DL model. To achieve this, the IDLVD-UARSI algorithm utilizes an improved RefineDet model for the vehicle detection and classification process. Once the vehicles are detected, the classification process takes place using the convolutional autoencoder (CAE) model. Finally, a Quantum-Based Dwarf Mongoose Optimization (QDMO) algorithm is applied to ensure an optimal hyperparameter tuning process, demonstrating the novelty of the work. The simulation results of the IDLVD-UARSI technique are obtained on a benchmark vehicle database. The simulation values indicate that the IDLVD-UARSI technique outperforms the other recent DL models, with maximum accuracy of 97.89\% and 98.69\% on the VEDAI and ISPRS Potsdam databases, respectively.","{""Abdushkour, Hesham A."",""Alshareef, Abdulrhman M."",""Alyoubi, Khaled H."",""Khadidos, Adil O."",""Khadidos, Alaa O."",""Ragab, Mahmoud""}",ragab_improveddeeplearningbased_2023,FALSE,NA,sample_1000,NA,NA
"Quantification Of Groundwater Storage Variations And Stressed Areas Using Multi-Temporal Grace Data: A Case Study Of Upper Indus Plains, Pakistan","Groundwater is depleting at a more rapid rate than its replenishment in Indus Basin due to increased demand attributed to urbanization, inefficient water management practices especially in the agricultural sector and increase in impervious area in the name of development that can expose the country to severe challenge in the future. Through an unregulated groundwater exploitation now farmers often meet inadequacy in surface water supplies. The concurrent use of surface water and groundwater water now takes place on more than 70% of irrigated lands. Therefore, water resources should be monitored on frequent intervals to sensitize policy makers to formulate an optimal framework for water management practices. This study assessed the competence of Gravity Recovery and Climate Experiment Satellite (GRACE)—based estimation of changes in Ground Water Storage (GWS) as a substitute approach for groundwater quantitative approximation for management of groundwater resources in the Indus basin. The GRACE satellite Total Water Storage (TWS) data from 2011 to 2015 was used to calculate GWS. A common reduction trend was seen in the Upper Indus Plain (UIP) where the average net loss of groundwater was observed to be 1701.39 km3 of water amid 2011-2015. A net loss of around 0.34 km3/year groundwater storage was deduced for the UIP where flooding in 2014 assumed a fundamental part in natural replenishment of groundwater aquifer of the UIP. In view of TWS varieties three out of four doabs Bari, Rachna, Thal demonstrated a decrease in groundwater capacity though Chaj doab brought about increment of 0.09 km3. Based on this study, GRACE-Tellus satellite data is competent enough to hint for groundwater storage variations, however there is a vibrant need to calibrate GRACE-Tellus data with hydrological stations data periodically in order to take a maximum advantage for utility of GRACE to monitor groundwater variations on regional scale. Future studies should focus on this aspect. © Springer Nature Switzerland AG 2019.","{""Amin, M."",""Jamil, A."",""Khan, M. R.""}",amin_quantificationgroundwaterstoragevariations_2019,FALSE,NA,sample_1000,NA,NA
Spatial Prediction Of Brushtail Possum (Trichosurus Vulpecula) Distribution Using A Combination Of Remotely Sensed And Field-Observed Environmental Data,"Context. In New Zealand, the introduced brushtail possum, Trichosurus vulpecula, is a reservoir of bovine tuberculosis and as such poses a major threat to the livestock industry. Aerial 1080 poisoning is an important tool for possum control but is expensive, creating an ongoing need for ever more cost-effective ways of using this technique. Aims. To develop geographic information system (GIS) models to better predict spatial variation in the distribution of unmanaged possum populations, to facilitate better targeting of control activities. Methods. Relative abundance of possums and their distribution among habitat types were surveyed in a dry high-country area of the northern South Island. Two GIS-based models were developed to predict the relative abundance of possums on trap lines. The first model used remotely sensed (digital) environmental data; the second complemented the remotely sensed data with fine-scale habitat and topographic data collected on the ground. Key results. Digital environmental factors and habitat features proved to be key predictors of relative possum abundance. In both GIS models, height above valley floor, presence of forest cover and mean annual temperature were the strongest predictors. Conclusions. Predictive maps (projections) of relative possum abundance produced from these models can provide useful decision-support tools for pest-control managers, by enabling possum control to be targeted spatially. Implications. Spatially targeted pest control could allow effective control activities for invasive species or disease vectors to be applied at a lower cost for the same benefit.","{""Byrom, Andrea E."",""McKenzie, Joanna"",""Nugent, Graham"",""Porphyre, Thibaud"",""Shepherd, James"",""Yockney, Ivor""}",porphyre_spatialpredictionbrushtailpossum_2013,FALSE,NA,sample_1000,NA,NA
Integrating Remote Sensing And Diver Observations To Predict The Distribution Of Invasive Lionfish On Bahamian Coral Reefs,"The ongoing invasion of coral reefs in the greater Caribbean region by Indo-Pacific lionfish (Pterois spp.) poses challenges for managers. Although the dynamics and ecological effects of lionfish invasions have been examined in detail at the scale of individual reefs, relatively little information is available on the patterns of the invasion over larger areas. This study combined species counts and microhabitat observations from SCUBA surveys with satellite-derived bathymetry and habitat data to create predictive species distribution maps of lionfish in a 58 km(2) region along the southern edge of the island of Eleuthera in the Bahamas. Models predicted lionfish presence, absence, and density, and were created iteratively using various resolutions and types of data to mimic the datasets that may be available to management in the region. The best-fit model for presence and absence, which combined physical variables derived from remotely sensed satellite data and diver-collected microhabitat data, predicted 89\% of lionfish presence and absence. The best-fit model for lionfish density used 2 resolutions of physical habitat data as well as biological data on densities of large native groupers and accurately predicted 67\% lionfish density. These results suggest that physical habitat may be more important for initial lionfish presence and that biotic interactions influence lionfish density on the reefs. Understanding the limitations and value of each type of data when creating models may be advantageous for planning targeted lionfish removals and prioritizing sites for conservation efforts.","{""Davis, Alexandra C. D.""}",davis_integratingremotesensingdiver_2019,FALSE,NA,sample_1000,NA,NA
A Call For Viewshed Ecology: Advancing Our Understanding Of The Ecology Of Information Through Viewshed Analysis,"There has been rapid increase of interest in the role that information acquisition plays in ecological process and in shaping life histories and their evolution. Compared to auditory and olfactory cues, the range at which visual cues are likely to be informative to animals is particularly sensitive to the spatial structure of the environment. However, quantification of and accounting for availability of visual information in fundamental and applied ecological research remains extremely limited. We argue that a comprehensive understanding of animal behaviour in a spatial context would greatly benefit from objective quantification of the area an animal can potentially obtain visual information from and therefore draw broad attention to viewshed analysis. This analysis identifies all cells of a gridded surface that are connected by lines-of-sight to a viewpoint, hence, providing information on how much of the environment surrounding a location can be seen. Although heavily used in non-ecological disciplines including civil planning and archaeology, viewshed analysis has seldom been applied in an ecological context. Here, we highlight the opportunity to make use of viewshed approaches in conjunction with three-dimensional remote sensing data and data from animal tracking to make major progress in understanding how visual information influences animal spatial behaviour, ecology and evolution.","{""Aben, Job"",""Pellikka, Petri"",""Travis, Justin M. J.""}",aben_callviewshedecologyadvancing_2018,FALSE,NA,sample_1000,NA,NA
Discontinuous Urban Growth: A Discussion From The Perspective Of Sustainability,"Objective: The study analyzes the phenomenon of discontinuity in the growth of the urban fabric directly related to planning, urbanization and the sustainability of municipal management. The analyzes presented are directed to the case study of Vitória da Conquista, in the State of Bahia, Brazil. Theoretical framework: The study brings theoretical reflections on the issue of discontinuity in the city's urban fabric, correlating it to spatial segregation; public policy; optimization of installed infrastructure; the urban voids generated by real estate speculation, the actions of space transforming agents. Method: The Geographic Information System was used as a methodological instrument, with geoprocessing resources, using orbital data in raster format (satellite images) obtained from the National Institute for Space Research (INPE), and vector cartographic bases available at IBGE. Results and conclusion: The growth of the city of Vitória da Conquista over the years resulted in a morphology with the creation of urban voids, with speculative purposes, where residual spaces were created with discontinuous growth, in a logic that restructures spaces in the urban area. Implications of the research: Access to urban rights or the right to the city of an indivisible nature, guaranteed by the 1988 constitution to all inhabitants of the city, of present and future generations. The equity of living, enjoying and participating in the production of fair, inclusive and sustainable cities. Originality/value: This research has academic value, as it supports public policies and urban planning, with the originality of the discussions presented. © 2023 ANPAD - Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao. All rights reserved.","{""Veiga, A. J. P."",""Veiga, D. A. M.""}",veiga_discontinuousurbangrowthdiscussion_2023,FALSE,NA,sample_1000,NA,NA
Spatial And Temporal Evolution Of Carbon Stocks In Dongting Lake Wetlands Based On Remote Sensing Data,"Wetlands are one of the important carbon reservoirs on earth, assessing the spatial and temporal dynamics of wetland carbon stocks and their driving mechanisms is critical for stabilizing and enhancing the carbon sink function of wetlands. In this study, the carbon stocks of Dongting Lake wetland during 1995-2020 were estimated using the Integrate Valuation of Ecosystem Services and Tradeoffs Tool (InVEST) model and land use/cover data derived from remote sensing data. Subsequently, the geographically weighted regression (GWR) model was utilized to explore the driving mechanisms of the spatial and temporal dynamics of carbon stocks based on natural and socio-economic factors. Finally, evolution of land use status and carbon stocks was simulated based on patch-generating land use simulation (PLUS) model during 2030-2050 under different scenarios. The results showed that: 1) over the past 25 years, carbon stocks have been fluctuating in a 'decrease-increase-decrease' pattern, with an average decrease of 39.70 x 10(6) t per year; 2) compared with socio-economic factors, climate conditions have a greater influence on the change of carbon stocks distribution; 3) under the natural variation scenario, the carbon stocks in 2030 is 1345.36 x 10(6) t, which is increased compared with the year of 2020. However, the carbon stocks in 2040-2050 started to show a decreasing trend. Under the ecological conservation scenario, the increase in forest area leads to a significant increase in carbon stocks from 2030 to 2050, which showed a continuous growth trend and obviously enhanced the carbon sequestration capacity of the Ecological and Economic Circle around Dongting Lake. The results of this study are expected to provide a scientific basis for carbon balance, land use restructuring and wetland resource management planning in the ecological and economic circle around Dongting Lake.","{""An, Xuexian"",""Chen, Shudan"",""Jin, Wenping"",""Long, Xiangren"",""Qi, Shuaiyang"",""Zhang, Meng""}",an_spatialtemporalevolutioncarbon_2022,FALSE,NA,sample_1000,NA,NA
Gesanet: Geospatial-Awareness Network For Vhr Remote Sensing Image Change Detection,"The characteristics of very high-resolution (VHR) remote sensing images (RSIs) have higher spatial resolution inherently and are easier to obtain globally compared with hyperspectral images (HSIs), making it possible to detect small-scale land cover changes in multiple applications. RSI change detection (RSI-CD) based on deep learning has been paid attention to become a frontier research field in recent years and is currently facing two challenging problems. The first is high dependence on registration between bitemporal images caused by high spatial resolution. The other is high pseudo-change information response caused by low spectral resolution. In order to address the abovementioned two problems, a novel RSI-CD framework called geospatial-awareness network (GeSANet) based on the geospatial position matching mechanism (PMM) with multilevel adjustment and the geospatial content reasoning mechanism (CRM) with diverse pseudo-change information filtering is proposed. First, the PMM assigns independent 2-D offset coordinates to each position in the previous temporal image. Afterward, bilinear interpolation is employed to obtain the subpixel feature value after the offset, and the sparse results based on the difference are transmitted to the next level prediction to realize multilevel geospatial correction. The CRM extracts the global features from the corrected sparse feature map in terms of dimensions, implementing effective discriminant feature extraction on the basis of the original feature map in a stepwise refinement manner through the cross-dimension exchange mechanism, to filter out various pseudo-change information as well as maintain real change information. Comparison experiments with five recent state-of-the-art (SOTA) methods are carried out on two popular datasets with diverse changes, and the results show that the proposed method has good robustness and validity for multitemporal RSI-CD. In particular, it has a strong comparative advantage in detecting small entity changes and edge details. The source code of the proposed framework can be downloaded from https://github.com/zxylnnu/GeSANet. © 1980-2012 IEEE.","{""Li, S."",""Wang, X."",""Zhao, K."",""Zhao, X.""}",zhao_gesanetgeospatialawarenessnetwork_2023,FALSE,NA,sample_1000,NA,NA
4d-Var Inversion Of European Nh3 Emissions Using Cris Nh3 Measurements And Geos-Chem Adjoint With Bi-Directional And Uni-Directional Flux Schemes,"We conduct the first 4D-Var inversion of NH3 accounting for NH3 bi-directional flux, using CrIS satellite NH3 observations over Europe in 2016. We find posterior NH3 emissions peak more in springtime than prior emissions at continental to national scales, and annually they are generally smaller than the prior emissions over central Europe, but larger over most of the rest of Europe. Annual posterior anthropogenic NH3 emissions for 25 European Union members (EU25) are 25\% higher than the prior emissions and very close (<2\% difference) to other inventories. Our posterior annual anthropogenic emissions for EU25, the UK, the Netherlands, and Switzerland are generally 10\%-20\% smaller than when treating NH3 fluxes as uni-directional emissions, while the monthly regional difference can be up to 34\% (Switzerland in July). Compared to monthly mean in-situ observations, our posterior NH3 emissions from both schemes generally improve the magnitude and seasonality of simulated surface NH3 and bulk NHx wet deposition throughout most of Europe, whereas evaluation against hourly measurements at a background site shows the bi-directional scheme better captures observed diurnal variability of surface NH3. This contrast highlights the need for accurately simulating diurnal variability of NH3 in assimilation of sun-synchronous observations and also the potential value of future geostationary satellite observations. Overall, our top-down ammonia emissions can help to examine the effectiveness of air pollution control policies to facilitate future air pollution management, as well as helping us understand the uncertainty in top-down NH3 emissions estimates associated with treatment of NH3 surface exchange. Plain Language Summary Atmospheric ammonia contributes to air pollutants and excessive deposition of reactive nitrogen that is detrimental to sensitive ecosystems. Ammonia is emitted mainly by agricultural livestock and fertilizer use. While surface measurements of NH3 are sparse, satellite observations can provide near daily global coverage. Here we calculate monthly NH3 emissions over Europe, the only region adopting NH3 control policies, using an air quality model coupled with a process-based bi-directional NH3 flux scheme and NH3 measurements observed by the CrIS satellite instrument. Our CrIS-derived annual regional total anthropogenic NH3 emissions are close (<2\% difference) to statistic-based bottom-up estimates and are 10\%-20\% lower than when treating NH3 exchange between the atmosphere and biosphere as one-way emissions. Our top-down NH3 emissions estimates may help to assess the efficacy of NH3 abatement policies and provide quantitative support for future policy making.","{""Bash, Jesse O."",""Braban, Christine"",""Bruemmer, Christian"",""Cady-Pereira, Karen"",""Cao, Hansen"",""Capps, Shannon L."",""Dammers, Enrico"",""Ellermann, Thomas"",""Fauvel, Yannick"",""Feigenspan, Stefan"",""Flechard, Christophe"",""Geels, Camilla"",""Heath, Nicholas"",""Henze, Daven K."",""Kruit, Roy Wichink"",""Leeson, Sarah"",""Lonsdale, Chantelle"",""Meier, Mario"",""Miyazaki, Kazuyuki"",""Sanocka, Agnieszka"",""Schrader, Frederik"",""Seitler, Eva"",""Shephard, Mark W."",""Sitwell, Michael"",""Stephens, Amy C. M."",""Tang, Yuk S."",""Twigg, Marsailidh M."",""Vincent, Keith"",""Zhu, Liye""}",cao_4dvarinversioneuropean_2022,FALSE,NA,sample_1000,NA,NA
Longitudinal Associations Of Neighborhood Environment Features With Pediatric Body Mass Index,"Introduction: It has been posited that policies to promote child health and prevent obesity should target neighborhood environments but evidence on the impact of neighborhoods on child weight is conflicting and longitudinal studies (which have benefits for causal inference) are scarce. Methods: We used electronic health records (2007–2016) from an urban, pediatric integrated delivery system and linked children (N = 51,873, ages 6–19 years, 77% African American) to neighborhood-level data to investigate how changes in neighborhood environments relate to changes in body mass index (BMI). Measures of neighborhood environment were resources for healthy foods and physical activity (‘resources’), greenness, violent crime rate, perceived safety and social cohesion. Fixed effects models estimated associations between changes in neighborhood environment exposures and changes in BMI z-score and whether effects differed by sex, baseline age, neighborhood socioeconomic status and population density. Results: Approximately 22% of the cohort was obese (BMI z-score ≥ 95th percentile). In adjusted models, increases in neighborhood greenness and perceived safety were associated with decreases in BMI z-score (mean change in BMI z-score for 1-SD increase for both: -0.012; 95% CI= (−0.018, −0.007)). Increases in neighborhood safety had a stronger effect in children ages 6–10 years than in older children. Increases in social cohesion were associated with increases in BMI z-score (mean change: 0.005 95% CI = (0.003, 0.008)) especially in boys. Increases in food and physical activity resources were not associated with changes in BMI. Conclusions: This study suggests that increasing neighborhood greenness and safety are potential approaches to reduce children's BMI. © 2021 Elsevier Ltd","{""Auchincloss, A. H."",""Daniels, K."",""Diez Roux, A. V."",""Forrest, C. B."",""Lê-Scherban, F."",""Melly, S."",""Moore, K."",""Razzaghi, H.""}",daniels_longitudinalassociationsneighborhoodenvironment_2021,FALSE,NA,sample_1000,NA,NA
Hazard Evaluation Of Secondary Geological Disaster Based On Gis And Information Value Method,"5·12 Wenchuan earthquake triggered a series of secondary landslides, landslides, debris flows, and other geological disasters, which posed a major threat to peoples lives and property and socio-economic development. For risk assessment of secondary geological hazards in the area, the worst-hit Wenchuan County was selected as the study area. Remote sensing and geographic information technology spatial data management and spatial data analysis platform have been applied to gain relevant information, to make a correlative analysis between secondary geological disasters in the study area and the topography, lithology, hydrology, earthquake rupture. In addition, information value method has been used to evaluate the risk of secondary geological disasters. It is found that the area of high risk, moderate risk and low risk is 1130.196 km2, 1739.584 km2, 1213.219 km2 respectively. The distribution of secondary geology disaster triggered by earthquake has the colony type distribution characteristic featured with a concentrated development of geological disasters in the fault zone and the nearby regions and a quick decay and the fragmentary distribution farther away form the fault zone areas. Analysis also shows that risk of secondary geological disaster in north and east areas of Wenchuan is heavy, while that in the west and south areas is light, which is coincident with the reality. The study further demonstrates that the geographical information system combined with information value model can quickly and effectively evaluate the spatial distribution and risk of secondary geological disasters.","{""Du, J."",""Xue, C. S."",""Yan, J."",""Yang, Q. H.""}",du_hazardevaluationsecondarygeological_2010,FALSE,NA,sample_1000,NA,NA
