title,author,year,pdf_out,csv_out
Pricing Policy and Legal Issues: 6th and 7th EOPOLE Workshops,"Harris, Ray and Olby, Nicola",2000,_data/5a_societal_benefits/pdf/harris_2000_pricing_policy_and_legal.pdf,_data/5a_societal_benefits/csv/harris_2000_pricing_policy_and_legal.csv
Agricultural Producers' Willingness to Pay for Real-Time Mesoscale Weather Information,"Kenkel, Phil L. and Norris, Patricia E.",1995,_data/5a_societal_benefits/pdf/kenkel_1995_agricultural_producers_willingness_to.pdf,_data/5a_societal_benefits/csv/kenkel_1995_agricultural_producers_willingness_to.csv
Australian Earth Observation Community Plan 2026: Delivering Essential Information and Services for Australia's Future; Australian Earth Observation Community Coordinating Group. 2016,"Phinn, S. and Dekker, A. and Held, A. and Lane, A. and Legresy, B. and Lewis, A. and Lucieer, A. and Ong, C. and Paudyal, D. and Penning, C.",NA,_data/5a_societal_benefits/pdf/phinn_australian_earth_observation_community.pdf,_data/5a_societal_benefits/csv/phinn_australian_earth_observation_community.csv
Ascribing Societal Benefit to Applied Remote Sensing Data Products: An Examination of Methodologies Based on the Multi-angle Imaging SpectroRadiometer Experience,"Macauley, Molly K. and Diner, David J.",2007,_data/5a_societal_benefits/pdf/macauley_2007_ascribing_societal_benefit_to.pdf,_data/5a_societal_benefits/csv/macauley_2007_ascribing_societal_benefit_to.csv
Future Earth Observation Strategy for Societal Benefits,"Zhou, Guoqing and Baysal, O.",2005,_data/5a_societal_benefits/pdf/zhou_2005_future_earth_observation_strategy.pdf,_data/5a_societal_benefits/csv/zhou_2005_future_earth_observation_strategy.csv
Earth Observation and the Public Good,"Harris, Ray and Miller, Lewis",2011,_data/5a_societal_benefits/pdf/harris_2011_earth_observation_and_the.pdf,_data/5a_societal_benefits/csv/harris_2011_earth_observation_and_the.csv
Valuing Weather Observation Systems For Forest Fire Management,"Khabarov, N. and Moltchanova, E. and Obersteiner, M.",2008,_data/5a_societal_benefits/pdf/khabarov_2008_valuing_weather_observation_systems.pdf,_data/5a_societal_benefits/csv/khabarov_2008_valuing_weather_observation_systems.csv
Using Earth Observations to Enhance Water Resources Decision-Making and Disaster Assessment Processes in the United States and the Developing World,"Lee, Christine M. and Searby, Nancy D. and Hemmings, Sarah N.",2013,_data/5a_societal_benefits/pdf/lee_2013_using_earth_observations_to.pdf,_data/5a_societal_benefits/csv/lee_2013_using_earth_observations_to.csv
Using Architecture Modeling to Assess the Societal Benefits of the Global Earth Observation System-of-Systems,"Martin, J.N.",2008,_data/5a_societal_benefits/pdf/martin_2008_using_architecture_modeling_to.pdf,_data/5a_societal_benefits/csv/martin_2008_using_architecture_modeling_to.csv
Enhancing the Standardized Drought Vulnerability Index by Integrating Spatiotemporal Information from Satellite and in Situ Data,"Oikonomou, Panagiotis D. and Tsesmelis, Demetrios E. and Waskom, Reagan M. and Grigg, Neil S. and Karavitis, Christos A.",2019,_data/5a_societal_benefits/pdf/oikonomou_2019_enhancing_the_standardized_drought.pdf,_data/5a_societal_benefits/csv/oikonomou_2019_enhancing_the_standardized_drought.csv
Impact of Global Earth Observation - Systemic View across GEOSS Societal Benefit Areas,"Rydzak, Felicjan and Obersteiner, Michael and Kraxner, Florian",2010,_data/5a_societal_benefits/pdf/rydzak_2010_impact_of_global_earth.pdf,_data/5a_societal_benefits/csv/rydzak_2010_impact_of_global_earth.csv
A Bayesian Methodology for Estimating the Impacts of Improved Coastal Ocean Information on the Marine Recreational Fishing Industry,"Wieand, Kenneth",2008,_data/5a_societal_benefits/pdf/wieand_2008_a_bayesian_methodology_for.pdf,_data/5a_societal_benefits/csv/wieand_2008_a_bayesian_methodology_for.csv
"A New Process for Organizing Assessments of Social, Economic, and Environmental Outcomes: Case Study of Wildland Fire Management in the USA","Bruins, Randall Jf and Munns, Wayne R and Botti, Stephen J and Brink, Steve and Cleland, David and Kapustka, Larry and Lee, Danny and Luzadis, Valerie and Falk McCarthy, Laura and Rana, Naureen and Rideout, Douglas B and Rollins, Matt and Woodbury, Peter and Zupko, Mike",2010,_data/5a_societal_benefits/pdf/bruins_2010_a_new_process_for.pdf,_data/5a_societal_benefits/csv/bruins_2010_a_new_process_for.csv
A Skill Score Based on Economic Value for Probability Forecasts,"Wilks, D S",2001,_data/5a_societal_benefits/pdf/wilks_2001_a_skill_score_based.pdf,_data/5a_societal_benefits/csv/wilks_2001_a_skill_score_based.csv
An Assessment of the Value of Seasonal Forecasting Technology for Western Australian Farmers,"Petersen, E.H and Fraser, R.W",2001,_data/5a_societal_benefits/pdf/petersen_2001_an_assessment_of_the.pdf,_data/5a_societal_benefits/csv/petersen_2001_an_assessment_of_the.csv
Assessing the Value of Climate Forecast Information for Pastoralists: Evidence from Southern Ethiopia and Northern Kenya,"Luseno, Winnie K and McPeak, John G and Barrett, Christopher B and Little, Peter D and Gebru, Getachew",2003,_data/5a_societal_benefits/pdf/luseno_2003_assessing_the_value_of.pdf,_data/5a_societal_benefits/csv/luseno_2003_assessing_the_value_of.csv
Assessing the Usability and Potential Value of Seasonal Climate Forecasts in Land Management Decisions in the Southwest UK: Challenges and Reflections,"Bruno Soares, Marta",2017,_data/5a_societal_benefits/pdf/brunosoares_2017_assessing_the_usability_and.pdf,_data/5a_societal_benefits/csv/brunosoares_2017_assessing_the_usability_and.csv
Assessing the Value of Seasonal Climate Forecasts for Decision-making,"Bruno Soares, Marta and Daly, Meaghan and Dessai, Suraje",2018,_data/5a_societal_benefits/pdf/brunosoares_2018_assessing_the_value_of.pdf,_data/5a_societal_benefits/csv/brunosoares_2018_assessing_the_value_of.csv
"Contingent Valuation Study of the Benefits of Seasonal Climate Forecasts for Maize Farmers in the Republic of Benin, West Africa","Amegnaglo, Cocou Jaur{\`e}s and Anaman, Kwabena Asomanin and {Mensah-Bonsu}, Akwasi and Onumah, Edwards Ebo and Amoussouga Gero, Fulbert",2017,_data/5a_societal_benefits/pdf/amegnaglo_2017_contingent_valuation_study_of.pdf,_data/5a_societal_benefits/csv/amegnaglo_2017_contingent_valuation_study_of.csv
Economic Value of Seasonal Climate Forecasts for Agriculture: Review of Ex-Ante Assessments and Recommendations for Future Research,"Meza, Francisco J. and Hansen, James W. and Osgood, Daniel",2008,_data/5a_societal_benefits/pdf/meza_2008_economic_value_of_seasonal.pdf,_data/5a_societal_benefits/csv/meza_2008_economic_value_of_seasonal.csv
Economic and Social Benefits of Meteorology and Climatology in Switzerland,"Frei, Thomas",2010,_data/5a_societal_benefits/pdf/frei_2010_economic_and_social_benefits.pdf,_data/5a_societal_benefits/csv/frei_2010_economic_and_social_benefits.csv
Economic Evaluation of Research to Improve the Canadian Forest Fire Danger Rating System,"Gould, J. S. and Patriquin, M. N. and Wang, S. and McFarlane, B. L. and Wotton, B. M.",2013,_data/5a_societal_benefits/pdf/gould_2013_economic_evaluation_of_research.pdf,_data/5a_societal_benefits/csv/gould_2013_economic_evaluation_of_research.csv
Economic Value of Environmental and Weather Information for Agricultural Decisions -- A Case Study for Oklahoma Mesonet,"Ziolkowska, Jadwiga R.",2018,_data/5a_societal_benefits/pdf/ziolkowska_2018_economic_value_of_environmental.pdf,_data/5a_societal_benefits/csv/ziolkowska_2018_economic_value_of_environmental.csv
Economic Value of Hurricane Forecasts: An Overview and Research Needs,"Letson, David and Sutter, Daniel S. and Lazo, Jeffrey K.",2007,_data/5a_societal_benefits/pdf/letson_2007_economic_value_of_hurricane.pdf,_data/5a_societal_benefits/csv/letson_2007_economic_value_of_hurricane.csv
Estimating the Social Value of Geologic Map Information: A Regulatory Application,"Bernknopf, Richard L. and Brookshire, David S. and McKee, Michael and Soller, David R.",1997,_data/5a_societal_benefits/pdf/bernknopf_1997_estimating_the_social_value.pdf,_data/5a_societal_benefits/csv/bernknopf_1997_estimating_the_social_value.csv
Estimating the Value of El Ni\~no Southern Oscillation Information in a Regional Water Market with Implications for Water Management,"Liao, Shu-Yi and Chen, Chi-Chung and Hsu, Shih-Hsun",2010,_data/5a_societal_benefits/pdf/liao_2010_estimating_the_value_of.pdf,_data/5a_societal_benefits/csv/liao_2010_estimating_the_value_of.csv
Getting the Most out of Ensemble Forecasts: A Valuation Model Based on User--Forecast Interactions,"Millner, Antony",2008,_data/5a_societal_benefits/pdf/millner_2008_getting_the_most_out.pdf,_data/5a_societal_benefits/csv/millner_2008_getting_the_most_out.csv
Global Warming Uncertainties and the Value of Information: An Analysis Using CETA,"Peck, Stephen C. and Teisberg, Thomas J.",1993,_data/5a_societal_benefits/pdf/peck_1993_global_warming_uncertainties_and.pdf,_data/5a_societal_benefits/csv/peck_1993_global_warming_uncertainties_and.csv
How to Measure the Economic Health Cost of Wildfires -- A Systematic Review of the Literature for Northern America,"Dittrich, Ruth and McCallum, Stuart",2020,_data/5a_societal_benefits/pdf/dittrich_2020_how_to_measure_the.pdf,_data/5a_societal_benefits/csv/dittrich_2020_how_to_measure_the.csv
Simulating the Value of El Ni\~no Forecasts for the Panama Canal,"Graham, Nicholas E. and Georgakakos, Konstantine P. and Vargas, Carlos and Echevers, Modesto",2006,_data/5a_societal_benefits/pdf/graham_2006_simulating_the_value_of.pdf,_data/5a_societal_benefits/csv/graham_2006_simulating_the_value_of.csv
Socio-Economic Benefits of Weather and Climate Services in Europe,"Perrels, A. and Frei, {\relax Th}. and Espejo, F. and Jamin, L. and Thomalla, A.",2013,_data/5a_societal_benefits/pdf/perrels_2013_socio_economic_benefits_of.pdf,_data/5a_societal_benefits/csv/perrels_2013_socio_economic_benefits_of.csv
Spatio-Temporal Design for a Water Quality Monitoring Network Maximizing the Economic Value of Information to Optimize the Detection of Accidental Pollution,"Destandau, Fran{\c c}ois and Zaiter, Youssef",2020,_data/5a_societal_benefits/pdf/destandau_2020_spatio_temporal_design_for.pdf,_data/5a_societal_benefits/csv/destandau_2020_spatio_temporal_design_for.csv
The Value of El Ni\~no Forecasts in the Management of Salmon: A Stochastic Dynamic Assessment,"Costello, Christopher J. and Adams, Richard M. and Polasky, Stephen",1998,_data/5a_societal_benefits/pdf/costello_1998_the_value_of_el.pdf,_data/5a_societal_benefits/csv/costello_1998_the_value_of_el.csv
The Value of Ocean Surface Wind Information for Maritime Commerce,"Kite-Powell}, Hauke",2011,_data/5a_societal_benefits/pdf/kitepowell_2011_the_value_of_ocean.pdf,_data/5a_societal_benefits/csv/kitepowell_2011_the_value_of_ocean.csv
The Value of Weather Information in Market Equilibrium,"Babcock, Bruce A.",1990,_data/5a_societal_benefits/pdf/babcock_1990_the_value_of_weather.pdf,_data/5a_societal_benefits/csv/babcock_1990_the_value_of_weather.csv
The Benefits to Mexican Agriculture of an El Ni\~no-southern Oscillation (ENSO) Early Warning System,"Adams, Richard M and Houston, Laurie L and McCarl, Bruce A and Tiscare{\~n}o L, Mario and Matus G, Jaime and Weiher, Rodney F",2003,_data/5a_societal_benefits/pdf/adams_2003_the_benefits_to_mexican.pdf,_data/5a_societal_benefits/csv/adams_2003_the_benefits_to_mexican.csv
The Economic Value of Drought Information for Water Management under Climate Change: A Case Study in the Ebro Basin,"Quiroga, S. and Garrote, L. and Iglesias, A. and {Fern{\'a}ndez-Haddad}, Z. and Schlickenrieder, J. and De Lama, B. and Mosso, C. and {S{\'a}nchez-Arcilla}, A.",2011,_data/5a_societal_benefits/pdf/quiroga_2011_the_economic_value_of.pdf,_data/5a_societal_benefits/csv/quiroga_2011_the_economic_value_of.csv
The Effects of Weather on Retail Sales,"Starr-McCluer}, Martha",2000,_data/5a_societal_benefits/pdf/starrmccluer_2000_the_effects_of_weather.pdf,_data/5a_societal_benefits/csv/starrmccluer_2000_the_effects_of_weather.csv
The Not-So-Marginal Value of Weather Warning Systems,"Miller, Benjamin M.",2018,_data/5a_societal_benefits/pdf/miller_2018_the_not_so_marginal.pdf,_data/5a_societal_benefits/csv/miller_2018_the_not_so_marginal.csv
The Public Value of Improving a Weather Forecasting System in Korea: A Choice Experiment Study,"Park, Sun-Young and Yoo, Seung-Hoon",2018,_data/5a_societal_benefits/pdf/park_2018_the_public_value_of.pdf,_data/5a_societal_benefits/csv/park_2018_the_public_value_of.csv
The Value of Climate Information When Farm Programs Matter,"Cabrera, Victor E. and Letson, David and Podest{\'a}, Guillermo",2007,_data/5a_societal_benefits/pdf/cabrera_2007_the_value_of_climate.pdf,_data/5a_societal_benefits/csv/cabrera_2007_the_value_of_climate.csv
The Value of Harmful Algal Bloom Predictions to the Nearshore Commercial Shellfish Fishery in the Gulf of Maine,"Jin, Di and Hoagland, Porter",2008,_data/5a_societal_benefits/pdf/jin_2008_the_value_of_harmful.pdf,_data/5a_societal_benefits/csv/jin_2008_the_value_of_harmful.csv
Using Willingness-to-pay to Assess the Economic Value of Weather Forecasts for Multiple Commercial Sectors,"Rollins, Kimberly S. and Shaykewich, Joseph",2003,_data/5a_societal_benefits/pdf/rollins_2003_using_willingness_to_pay.pdf,_data/5a_societal_benefits/csv/rollins_2003_using_willingness_to_pay.csv
Willingness to Pay for Soil Information Derived by Digital Maps: A Choice Experiment Approach,"Diafas, Iason and Panagos, Panos and Montanarella, Luca",2013,_data/5a_societal_benefits/pdf/diafas_2013_willingness_to_pay_for.pdf,_data/5a_societal_benefits/csv/diafas_2013_willingness_to_pay_for.csv
Value of Perfect ENSO Phase Predictions for Agriculture: Evaluating the Impact of Land Tenure and Decision Objectives,"Letson, David and Laciana, Carlos E. and Bert, Federico E. and Weber, Elke U. and Katz, Richard W. and Gonzalez, Xavier I. and Podest{\'a}, Guillermo P.",2009,_data/5a_societal_benefits/pdf/letson_2009_value_of_perfect_enso.pdf,_data/5a_societal_benefits/csv/letson_2009_value_of_perfect_enso.csv
Value of Improved Long-Range Weather Information,"Adams, Richard M. and Bryant, Kelly J. and Mccarl, Bruce A. and Legler, David M. and O'Brien, James and Solow, Andrew and Weiher, Rodney",1995,_data/5a_societal_benefits/pdf/adams_1995_value_of_improved_long.pdf,_data/5a_societal_benefits/csv/adams_1995_value_of_improved_long.csv
Agricultural Value of ENSO Information under Alternative Phase Definition,"Chen, Chi-Chung and McCarl, Bruce and Hill, Harvey",2002,_data/5a_societal_benefits/pdf/chen_2002_agricultural_value_of_enso.pdf,_data/5a_societal_benefits/csv/chen_2002_agricultural_value_of_enso.csv
The Value of Improved ENSO Prediction to U.S. Agriculture,"Solow, Andrew R and Adams, Richard F and Bryant, Kelly J and Legler, David M and O'Brien, James J and McCARL, BRUCE A and Nayda, William and Weiher, Rodney",1998,_data/5a_societal_benefits/pdf/solow_1998_the_value_of_improved.pdf,_data/5a_societal_benefits/csv/solow_1998_the_value_of_improved.csv
Value of ENSO-Forecasted Drought Information for the Management of Water Resources of Small to Mid-Size Communities,"Sharda, Vaishali and Srivastava, Puneet",2016,_data/5a_societal_benefits/pdf/sharda_2016_value_of_enso_forecasted.pdf,_data/5a_societal_benefits/csv/sharda_2016_value_of_enso_forecasted.csv
