"id","title","abstract","publication_year","authors","type_of_reference","journal_name","doi","other_fields","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons","date_screened_fulltext"
7036876,"The Increasing Need For Geographical Information Technology (Git) Tools In Geoconservation And Geotourism","The use of GIS, remote sensing, and other geographic tools in geoconservation and geotourism is increasing. These tools - hereafter referred to as 'Geographic Information Technology' (GIT) tools - have the potential to simplify workflow in geoconservation assessment and inventory, be employed as decision-support and decision-making tools for complex decisions, or be used to enhance communication and user experience in geotourism. In this paper, we review the progress on the use of GIT tools in geoheritage and geotourism to date, highlighting current gaps in practice. By way of an interview of prominent global geoconservation and geotourism professionals conducted in 2018, we show that approximately 25\% of the surveyed workforce use some type of GIT tool to aid in decision-support, decision-making, or for communication(s) of inventory elements and features of interest. Upon review of the literature, it appears that the vast majority of tools are used for communications of inventory, features and site maps. Opportunities for further improvement in the field will most likely be realised when more sophisticated decision-making tools become available for geoconservationists and geotourism professionals, especially in the use of GIS Multi-Criteria Decision Analysis to rank and curate inventory, geosites or geotouristic experiences. We conclude our discussion with a case study demonstrating the use of selected GIT tools in the process of decisionsupport, decision-making, and communications. We show that at each step in the process of geoconservation, there is a GIT tool that can simplify workflow, and be used to crosscollaborate with other users or platforms. With further refinement, GIT tools should be able to support geoconservationists and geotouristic professionals in global decisionmaking - for assessment, inventory, and standardisation of interpretations of landscape values and potential use.",NA,NA,"article",NA,"10.30486/gcr.2020.1901102.1019","{""notes"": ""('williams_increasinggeographicalinformationtechnology_2020',)""}","{}",2024-12-10 01:01:14,"included",NA,NA
6691713,"Simulating the value of El Nino forecasts for the Panama Canal","The Panama Canal relies on rain-fed streamflow into Gatun Lake, the canal’s primary storage facility, for operations—principally ship passage and hydropower generation. Precipitation in much of Panama has a strong negative relationship with eastern tropical Pacific sea surface temperature (SST) and this relationship is reflected in Gatun Lake inflows. For example, the correlation coefficient between wet season (July–December) inflow and NINO3 SST is -0.53 over the period 1914–1997. Operational capabilities to predict\ntropical Pacific SSTs have been demonstrated by several forecast systems during the past decade, and (as we show) such SST forecasts can be used to reduce the uncertainty of estimates of future inflows (compared with climatological expectations). Because substantial reductions in lake inflow negatively impact canal operations, we wondered whether these forecasts of future inflows, coupled with a method for translating that information into effective operational policy, might result in more efficient canal management. A combined simulation/optimization/assessment ‘‘virtual’’ canal system was implemented and exercised using operational El Nino forecasts over the period 1981–1998. The results show the following main points:\n(i) At current demand levels, the canal system is relatively robust (insensitive to flow forecasts) unless flows are substantially reduced (i.e., during El Nino episodes) or forecasts are extremely accurate.\n(ii) The inclusion of accurately specified levels of forecast uncertainty is critical in developing economically beneficial policies.\n(iii) The situations in which imperfect forecast information can be useful lie between those where storage and future inflows are relatively high, and those where storage and inflows are relatively low. In the former case, demands can be met without the benefit of forecast information, and in the latter case even perfect forecast information cannot prevent operational curtailments.\n(iv) For a nominally configured canal system, the use of operational El Nino forecasts with appropriately specified uncertainty resulted in approximately $US 20,000,000 (about 3%) in increased annual average income compared with the use of deterministic climatological forecasts.",2006,"{""Graham, Nicholas""}","ARTICLE",NA,"https://doi.org/10.1016/j.advwatres.2005.12.005","{}","{}",2024-04-26 18:59:12,"included",NA,NA
6691707,"The value of information: Measuring the contribution of space-derived earth science data to resource management","Governments around the world, as well as private industry, invest heavily in remote sensing spacecraft to obtain data about natural and environmental resources, climate change, and the relationship of earth science to human health and quality of life. Numerous studies have been undertaken to describe and measure the value of the data from these spacecraft in order to justify further investments. The studies use a wide variety of methods and generally find a large range of benefits, from quite small to very large, in part because of differences in methodologies. This article offers a general framework for measuring the value of information. The framework serves two purposes. One is provision of a comprehensive and common basis by which to conduct and evaluate studies of the value of earth science. The second is to better inform decision makers about the value of data. Decision makers comprise three communities: consumers and producers of information, public officials whose job is to invest in data acquisition and information development (including sensors and other hardware, algorithm design and software tools, and a trained labor force), and the public at large.",2006,"{""Macauley, Molly K.""}","ARTICLE",NA,"https://doi.org/10.1016/j.spacepol.2006.08.003","{}","{""in benchmarks?""}",2024-04-22 03:06:27,"included",NA,NA
7036580,"Application Of Near Real-Time And Multiscale Three Dimensional Earth Observation Platforms In Disaster Prevention","Taiwan frequently experiences natural disasters such as typhoons, floods, landslides, debris flows, and earthquakes. Therefore, the instant acquisition of high-definition images and topographic or spatial data of affected areas as disasters occur is crucial for disaster response teams and making emergency aid decisions. The National Applied Research Laboratories has implemented the project ""development of near real-time, high-resolution, global earth observation 3D platform for applications to environmental monitoring and disaster mitigation."" This developmental project integrates earth observation technologies, data warehousing, high-performance visualization displays, grids, and disaster prevention technology to establish a near real-time high-resolution three-dimensional (3D) disaster prevention earth observation application platform for Taiwan. The main functions of this platform include (1) integration of observation information, such as Formosat-2 satellite remote sensing, aerial photography, and 3D photography of disaster sites, to provide multidimensional information of the conditions at the affected sites; (2) disaster prevention application technologies, such as large-sized high-resolution 3D projection system, medium-sized active stereo projection systems, and small-sized personal computers with multiscale 3D display systems; (3) a 3D geographical information network platform that integrates data warehousing and cloud services, complies with the Open Geospatial Consortium (OGC) international standard for image data exchange and release processes, and includes image overlaying and added-value analysis of disasters; and (4) near real-time and automated simulation of image processing procedures, which accelerates orthophoto processing once raw data are received from satellites and provides appropriate images for disaster prevention decision-making within 3 to 6 h. This study uses the 88 Flood event of Typhoon Morakot in 2009, Typhoon Fanapi in 2011, and the 311 Earthquake of Japan in 2011 as examples to dissert the applications, functions and features of this platform for supporting disaster response and disaster recovery decision-making. © 2011 International Journal of Automation and Smart Technology.",NA,NA,"article",NA,"10.5875/ausmt.v1i2.124","{""notes"": ""('tsai_applicationrealtimemultiscale_2011',)""}","{}",2024-10-25 21:30:37,"included",NA,NA
6691545,"Cloud services with big data provide a solution for monitoring and tracking sustainable development goals","To achieve the Sustainable Development Goals (SDGs), high-quality data are needed to inform the formulation of policies and investment decisions, to monitor progress towards the SDGs and to evaluate the impacts of policies. However, the data landscape is changing. With emerging big data and cloud-based services, there are new opportunities for data collection, influencing both official data collection processes and the operation of the programmes they monitor. This paper uses cases and examples to explore the potential of crowdsourcing and public earth observation (EO) data products for monitoring and tracking the SDGs. This paper suggests that cloud-based services that integrate crowdsourcing and public EO data products provide cost-effective solutions for monitoring and tracking the SDGs, particularly for low-income countries. The paper also discusses the challenges of using cloud services and big data for SDG monitoring. Validation and quality control of public EO data is very important; otherwise, the user will be unable to assess the quality of the data or use it with confidence.",2020,"{""Wu, Bingfang""}","ARTICLE",NA,"https://doi.org/10.1016/j.geosus.2020.03.006","{}","{maybe}",2024-04-25 02:29:50,"included",NA,NA
7037246,"The Rise Of Low-Cost Sensing For Managing Air Pollution In Cities","Ever growing populations in cities are associated with a major increase in road vehicles and air pollution. The overall high levels of urban air pollution have been shown to be of a significant risk to city dwellers. However, the impacts of very high but temporally and spatially restricted pollution, and thus exposure, are still poorly understood. Conventional approaches to air quality monitoring are based on networks of static and sparse measurement stations. However, these are prohibitively expensive to capture tempo-spatial heterogeneity and identify pollution hotspots, which is required for the development of robust real-time strategies for exposure control. Current progress in developing low-cost micro-scale sensing technology is radically changing the conventional approach to allow real-time information in a capillary form. But the question remains whether there is value in the less accurate data they generate. This article illustrates the drivers behind current rises in the use of low-cost sensors for air pollution management in cities, while addressing the major challenges for their effective implementation. © 2014 Elsevier Ltd.",NA,NA,"article",NA,"10.1016/j.envint.2014.11.019","{""notes"": ""('kumar_riselowcostsensing_2015',)""}","{}",2024-12-20 02:11:35,"included",NA,NA
7038353,"Chasing Aeroplanes: Developing A Vehicle-Towed Caesium Magnetometer Array To Complement Aerial Photography Over Three Recently Surveyed Sites In The Uk","Aerial photography combined with airborne lidar can often provide information on the location of archaeological sites at a near landscape level of coverage. Ground-based geophysical techniques may then be deployed to complement the aerial survey, particularly where the soils or land use may not be ideal for either producing crop marks or preserving topographic features. This paper describes the development of a vehicle-towed caesium magnetometer array, from an original handpushed system, to allow high-density datasets to be rapidly acquired over large areas required to provide a meaningful comparison at the scale demanded by the aerial survey results. Technical details of the system are presented together with methodological considerations for both data acquisition in the field and appropriate post processing to obtain high-sensitivity field measurements over more weakly magnetized sites. Results are presented from a number of recent collaborative research projects within the English Heritage Remote Sensing Team to illustrate the benefits of a combined aerial and ground-based approach to mapping the historic environment. © 2015 European Association of Geoscientists & Engineers, Near Surface Geophysics.",NA,NA,"article",NA,"10.3997/1873-0604.2015044","{""notes"": ""('linford_chasingaeroplanesdevelopingvehicle_2015',)""}","{}",2024-12-25 16:42:44,"included",NA,NA
7036778,"Operational Meteorological Satellites And Utilization Of Their Data By Deutscher Wetterdienst","The Deutscher Wetterdienst (DWD) has been receiving satellite data for 25 years. A new system for the reception of high resolution digital data from METEOSTAT and NOAA was installed in 1988. After a description of the present global meteorological satellite system and the planning for future systems, information is given on the utilization of satellite data: METEOSAT images are used for weather monitoring and very short range forecasts. In two examples the capability of the imagery is demonstrated to monitor the weather activity of atmospheric fronts and the development of cyclonic storms. Another section deals with the usage of quantitative data such as seasurface temperatures or atmospheric vertical temperature profiles in numerical weather forecasting. Satellite data are used even in climatological. agricultural-meteorological and environmental studies. Satellite data have become an indispensable tool for the legal tasks of meteorological services. Furthermore they have an enormous benefit even for other sciences than operational meteorology. © 1991 Kluwer Academic Publishers.",NA,NA,"article",NA,"10.1007/bf00213056","{""notes"": ""('benesch_operationalmeteorologicalsatellitesutilization_1991',)""}","{}",2024-11-18 19:34:56,"included",NA,NA
6447792,"Utilizing Satellite Earth Observation Analyses and the Environment-Vulnerability-Decision-Technology  Modelling Framework to Support the Yurok Tribe in Mitigating Climate Change Impacts through Natural  Resource Management","The Yurok Tribe is engaging in innovative conservation-based natural resource management to confront the impacts of climate change both on and off the Yurok Ancestral Territory. These indigenous-led efforts focus on protecting community safety and the natural forest, land, and river resources that are connected to their lifeways, economies and culture. However, decisions around the implementation of these efforts are challenging. Challenges include intersecting environmental and socioeconomic factors, understanding complex environmental trends, and a diverse network of stakeholders. This project aids the Nation-Building efforts of the Tribe by supplementing tribal decisionmaking as they develop solutions to mitigate climate impacts, reduce the rate of climate change, and balance resilience, revenue, and cultural values in natural resource management. To supplement Yurok decisionmakers and staff actions, a Decision Support System (DSS) is being developed as a collaborative project by the Tribe and the authors. The DSS incorporates satellite earth observation (EO) analyses and employs the Environment-VulnerabilityDecision-Technology (EVDT) modelling framework. The DSS considers the interactions between the environment, human vulnerability, decision-making and technology design. This work discusses the development of the EO analyses for this DSS. Regarding the environmental component of EVDT, tree cover is analysed towards understanding fire risk and forest trends with respect to different land management strategies. This analysis also relates to the human vulnerability component of EVDT, as it is integrated in the DSS with local socioeconomic data on the wildland-urban interface (to protect public safety) and Tribal Carbon Sequestration projects (to protect the carbon sequestered in these forests). The Normalized Difference Vegetation Index (NDVI) mean anomaly is utilized to examine sustained tree cover change. Also, regarding human vulnerability, existing EO products on forest fire alerts and smoke are integrated with local socioeconomic information in the DSS towards minimizing these climaterelated impacts on Yurok communities. Additionally, analyses of the Global Ecosystem Dynamics Investigation (GEDI) space-based LiDAR data are utilized to provide information on forest structure change. This information is related to the decision-making component of EVDT, as it is employed by Yurok staff and decisionmakers in carbon sequestration initiatives and the Tribe’s natural resources portfolio project planning. These carbon sequestration projects provide the Tribe with meaningful revenues and seek to reduce the rate of climate change impacts. These analyses will be supplemented by aerial LiDAR data collection and further technological advances coupled with scientific and traditional ecological knowledge which is being explored by the Tribe. Future work will include EO analyses of tree species distribution to understand invasive conifer encroachment, forestry strategic actions, prairie restoration, wildlife protection and riparian vegetation on the Klamath and Trinity rivers to mitigate salmon depletion and aid in river restoration.",2022,"{""Israel, Dr. Steven"",""Kinney, Javier"",""Lombardo, Seamus"",""Wood, Prof. Danielle""}","conference proceeding","73rd International Astronautical Congress (IAC)",NA,"{""date"": ""2022-01-19"", ""custom_1"": ""Paris""}","{benchmark}",NA,NA,NA,NA
6862735,"The Value Of Remotely Sensed Vs. Field-Surveyed Habitat Structure For Predicting Bird Abundance: A Case Study In Traditional Orchards","Understanding environmental effects on the distribution and abundance of species is central to ecology, biogeography and evolutionary biology. This led to the development of species distribution models (SDMs) that relate spatial variation in occurrence and abundance to environmental variables. So far, SDMs rarely considered habitat structure, as a major determinant of bird distributions. While remote sensing increasingly provides high-resolution measures of habitat structure, certain structural variables affecting bird abundance still need to be measured with field surveys. In this study, we compare the value of remotely sensed vs. field-surveyed habitat structure for predicting bird abundance. Specifically, we analysed abundance data for nine bird species of traditional orchards in South-Western Germany. 'Remote sensing SDMs' related abundance to structural variables obtained by aerial photogrammetry of individual orchard trees. Alternative 'field survey SDMs' related bird abundance to detailed field surveys of the species composition and pruning state of orchard trees. Additionally, both remote sensing and field survey SDMs included climate and land use variables. Accounting for detailed habitat structure improved abundance predictions for seven of nine study species compared to models only incorporating climate and land use. The impact on model performance differed between remotely sensed and field-surveyed variables: the former improved abundance models for most (n = 7) bird species, whereas the latter had more variable impact, decreasing model performance for five species. The remotely sensed variable with strongest effects was overall tree density, which positively affected abundance of seven species. In contrast, multiple field-surveyed variables had similar effect strength, with the overall strongest effect found for pear tree density, to which seven bird species showed a unimodal response. These analyses have conservation implications since they predict expected responses of bird species to ongoing changes in orchard structure. Moreover, they identify structural variables that will be most promising to measure via remote sensing data in the future.",2022,"{""Chaparro, Laura"",""Schmieder, Klaus"",""Schurr, Frank M.""}","article",NA,"10.1007/s10336-022-01970-9","{""notes"": ""('chaparro_remotelysensedfieldsurveyed_2022',)""}","{}",2024-07-16 23:56:48,"included",NA,NA
6863236,"Spectral Matching Based On Discrete Particle Swarm Optimization: A New Method For Terrestrial Water Body Extraction Using Multi-Temporal Landsat 8 Images","Terrestrial water, an important indicator of inland hydrological status, is sensitive to land use cover change, natural disaster and climate change. An accurate and robust water extraction method can determine the surface water distribution. In this paper, a new method, called the spectrum matching based on discrete particle swarm optimization (SMDPSO) is proposed to recognize water and nonwater in Landsat 8 Operational Land Imager (OLI) images. Only two parameters, the standard water spectrum and the tile size, are considered. These parameters are sufficiently stable so it is unnecessary to change their values for different conditions. By contrast, in supervised methods, samples are chosen based on conditions. Eight test sites covering various water types in different climate conditions are used to assess the performance relative to that of unsupervised and supervised methods in terms of overall accuracy (OA), kappa coefficients (KC), commission error (CE) and omission error (OE). The results show that: (1) SMDPSO achieves the highest accuracy and robustness; (2) SMDPSO has lower OE but higher CE than the supervised method, which means that SMDPSO is the least likely to misclassify water as nonwater, but is more likely to misclassify nonwater as water; (3) SMDPSO has advantages with respect to removing shallows and dark vegetation and preserving the real distribution of small ponds, but cannot recognize shadows, ice, or clouds without the help of other data such as DEM. In addition, a case of flooding in northeastern China is analyzed to demonstrate the applicability of SMDPSO in water inundation mapping. The findings of this study demonstrate a novel robust, low-cost water extraction method that satisfies the requirements of terrestrial water inundation mapping and management.",2018,"{""Jia, Kai"",""Jiang, Weiguo"",""Li, Jing"",""Tang, Zhenghong""}","article",NA,"10.1016/j.rse.2018.02.012","{""notes"": ""('jia_spectralmatchingbaseddiscrete_2018',)""}","{}",2024-07-18 22:03:31,"included",NA,NA
7652958,"Mangrove Plantation Suitability Mapping By Integrating Multi Criteria Decision Making Geospatial Approach And Remote Sensing Data","Mangroves are woody plant communities that appear in tropical and subtropical regions, mainly in intertidal zones along the coastlines. Despite their considerable benefits to humans and the surrounding environment, their existence is threatened by anthropogenic activities and natural drivers. Accordingly, it is vital to conduct efficient efforts to increase mangrove plantations by identifying suitable locations. These efforts are required to support conservation and plantation practices and lower the mortality rate of seedlings. Therefore, identifying ecologically potential areas for plantation practices is mandatory to ensure a higher success rate. This study aimed to identify suitable locations for mangrove plantations along the southern coastal frontiers of Hormozgan, Iran. To this end, we applied a hybrid Fuzzy-DEMATEL-ANP (FDANP) model as a Multi-Criteria Decision Making (MCDM) approach to determine the relative importance of different criteria, combined with geospatial and remote sensing data. In this regard, ten relevant sources of environmental criteria, including meteorological, topographical, and geomorphological, were used in the modeling. The statistical evaluation demonstrated the high potential of the developed approach for suitable location identification. Based on the final results, 6.10\% and 20.80\% of the study area were classified as very-high suitable and very-low suitable areas. The obtained values can elucidate the path for decision-makers and managers for better conservation and plantation planning. Moreover, the utility of charge-free remote sensing data allows cost-effective implementation of such an approach for other regions by interested researchers and governing organizations.",2023,"{""Ghorbanian, Arsalan"",""Homayouni, Saeid"",""Jamali, Sadegh"",""Kanani-Sadat, Yousef"",""Sahraei, Roya""}","article",NA,"10.1080/10095020.2023.2167615","{""notes"": ""('sahraei_mangroveplantationsuitabilitymapping_2023',)""}","{}",2025-02-26 19:20:29,"included",NA,NA
7036736,"Benefits Of Increasing Information Accuracy In Variable Rate Technologies","Improvements in the sustainability of agricultural production depend essentially on advances in the efficient use of nitrogen. Precision farming promises solutions in this respect. Variable rate technologies allow the right quantities of fertilizer to be applied at the right place. This helps to both maintain yields and avoid nitrogen losses. However, these technologies are still not widely adopted, especially in small-scale farming systems. Recent developments in sensing technologies, like drones or satellites, open up new opportunities for variable rate technologies. In this paper, we develop a bio-economic modelling framework to assess the usefulness of different sensing approaches in variable rate fertilization to measure environmental heterogeneity at field level, ranging from satellite imagery to drones and handheld N-sensors. We assess the utility of these sensing technologies and quantify the effects on yields, nitrogen input and associated net returns using wheat production in Switzerland as our case study. Our results show that net profits increase when a high-resolution technology is applied to fields which exhibit higher spatial heterogeneity of soil conditions and lower spatial autocorrelation of different soil types. However, even with a high degree of spatial heterogeneity within a field, both the overall utility of variable rate fertilization and the absolute differences in the net returns between the technologies remain low. Our results suggest that the additional cost of using a drone that provides the highest resolution should not exceed 4.5 CHF/ha compared to the use of a standard N-sensor or satellite imagery. Thus, the adoption of variable rate technologies depends essentially on the additional economic and environmental effects they generate. Therefore, it might be necessary to implement specific policy measures, such as taxes on nitrogen in combination with subsidies. Moreover, specific technology providers, such as contractors, may play a vital role in technology uptake since the economic benefits might only play out at larger spatial levels.",NA,NA,"article",NA,"10.1016/j.ecolecon.2021.107047","{""notes"": ""('spaeti_benefitsincreasinginformationaccuracy_2021',)""}","{}",2024-12-12 21:22:26,"included",NA,NA
7652357,"Evaluating The Compliance Of Sea Turtle Light Ordinances In Florida Using Remote Sensing","Satellite-based remote sensing has essentially been absent from processes evaluating compliance with environmental policy. Through a case study of the observance of sea turtle light ordinances in Florida, this study seeks to demonstrate that remotely sensed data can be beneficial in evaluation of environmental policy compliance. As a means to increase the successful sea turtle nesting rate, 21 counties and several other municipalities adapted policies prohibiting the lighting of beaches during sea turtle nesting season from May to October. Using visible/infrared imager radiometer suite (VIIRS) nighttime lights satellite imagery to determine mean radiance values and diamond plots of difference images of nighttime lights radiance values, this study confirms compliance with these light ordinances while emphasizing the benefits of remote sensing techniques in the process.",2013,"{""Anderson, Sharolyn J."",""Nuernberger, Sarah"",""Sutton, Paul C."",""Yamamoto, Kristina H.""}","article",NA,"10.1111/gec3.12088","{""notes"": ""('anderson_evaluatingcomplianceseaturtle_2013',)""}","{maybe?}",2025-02-26 18:41:32,"included",NA,NA
7038575,"Aggregating High-Priority Landscape Areas To The Parcel Level: An Easement Implementation Tool","Landscape characteristics and parcel ownership information are often collected on different spatial scales leading to difficulties in implementing land use plans at the parcel level. This study provides a method for aggregating highly resolute landscape planning information to the parcel level. Our parcel prioritization model directly incorporates a Land Trust's conservation goals in the form of a compromise programming model. We then demonstrate the use of our approach for implementation decisions, including parcel selection under a budget constraint and the estimation of a total conservation budget necessary to meet specific conservation goals. We found that these cost constraints significantly alter the composition of the 'best' parcels for conservation and can also provide guidance for implementation. The model's results were integral to a local Land Trust's ability to further define and achieve their goals. © 2006 Elsevier Ltd. All rights reserved.",NA,NA,"article",NA,"10.1016/j.jenvman.2006.01.007","{""notes"": ""('strager_aggregatingprioritylandscapeparcel_2007',)""}","{}",2024-11-18 18:44:42,"included",NA,NA
6863329,"Assessing The Role Of Climate And Resource Management On Groundwater Dependent Ecosystem Changes In Arid Environments With The Landsat Archive","Groundwater dependent ecosystems (GDEs) rely on near-surface groundwater. These systems are receiving more attention with rising air temperature, prolonged drought, and where groundwater pumping captures natural groundwater discharge for anthropogenic use. Phreatophyte shrublands, meadows, and riparian areas are GDEs that provide critical habitat for many sensitive species, especially in arid and semi-arid environments. While GDEs are vital for ecosystem services and function, their long-term (i.e. similar to 30 years) spatial and temporal variability is poorly understood with respect to local and regional scale climate, groundwater, and rangeland management. In this work, we compute time series of NDVI derived from sensors of the Landsat TM, ETM +, and OLI lineage for assessing GDEs in a variety of land and water management contexts. Changes in vegetation vigor based on climate, groundwater availability, and land management in arid landscapes are detectable with Landsat. However, the effective quantification of these ecosystem changes can be undermined if changes in spectral bandwidths between different Landsat sensors introduce biases in derived vegetation indices, and if climate, and land and water management histories are not well understood. The objective of this work is to 1) use the Landsat 8 under-fly dataset to quantify differences in spectral reflectance and NDVI between Landsat 7 ETM + and Landsat 8 OLI for a range of vegetation communities in arid and semiarid regions of the southwestern United States, and 2) demonstrate the value of 30-year historical vegetation index and climate datasets for assessing GDEs. Specific study areas were chosen to represent a range of GDEs and environmental conditions important for three scenarios: baseline monitoring of vegetation and climate, riparian restoration, and groundwater level changes. Google's Earth Engine cloud computing and environmental monitoring platform is used to rapidly access and analyze the Landsat archive along with downscaled North American Land Data Assimilation System gridded meteorological data, which are used for both atmospheric correction and correlation analysis. Results from the cross-sensor comparison indicate a benefit from the application of a consistent atmospheric correction method, and that NDVI derived from Landsat 7 and 8 are very similar within the study area. Results from continuous Landsat time series analysis clearly illustrate that there are strong correlations between changes in vegetation vigor, precipitation, evaporative demand, depth to groundwater, and riparian restoration. Trends in summer NDVI associated with riparian restoration and groundwater level changes were found to be statistically significant, and interannual summer NDVI was found to be moderately correlated to interannual water-year precipitation for baseline study sites. Results clearly highlight the complementary relationship between water-year PPT, NDVI, and evaporative demand, and are consistent with regional vegetation index and complementary relationship studies. This work is supporting land and water managers for evaluation of GDEs with respect to climate, groundwater, and resource management. (C) 2016 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY license.",2016,"{""Allen, Richard"",""Carroll, Rosemary"",""Erickson, Tyler"",""Huntington, Justin"",""McGwire, Kenneth"",""Morton, Charles"",""Niswonger, Richard"",""Peterson, Sarah"",""Smith, Guy"",""Snyder, Keirith""}","article",NA,"10.1016/j.rse.2016.07.004","{""notes"": ""('huntington_assessingroleclimateresource_2016',)""}","{}",2024-07-15 17:00:45,"included",NA,NA
6863387,"Assessment Of The Utility Of Remote Sensing Techniques For Monitoring Compliance With Direct Payment Programs","The public-interest direct payment program involves providing direct payments to agricultural producers and rural residents through public funds, premised on performing public functions such as environmental conservation, stable food supply, and maintaining rural communities via agricultural activities. Scientific estimation of crop cultivation areas and production levels is crucial for formulating agricultural policies linked to regulating food supply, which increasingly impacts the national economy. Conducting comprehensive on-site inspections for compliance monitoring of direct payment programs has shown very low efficiency in relation to budget and time. The expansion of areas subject to compliance monitoring and various challenges in on-site inspections necessitate streamlining current monitoring methods and devising effective strategies. As a solution, the application of Remote Sensing technology and spatial information utilization, allowing swift acquisition of necessary information for policies without overall on-site visits, is being discussed as an efficient compliance monitoring method. Therefore, this study evaluated the potential use of remote sensing for improving operational efficiency in monitoring compliance with public-interest direct payment programs. Using satellite images during farming seasons in Gimje and Hapcheon, vegetation indices and spatial variations were utilized to identify cultivated areas, presence of mixed crops, validated against on-site inspection data. Copyright © 2023 by The Korean Society of Remote Sensing.",2023,"{""Ahn, H."",""Lee, K."",""Ryu, J. H.""}","jour",NA,"10.7780/kjrs.2023.39.6.1.23","{""notes"": ""('ahn_assessmentutilityremotesensing_2023',)""}","{}",2024-07-16 22:55:21,"included",NA,NA
6447793,"Monetising the savings of remotely sensed data and information in Burn Area Emergency Response (BAER) wildfire assessment","We used a value of information approach to demonstrate the cost-effectiveness of using satellite imagery as part of the Burn Area Emergency Response (BAER), a US federal program that identifies imminent post-wildfire threats to human life and safety, property and critical natural or cultural resources. We compared the costs associated with producing a Burn Area Reflectance Classification map and implementing a BAER when imagery from satellites (either Landsat or a commercial satellite) was available to when the response team relied on information collected solely by aerial reconnaissance. The case study included two evaluations with and without Burn Area Reflectance Classification products: (a) savings of up to US$51 000 for the Elk Complex wildfire incident request and (b) savings of a multi-incident map production program. Landsat is the most cost-effective way to input burn severity information into the BAER program, with savings of up to US$35 million over a 5-year period.",2020,"{""Bernknopf, Richard"",""Bernknopf, Richard"",""Blakely, Jessica"",""Blakely, Jessica"",""Clifford, T. J."",""Clifford, T. J."",""Epting, Justin"",""Epting, Justin"",""Gibson, Reily"",""Gibson, Reily"",""Goodrich, David"",""Goodrich, David"",""Hardy, Terry"",""Hardy, Terry"",""Kuwayama, Yusuke"",""Kuwayama, Yusuke"",""Mabee, Bethany"",""Mabee, Bethany"",""Quayle, Brad"",""Quayle, Brad""}","journal","International Journal of Wildland Fire","10.1071/WF19209","{""url"": ""https://www.publish.csiro.au/wf/WF19209"", ""date"": ""2020-10-22"", ""pages"": ""18"", ""end_page"": ""29"", ""access_date"": ""2023-04-17 23:28:33"", ""link_to_pdf"": ""https://www.publish.csiro.au/wf/pdf/WF19209"", ""database_provider"": ""www.publish.csiro.au"", ""journal_name_user_abbr_2"": ""Int. J. Wildland Fire""}","{benchmark}",NA,NA,NA,NA
7037876,"Remote Sensing Capabilities For Observational Drought Assessment","Environmental and meteorological added values of remote sensing (RS) data are among the most important perspectives of the application of remote sensing in drought assessment. RS products provide mature data sources for advanced land change analysis, hence, recently they have paved a valuable way to monitor droughts, especially through identifying and detecting spatial-temporal landscape changes remotely. The information is collected through various platforms including ground-based (such as surface radars or ground-based research instruments), aerospace (such as balloons, helicopters, and aircraft), and space (satellites and shuttles) bases that use sensors to collect electromagnetic spectrum for getting information. Thanks to recent progress, a wide range of sensors are available for better decision-making and acquiring enhanced information on a range of different scales. © 2023 CRC Press.",NA,NA,"article",NA,"10.1201/9781003276548-20","{""notes"": ""('abdollahi_remotesensingcapabilitiesobservational_2023',)""}","{}",2024-11-18 22:13:20,"included",NA,NA
7037737,"Autonomous Unmanned Aerial Vehicles In Bushfire Management: Challenges And Opportunities","The intensity and frequency of bushfires have increased significantly, destroying property and living species in recent years. Presently, unmanned aerial vehicle (UAV) technology advancements are becoming increasingly popular in bushfire management systems because of their fundamental characteristics, such as manoeuvrability, autonomy, ease of deployment, and low cost. UAVs with remote-sensing capabilities are used with artificial intelligence, machine learning, and deep-learning algorithms to detect fire regions, make predictions, make decisions, and optimize fire-monitoring tasks. Moreover, UAVs equipped with various advanced sensors, including LIDAR, visual, infrared (IR), and monocular cameras, have been used to monitor bushfires due to their potential to provide new approaches and research opportunities. This review focuses on the use of UAVs in bushfire management for fire detection, fire prediction, autonomous navigation, obstacle avoidance, and search and rescue to improve the accuracy of fire prediction and minimize their impacts on people and nature. The objective of this paper is to provide valuable information on various UAV-based bushfire management systems and machine-learning approaches to predict and effectively respond to bushfires in inaccessible areas using intelligent autonomous UAVs. This paper aims to assemble information about the use of UAVs in bushfire management and to examine the benefits and limitations of existing techniques of UAVs related to bushfire handling. However, we conclude that, despite the potential benefits of UAVs for bushfire management, there are shortcomings in accuracy, and solutions need to be optimized for effective bushfire management.",NA,NA,"article",NA,"10.3390/drones7010047","{""notes"": ""('partheepan_autonomousunmannedaerialvehicles_2023',)""}","{}",2024-11-22 17:39:10,"included",NA,NA
