"id","title","authors","publication_year","tags","t&a_status","t&a_exclusion_reasons"
6691629,"Quantifying the Cost Reduction Potential for Earth Observation Satellites","{""Shao, Anthony""}",2014,"{}","excluded","{""No societal value context""}"
6691532,"Decision Support Model and Visualization for Assessing Environmental Phenomena, Ecosystem Services, Policy Consequences, and Satellite Design Using Earth Observation Data","{""Reid, Jack""}",2020,"{}","excluded","{""Data is not valued""}"
6691664,"Economic and social benefits of meteorology and climatology in Switzerland","{""Frei, Thomas""}",2010,"{}","excluded","{""Valued data is not ESI""}"
6691759,"Analysis of Past Funding for NOAA'S Satellite Programs","{""Namian, D.""}",1985,"{""funding=perceived value?""}","excluded","{""Data is not valued""}"
6658746,"Pattern Planning And Design Of Tiger Hazelnut Shrub In Urban Ecosystem Based On Remote Sensing Technology","{""Li, Huang""}",2021,"{cco}","excluded","{""Data is not valued""}"
6691685,"The value of harmful algal bloom predictions to the nearshore commercial shellfish fishery in the Gulf of Maine","{""Jin, Di""}",2008,"{}","excluded","{""Valued data is not ESI""}"
6691638,"From data to decision-making - experiences in Integrated Earth Observation (IEO)","{""Fulop, Gyork""}",2013,"{}","excluded","{""Data is not valued""}"
6691721,"Economics of an Integrated Ocean Observing System","{""Kite-Powell, Hauke""}",2003,"{}","excluded","{""ESI data not used""}"
6691671,"The ECORS system: A mobility decision-making tool based on earth observation data","{""Grandjean, Gilles""}",2009,"{}","excluded","{""Data is not valued""}"
6691639,"Earth observation from space – The issue of environmental sustainability","{""Durrieu, Sylvie""}",2013,"{}","excluded","{""Data is not valued""}"
6447828,"The Not-So-Marginal Value of Weather Warning Systems","{""Miller, Benjamin M.""}",2018,"{}",NA,NA
6691720,"Weather satellites and the economic value of forecasts: evidence from the electric power industry","{""Hertzfeld, Henry""}",2004,"{""space weather""}","excluded","{""No societal value context""}"
6691758,"On Defining Remote Sensing","{""Fussell, Jay""}",1986,"{}","excluded","{""No societal value context"",""Value is not measured""}"
6691683,"Potential value of GCM-based seasonal rainfall forecasts for maize management in semi-arid Kenya","{""Hansen, James""}",2009,"{}","excluded","{""Valued data is not ESI""}"
6664595,"Research Challenges For Cultural Ecosystem Services And Public Health In (Peri-)Urban Environments","{""Assmuth, T."",""Chen, X."",""Dick, J."",""Hermans, T."",""Hertel, O."",""Jensen, A."",""Jones, L."",""Kabisch, S."",""Lanki, T."",""Lehmann, I."",""Maskell, L."",""Norton, L."",""Reis, S."",""de Vries, S.""}",2019,"{cco}","excluded","{""ESI data not used""}"
6664595,"Research Challenges For Cultural Ecosystem Services And Public Health In (Peri-)Urban Environments","{""Assmuth, T."",""Chen, X."",""Dick, J."",""Hermans, T."",""Hertel, O."",""Jensen, A."",""Jones, L."",""Kabisch, S."",""Lanki, T."",""Lehmann, I."",""Maskell, L."",""Norton, L."",""Reis, S."",""de Vries, S.""}",2019,"{cco}","excluded","{""ESI data not used""}"
6691592,"Contingent valuation study of the benefits of seasonal climate forecasts for maize farmers in the Republic of Benin, West Africa","{""Amegnaglo, Coco""}",2017,"{}","excluded","{""Valued data is not ESI""}"
6691589,"Live Monitoring of Earth Surface (LiMES): A framework for monitoring environmental changes from Earth Observations","{""Giuliani, Gregory""}",2017,"{}","excluded","{""Data is not valued""}"
6691682,"SDI Convergence: Research, Emerging Trends, and Critical Assessment","{""van Loenen, Bastiaan""}",2009,"{}","excluded","{""Data is not valued""}"
6691536,"Monitoring sustainable development by means of earth observation data and machine learning: a review","{""Ferreira, Bruno""}",2020,"{}","excluded","{""Value is not measured""}"
6691557,"Web-based decision support system tools: the Soil and Water Assessment Tool Online visualization and analyses (SWATOnline) and NASA earth observation data downloading and reformatting tool","{""McDonald, Spencer""}",2019,"{}","excluded","{""Data is not valued""}"
6447812,"Seasonal synchrony: the key to tick-borne encephalitis foci identified by satellite data","{""Green, R. M."",""Peacey, M. F."",""Randolph, S. E."",""Rogers, D. J.""}",2000,"{}",NA,NA
6691662,"The value of information: ‘Methodological Frontiers and New Applications for Realizing Social Benefit’ workshop","{""Macauley, Molly""}",2010,"{interesting}","excluded","{""Value is not measured""}"
6691507,"Knowledge formalization for Earth Science informed decision-making: The GEOEssential Knowledge Base","{""Mazzetti, Paolo""}",2022,"{}","excluded","{""Value is not measured"",""Data is not valued""}"
6691730,"Economic benefits of meteorological services","{""Freebairn, John""}",2002,"{interesting}","excluded","{""Value is not measured""}"
6691603,"The benefits and challenges of having an open and free basis satellite data sharing platform in Turkey: Gezgin","{""Deveci, Husne S.""}",2016,"{}","excluded","{""Data is not valued""}"
6691680,"Value of perfect ENSO phase predictions for agriculture: evaluating the impact of land tenure and decision objectives","{""Letson, David""}",2009,"{}","excluded","{""Valued data is not ESI""}"
6691762,"Value and validity of Earth resources observations from space","{""Robinove, Charles""}",1973,"{}","excluded","{""Value is not measured"",""Data is not valued""}"
6691529,"Data Science Applied to Sustainability Analysis","{""Dunn, Jennifer""}",2021,"{}","excluded","{""Data is not valued""}"
6691692,"Getting the Most out of Ensemble Forecasts: A Valuation Model Based on User–Forecast Interactions","{""Millner, Antony""}",2008,"{}","excluded","{""Valued data is not ESI""}"
6669541,"Applying A Risk-Based Approach To The Analysis Of Environmental Aspects (On The Example Of Dairy Industry Enterprise)","{""Bendenko, E."",""Daniliuk, M."",""Pavlov, A."",""Pavlova, A."",""Savoskula, V.""}",2020,"{cco}","excluded","{""ESI data not used""}"
6656902,"Dynamics Of Ecosystem Service Value Caused By Land Use Changes In Manas River Of Xinjiang, China","{""Dai, L."",""Feng, X. Y."",""Li, C. F."",""Lu, L."",""Luo, G. P.""}",2012,"{cco}","excluded","{""Data is not valued""}"
6656902,"Dynamics Of Ecosystem Service Value Caused By Land Use Changes In Manas River Of Xinjiang, China","{""Dai, L."",""Feng, X. Y."",""Li, C. F."",""Lu, L."",""Luo, G. P.""}",2012,"{cco}","excluded","{""Data is not valued""}"
6691756,"The socioeconomic value of climate and weather forecasting: a review","{""Mjelde, James""}",1989,"{}","excluded","{""Valued data is not ESI"",""Review or opinion""}"
6691729,"Agricultural Value of ENSO Information under Alternative Phase Definition","{""Chen, Chi-Chung""}",2002,"{}","excluded","{""Valued data is not ESI""}"
6691518,"Extracting the benefits of Earth observation","{""Digital Earth Australia""}",2021,"{}","excluded","{""No societal value context"",""Value is not measured"",""Data is not valued""}"
6669933,"A Wireless Sensor Network For Urban Environmental Health Monitoring: Urbansense","{""Rainham, D.""}",2016,"{cco}","excluded","{""Data is not valued""}"
6691699,"Societal and economic research and applications for weather forecasts","{""Morrs, Rebecca""}",2008,"{}","excluded","{""Data is not valued""}"
6691734,"The benefits to Mexican agriculture of an El Niño-southern oscillation (ENSO) early warning system","{""Adams, Richard""}",2002,"{}","excluded","{""Valued data is not ESI""}"
6691725,"Using willingness‐to‐pay to assess the economic value of weather forecasts for multiple commercial sectors","{""Rollins, Kimberly""}",2003,"{}","excluded","{""Valued data is not ESI""}"
6691761,"The Value of a Long-Range Weather Forecast for the West African Sahel","{""Glantz, Michael""}",1977,"{}","excluded","{""Valued data is not ESI""}"
6691572,"Economic value of environmental and weather information for agricultural decisions – A case study for Oklahoma Mesonet","{""Ziolkowska, Jadwiga R.""}",2018,"{}","excluded","{""Valued data is not ESI""}"
6691693,"Economic Value of Seasonal Climate Forecasts for Agriculture: Review of Ex-Ante Assessments and Recommendations for Future Research","{""Meza, Francisco""}",2008,"{""scf != esi""}","excluded","{""Valued data is not ESI""}"
6691737,"An assessment of the value of seasonal forecasting technology for Western Australian farmers","{""Petersen, E.H.""}",2001,"{}","excluded","{""Valued data is not ESI""}"
6691627,"Satellite remote sensing, biodiversity research and conservation of the future","{""Pettorelli, Nathalie""}",2014,"{}","excluded","{""Data is not valued"",""Review or opinion""}"
6447817,"Quantifying flood mitigation services: The economic value of Otter Creek wetlands and floodplains to Middlebury, VT","{""Galford, Gillian"",""O'Niel-Dunne, Jarlath"",""Polasky, Stephen"",""Ricketts, Taylor"",""Watson, Keri B.""}",2016,"{}",NA,NA
6691697,"A Bayesian methodology for estimating the impacts of improved coastal ocean information on the marine recreational fishing industry","{""Wieand, Kenneth""}",2008,"{hypothetical}","excluded","{""Valued data is not ESI""}"
6691704,"Geomatics Solutions for Disaster Management","{""Li, Jonathan""}",2007,"{}","excluded","{""Data is not valued""}"
6447827,"Floodnet: a telenetwork for acquisition, processing and dissemination of earth observation data for monitoring and emergency management of floods","{""Blyth, Ken""}",1997,"{}",NA,NA
6691626,"Economic benefit of meteorology in the Swiss road transportation sector","{""Frei, Thomas""}",2014,"{}","excluded","{""No societal value context""}"
6691641,"Socio-economic benefits of weather and climate services in Europe","{""Perrels, Adriaan""}",2013,"{}","excluded","{""Valued data is not ESI""}"
6671060,"Recent Progress On Ecosystem Services Functions Of Soil And Water Conservation Measures","{""Cai, Q."",""Chen, L."",""Li, Q."",""Sun, L."",""Wu, H.""}",2020,"{cco}","excluded","{""Data is not valued""}"
6671060,"Recent Progress On Ecosystem Services Functions Of Soil And Water Conservation Measures","{""Cai, Q."",""Chen, L."",""Li, Q."",""Sun, L."",""Wu, H.""}",2020,"{cco}","excluded","{""Review or opinion""}"
6667192,"Social Responsibility And Environmental Safety Risks Monitoring Of Metallurgical Companies Using An Industrial Approach","{""Bobkova, M."",""Kazakova, N."",""Kogdenko, V."",""Krioni, A."",""Sivkova, A.""}",2020,"{cco}","excluded","{""ESI data not used""}"
6667192,"Social Responsibility And Environmental Safety Risks Monitoring Of Metallurgical Companies Using An Industrial Approach","{""Bobkova, M."",""Kazakova, N."",""Kogdenko, V."",""Krioni, A."",""Sivkova, A.""}",2020,"{cco}","excluded","{""ESI data not used""}"
6691531,"GEOEssential- mainstreaming workflows from data sources to environmental policy indicators with essential variables","{""Lehmann, Anthony""}",2020,"{}","excluded","{""Data is not valued""}"
6691632,"Labeling Geo-Referenced Information in Support of Data Sharing and the Facilitating of Societal Benefits of Earth Observations","{""Plag, Hans-Peter""}",2013,"{}","excluded","{""Data is not valued""}"
6691654,"The Value of Ocean Surface Wind Information for Maritime Commerce","{""Kite-Powell, Hauke""}",2011,"{}","excluded","{""Valued data is not ESI""}"
6691738,"Archives for Earth observation data","{""Harris, Ray""}",2000,"{}","excluded","{""Value is not measured"",""Data is not valued""}"
6691760,"In situ observations","{""Ehalt, D.H.""}",1980,"{}","excluded","{""Data is not valued""}"
6663910,"Cold Atom Interferometry In Satellite Geodesy For Sustainable Environmental Management","{""Batsukh, K.""}",2022,"{cco}","excluded","{""Data is not valued""}"
6691564,"Remote Sensing in Environmental Justice Research—A Review","{""Weigland, Matthias""}",2019,"{}","excluded","{""Data is not valued"",""Review or opinion""}"
6691689,"Earth observations for terrestrial biodiversity and ecosystems","{""Muchoney, Douglas""}",2008,"{}","excluded","{""Data is not valued""}"
6447810,"The Costs and Costs Avoided From Wildfire Fire Management—A Conceptual Framework for a Value of Information Analysis","{""Crowley, Christian"",""Franco, Fabiano"",""Simon, Benjamin""}",2022,"{}",NA,NA
6691724,"Integration of earth observation and in-situ spatial data for the development of a decision support tool for technological risk management","{""Chrysoulakis, Nektarios""}",2003,"{}","excluded","{""Data is not valued""}"
6691539,"How to measure the economic health cost of wildfires – A systematic review of the literature for northern America","{""Dittrich, Ruth""}",2020,"{}","excluded","{""Valued data is not ESI"",""Review or opinion""}"
6666545,"Satellite Remote Sensing For Forestry Planning—A Review","{""Holmgren, P."",""Thuresson, T.""}",1998,"{maybe,cco}","excluded","{""Review or opinion""}"
6666545,"Satellite Remote Sensing For Forestry Planning—A Review","{""Holmgren, P."",""Thuresson, T.""}",1998,"{maybe,cco}","excluded","{""Review or opinion""}"
6691676,"Earth Observations as Decision Support for Adaptation and Mitigation Strategies in Response to Coastal Sea Level Rise","{""Plag, Hans-Peter""}",2009,"{}","excluded","{""Value is not measured"",""Data is not valued""}"
6691726,"Assessing the Value of Climate Forecast Information for Pastoralists: Evidence from Southern Ethiopia and Northern Kenya","{""Luseno, Winnie""}",2003,"{}","excluded","{""Valued data is not ESI""}"
6447816,"Spatial and Temporal Dynamics and Value of Nature-Based Recreation, Estimated via Social Media","{""Ricketts, Taylor H."",""Sonter, Laura J."",""Watson, Keri B."",""Wood, Spencer A.""}",2016,"{}",NA,NA
6691607,"Value of Enso-Forecasted Drought Information for the Management of Water Resources of Small to Mid-Size Communities","{""Sharda, Vaishali""}",2016,"{}","excluded","{""Valued data is not ESI""}"
6691723,"Fire and smoke observed from the Earth Observing System MODIS instrument-products, validation, and operational use","{""Kaufman, Y.J.""}",2003,"{}","excluded","{""Data is not valued""}"
6668588,"Information Technology And Public Health Management Of Disasters - A Model For South Asian Countries","{""Mathew, D.""}",2005,"{cco}","excluded","{""Value is not measured""}"
6691754,"Supplying Earth-observation data from space","{""Macauley, Molly""}",1992,"{}","excluded","{""No societal value context""}"
6447818,"Effects of human demand on conservation planning for biodiversity and ecosystem services","{""Galford, Gillian L."",""Koh, Insu"",""Ricketts, Taylor H."",""Sonter, Laura J."",""Watson, Keri B.""}",2019,"{cco}",NA,NA
6660412,"Era-Planet The European Network For Observing Our Changing Planet","{""Cinnirella, S."",""Hedgecock, I. M."",""Nativi, S."",""Pirrone, N."",""Sprovieri, F.""}",2016,"{cco}","excluded","{""Data is not valued""}"
6660412,"Era-Planet The European Network For Observing Our Changing Planet","{""Cinnirella, S."",""Hedgecock, I. M."",""Nativi, S."",""Pirrone, N."",""Sprovieri, F.""}",2016,"{cco}","excluded","{""Data is not valued""}"
6691684,"A New Process for Organizing Assessments of Social, Economic, and Environmental Outcomes: Case Study of Wildland Fire Management in the USA","{""Bruins, Randall""}",2009,"{}","excluded","{""Valued data is not ESI""}"
6691755,"The Value of Weather Information in Market Equilibrium","{""Babcock, Bruce""}",1990,"{}","excluded","{""Valued data is not ESI""}"
6691576,"The not-so-marginal value of weather warning systems","{""Miller, Benjamin""}",2018,"{}","excluded","{""Valued data is not ESI""}"
6691688,"Creation and operation of a global Earth Observation System of Systems","{""Pearlman, Francoise""}",2008,"{}","excluded","{""Value is not measured"",""Data is not valued""}"
6691619,"Fire Monitoring - the use of medium resolution satellites (AVHRR, MODIS, TET) for long time series processing and the implementation in user driven applications and services","{""Fuchs, Eva-Maria""}",2015,"{}","excluded","{""Data is not valued""}"
6691533,"Spatio-temporal design for a water quality monitoring network maximizing the economic value of information to optimize the detection of accidental pollution","{""Destandau, Francois""}",2020,"{relevant}","excluded","{""Valued data is not ESI""}"
6691595,"A review of applications of satellite earth observation data for global societal benefit and stewardship of planet earth","{""Kansakar, Patistha""}",2016,"{}","excluded","{""Data is not valued"",""Review or opinion""}"
6691593,"Assessing the usability and potential value of seasonal climate forecasts in land management decisions in the southwest UK: challenges and reflections","{""Bruno Soares, Marta""}",2017,"{}","excluded","{""Valued data is not ESI""}"
