title,author,year,key,pdf_out,csv_out
Viirs Nighttime Light Data for Income Estimation at Local Level,"Ivan, Kinga and Holobaca, Iulian-Horia and Benedek, Jozsef and Torok, Ibolya",2020,ivan_viirsnighttimelightdata_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/ivan_2020_viirs_nighttime_light_data.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/ivan_2020_viirs_nighttime_light_data.csv
Formalizing a Two-Step Decision-Making Process in Land Use: Evidence from Controlling Forest Clearcutting Using Spatial Information,"Jabbour, Chady and Hoayek, Anis and Salles, Jean-Michel",2023,jabbour_formalizingstepdecisionprocess_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/jabbour_2023_formalizing_a_two_step.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/jabbour_2023_formalizing_a_two_step.csv
Economic Valuation of Mangroves in the Niger Delta: An Interdisciplinary Approach,"James, G. K. and Adegoke, J. O. and Saba, E. and Nwilo, P. and Akinyede, J. and Osagie, S.",2010,james_economicvaluationmangrovesniger_2010,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/james_2010_economic_valuation_of_mangroves.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/james_2010_economic_valuation_of_mangroves.csv
The Utility of Airborne Hyperspectral and Satellite Multispectral Images in Identifying Natura 2000 Non-Forest Habitats for Conservation Purposes,"Jarocinska, Anna and Kopec, Dominik and Niedzielko, Jan and Wylazlowska, Justyna and {Halladin-Dabrowska}, Anna and Charyton, Jakub and Piernik, Agnieszka and Kaminski, Dariusz",2023,jarocinska_utilityairbornehyperspectralsatellite_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/jarocinska_2023_the_utility_of_airborne.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/jarocinska_2023_the_utility_of_airborne.csv
Rejuvenation of Agriculture in India: Cost Benefits in Using Eo Products,"Jayaraman, V. and Parihar, J. S. and Srivastava, S. K.",2008,jayaraman_rejuvenationagricultureindiacost_2008,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/jayaraman_2008_rejuvenation_of_agriculture_in.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/jayaraman_2008_rejuvenation_of_agriculture_in.csv
Big Data Analysis Applied in Agricultural Planting Layout Optimization,"Jiang, Y. M. and Wang, T. and Zhao, H. H. and Shao, X. D. and Cui, W. H. and Huang, K. and Li, L. P.",2019,jiang_dataanalysisappliedagricultural_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/jiang_2019_big_data_analysis_applied.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/jiang_2019_big_data_analysis_applied.csv
A Review of Approaches for Automated Habitat Mapping and Their Potential Added Value for Biodiversity Monitoring Projects,"Jongman, R. H. G. and M{\""u}cher, C. A. and Bunce, R. G. H. and Lang, M. and Sepp, K.",2019,jongman_reviewapproachesautomatedhabitat_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/jongman_2019_a_review_of_approaches.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/jongman_2019_a_review_of_approaches.csv
Copernicus Program,"Jutz, S. and {Milagro-P{\'e}rez}, M. P.",2017,jutz_copernicusprogram_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/jutz_2017_copernicus_program.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/jutz_2017_copernicus_program.csv
Applications of Geospatial Technologies for Precision Agriculture,"Khan, M. R. and Crabbe, R. A. and Malik, N. A. and O'Meara, L.",2023,khan_applicationsgeospatialtechnologiesprecision_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/khan_2023_applications_of_geospatial_technologies.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/khan_2023_applications_of_geospatial_technologies.csv
An Observing System Simulation Experiment Framework for Air Quality Forecasts in Northeast Asia: A Case Study Utilizing Virtual Geostationary Environment Monitoring Spectrometer and Surface Monitored Aerosol Data,"Kim, Hyeon-Kook and Lee, Seunghee and Bae, Kang-Ho and Jeon, Kwonho and Lee, Myong-In and Song, Chang-Keun",2022,kim_observingsystemsimulationexperiment_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/kim_2022_an_observing_system_simulation.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/kim_2022_an_observing_system_simulation.csv
Remote Sensing of Wetlands: Case Studies Comparing Practical Techniques,"Klemas, V.",2011,klemas_remotesensingwetlandsstudies_2011,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/klemas_2011_remote_sensing_of_wetlands.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/klemas_2011_remote_sensing_of_wetlands.csv
Early Detection and Monitoring Droughts from Noaa Environmental Satellites,"Kogan, F. and Guo, W.",2011,kogan_detectionmonitoringdroughtsnoaa_2011,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/kogan_2011_early_detection_and_monitoring.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/kogan_2011_early_detection_and_monitoring.csv
On Timeliness and Accuracy of Wildfire Detection by the Goes Wf-Abba Algorithm over California during the 2006 Fire Season,"Koltunov, Alexander and Ustin, Susan L. and Prins, Elaine M.",2012,koltunov_timelinessaccuracywildfiredetection_2012,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/koltunov_2012_on_timeliness_and_accuracy.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/koltunov_2012_on_timeliness_and_accuracy.csv
Supporting Management of Refugee Streams by Earth Observation and Geoinformation,"Komp, Klaus-Ulrich and Mueterthies, Andreas",2016,komp_supportingmanagementrefugeestreams_2016,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/komp_2016_supporting_management_of_refugee.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/komp_2016_supporting_management_of_refugee.csv
Assessing the Impact of L-Band Observations on Drought and Flood Risk Estimation: A Decision-Theoretic Approach in an Osse Environment,"Kumar, Sujay V. and Harrison, Kenneth W. and {Peters-Lidard}, Christa D. and Santanello, Jr., Joseph A. and Kirschbaum, Dalia",2014,kumar_assessingimpactbandobservations_2014,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/kumar_2014_assessing_the_impact_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/kumar_2014_assessing_the_impact_of.csv
Open-Source Satellite Data and Gis for Land Resource Mapping,"Kumar, Nirmal and Singh, S. K. and Mishra, V. N. and Reddy, G. P. Obi and Bajpai, R. K.",2018,kumar_sourcesatellitedatagis_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/kumar_2018_open_source_satellite_data.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/kumar_2018_open_source_satellite_data.csv
Resilience Aspects in the Sensor Web Infrastructure for Natural Disaster Monitoring and Risk Assessment Based on Earth Observation Data,"Kussul, Nataliia and Skakun, Sergii and Shelestov, Andrii Yu and Kussul, Olga and Yailymov, Bohdan",2014,kussul_resilienceaspectssensorweb_2014,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/kussul_2014_resilience_aspects_in_the.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/kussul_2014_resilience_aspects_in_the.csv
Ocean Colour Opportunities from Meteosat Second and Third Generation Geostationary Platforms,"Kwiatkowska, Ewa J. and Ruddick, Kevin and Ramon, Didier and Vanhellemont, Quinten and Brockmann, Carsten and Lebreton, Carole and Bonekamp, Hans G.",2016,kwiatkowska_oceancolouropportunitiesmeteosat_2016,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/kwiatkowska_2016_ocean_colour_opportunities_from.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/kwiatkowska_2016_ocean_colour_opportunities_from.csv
Estimating the Societal Benefits of Satellite Instruments: Application to a Break-Even Analysis of the Geoxo Hyperspectral Ir Sounder,"Lauer, Christopher and Conran, Joseph and Adkins, Jeffery",2021,lauer_estimatingsocietalbenefitssatellite_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/lauer_2021_estimating_the_societal_benefits.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/lauer_2021_estimating_the_societal_benefits.csv
"Earth Observation for Citizen Science Validation, or Citizen Science for Earth Observation Validation? The Role of Quality Assurance of Volunteered Observations","Leibovici, Didier G. and Williams, Jamie and Rosser, Julian F. and Hodges, Crona and Chapman, Colin and Higgins, Chris and Jackson, Mike J.",2017,leibovici_earthobservationcitizenscience_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/leibovici_2017_earth_observation_for_citizen.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/leibovici_2017_earth_observation_for_citizen.csv
Comparative Analysis of Machine Learning Algorithms in Automatic Identification and Extraction of Water Boundaries,"Li, A. and Fan, M. and Qin, G. and Xu, Y. and Wang, H.",2021,li_comparativeanalysismachinelearning_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/li_2021_comparative_analysis_of_machine.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/li_2021_comparative_analysis_of_machine.csv
Optimal Decision-Making Model of Spatial Sampling for Survey of China's Land with Remotely Sensed Data,"Li, {\relax LF} and Wang, {\relax JF} and Liu, {\relax JY",2005,li_optimaldecisionmodelspatial_2005,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/li_2005_optimal_decision_making_model.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/li_2005_optimal_decision_making_model.csv
Potential of Npp-Viirs Nighttime Light Imagery for Modeling the Regional Economy of China,"Li, X. and Xu, H. and Chen, X. and Li, C.",2013,li_potentialnppviirsnighttime_2013,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/li_2013_potential_of_npp_viirs.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/li_2013_potential_of_npp_viirs.csv
In-Season Prediction of Corn Grain Yield through Planetscope and Sentinel-2 Images,"Li, Fenling and Miao, Yuxin and Chen, Xiaokai and Sun, Zhitong and Stueve, Kirk and Yuan, Fei",2022,li_seasonpredictioncorngrain_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/li_2022_in_season_prediction_of.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/li_2022_in_season_prediction_of.csv
Measuring the Economic Benefits of Advanced Technology Use for River Flood Forecasting,"Lim, Siew Hoon and Ge, Yue and Jacobs, Jennifer M. and Jia, Xinhua",2022,lim_measuringeconomicbenefitsadvanced_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/lim_2022_measuring_the_economic_benefits.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/lim_2022_measuring_the_economic_benefits.csv
Digitalization and Agricultural Development: Evidence from Morocco,"Lionboui, H. and Boudhar, A. and Lebrini, Y. and Htitiou, A. and Elame, F. and Hadria, R. and Benabdelouahab, T.",2022,lionboui_digitalizationagriculturaldevelopmentevidence_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/lionboui_2022_digitalization_and_agricultural_development.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/lionboui_2022_digitalization_and_agricultural_development.csv
Redefining Climate Regions in the United States of America Using Satellite Remote Sensing and Machine Learning for Public Health Applications,"Liss, A. and Koch, M. and Naumova, E. N.",2014,liss_redefiningclimateregionsunited_2014,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/liss_2014_redefining_climate_regions_in.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/liss_2014_redefining_climate_regions_in.csv
Remote Sensing for Assessing Landslides and Associated Hazards,"Lissak, Candide and Bartsch, Annett and De Michele, Marcello and Gomez, Christopher and Maquaire, Olivier and Raucoules, Daniel and Roulland, Thomas",2020,lissak_remotesensingassessinglandslides_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/lissak_2020_remote_sensing_for_assessing.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/lissak_2020_remote_sensing_for_assessing.csv
Use of Google Earth™ to Strengthen Public Health Capacity and Facilitate Management of Vector-Borne Diseases in Resource-Poor Environments,"Lozano-Fuentes}, S. and {Elizondo-Quiroga}, D. and {Farfan-Ale}, J. A. and {Loro{\~n}o-Pino}, M. A. and {Garcia-Rejon}, J. and {Gomez-Carro}, S. and {Lira-Zumbardo}, V. and {Najera-Vazquez}, R. and {Fernandez-Salas}, I. and {Calderon-Martinez}, J. and {Dominguez-Galera}, M. and {Mis-Avila}, P. and Morris, N. and Coleman, M. and Moore, C. G. and Beatya, B. J. and Eisen, L.",2008,lozanofuentes_googleearthstrengthenpublic_2008,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/lozanofuentes_2008_use_of_google_earth.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/lozanofuentes_2008_use_of_google_earth.csv
Managing Agricultural Water Considering Water Allocation Priority Based on Remote Sensing Data,"Luo, Biao and Zhang, Fan and Liu, Xiao and Pan, Qi and Guo, Ping",2021,luo_managingagriculturalwaterwater_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/luo_2021_managing_agricultural_water_considering.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/luo_2021_managing_agricultural_water_considering.csv
"When Digital Technology Innovation Enhances Indigenous Peoples' e-Participation in Climate Change Resilience-Building: Perspectives under the ""e-Gis Smart, Inclusive, and, Climate-Resilient Indigenous Peoples Landscape and Community Clearing-House Mechanism Solution""","Manga, Sylvestre-Jose-Tidiane",2023,manga_digitaltechnologyinnovationenhances_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/manga_2023_when_digital_technology_innovation.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/manga_2023_when_digital_technology_innovation.csv
Advanced Processing of Multiplatform Remote Sensing Imagery for the Monitoring of Coastal and Mountain Ecosystems,"Marcello, Javier and Eugenio, Francisco and {Gonzalo-Martin}, Consuelo and {Rodriguez-Esparragon}, Dionisio and Marques, Ferran",2021,marcello_advancedprocessingmultiplatformremote_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/marcello_2021_advanced_processing_of_multiplatform.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/marcello_2021_advanced_processing_of_multiplatform.csv
The Utility of Infrequent Snow Depth Images for Deriving Continuous Space-Time Estimates of Seasonal Snow Water Equivalent,"Margulis, Steven A. and Fang, Yiwen and Li, Dongyue and Lettenmaier, Dennis P. and Andreadis, Konstantinos",2019,margulis_utilityinfrequentsnowdepth_2019,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/margulis_2019_the_utility_of_infrequent.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/margulis_2019_the_utility_of_infrequent.csv
"Evaluation Financiere de L`integration de Technologies Satellitaires, Pour Le Suivi Du Couvert Nival, Au Sein D`une Entreprise Hydroelectrique (Le Cas de L`utilisation Du Satellite Radarsat I Dans Le Bassin de La Riviere La Grande (Quebec))","Martin, D. and Bernier, M. and Sasseville, J. L. and Charbonneau, R.",1999,martin_evaluationfinancieredel`integration_1999,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/martin_1999_evaluation_financiere_de_l.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/martin_1999_evaluation_financiere_de_l.csv
Biophysical Characterization of Protected Areas Globally through Optimized Image Segmentation and Classification,"Martinez-Lopez}, Javier and Bertzky, Bastian and {Javier Bonet-Garcia}, Francisco and Bastin, Lucy and Dubois, Gregoire",2016,martinezlopez_biophysicalcharacterizationprotectedglobally_2016,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/martinezlopez_2016_biophysical_characterization_of_protected.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/martinezlopez_2016_biophysical_characterization_of_protected.csv
A Daily 25km Short-Latency Rainfall Product for Data-Scarce Regions Based on the Integration of the Global Precipitation Measurement Mission Rainfall and Multiple-Satellite Soil Moisture Products,"Massari, Christian and Brocca, Luca and Pellarin, Thierry and Abramowitz, Gab and Filippucci, Paolo and Ciabatta, Luca and Maggioni, Viviana and Kerr, Yann and Prieto, Diego Fernandez",2020,massari_daily25kmshortlatency_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/massari_2020_a_daily_25km_short.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/massari_2020_a_daily_25km_short.csv
"A Call for an Aloft Air Quality Monitoring Network: Need, Feasibility, and Potential Value","Mathur, Rohit and Hogrefe, Christian and Hakami, Amir and Zhao, Shunliu and Szykman, James and Hagler, Gayle",2018,mathur_callaloftairquality_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/mathur_2018_a_call_for_an.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/mathur_2018_a_call_for_an.csv
Detection and Mapping the Spatial Distribution of Bracken Fern Weeds Using the Landsat 8 Oli New Generation Sensor,"Matongera, Trylee Nyasha and Mutanga, Onisimo and Dube, Timothy and Sibanda, Mbulisi",2017,matongera_detectionmappingspatialdistribution_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/matongera_2017_detection_and_mapping_the.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/matongera_2017_detection_and_mapping_the.csv
Justification for Site-Specific Weed Management Based on Ecology and Economics,"Maxwell, {\relax BD} and Luschei, {\relax EC",2005,maxwell_justificationsitespecificweed_2005,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/maxwell_2005_justification_for_site_specific.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/maxwell_2005_justification_for_site_specific.csv
Crowdsourcing to Enhance Insights from Satellite Observations,"Mazumdar, Suvodeep and Wrigley, Stuart N. and Ciravegna, Fabio and Pelloquin, Camille and Chapman, Sam and De Vendictis, Laura and Grandoni, Domenico and Ferri, Michele and Bolognini, Luca",2018,mazumdar_crowdsourcingenhanceinsightssatellite_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/mazumdar_2018_crowdsourcing_to_enhance_insights.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/mazumdar_2018_crowdsourcing_to_enhance_insights.csv
Geocolor: A Blending Technique for Satellite Imagery,"Miller, Steven D. and Lindsey, Daniel T. and Seaman, Curtis J. and Solbrig, Jeremy E.",2020,miller_geocolorblendingtechniquesatellite_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/miller_2020_geocolor_a_blending_technique.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/miller_2020_geocolor_a_blending_technique.csv
"Digital Soil Texture Mapping and Spatial Transferability of Machine Learning Models Using Sentinel-1, Sentinel-2, and Terrain-Derived Covariates","Mirzaeitalarposhti, Reza and {Shafizadeh-Moghadam}, Hossein and {Taghizadeh-Mehrjardi}, Ruhollah and Demyan, Michael Scott",2022,mirzaeitalarposhti_digitalsoiltexturemapping_2022,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/mirzaeitalarposhti_2022_digital_soil_texture_mapping.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/mirzaeitalarposhti_2022_digital_soil_texture_mapping.csv
Comparison of Multi-Source Satellite Data for Quantifying Water Quality Parameters in a Mining Environment,"Modiegi, Monaledi and Rampedi, Isaac T. and Tesfamichael, Solomon G.",2020,modiegi_comparisonmultisourcesatellite_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/modiegi_2020_comparison_of_multi_source.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/modiegi_2020_comparison_of_multi_source.csv
The Value of Rapid Damage Assessment for Efficient Earthquake Response,"Moltchanova, Elena and Khabarov, Nikolay and Obersteiner, Michael and Ehrlich, Daniele and Moula, Micheline",2011,moltchanova_rapiddamageassessmentefficient_2011,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/moltchanova_2011_the_value_of_rapid.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/moltchanova_2011_the_value_of_rapid.csv
Unmanned Aircraft in Nature Conservation: An Example from Plant Invasions,"Mullerova, Jana and Bartalos, Tomas and Bruna, Josef and Dvorak, Petr and Vitkova, Michaela",2017,mullerova_unmannedaircraftnatureconservation_2017,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/mullerova_2017_unmanned_aircraft_in_nature.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/mullerova_2017_unmanned_aircraft_in_nature.csv
Measurement of Seagrass Standing Crop Using Satellite and Digital Airborne Remote Sensing,"Mumby, {\relax PJ} and Green, {\relax EP} and Edwards, {\relax AJ} and Clark, {\relax CD",1997,mumby_measurementseagrassstandingcrop_1997,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/mumby_1997_measurement_of_seagrass_standing.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/mumby_1997_measurement_of_seagrass_standing.csv
Uav Assisted Spatiotemporal Analysis and Management of Bushfires: A Case Study of the 2020 Victorian Bushfires,"Munawar, Hafiz Suliman and Ullah, Fahim and Khan, Sara Imran and Qadir, Zakria and Qayyum, Siddra",2021,munawar_uavassistedspatiotemporalanalysis_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/munawar_2021_uav_assisted_spatiotemporal_analysis.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/munawar_2021_uav_assisted_spatiotemporal_analysis.csv
Conservation Impacts of a near Real-Time Forest Monitoring and Alert System for the Tropics,"Musinsky, John and Tabor, Karyn and Cano, Carlos A. and Ledezma, Juan Carlos and Mendoza, Eddy and Rasolohery, Andriambolantsoa and Sajudin, Ermayanti R.",2018,musinsky_conservationimpactsrealtime_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/musinsky_2018_conservation_impacts_of_a.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/musinsky_2018_conservation_impacts_of_a.csv
"Correlation of Publication Frequency of Newspaper Articles with Environment and Public Health Issues in Fire-Prone Peatland Regions of Riau in Sumatra, Indonesia","Ohashi, Masafumi and Kameda, Akihiro and Kozan, Osamu and Kawasaki, Masahiro and Iriana, Windy and Tonokura, Kenichi and Naito, Daisuke and Ueda, Kayo",2021,ohashi_correlationpublicationfrequencynewspaper_2021,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/ohashi_2021_correlation_of_publication_frequency.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/ohashi_2021_correlation_of_publication_frequency.csv
"Practicing Critical Zone Observation in Agricultural Landscapes: Communities, Technology, Environment and Archaeology","Opitz, Rachel and De Smedt, Philippe and {Mayoral-Herrera}, Victorino and Campana, Stefano and Vieri, Marco and Baldwin, Eamonn and Perna, Carolina and Sarri, Daniele and Verhegge, Jeroen",2023,opitz_practicingcriticalzoneobservation_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/opitz_2023_practicing_critical_zone_observation.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/opitz_2023_practicing_critical_zone_observation.csv
Exploring the Potential Value of Satellite Remote Sensing to Monitor Chlorophyll-a for Us Lakes and Reservoirs,"Papenfus, Michael and Schaeffer, Blake and Pollard, I, Amina and Loftin, Keith",2020,papenfus_exploringpotentialsatelliteremote_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/papenfus_2020_exploring_the_potential_value.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/papenfus_2020_exploring_the_potential_value.csv
Autonomous Unmanned Aerial Vehicles in Bushfire Management: Challenges and Opportunities,"Partheepan, Shouthiri and Sanati, Farzad and Hassan, Jahan",2023,partheepan_autonomousunmannedaerialvehicles_2023,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/partheepan_2023_autonomous_unmanned_aerial_vehicles.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/partheepan_2023_autonomous_unmanned_aerial_vehicles.csv
Impacts of Geospatial Information for Decision Making,"Pearlman, F. and Bernknopf, R. and Stewart, M. A. and Pearlman, J. S.",2014,pearlman_impactsgeospatialinformationdecision_2014,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/pearlman_2014_impacts_of_geospatial_information.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/pearlman_2014_impacts_of_geospatial_information.csv
Assumption-versus Data-Based Approaches to Summarizing Species' Ranges,"Peterson, A. Townsend and {Navarro-Siguenza}, Adolfo G. and Gordillo, Alejandro",2018,peterson_assumptionversusdatabased_2018,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/peterson_2018_assumption_versus_data_based.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/peterson_2018_assumption_versus_data_based.csv
"Evaporative Fluxes and Surface Soil Moisture Retrievals in a Mediterranean Setting from Sentinel-3 and the ""Simplified Triangle""","Petropoulos, George P. and Sandric, Ionut and Hristopulos, Dionissios and Carlson, Toby Nahum",2020,petropoulos_evaporativefluxessurfacesoil_2020,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/pdf/petropoulos_2020_evaporative_fluxes_and_surface.pdf,C:/Users/casey/Documents/github/sp1_systematic_map/_data/5e_classifier_round3/csv/petropoulos_2020_evaporative_fluxes_and_surface.csv
