title,key,classification_prediction
Spatiotemporal Downscaling Method Of Land Surface Temperature Based On Daily Change Model Of Temperature,hu_spatiotemporaldownscalingmethodland_2022,0
Integrating Coarse-Resolution Images And Agricultural Statistics To Generate Sub-Pixel Crop Type Maps And Reconciled Area Estimates,hu_integratingcoarseresolutionimages_2021,0
Air Quality Improvement And Cognitive Function Benefit: Insight From Clean Air Action In China,hu_airqualityimprovementcognitive_2022,0
Construction And Optimization Of Ecological Security Pattern In Three-River-Source National Park Based On Ecological Sensitivity And Landscape Connectivity,hu_constructionoptimizationecologicalsecurity_2023,0
Fragmentation Process And Habitat Quality Assessment Of Wetland Landscape In Gansu Section Of Heihe River Basin,hu_fragmentationprocesshabitatquality_2019,0
Improved Monitoring Of Urbanization Processes In China For Regional Climate Impact Assessment,hu_improvedmonitoringurbanizationprocesses_2015,0
Research On Methods For Extracting Change Information Of The Fast-Growing Poplar In Dongting Lake,hu_researchmethodsextractingchange_2014,0
Whole-Genome Sequencing Association Analysis Of Quantitative Red Blood Cell Phenotypes: The Nhlbi Topmed Program,hu_genomesequencingassociationanalysis_2021,0
Research On Monitoring And Environmental Control Of Farmland Operation Based On Multi-Sensor Data Fusion,hua_researchmonitoringenvironmentalcontrol_2020,1
Impact Of Iot Adoption And Application For Smart Healthcare,hua_impactiotadoptionapplication_2022,0
The Origin And Research Progress Of Big Earth Data,huadong_originresearchprogressearth_2024,0
Assessment And Intercomparison Of Noaa Daily Optimum Interpolation Sea Surface Temperature (Doisst) Version 2.1,huang_assessmentintercomparisonnoaadaily_2021,0
Assessing Regional Public Service Facility Accessibility Using Multisource Geospatial Data: A Case Study Of Underdeveloped Areas In China,huang_assessingregionalpublicservice_2024,0
Dynamics Of National Forests Assessed Using The Landsat Record: Case Studies In Eastern United States,huang_dynamicsnationalforestsassessed_2009,0
Spatio-Temporal Trends And Influencing Factors Of Pm2.5 Concentrations In Urban Agglomerations In China Between 2000 And 2016,huang_spatiotemporaltrendsinfluencing_2021,0
Temporal Analysis Of Urban Forest In Beijing Using Landsat Imagery,huang_temporalanalysisurbanforest_2007,0
Panoramic Imaging: Sensor-Line Cameras And Laser Range-Finders,huang_panoramicimagingsensorline_2008,0
"Constructing A Finer-Resolution Forest Height In China Using Icesat/Glas, Landsat And Alos Palsar Data And Height Patterns Of Natural Forests And Plantations",huang_constructingfinerresolutionforest_2019,0
Analysis On Spatiotemporal Changes Of Urban Thermal Landscape Pattern In The Context Of Urbanisation: A Case Study Of Xiamen City,huang_analysisspatiotemporalurbanthermal_2012,0
"Irrigation Salinity Hazard Assessment And Risk Mapping In The Lower Macintyre Valley, Australia",huang_irrigationsalinityhazardassessment_2016,0
Predicting Monthly High-Resolution Pm2.5 Concentrations With Random Forest Model In The North China Plain,huang_predictingmonthlyresolutionpm2.5_2018,0
Spatio-Temporal Probability Threshold Method Of Remote Sensing For Mangroves Mapping In China,huang_spatiotemporalprobabilitythreshold_2022,0
"Changes Of Wetland Landscape Patterns In Dadu River Catchment From 1985 To 2000, China",huang_wetlandlandscapepatternsdadu_2012,0
"Selecting Sites For Converting Farmlands To Wetlands In The Sanjiang Plain, Northeast China, Based On Remote Sensing And Gis",huang_selectingsitesconvertingfarmlands_2010,0
Research On The Assessment Of Riverfront Green Space Based On Urban Vitality Impact: Taking Beijing Haidian District As An Example,huang_researchassessmentriverfrontgreen_2023,0
Soil Erosion Evaluation Of Liudaogou Catchment In The Loess Plateau During The Past 30 Years,huang_soilerosionevaluationliudaogou_2020,0
How To Measure Wetland Destruction And Risk: Wetland Damage Index,huang_measurewetlanddestructionrisk_2022,0
Location Method Of Garden Air Pollution Source Based On Gradient Lifting Regression Tree Algorithm,huang_locationmethodgardenair_2023,0
Soil And Water Conservation Tillage Measure Factor T In The Csle Model: A Method Review,huang_soilwaterconservationtillage_2021,0
Understanding The Spatiotemporal Development Of Human Settlement In Hurricane-Prone Areas On The Us Atlantic And Gulf Coasts Using Nighttime Remote Sensing,huang_understandingspatiotemporaldevelopmenthuman_2019,0
Comprehensive Urban Space Representation With Varying Numbers Of Street-Level Images,huang_comprehensiveurbanspacerepresentation_2023,0
Remote Sensing Monitoring Of Vegetation Dynamic Changes After Fire In The Greater Hinggan Mountain Area: The Algorithm And Application For Eliminating Phenological Impacts,huang_remotesensingmonitoringvegetation_2020,0
"Spatiotemporal Characteristics Of Decoupling Between Land Surface Thermal Environment And Ecosystem Service Value In Pearl River Delta Urban Agglomeration, China",huang_spatiotemporalcharacteristicsdecouplingland_2022,0
Correlation Of Methane Emissions With Cattle Population In Argentine Pampas,huarte_correlationmethaneemissionscattle_2010,0
Extreme Gradient Boosting For Yield Estimation Compared With Deep Learning Approaches,huber_extremegradientboostingyield_2022,0
Large-Scale And Fine-Grained Mapping Of Heathland Habitats Using Open-Source Remote Sensing Data,hubertmoy_scalefinegrainedmapping_2022,0
Wireless Sensor Networks Applied To Precision Agriculture: A Worldwide Literature Review With Emphasis On Latin America,huerta_wirelesssensornetworksapplied_2021,0
Remote Sensing Of Coastal Environmental Hazards,huh_remotesensingcoastalenvironmental_1991,0
Landscape Ecological Risk Assessment Study Of The Yunnan Section Of The Tropic Of Cancer,hui_landscapeecologicalriskassessment_2024,0
The Accuracy Of Gps For Wildlife Telemetry And Habitat Mapping,hulbert_accuracygpswildlifetelemetry_2001,1
Cover Estimations Using Object-Based Image Analysis Rule Sets Developed Across Multiple Scales In Pinyon-Juniper Woodlands,hulet_coverestimationsobjectbased_2014,1
"Molecular Breeding For The Genetic Improvement Of Forage Crops And Turf: Proceedings Of The 4th International Symposium On The Molecular Breeding Of Forage And Turf, A Satellite Workshop Of The Xxth International Grassland Congress, July 2005, Aberystwyth, Wales",humphreys_molecularbreedinggeneticimprovement_2005,0
Multiresource Simulation For Wildland Management,hunter_multiresourcesimulationwildlandmanagement_1979,0
Predictors Of Pregnancy And Changes In Pregnancy Incidence Among Hiv-Positive Women Accessing Hiv Clinical Care,huntington_predictorspregnancypregnancyincidence_2013,0
Tree Defoliation Classification Based On Point Distribution Features Derived From Single-Scan Terrestrial Laser Scanning Data,huo_treedefoliationclassificationbased_2019,0
Remote Sensing Feature Selection For Alpine Wetland Classification,huo_remotesensingfeatureselection_2023,0
Validation Of Surgical Site Infection Surveillance In Orthopedic Procedures,huotari_validationsurgicalsiteinfection_2007,0
The Changing Status Of Arable Habitats In Europe: A Nature Conservation Review,hurford_changingstatusarablehabitats_2021,0
Regional-Scale Models For Predicting Overwinter Survival Of Juvenile Ungulates,hurley_regionalscalemodelspredicting_2017,0
Sentinel-1a For Monitoring Land Subsidence Of Coastal City Of Pakistan Using Persistent Scatterers In-Sar Technique,hussain_sentinel1amonitoringland_2022,0
"Assessment Of Land Use/Land Cover Changes And Its Effect On Land Surface Temperature Using Remote Sensing Techniques In Southern Punjab, Pakistan",hussain_assessmentlandlandcover_2023,0
Cost Of A Recall Of A Single-Center Experience Managing The Riata Defibrillator Lead,hussain_costrecallsinglecenter_2015,0
"Land Use/Land Cover Changes And Their Impact On Land Surface Temperature Using Remote Sensing Technique In District Khanewal, Punjab Pakistan",hussain_landlandcoverimpact_2023,0
Using Gis Tools To Detect The Land Use/Land Cover Changes During Forty Years In Lodhran District Of Pakistan,hussain_gistoolsdetectland_2020,0
Early Warning And Response System (Ewars) For Dengue Outbreaks: Recent Advancements Towards Widespread Applications In Critical Settings,hussainalkhateeb_warningresponsesystemewars_2018,0
Multispectral Remote Sensing Utilization For Monitoring Chlorophyll-A Levels In Inland Water Bodies In Jordan,hussein_multispectralremotesensingutilization_2020,0
Spatiotemporal Wetland Changes And Their Threats In North Central Ethiopian Highlands,hussien_spatiotemporalwetlandthreatsnorth_2018,0
A Framework To Bridge Digital Planning Tools' Utilization Gap In Peri-Urban Spatial Planning; Lessons From Pakistan,hussnain_frameworkbridgedigitalplanning_2020,0
Downscaling Land Surface Temperatures At Regional Scales With Random Forest Regression,hutengs_downscalinglandsurfacetemperatures_2016,0
Long-Term Low-Level Ambient Air Pollution Exposure And Risk Of Lung Cancer – A Pooled Analysis Of 7 European Cohorts,hvidtfeldt_termlowlevelambient_2021,0
Open Government Data In An Age Of Growing Hostility Towards Science,hylandwood_governmentdataagegrowing_2018,0
Introduction,iacomino_introduction_2019,0
Multitemporal Analysis Of Landscape Of Appia Antica Regional Park (Rome),iamonico_multitemporalanalysislandscapeappia_2008,0
Peristat: A Computer-Based Perimetry Self-Test For Cost-Effective Population Screening Of Glaucoma,ianchulev_peristatcomputerbasedperimetry_2005,0
"Epidemiologic Surveillance For Controlling Covid-19 Pandemic: Types, Challenges And Implications",ibrahim_epidemiologicsurveillancecontrollingcovid_2020,0
A Cost-Effective Monitoring Method Using Digital Time-Lapse Cameras For Detecting Temporal And Spatial Variations Of Snowmelt And Vegetation Phenology In Alpine Ecosystems,ide_costeffectivemonitoringmethod_2013,0
"Vegetation And Soil Carbon Under Various Forest Management Types: Case Of Karang Sidemen Community Forest In Lombok, Eastern Indonesia",idris_vegetationsoilcarbonforest_2021,0
Geospatial Modeling Of Heterogeneous Geotechnical Data Using Conventional And Enhanced Conception Of Modified Shepard Method-Based Idw Algorithms: Application And Appraisal,ijaz_geospatialmodelingheterogeneousgeotechnical_2023,0
Particulate Matter Emission Prediction Of Beijing's Fengtai District Through The Box Model Application And Statistical Analysis Of Spatial Layout Grid,ikhumhen_particulatematteremissionprediction_2020,0
"Land Subsidence Phenomena Investigated By Spatiotemporal Analysis Of Groundwater Resources, Remote Sensing Techniques, And Random Forest Method: The Case Of Western Thessaly, Greece",ilia_landsubsidencephenomenainvestigated_2018,0
Digital Health Technology And Telemedicine-Based Hospital And Home Programs In Pulmonary Medicine During The Covid-19 Pandemic,ilowite_digitalhealthtechnologytelemedicine_2021,1
Automated Estimation Of Crop Yield Using Artificial Intelligence And Remote Sensing Technologies,ilyas_automatedestimationcropyield_2023,1
Anomaly Detection Using Morphology-Based Collaborative Representation In Hyperspectral Imagery,imani_anomalydetectionmorphologybased_2018,0
Risk Assessment Of Coastal Flooding Under Different Inundation Situations In Southwest Of Taiwan (Tainan City),imani_riskassessmentcoastalflooding_2021,0
Receive Space-Time Filter And Transmit Sequence Design In Mimo Radar Systems,imani_receivespacetimefilter_2022,0
Developing The Remote Sensing-Based Early Warning System For Monitoring Tss Concentrations In Lake Mead,imen_developingremotesensingbased_2015,0
"Application Of Sentinel-2 Multispectral Data For Habitat Mapping Of Pacific Islands: Palau Republic (Micronesia, Pacific Ocean)",immordino_applicationsentinel2multispectral_2019,1
"Soil Erosion Estimation Of Mohmand Dam Watershed Using Geo-Spatial Techniques In Kpk, Pakistan",imran_soilerosionestimationmohmand_2023,0
The Contribution Of Spaceborne Sar Data In Linear Infrastructures Monitoring Activities,infante_contributionspacebornesardata_2020,1
Principal Components Analysis Of Multitemporal Image Pairs,ingebritsen_principalcomponentsanalysismultitemporal_1985,0
Environmental Variables Influencing Occurrence And Distribution Of Delphinus Delphis In The Eastern Aegean Sea (Eastern Mediterranean Sea),ingrosso_environmentalvariablesinfluencingoccurrence_2024,0
"Time-Cost Estimation For Early Disaster Damage Assessment Methods, Depending On Affected Area",inoguchi_timecostestimationdisaster_2021,0
Current Issues Of Agriculture Digitalization In The Russian Federation,inshakova_currentissuesagriculturedigitalization_2022,0
"Bivariate Based Susceptibility Mapping For Gully Erosion In Wanjoga River Catchment Upper Tana Basin, Kenya",ireri_bivariatebasedsusceptibilitymapping_2021,0
“Natural Laboratory Complex” For Novel Primate Neuroscience,iriki_naturallaboratorycomplexprimate_2022,0
"Reproductive Tactics Of Sexes And Fitness In The Dragonfly, Diastatops Obscura",irusta_reproductivetacticssexesfitness_2007,0
Vegetated Wetlands: From Ecology To Conservation Management,irvine_vegetatedwetlandsecologyconservation_2022,0
"Groundwater Potential Mapping In Hard Rock Terrain Using Remote Sensing, Geospatial And Aeromagnetic Data",ishola_groundwaterpotentialmappinghard_2023,0
"Geospatial Analysis Of Wetlands Based On Land Use/Land Cover Dynamics Using Remote Sensing And Gis In Sindh, Pakistan",islam_geospatialanalysiswetlandsbased_2021,0
Development Of A Near-Infrared Band Derived Water Indices Algorithm For Rapid Flash Flood Inundation Mapping From Sentinel-2 Remote Sensing Datasets,islam_developmentinfraredbandderived_2023,0
Healthcare Providers’ Perspectives On Using Smart Home Systems To Improve Self-Management And Care In People With Heart Failure: A Qualitative Study,islam_healthcareprovidersperspectivessmart_2022,0
Computational Intelligence Techniques In Earth And Environmental Sciences,islam_computationalintelligencetechniquesearth_2014,0
"Development Of Flood-Hazard-Mapping Model Using Random Forest And Frequency Ratio In Sumedang Regency, West Java, Indonesia",ismanto_developmentfloodhazardmapping_2023,0
Preliminary Evidence Of A Barrier Effect Of A Railroad On The Migration Of Mongolian Gazelles,ito_preliminaryevidencebarriereffect_2005,0
Health Status Assessment Through An Integrative Biomarker Approach In Mussels Of Different Ages With A Different History Of Exposure To The Prestige Oil Spill,izagirre_healthstatusassessmentintegrative_2014,0
Agsat: A Smart Irrigation Application For Field-Scale Daily Crop Et And Water Requirements Using Satellite Imagery,jaafar_agsatsmartirrigationapplication_2022,0
Database Developments In The Experimental Cartography Unit ( Uk),jackson_databasedevelopmentsexperimentalcartography_1983,0
Temporal Observations Of Surface Soil Moisture Using A Passive Microwave Sensor,jackson_temporalobservationssurfacesoil_1987,0
The Geo-Observer Network: A Proof Of Concept On Participatory Sensing Of Disasters In A Remote Setting,jacobs_geoobservernetworkproof_2019,0
The Potential Burden Of Home Dialysis On Patients And Caregivers: A Narrative Review,jacquet_potentialburdenhomedialysis_2019,0
Discriminating And Monitoring Rangeland Condition Classes With Modis Ndvi And Evi Indices In Iranian Arid And Semi-Arid Lands,jafari_discriminatingmonitoringrangelandcondition_2017,1
Complement C4 Gene Copy Number Variation Genotyping By High Resolution Melting Pcr,jaimesbernal_complementc4genecopy_2020,0
Analysis Of Discrete Wavelet Transforms Variants For The Fusion Of Ct And Mri Images,jain_analysisdiscretewavelettransforms_2021,0
Tropical Cyclogenesis Prediction In The North Indian Ocean During 2013 Using Oscat Derived Surface Wind Observations,jaiswal_tropicalcyclogenesispredictionnorth_2016,0
Catchment Area Treatment (Cat) Plan And Crop Area Optimization For Integrated Management In A Water Resource Project,jaiswal_catchmenttreatmentcatplan_2013,0
"Predicting Surface Fuel Models And Fuel Metrics Using Lidar And Cir Imagery In A Dense, Mountainous Forest",jakubowksi_predictingsurfacefuelmodels_2013,1
Modelling Current And Future Abundances Of Benthic Invertebrates Using Bathymetric Lidar And Oceanographic Variables,jalali_modellingcurrentfutureabundances_2018,0
Effectiveness Of 2020 Airborne Lidar For Identifying Archaeological Sites And Features On Guåhan (Guam),jalandoni_effectiveness2020airbornelidar_2022,0
"Swin Transformer And Deep Convolutional Neural Networks For Coastal Wetland Classification Using Sentinel-1, Sentinel-2, And Lidar Data",jamali_swintransformerdeepconvolutional_2022,1
On The Design Of Fast Convergent Ldpc Codes For The Bec: An Optimization Approach,jamali_designfastconvergentldpc_2015,0
Economic Valuation Of Mangroves In The Niger Delta: An Interdisciplinary Approach,james_economicvaluationmangrovesniger_2010,1
Incorporating Holistic Methodologies In Determining Wind Resource Availability For The Confederated Salish And Kootenai Tribes,james_incorporatingholisticmethodologiesdetermining_2012,0
Towards A Remote Monitoring Of Patient Vital Signs Based On Iot-Based Blockchain Integrity Management Platforms In Smart Hospitals,jamil_remotemonitoringpatientvital_2020,1
Severe Influenza A In A Tunisian Icu Sentinel Sari Centre: Epidemiological And Clinical Features,jamoussi_severeinfluenzatunisianicu_2022,0
Distributed Empirical Algorithms To Estimate Catchment Scale Sediment Connectivity And Yield In A Subtropical Region,jamshidi_distributedempiricalalgorithmsestimate_2014,0
"Assessment Of Urban Growth Effects On Green Space And Surface Temperature In Doon Valley, Uttarakhand, India",jana_assessmenturbangrowtheffects_2020,0
Employing A Multi-Sensor Fusion Array To Detect Objects For An Orbital Transfer Vehicle To Remove Space Debris,jani_employingmultisensorfusion_2023,1
Quantifying Livestock Effects On Bunchgrass Vegetation With Landsat Etm+ Data Across A Single Growing Season,jansen_quantifyinglivestockeffectsbunchgrass_2016,0
Urbanization And The Loss Of Resource Lands In The Chesapeake Bay Watershed,jantz_urbanizationlossresourcelands_2005,0
Assessing The Association Between Lifetime Exposure To Greenspace And Early Childhood Development And The Mediation Effects Of Air Pollution And Noise In Canada: A Population-Based Birth Cohort Study,jarvis_assessingassociationlifetimeexposure_2021,0
"Optimisation Of Nutrient Cycling And Soil Quality For Sustainable Grasslands: Proceedings Of A Satellite Workshop Of The Xxth International Grassland Congress, July 2005, Oxford, England",jarvis_optimisationnutrientcyclingsoil_2005,0
"Land Use Change, Carbon Stocks And Tree Species Diversity In Green Spaces Of A Secondary City In Myanmar, Pyin Oo Lwin",jarzebski_landchangecarbonstocks_2019,0
"An Epidemiological Analysis Of Acute Flaccid Paralysis And Its Surveillance System In Iraq, 1997-2011",jasem_epidemiologicalanalysisacuteflaccid_2014,0
Efficacy And Efficiency Of Fracture Liaison Services To Reduce The Risk Of Recurrent Osteoporotic Fractures,javaid_efficacyefficiencyfractureliaison_2021,0
Deep Learning-Based Detection Of Urban Forest Cover Change Along With Overall Urban Changes Using Very-High-Resolution Satellite Images,javed_deeplearningbaseddetection_2023,0
Cash For Carbon: A Randomized Trial Of Payments For Ecosystem Services To Reduce Deforestation,jayachandran_cashcarbonrandomizedtrial_2017,0
"A Webgis-Based Study For Managing Mangroves Of Godavari Wetland, Andhra Pradesh, India",jayakumar_webgisbasedstudymanaging_2019,0
India's Eo Pyramid For Holistic Development,jayaraman_india'seopyramidholistic_2009,0
Rejuvenation Of Agriculture In India: Cost Benefits In Using Eo Products,jayaraman_rejuvenationagricultureindiacost_2008,1
Measurement Of Mangrove Biophysical Characteristics In The Bocozelle Ecosystem In Haiti Using Aster Multispectral Data,jeanbaptiste_measurementmangrovebiophysicalcharacteristics_2006,0
Avian Conservation Practices Strengthen Ecosystem Services In California Vineyards,jedlicka_avianconservationpracticesstrengthen_2011,0
Scientists’ Warning To Humanity: Rapid Degradation Of The World's Large Lakes,jenny_scientistswarninghumanityrapid_2020,0
Modeling Wet Headwater Stream Networks Across Multiple Flow Conditions In The Appalachian Highlands,jensen_modelingwetheadwaterstream_2018,0
Solid And Hazardous Waste Disposal Site Selection Using Digital Geographic Information System Techniques,jensen_solidhazardouswastedisposal_1986,0
"Geo-Spatial Technologies In Urban Environments: Policy, Practice, And Pixels",jensen_geospatialtechnologiesurban_2007,0
Sentinel-1 Sar Image-Based Waterbody Detection Technique For Estimating The Water Storage In Agricultural Reservoirs,jeong_sentinel1sarimage_2021,0
A Preliminary Assessment Of Land-To-Water Surface Area Ratios (Lwr) For Sustainable Land Use In Aquaculture,jescovitch_preliminaryassessmentlandwater_2016,0
Administrative Coding Data And Health Care-Associated Infections,jhung_administrativecodingdatahealth_2009,1
Identifying Collapsed Buildings Using Post-Earthquake Satellite Imagery And Convolutional Neural Networks: A Case Study Of The 2010 Haiti Earthquake,ji_identifyingcollapsedbuildingspost_2018,0
Ecological Environment Assessment Of Shanxi Province And Planned Mining Area Based On Coupling Remote Sensing Ecological Index (Rsei) Model,ji_ecologicalenvironmentassessmentshanxi_2023,0
Identification And Optimal Regulation Of The Production-Living-Ecological Space Based On Quantitative Land Use Functions,ji_identificationoptimalregulationproduction_2020,0
The Cooling Effect Of Plain Afforestation In The Beijing Project And Its Remote Sensing-Based Valuation,jia_coolingeffectplainafforestation_2017,0
The Status And Trend On The Urban Tree Canopy Research,jia_statustrendurbantree_2013,0
Land Use/Land Cover Change And Influencing Factors In The Taitema Lake In The Past 30 Years,jia_landlandcoverchange_2021,0
Multi-Strategy Emperor Penguin Optimizer For Rgb Histogram-Based Color Satellite Image Segmentation Using Masi Entropy,jia_multistrategyemperorpenguin_2019,0
"The Effect Of Meteorological Drought On Vegetation Cover In The Yellow River Basin, China",jia_effectmeteorologicaldroughtvegetation_2022,0
Study On Ecological Evaluation Of Urban Land Based On Gis And Rs Technology,jia_studyecologicalevaluationurban_2021,0
Monitoring Maize Leaf Spot Disease Using Multi-Source Uav Imagery,jia_monitoringmaizeleafspot_2023,0
Spatial Distribution Characteristics Of Environmental Variables And Response To Land Use Patterns In Different Aquatic Ecological Functional Regions Of Hun-Tai River Basin,jia_spatialdistributioncharacteristicsenvironmental_2021,0
A Multi-Scale Transformer Fusion Deep Clustering Network For Unsupervised Planetary Change Detection,jia_multiscaletransformerfusion_2024,0
Exploring Hard Samples In Multiview For Few-Shot Remote Sensing Scene Classification,jia_exploringhardsamplesmultiview_2023,0
Grassland Biomass Spatiotemporal Patterns And Response To Climate Change In Eastern Inner Mongolia Based On Xgboost Model Estimates,jia_grasslandbiomassspatiotemporalpatterns_2024,0
Simulating Spatial-Temporal Changes Of Land-Use Based On Ecological Redline Restrictions And Landscape Driving Factors: A Case Study In Beijing,jia_simulatingspatialtemporalland_2018,0
Application Of Ecosystem Services Research On A Protection Effectiveness Evaluation Of The Ecological Redline Policy,jiang_applicationecosystemservicesresearch_2019,0
Assessing Marginal Land Availability Based On Land Use Change Information In The Contiguous United States,jiang_assessingmarginallandavailability_2021,0
Remotely Estimating Total Suspended Solids Concentration In Clear To Extremely Turbid Waters Using A Novel Semi-Analytical Method,jiang_remotelyestimatingtotalsuspended_2021,0
A Modified Knn Method For Mapping The Leaf Area Index In Arid And Semi-Arid Areas Of China,jiang_modifiedknnmethodmapping_2020,0
Ecological Service Value Evaluation And Temporal-Spatial Evolution Characteristics In Jiangsu Province Based On Lucc,jiang_ecologicalserviceevaluationtemporal_2021,0
Remote Sensing Image Compression Assessment Based On Multilevel Distortions,jiang_remotesensingimagecompression_2014,1
"Monitoring Lakes And Reservoirs Using Satellite Radar Altimetry: Theory, Methods, And Progresses",jiang_monitoringlakesreservoirssatellite_2022,0
"Preliminary Evaluation And Spatio-Temporal Evolution Characteristics Of The Ecosystem Service Value In Jiangsu Province, East China",jiang_preliminaryevaluationspatiotemporal_2024,0
Runoff Estimation With Low Altitude Remote Sensing And Satellite Images,jiang_runoffestimationlowaltitude_2023,0
Simulation Study On Rain-Flood Regulation In Urban “Gray-Green-Blue” Spaces Based On System Dynamics: A Case Study Of The Guitang River Basin In Changsha,jiang_simulationstudyrainflood_2024,0
Land Use Classification In Arid Region Based On Multi-Seasonal Linear Spectral Mixture Analysis And Decision Tree Method,jiang_landclassificationaridregion_2016,0
Simulation Of Surface Water - Groundwater Interaction In The Plain Area Of The Poyang Lake Considering The Change Of Water Body Area,jiang_simulationsurfacewatergroundwater_2023,0
Progress And Prospect Of Chinese Ocean Satellites,jiang_progressprospectchineseocean_2016,1
"The Impact Assessment Of Hydro-Biological Connectivity Changes On The Estuary Wetland Through The Ecological Restoration Project In The Yellow River Delta, China",jiang_impactassessmenthydrobiological_2021,0
"Eco-Hydrological Response Of Water Conveyance In The Mainstream Of The Tarim River, China",jiao_ecohydrologicalresponsewater_2022,0
A New Multi-Sensor Integrated Index For Drought Monitoring,jiao_multisensorintegratedindex_2019,0
Stroke Prevention During And After Transcatheter Aortic Valve Implantation: From Cerebral Protection Devices To Antithrombotic Management,jimenezdiaz_strokepreventiontranscatheteraortic_2022,0
Location Choice And Optimization Of Development Of Community-Oriented New Retail Stores: A Case Study Of Freshippo Stores In Nanjing City,jin_locationchoiceoptimizationdevelopment_2020,0
Mapping China’s Electronic Power Consumption Using Points Of Interest And Remote Sensing Data,jin_mappingchina’selectronicpower_2021,0
Parameters Estimation And Applications From Single- To Five-Frequency Multi-Gnss Precise Point Positioning,jin_parametersestimationapplicationssingle_2022,1
From The Coast To The Interior: Global Economic Evolution Patterns And Mechanisms,jin_coastinteriorglobaleconomic_2023,0
Smallholder Maize Area And Yield Mapping At National Scales With Google Earth Engine,jin_smallholdermaizeyieldmapping_2019,0
A Data-Driven Approach To Generate Past Grace-Like Terrestrial Water Storage Solution By Calibrating The Land Surface Model Simulations,jing_datadrivenapproachgenerate_2020,0
Reconstructing Monthly Ecv Global Soil Moisture With An Improved Spatial Resolution,jing_reconstructingmonthlyecvglobal_2018,1
Construction Of Remote Sensing Monitoring Model Of Wheat Stripe Rust Based On Fractional-Order Differential Spectral Index,jing_constructionremotesensingmonitoring_2021,0
"Distribution Of Vegetation Types With Topography In The Xiaodonggou Forest Region Of Altai Mountains, Northwest China",jing_distributionvegetationtypestopography_2015,0
Investigation On Eco-Environmental Effects Of Land Use/Cover-Landscape Pattern And Climate Change In Ebinur Lake Wetland Nature Reserve,jing_investigationecoenvironmentaleffects_2017,0
Monitoring Dynamics And Driving Forces Of Lake Changes In Different Seasons In Xinjiang Using Multi-Source Remote Sensing,jing_monitoringdynamicsdrivingforces_2018,0
Swin-Resunet+: An Edge Enhancement Module For Road Extraction From Remote Sensing Images,jing_swinresunetedgeenhancement_2023,1
"Morphometric Analysis Of The Rawandoz River Basin, Erbil, Kurdistan Region, Iraq",jirjees_morphometricanalysisrawandozriver_2022,0
The Cost-Effectiveness Of Rotavirus Vaccination In Armenia,jit_costeffectivenessrotavirusvaccination_2011,0
Pre-Harvest Corn Grain Moisture Estimation Using Aerial Multispectral Imagery And Machine Learning Techniques,jjagwe_preharvestcorngrain_2023,0
Sustainable Urban Energy: Development Of A Mesoscale Assessment Model For Solar Reflective Roof Technologies,jo_sustainableurbanenergydevelopment_2010,0
Spatial Representation Of The Supply And Demand Of Water-Related Ecosystem Services,jobbagy_spatialrepresentationsupplydemand_2022,0
Habitat Use By Least Bitterns (Ixobrychus Exilis) In Québec,jobin_habitatbitternsixobrychusexilis_2011,0
The Influence Of Individual-Specific Plant Parameters And Species Composition On The Allergenic Potential Of Urban Green Spaces,jochneroette_influenceindividualspecificplant_2018,0
First Satellite Tracks Of The Endangered Black-Capped Petrel,jodice_satellitetracksendangeredblack_2016,0
"Mapping Of Riparian Zone Attributes Using Discrete Return Lidar, Quickbird And Spot-5 Imagery: Assessing Accuracy And Costs",johansen_mappingriparianzoneattributes_2010,0
Reflections On The Nature Of Soil And Its Biomantle,johnson_reflectionsnaturesoilbiomantle_2005,0
The Use Of Avhrr Data In Operational Agricultural Assessment In Africa,johnson_avhrrdataoperationalagricultural_1987,1
"Physical And Economic Impacts Of Sedimentation On Fishing Activities: Nam Pong Basin, Northeast Thailand",johnson_physicaleconomicimpactssedimentation_1984,0
Space Warfare In The 21st Century: Arming The Heavens,johnsonfreese_spacewarfare21stcentury_2016,0
Bushfire Smoke: An Exemplar Of Coupled Human And Natural Systems,johnston_bushfiresmokeexemplarcoupled_2014,0
Cost-Effectiveness Of Therapies For Melanoma,johnston_costeffectivenesstherapiesmelanoma_2015,0
Defining Product Intake Fraction To Quantify And Compare Exposure To Consumer Products,jolliet_definingproductintakefraction_2015,1
Heterogeneity Characteristics Of An Inland Wetland Environment Through Spatio-Spectral Analysis,jollineau_heterogeneitycharacteristicsinlandwetland_2008,0
Estimating Cause-Specific Mortality Rates Using Recovered Carcasses,joly_estimatingspecificmortalityrates_2009,0
Assessing The Intraurban Differences In Vegetation Coverage And Surface Climate In A Heterogeneous Area,jombo_assessingintraurbandifferencesvegetation_2022,0
Managing Technical Performance Margins To Control Earth And Space Science Instrument Costs,jones_managingtechnicalperformancemargins_2015,1
Efficient Wetland Surface Water Detection And Monitoring Via Landsat: Comparison With In Situ Data From The Everglades Depth Estimation Network,jones_efficientwetlandsurfacewater_2015,0
Remote Sensing Of Vegetation Pattern And Condition To Monitor Changes In Everglades Biogeochemistry,jones_remotesensingvegetationpattern_2011,0
A Review Of Approaches For Automated Habitat Mapping And Their Potential Added Value For Biodiversity Monitoring Projects,jongman_reviewapproachesautomatedhabitat_2019,1
How Digital Health Affects The Patient-Physician Relationship: An Empirical-Ethics Study Into The Perspectives And Experiences In Obstetric Care,jongsma_digitalhealthaffectspatient_2021,0
