title,author,year,doi,key,phase,screening_decision,reason_for_exclusion,quick_notes,soc_method,societal_benefit,value_units,eo_data,applied_science_theme,notes
Spaceborne Imaging Spectroscopy For Sustainable Agriculture: Contributions And Challenges,"Hank, Tobias B. and Berger, Katja and Bach, Heike and Clevers, Jan G. P. W. and Gitelson, Anatoly and Zarco-Tejada, Pablo and Mauser, Wolfram",2019,10.1007/s10712-018-9492-0,hank_spaceborneimagingspectroscopysustainable_2019,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copernicus Program,"Jutz, S. and Milagro-Pérez, M. P.",2017,10.1016/b978-0-12-409548-9.10317-3,jutz_copernicusprogram_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uav Assisted Spatiotemporal Analysis And Management Of Bushfires: A Case Study Of The 2020 Victorian Bushfires,"Munawar, Hafiz Suliman and Ullah, Fahim and Khan, Sara Imran and Qadir, Zakria and Qayyum, Siddra",2021,10.3390/fire4030040,munawar_uavassistedspatiotemporalanalysis_2021,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Assessing The Impact Of L-Band Observations On Drought And Flood Risk Estimation: A Decision-Theoretic Approach In An Osse Environment,"Kumar, Sujay V. and Harrison, Kenneth W. and Peters-Lidard, Christa D. and Santanello, Jr., Joseph A. and Kirschbaum, Dalia",2014,10.1175/jhm-d-13-0204.1,kumar_assessingimpactbandobservations_2014,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Testing And Validation Of Cloud Infrastructures For Earth Observation Services With Satellite Constellations,"Becedas, J. and Pérez, R. and González, G.",2015,10.1080/01431161.2015.1070324,becedas_testingvalidationcloudinfrastructures_2015,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Technological Innovations Bringing Spatial Technology To Precision Agriculture In The Northern Great Plains,"Zhang, Xiaodong and Seelan, Santhosh and Nowatzki, John",2014,10.3727/194982414x13971392823271,zhang_technologicalinnovationsbringingspatial_2014,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Big Data Analysis Applied In Agricultural Planting Layout Optimization,"Jiang, Y. M. and Wang, T. and Zhao, H. H. and Shao, X. D. and Cui, W. H. and Huang, K. and Li, L. P.",2019,10.13031/aea.12790,jiang_dataanalysisappliedagricultural_2019,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remote Sensing For Assessing Landslides And Associated Hazards,"Lissak, Candide and Bartsch, Annett and De Michele, Marcello and Gomez, Christopher and Maquaire, Olivier and Raucoules, Daniel and Roulland, Thomas",2020,10.1007/s10712-020-09609-1,lissak_remotesensingassessinglandslides_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Using The Social Cost Of Carbon To Value Earth Observing Systems,NA,NA,10.1080/14693062.2015.1110109,NA,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resource Management In Rangeland,"Booth, D. T. and Cox, S. E.",2015,10.1201/b18173-15,booth_resourcemanagementrangeland_2015,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Accuracy And Impact Of Spatial Aids Based Upon Satellite Enumeration To Improve Indoor Residual Spraying Spatial Coverage,"Bridges, Daniel J. and Pollard, Derek and Winters, Anna M. and Winters, Benjamin and Sikaala, Chadwick and Renn, Silvia and Larsen, David A.",2018,10.1186/s12936-018-2236-2,bridges_accuracyimpactspatialaids_2018,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Comparing The Information Content Of Coral Reef Geomorphological And Biological Habitat Maps, Amirantes Archipelago (Seychelles), Western Indian Ocean","Hamylton, S. and Andrefouet, S. and Spencer, T.",2012,10.1016/j.ecss.2012.06.001,hamylton_comparinginformationcontentcoral_2012,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Assessing The Effects Of Severe Weather Events Through Remote Sensing On Samothrace, Greece: Applications For The Management Of Cultural Resources","Plekhov, Daniel and Levine, I, Evan",2018,10.1016/j.jasrep.2018.09.002,plekhov_assessingeffectssevereweather_2018,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Digital Soil Texture Mapping And Spatial Transferability Of Machine Learning Models Using Sentinel-1, Sentinel-2, And Terrain-Derived Covariates","Mirzaeitalarposhti, Reza and Shafizadeh-Moghadam, Hossein and Taghizadeh-Mehrjardi, Ruhollah and Demyan, Michael Scott",2022,10.3390/rs14235909,mirzaeitalarposhti_digitalsoiltexturemapping_2022,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Correlation Of Publication Frequency Of Newspaper Articles With Environment And Public Health Issues In Fire-Prone Peatland Regions Of Riau In Sumatra, Indonesia","Ohashi, Masafumi and Kameda, Akihiro and Kozan, Osamu and Kawasaki, Masahiro and Iriana, Windy and Tonokura, Kenichi and Naito, Daisuke and Ueda, Kayo",2021,10.1057/s41599-021-00994-5,ohashi_correlationpublicationfrequencynewspaper_2021,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Applications Of Geospatial Technologies For Precision Agriculture,"Khan, M. R. and Crabbe, R. A. and Malik, N. A. and O'Meara, L.",2023,10.1016/b978-0-443-18953-1.00004-0,khan_applicationsgeospatialtechnologiesprecision_2023,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Managing Agricultural Water Considering Water Allocation Priority Based On Remote Sensing Data,"Luo, Biao and Zhang, Fan and Liu, Xiao and Pan, Qi and Guo, Ping",2021,10.3390/rs13081536,luo_managingagriculturalwaterwater_2021,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mapping Of Potential Fuel Regions Using Uncrewed Aerial Vehicles For Wildfire Prevention,"Andrada, Maria Eduarda and Russell, David and Arevalo-Ramirez, Tito and Kuang, Winnie and Kantor, George and Yandun, Francisco",2023,10.3390/f14081601,andrada_mappingpotentialfuelregions_2023,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cloud Data And Computing Services Allow Regional Environmental Assessment: A Case Study Of Macquarie-Castlereagh Basin, Australia","Wu, H. and Zhang, L. and Zhang, X.",2019,10.1007/s11769-019-1040-4,wu_clouddatacomputingservices_2019,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bioclimatic Variables From Precipitation And Temperature Records Vs. Remote Sensing-Based Bioclimatic Variables: Which Side Can Perform Better In Species Distribution Modeling?,"Amiri, Mohadeseh and Tarkesh, Mostafa and Jafari, Reza and Jetschke, Gottfried",2020,10.1016/j.ecoinf.2020.101060,amiri_bioclimaticvariablesprecipitationtemperature_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Implication Of Geo-Informatics (Gis/Rs) On Agricultural Irrigation Management: The State Of The Art,"Elbana, M. and Bakr, N. and Karajeh, F.",2019,10.1007/698_2017_174,elbana_implicationgeoinformaticsgis_2019,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Using Remote Sensing As A Support To The Implementation Of The European Marine Strategy Framework Directive In Sw Portugal,"Cristina, Sonia and Icely, John and Goela, Priscila Costa and Angel DelValls, Tomas and Newton, Alice",2015,10.1016/j.csr.2015.03.011,cristina_remotesensingsupportimplementation_2015,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evaporative Fluxes And Surface Soil Moisture Retrievals In A Mediterranean Setting From Sentinel-3 And The ""Simplified Triangle""","Petropoulos, George P. and Sandric, Ionut and Hristopulos, Dionissios and Carlson, Toby Nahum",2020,10.3390/rs12193192,petropoulos_evaporativefluxessurfacesoil_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conceptual Case For Assimilating Interferometric Synthetic Aperture Radar Data Into The Hazus-Mh Earthquake Module,"Tralli, David M. and Blom, Ronald G. and Fielding, Eric J. and Donnellan, Andrea and Evans, Diane L.",2007,10.1109/tgrs.2007.895848,tralli_conceptualassimilatinginterferometricsynthetic_2007,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Compliance With European Union Environmental Law: An Analysis Of Digitalization Effects On Institutional Capacities,"Burgin, Alexander",2020,10.1002/eet.1877,burgin_complianceeuropeanunionenvironmental_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geocolor: A Blending Technique For Satellite Imagery,"Miller, Steven D. and Lindsey, Daniel T. and Seaman, Curtis J. and Solbrig, Jeremy E.",2020,10.1175/jtech-d-19-0134.1,miller_geocolorblendingtechniquesatellite_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exploring The Potential Of Google Earth As A Communication And Engagement Tool In Collaborative Natural Flood Management Planning,"Smith, Katherine and Berry, Robert and Clarke, Lucy E.",2020,10.1111/geoj.12323,smith_exploringpotentialgoogleearth_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unmanned Aircraft In Nature Conservation: An Example From Plant Invasions,"Mullerova, Jana and Bartalos, Tomas and Bruna, Josef and Dvorak, Petr and Vitkova, Michaela",2017,10.1080/01431161.2016.1275059,mullerova_unmannedaircraftnatureconservation_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Biophysical Characterization Of Protected Areas Globally Through Optimized Image Segmentation And Classification,"Martinez-Lopez, Javier and Bertzky, Bastian and Javier Bonet-Garcia, Francisco and Bastin, Lucy and Dubois, Gregoire",2016,10.3390/rs8090780,martinezlopez_biophysicalcharacterizationprotectedglobally_2016,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharing Environmental Data Through Geoss,"Giuliani, Gregory and Ray, Nicolas and Schwarzer, Stefan and De Bono, Andrea and Peduzzi, Pascal and Dao, Hy and Van Woerden, Jaap and Witt, Ron and Beniston, Martin and Lehmann, Anthony",2011,10.4018/jagr.2011010101,giuliani_sharingenvironmentaldatageoss_2011,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earth Observation For Citizen Science Validation, Or Citizen Science For Earth Observation Validation? The Role Of Quality Assurance Of Volunteered Observations","Leibovici, Didier G. and Williams, Jamie and Rosser, Julian F. and Hodges, Crona and Chapman, Colin and Higgins, Chris and Jackson, Mike J.",2017,10.3390/data2040035,leibovici_earthobservationcitizenscience_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pollution Monitoring: Optimal Design Of Inspection - An Economic Analysis Of The Use Of Satellite Information To Deter Oil Pollution,"Florens, JP and Foucher, C",1999,10.1006/jeem.1999.1072,florens_pollutionmonitoringoptimaldesign_1999,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
A Study Of Autonomous Small Satellite Constellations For Disaster Management And Deep Space Strategy,"Rashed, Mohammed Irfan and Bang, Hyochoong",2022,10.3390/rs14236148,rashed_studyautonomoussatelliteconstellations_2022,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"When Digital Technology Innovation Enhances Indigenous Peoples' E-Participation In Climate Change Resilience-Building: Perspectives Under The ""E-Gis Smart, Inclusive, And, Climate-Resilient Indigenous Peoples Landscape And Community Clearing-House Mechanism Solution""","Manga, Sylvestre-Jose-Tidiane",2023,10.1080/09640568.2022.2078690,manga_digitaltechnologyinnovationenhances_2023,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Operational Evaluation Of A Wildfire Air Quality Model From A Forecaster Point Of View,"Ainslie, Bruce and So, Rita and Chen, Jack",2022,10.1175/waf-d-21-0064.1,ainslie_operationalevaluationwildfireair_2022,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mapping Open Data And Big Data To Address Climate Resilience Of Urban Informal Settlements In Sub-Saharan Africa,"Banzhaf, Ellen and Bulley, Henry N. and Inkoom, Justice Nana and Elze, Sebastian",2022,10.3390/cli10120186,banzhaf_mappingdatadataaddress_2022,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Precision Farming: Technologies And Information As Risk-Reduction Tools,"Hall, F. R.",1999,10.1021/bk-1999-0734.ch008,hall_precisionfarmingtechnologiesinformation_1999,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Satellite-Based Et Mapping To Assess Variation In Et With Timing Of Crop Development,"Tasumi, Masahiro and Allen, Richard G.",2007,10.1016/j.agwat.2006.08.010,tasumi_satellitebasedmappingassess_2007,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Examining The Value Of Satellite Data In Halting Transmission Of Polio In Nigeria: A Socioeconomic Analysis,"Borowitz, Mariel and Zhou, Janet and Azelton, Krystal and Nassar, Isabelle-Yara",2023,10.1017/dap.2023.12,borowitz_examiningsatellitedatahalting_2023,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remote Sensing And Site-Specific Weed Management,"Shaw, DR",2005,10.1890/1540-9295(2005)003[0526:rsaswm]2.0.co;2,shaw_remotesensingsitespecific_2005,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossing The (Watershed) Divide: Satellite Data And The Changing Politics Of International River Basins,"Gleason, Colin J. and Hamdan, Ali N.",2017,10.1111/geoj.12155,gleason_crossingwatersheddividesatellite_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
System Modelling Of Very Low Earth Orbit Satellites For Earth Observation,"Crisp, N. H. and Roberts, P. C. E. and Romano, F. and Smith, K. L. and Oiko, V. T. A. and Sulliotti-Linner, V and Hanessian, V and Herdrich, G. H. and Garcia-Alminana, D. and Kataria, D. and Seminari, S.",2021,10.1016/j.actaastro.2021.07.004,crisp_systemmodellinglowearth_2021,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
In-Season Prediction Of Corn Grain Yield Through Planetscope And Sentinel-2 Images,"Li, Fenling and Miao, Yuxin and Chen, Xiaokai and Sun, Zhitong and Stueve, Kirk and Yuan, Fei",2022,10.3390/agronomy12123176,li_seasonpredictioncorngrain_2022,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Use Of Google Earth™ To Strengthen Public Health Capacity And Facilitate Management Of Vector-Borne Diseases In Resource-Poor Environments,"Lozano-Fuentes, S. and Elizondo-Quiroga, D. and Farfan-Ale, J. A. and Loroño-Pino, M. A. and Garcia-Rejon, J. and Gomez-Carro, S. and Lira-Zumbardo, V. and Najera-Vazquez, R. and Fernandez-Salas, I. and Calderon-Martinez, J. and Dominguez-Galera, M. and Mis-Avila, P. and Morris, N. and Coleman, M. and Moore, C. G. and Beatya, B. J. and Eisen, L.",2008,10.2471/blt.07.045880,lozanofuentes_googleearthstrengthenpublic_2008,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crowdsourcing To Enhance Insights From Satellite Observations,"Mazumdar, Suvodeep and Wrigley, Stuart N. and Ciravegna, Fabio and Pelloquin, Camille and Chapman, Sam and De Vendictis, Laura and Grandoni, Domenico and Ferri, Michele and Bolognini, Luca",2018,10.1007/978-3-319-70878-2\_2,mazumdar_crowdsourcingenhanceinsightssatellite_2018,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Utility Of Infrequent Snow Depth Images For Deriving Continuous Space-Time Estimates Of Seasonal Snow Water Equivalent,"Margulis, Steven A. and Fang, Yiwen and Li, Dongyue and Lettenmaier, Dennis P. and Andreadis, Konstantinos",2019,10.1029/2019gl082507,margulis_utilityinfrequentsnowdepth_2019,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Role Of Satellite Technologies In Relief Logistics,"Delmonteil, Francois-Xavier and Rancourt, Marie-Eve",2017,10.1108/jhlscm-07-2016-0031,delmonteil_rolesatellitetechnologiesrelief_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Identification Of Agricultural Management Zones Through Clustering Algorithms With Thermal And Multispectral Satellite Imagery,"Arango, R. B. and Campos, A. M. and Combarro, E. F. and Canas, E. R. and Diaz, I.",2017,10.1142/s0218488517400062,arango_identificationagriculturalmanagementzones_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocean Colour Opportunities From Meteosat Second And Third Generation Geostationary Platforms,"Kwiatkowska, Ewa J. and Ruddick, Kevin and Ramon, Didier and Vanhellemont, Quinten and Brockmann, Carsten and Lebreton, Carole and Bonekamp, Hans G.",2016,10.5194/os-12-703-2016,kwiatkowska_oceancolouropportunitiesmeteosat_2016,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Application Of China-Brazil Earth Resources Satellite In China,Qiao Yuliang and Zhao Shangmin and Liu Zhen and Jia Bei,2009,10.1016/j.asr.2008.07.015,qiaoyuliangandzhaoshangminandliuzhenandjiabei_applicationchinabrazilearth_2009,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Testing The Water Balance Model Criteria Using Tdr Measurements, Micrometeorological Data And Satellite-Based Information","Consoli, S. and Licciardello, F. and Vanella, D. and Pasotti, L. and Villani, G. and Tomei, F.",2016,10.1016/j.agwat.2015.11.003,consoli_testingwaterbalancemodel_2016,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Characterization Of Field-Scale Soil Variation Using A Stepwise Multi-Sensor Fusion Approach And A Cost-Benefit Analysis,"Chatterjee, Sumanta and Hartemink, Alfred E. and Triantafilis, John and Desai, Ankur R. and Soldat, Doug and Zhu, Jun and Townsend, Philip A. and Zhang, Yakun and Huang, Jingyi",2021,10.1016/j.catena.2021.105190,chatterjee_characterizationfieldscalesoil_2021,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Call For An Aloft Air Quality Monitoring Network: Need, Feasibility, And Potential Value","Mathur, Rohit and Hogrefe, Christian and Hakami, Amir and Zhao, Shunliu and Szykman, James and Hagler, Gayle",2018,10.1021/acs.est.8b02496,mathur_callaloftairquality_2018,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
More Than Counting Pixels - Perspectives On The Importance Of Remote Sensing Training In Ecology And Conservation,"Bernd, Asja and Braun, Daniela and Ortmann, Antonia and Ulloa-Torrealba, Yrneh Z. and Wohlfart, Christian and Bell, Alexandra",2017,10.1002/rse2.27,bernd_countingpixelsperspectivesimportance_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Development Of A Multi-Spatial Resolution Approach To The Surveillance Of Active Fire Lines Using Himawari-8,"Wickramasinghe, Chathura H. and Jones, Simon and Reinke, Karin and Wallace, Luke",2016,10.3390/rs8110932,wickramasinghe_developmentmultispatialresolution_2016,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Optimizing Observing Systems Using Aspen: An Analysis Tool To Assess The Benefit And Cost Effectiveness Of Observations To Earth System Applications,"Boukabara, Sid-Ahmed and Hoffman, Ross N.",2022,10.1175/bams-d-22-0004.1,boukabara_optimizingobservingsystemsaspen_2022,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remote Sensing Applications For Precision Agriculture: A Learning Community Approach,"Seelan, SK and Laguette, S and Casady, GM and Seielstad, GA",2003,10.1016/j.rse.2003.04.007,seelan_remotesensingapplicationsprecision_2003,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remote Sensing For Ecosystem Services And Urban Sustainability,"Trinder, John C.",2021,10.14358/pers.87.3.189,trinder_remotesensingecosystemservices_2021,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Use Of Social Networks For Outreach, Education And Training On Space Applications: Know-How And Experience Of Planete Sciences Midi-Pyrenees And Cnes","Denis, Gil and Klein, Severine and Gueguen, Berengere",2014,10.1016/j.actaastro.2013.09.010,denis_socialnetworksoutreacheducation_2014,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Overview And Applications Of The New York State Mesonet Profiler Network,"Shrestha, Bhupal and Brotzge, J. A. and Wang, J. and Bain, N. and Thorncroft, C. D. and Joseph, E. and Freedman, J. and Perez, S.",2021,10.1175/jamc-d-21-0104.1,shrestha_overviewapplicationsyorkmesonet_2021,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Early Detection And Monitoring Droughts From Noaa Environmental Satellites,"Kogan, F. and Guo, W.",2011,10.1007/978-90-481-9618-0_2,kogan_detectionmonitoringdroughtsnoaa_2011,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viirs Nighttime Light Data For Income Estimation At Local Level,"Ivan, Kinga and Holobaca, Iulian-Horia and Benedek, Jozsef and Torok, Ibolya",2020,10.3390/rs12182950,ivan_viirsnighttimelightdata_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estimation Of Surface Soil Moisture With Downscaled Land Surface Temperatures Using A Data Fusion Approach For Heterogeneous Agricultural Land,"Bai, L. and Long, D. and Yan, L.",2019,10.1029/2018wr024162,bai_estimationsurfacesoilmoisture_2019,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gap-Free Monitoring Of Annual Mangrove Forest Dynamics In Ca Mau Province, Vietnamese Mekong Delta, Using The Landsat-7-8 Archives And Post-Classification Temporal Optimization","Hauser, L. T. and Binh, N. A. and Hoa, P. V. and Quan, N. H. and Timmermans, J.",2020,10.3390/rs12223729,hauser_gapfreemonitoringannual_2020,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Enmap Hyperspectral Imager- : An Advanced Optical Payload For Future Applications In Earth Observation Programmes,"Stuffler, T. and Kaufmann, C. and Hofer, S. and Foerster, K. P. and Schreier, G. and Mueller, A. and Eckardt, A. and Bach, H. and Penne, B. and Benz, U. and Haydn, R.",2007,10.1016/j.actaastro.2007.01.033,stuffler_enmaphyperspectralimageradvanced_2007,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Developments In Land Information Systems: Examples Demonstrating Land Resource Management Capabilities And Options,"Hallett, S. H. and Sakrabani, R. and Keay, C. A. and Hannam, J. A.",2017,10.1111/sum.12380,hallett_developmentslandinformationsystems_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Practicing Critical Zone Observation In Agricultural Landscapes: Communities, Technology, Environment And Archaeology","Opitz, Rachel and De Smedt, Philippe and Mayoral-Herrera, Victorino and Campana, Stefano and Vieri, Marco and Baldwin, Eamonn and Perna, Carolina and Sarri, Daniele and Verhegge, Jeroen",2023,10.3390/land12010179,opitz_practicingcriticalzoneobservation_2023,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
High Resolution Satellite Image Orientation Models,"Crespi, M. and Fratarcangeli, F. and Giannone, F. and Pieralice, F.",2009,10.1007/978-1-4419-0050-0_4,crespi_resolutionsatelliteimageorientation_2009,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rejuvenation Of Agriculture In India: Cost Benefits In Using Eo Products,"Jayaraman, V. and Parihar, J. S. and Srivastava, S. K.",2008,10.1016/j.actaastro.2007.12.027,jayaraman_rejuvenationagricultureindiacost_2008,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discharge Estimation And Forecasting By Modis And Altimetry Data In Niger-Benue River,"Tarpanelli, Angelica and Amarnath, Giriraj and Brocca, Luca and Massari, Christian and Moramarco, Tommaso",2017,10.1016/j.rse.2017.04.015,tarpanelli_dischargeestimationforecastingmodis_2017,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Depthwise Separable Convolution Neural Network For High-Speed Sar Ship Detection,"Zhang, Tianwen and Zhang, Xiaoling and Shi, Jun and Wei, Shunjun",2019,10.3390/rs11212483,zhang_depthwiseseparableconvolutionneural_2019,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Measurement Of Seagrass Standing Crop Using Satellite And Digital Airborne Remote Sensing,"Mumby, PJ and Green, EP and Edwards, AJ and Clark, CD",1997,10.3354/meps159051,mumby_measurementseagrassstandingcrop_1997,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remote Sensing Satellites And Privacy: A Framework For Policy Assessment,"Brennan, T. J. and Macauley, M. K.",1995,10.1080/13600834.1995.9965723,brennan_remotesensingsatellitesprivacy_1995,classifier round 2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
