title,author,year,key,n_tokens,summary,error,pass,screening_decision,reason_for_exclusion,quick_notes,econ_method,societal_benefit,value_units,eo_data,applied_science_theme,notes
Ndvi Identification and Survey of a Roman Road in the Northern Spanish Province of Alava,"Gonzalez, Juan Jose Fuldain and Varon Hernandez, Felix Rafael",2019,gonzalez_ndviidentificationsurveyroman_2019,10835,"The paper employs a combination of traditional archaeological techniques and modern remote sensing methods to identify and survey the Roman road ""Iter 34"" in √Ålava, Spain. The primary innovation is the use of unmanned aerial vehicles (UAVs) equipped with near-infrared cameras to produce normalized difference vegetation index (NDVI) orthomosaics. This approach enhances visibility of crop marks associated with buried archaeological features, allowing for a more effective identification of the Roman road than conventional photography.    The researchers surveyed ten cultivated areas, carefully selecting flight altitudes (75 meters for optimal spatial resolution of 3 cm per pixel) and employing a specific filter to capture relevant spectral data. The NDVI images were processed using photogrammetry software and geographic information systems (GIS) to analyze the resulting orthomosaics. This methodology facilitated the identification of linear anomalies corresponding to the road and other archaeological features, confirming the effectiveness of NDVI as a non-invasive prospection tool. The study ultimately demonstrated the potential for NDVI techniques to uncover significant archaeological insights while promoting efficient cultural heritage management.",NA,1,exclude,calibration/validation,"""By using precision farming techniques we have identified the course of the Roman road Iter 34 in several locations in a short period of time and with few resources.""  But left as a conceptual statement",,,,,,
A Data-Driven Approach to Hurricane Debris Modeling,"Gonzalez-Duenas}, Catalina and Bernier, Carl and Padgett, Jamie E.",2023,gonzalezduenas_datadrivenapproachhurricane_2023,13105,"The paper develops a probabilistic framework to estimate waterborne debris presence and volume following severe storms, utilizing machine learning (ML) techniques and satellite imagery. The authors create predictive models based on relevant storm parameters and land cover characteristics, addressing limitations of existing debris estimation methods that primarily focus on windborne debris.     Data processing involves the use of pre- and post-event aerial and satellite images to identify debris locations, and a comprehensive debris removal database from Hurricane Ike serves as the response variable. The dataset is split into training, validation, test, and blind test sets to assess model performance. The study employs various ML algorithms‚Äîsuch as logistic regression, support vector machines, ensemble learning, and artificial neural networks‚Äîoptimizing hyperparameters through cross-validation.    The results highlight that ensemble learning algorithms yield the best predictive accuracy, with a misclassification error of 5.56% for debris presence and a normalized root mean squared error (RMSE) of 11.98 for debris volume. Notably, a dual-layer model incorporating debris presence as a predictor improves performance by 5.4%, emphasizing the model's utility in disaster management and recovery efforts.",NA,1,exclude,calibration/validation,,,,,,,
Crop Dominance Mapping with Irs-P6 and Modis 250-M Time Series Data,"Gumma, Murali Krishna and Pyla, Kesava Rao and Thenkabail, Prasad S. and Reddi, Venkataramana Murthy and Naresh, Gundapaka and Mohammed, Irshad A. and Rafi, Ismail M. D.",2014,gumma_cropdominancemappingirs_2014,10256,"The paper employs a methodology combining IRS-P6 and MODIS time series satellite data to map crop dominance in the Krishna River Basin. The authors utilize NDVI (Normalized Difference Vegetation Index) patterns to distinguish between long and short-duration crops, leveraging the consistency of NDVI in crops with continuous water supply. The study integrates ground-truth data collected from 172 sites to validate satellite-derived classifications, achieving an overall accuracy of 79%.     For data processing, IRS-P6 images are corrected for atmospheric effects and converted to surface reflectance, while MODIS data is processed into a cloud-masked time series. The authors create a Mega File Data Cube (MFDC) that includes both IRS-P6 and MODIS data, facilitating unsupervised classification using k-means clustering and decision tree algorithms to identify crop types and irrigation sources. The results correlate strongly with census data, indicating effective methodology for large-scale agricultural mapping, which aids in water resource management and planning. The approach demonstrates the utility of integrating high-resolution and coarse-resolution data for improved agricultural insights.",NA,1,exclude,calibration/validation,"""The results from this study have assisted in improving surface water and groundwater irrigated areas of the command area and also provide the basis for better water resource assessments at the basin scale."" - But not as a method, only a point in the discussion",,,,,,
"Estimating District-Level Electricity Consumption Using Remotely Sensed Data in Eastern Economic Corridor, Thailand","Hutasavi, Sirikul and Chen, Dongmei",2021,hutasavi_estimatingdistrictlevelelectricity_2021,14139,"The study by Hutasavi and Chen estimates district-level electricity consumption in Thailand's Eastern Economic Corridor using machine learning models that incorporate remotely sensed data. The methodology involves extracting data from Landsat 8 and Suomi NPP nighttime light images, including built-up area (BU), area of lit (AL), and sum of light intensity (SL). The authors utilize three machine learning algorithms‚ÄîMultiple Linear Regression (MR), Decision Tree (DT), and Support Vector Regression (SVR)‚Äîto model the relationship between electricity consumption and the extracted features alongside socioeconomic indicators such as population and household data.    Data cleaning and normalization are conducted using RapidMiner software, which helps prepare the datasets for training and validation. The models are evaluated based on Mean Absolute Error (MAE), Root Mean Square Error (RMSE), and the coefficient of determination (R¬≤). The DT model outperforms the others, providing the most accurate predictions.    This approach offers a practical framework for local governments in developing regions to leverage commonly available remote sensing data and simple machine learning techniques for effective electricity management, supporting sustainable development goals.",NA,1,exclude,data not valued,"Compares performance of various regression models, while using the same data as inputs for all - value of algorithms, not data",,,,,,
Remote Sensing Agricultural Crop Type for Sustainable Development in South Africa,"Jensen, J. R. and {Garcia-Quijano}, M. and Hadley, B. and Im, J. and Wang, Z. and Nel, A. L. and Teixeira, E. and Davis, B. A.",2006,jensen_remotesensingagriculturalcrop_2006,11968,"The paper employs various remote sensing methodologies to estimate agricultural land use and quantify the societal benefits of Earth observation data for water resource management in South Africa. The researchers focused on object-oriented image segmentation techniques, which outperformed traditional pixel-based classification methods. They analyzed SPOT multispectral and panchromatic data, achieving an overall classification accuracy of 89.41%. Additionally, Landsat ETM+ and TM data were utilized, yielding accuracies of 85.71% and 84.30% in 2003 and 2005, respectively.    Ground reference data were collected to validate the classifications, enabling the comparison of remote sensing-derived agricultural water use against officially registered water use. The study highlights the integration of remote sensing into the national water management framework, emphasizing its role in improving accuracy and efficiency in resource allocation. The findings suggest that effective monitoring of agricultural land use through satellite data can enhance water resource management, particularly in semi-arid regions, providing vital information for policymaking and sustainable development.",NA,1,exclude,calibration/validation,"""This is important because Landsat TM type data cover more geography (e.g., 185 x 185 km) than SPOT data (e.g., 60 x 60 km) and are more economical per km2."" - But this is left as a statement, not backed up with numbers",,,,,,
Satellite-Based Crop Production Monitoring in Ukraine and Regional Food Security,"Kogan, F. and Adamenko, T. and Kulbida, M.",2011,kogan_satellitebasedcropproduction_2011,2924,"The paper employs satellite-based technology to assess agricultural production and food security in Ukraine, focusing on the early detection of crop yield losses due to weather variations. Utilizing data from the Advanced Very High Resolution Radiometer (AVHRR) on NOAA polar-orbiting satellites, the authors developed various vegetation health (VH) indices that quantify vegetation moisture, thermal conditions, and overall health throughout the growing season.     Key methods include the calculation of the Normalized Difference Vegetation Index (NDVI) and brightness temperature (BT) to estimate green canopy stress. The VH indices are derived from these measurements and are used to create a statistical model correlating crop yields with VH data. The analysis spans the 1981-2010 period, allowing for comparison with historical crop yield data across multiple countries.    Regression models are employed to understand the relationship between VH indices and actual crop yields, validated using a ""jackknife"" technique to ensure robustness. The results demonstrate that VH indices can reliably predict regional crop yields 2-5 months prior to harvest, with estimation errors below 10%, thereby highlighting the societal benefits of satellite data in enhancing food security and agricultural management.",NA,1,exclude,calibration/validation,"""with specific emphasis on 2ñ5 months warning of weather-related losses in agricultural production and their impact on agricultural supply/demand and food security"" but not really discussed as related to the results",,,,,,
Using Bioacoustics to Enhance the Efficiency of Spotted Owl Surveys and Facilitate Forest Restoration,"Kramer, H. A. and Kelly, K. G. and Whitmore, S. A. and Berigan, W. J. and Reid, D. S. and Wood, C. M. and Klinck, H. and Kahl, S. and Manley, P. N. and Sawyer, S. C. and Peery, M. Z.",2024,kramer_bioacousticsenhanceefficiencyspotted_2024,17753,"The paper employs a mixed-methods approach to assess the societal benefits of using bioacoustics and satellite-derived data in California spotted owl surveys. It utilizes autonomous recording units (ARUs) to conduct passive acoustic monitoring, which allows for efficient detection of owl vocalizations across large areas. The authors developed a statistical model to prioritize survey locations based on remotely sensed measurements of tree height and historical occupancy data. This model predicts the probability of owl occupancy, enabling managers to allocate resources effectively and maximize survey efficiency.    Quantitative measures include establishing thresholds for detection nights from ARUs to guide active follow-up surveys, with significant findings showing that a three-week survey duration with two detection nights could identify occupied territories with high confidence. The methods aim to streamline the survey process, reduce costs, and enhance forest restoration efforts, ultimately benefiting broader ecological management and conservation goals. By minimizing the time and risk associated with traditional survey methods, the approach supports sustainable forest management and contributes to the resilience of forest ecosystems under threat from climate change and wildfires.",NA,1,exclude,ESI data not used;data not valued,"""Collectively, these findings can help managers streamline the survey process and thus increase the pace of forest restoration while minimizing potential near?term adverse effects on California spotted owls.""  Benefits left basically conceptual",,safety of surveyors;faster conservation decisions,time,acoustic autonomous recording units,conservation,maybeÖ
Satellite Imagery as a Single Source of Predictor Variables for Habitat Suitability Modelling: How Landsat Can Inform the Conservation of a Critically Endangered Lemur,"Lahoz-Monfort}, J. J. and {Guillera-Arroita}, G. and {Milner-Gulland}, E. J. and Young, R. P. and Nicholson, E.",2010,lahozmonfort_satelliteimagerysinglesource_2010,10413,"The paper employs a habitat suitability modeling approach using Landsat 7 satellite imagery as the sole source of predictor variables to assess the habitat for the critically endangered Alaotran gentle lemur (Hapalemur alaotrensis) in Madagascar. The methodology is particularly relevant in data-poor regions where traditional ecological data are scarce.     The authors utilize the Maximum Entropy (Maxent) modeling technique, which allows for the incorporation of presence-only data to predict species distribution without requiring absence data. Key steps include extracting vegetation indices (e.g., NDVI) and texture measures from Landsat imagery, which serve as surrogates for habitat structure. These variables are selected based on their ecological relevance and performance assessed through Area Under the Curve (AUC) metrics.     The model's output is a habitat suitability map that identifies areas most conducive to the lemur's presence, facilitating conservation planning. The study demonstrates the cost-effectiveness and practicality of using remote sensing data for species distribution modeling, particularly when traditional environmental predictors are unavailable or ineffective. Overall, the methodology provides a replicable framework for rapid assessments of habitat suitability in similar ecological contexts.",NA,1,exclude,calibration/validation,Discusses some potential benefits but no effort at quantifying,,,,,,
Sentinel-1 Snow Depth Retrieval at Sub-Kilometer Resolution over the European Alps,"Lievens, Hans and Brangers, Isis and Marshall, Hans-Peter and Jonas, Tobias and Olefs, Marc and De Lannoy, Gabrielle",2022,lievens_sentinel1snowdepth_2022,15789,"The paper employs Sentinel-1 (S1) radar backscatter observations to estimate snow depth across the European Alps at spatial resolutions of 100 m, 500 m, and 1 km from 2017 to 2019. An empirical change detection algorithm is developed, utilizing the correlation of S1 backscatter in cross-polarization (VH) with snow depth simulated by regional models for Austria and Switzerland. The methodology includes the detection of dry and wet snow conditions and incorporates auxiliary data such as snow cover, glacier cover, and forest fraction. The snow depth retrievals are validated against in situ measurements from 743 locations, achieving a spatio-temporal correlation of 0.89 for dry snow conditions. The study highlights the benefits of high-resolution radar observations for monitoring snow water resources, crucial for water management and flood forecasting in mountainous regions. The authors recommend further research into the physical mechanisms affecting radar backscatter and extended validation in diverse environmental conditions to enhance the reliability of satellite-derived snow depth estimates.",NA,1,exclude,calibration/validation,,,,,,,
A New Method for Long-Term River Discharge Estimation of Small- and Medium-Scale Rivers by Using Multisource Remote Sensing and Rshs: Application and Validation,"Lou, Hezhen and Zhang, Yujia and Yang, Shengtian and Wang, Xuelei and Pan, Zihao and Luo, Ya",2022,lou_methodtermriverdischarge_2022,14888,"The paper presents a novel method for estimating long-term river discharge in small- and medium-scale rivers using multisource remote sensing data and the Remote Sensing Hydrology Station (RSHS) approach. The methodology integrates optical (Landsat-8, Sentinel-2), radar (Sentinel-1), and UAV imagery, addressing the issue of data scarcity in hydrological measurements.    Key steps include:    1. **Data Collection and Processing**: High-resolution UAV images were combined with satellite data to create accurate digital surface models. Image processing employed Google Earth Engine for NDWI calculation to delineate water bodies.    2. **Discharge Calculation**: The RSHS method was applied, utilizing hydraulic geometry relationships and statistical regression to link river width to discharge, thereby allowing for continuous flow estimation.    3. **Image Downscaling**: Statistical linear regression was used to downscale the Landsat-8 images from 30 m to 10 m resolution, enhancing the identification of water bodies and improving continuity.    4. **Accuracy Assessment**: The method's accuracy was validated against in-situ measurements, demonstrating significant reductions in estimation errors (RMSE by 60% and mean percentage error by over 50%).    Overall, this approach enhances the accuracy and continuity of river discharge data, providing substantial benefits for water resource management and planning.",NA,1,exclude,calibration/validation,"""and provides ideas for regional water resource management and utilization"" Ö but doesnít flesh these out",,,,,,
Neutrosophic Game Pricing Methods with Risk Aversion for Pricing of Data Products,"Luo, Suizhi and Xing, Lining",2021,luo_neutrosophicgamepricingmethods_2021,15731,"This paper develops a set of pricing methods for satellite image data products using game theory in a neutrosophic environment, which accounts for uncertainty in problem parameters. The authors employ neutrosophic variables to represent the degrees of truth, indeterminacy, and falsity in players‚Äô perceptions, enhancing decision-making under ambiguity. They introduce optimistic value theory to address risk aversion among decision-makers, aiming to maximize the optimistic value of profits rather than expected profits.    Two primary game scenarios, Bertrand and Stackelberg, are analyzed. In the Bertrand scenario, competitors set prices simultaneously, while in the Stackelberg scenario, one provider leads and the other follows. The authors derive equilibrium equations for both settings and conduct sensitivity analyses to assess how variations in market power, confidence levels, and other parameters affect pricing outcomes. Numerical examples illustrate the practicality of the proposed methods, demonstrating how different market structures and risk profiles influence pricing strategies for satellite data products. Overall, the methods aim to provide a systematic approach for pricing decisions that account for real-world uncertainties in the satellite data market.",NA,1,exclude,ESI data not used,Game-theoretic optimization to determine pricing models for general data products,,,,,,interesting but very theoretical and not specifically tied to ESI or societal benefits
Eye in the Sky,"Mathieu, P. P.",2005,mathieu_eyesky_2005,3125,"The paper outlines methods for estimating societal benefits from Earth Observation (EO) data in the renewable energy (RE) sector, particularly focusing on solar, wind, and hydropower. It emphasizes the limitations of traditional in-situ measurements, which are costly and often fail to capture the spatial variability of energy resources. Instead, EO leverages satellite data to provide comprehensive, global measurements of geophysical and weather parameters critical for optimizing energy production.    The European Space Agency's Earth Observation Market Development (EOMD) program supports demonstration projects that integrate EO services into decision-making processes for RE managers. Key methods include using satellite data for wind mapping, solar irradiance estimation, and hydrological assessments to enhance the accuracy of energy yield forecasts. The paper highlights specific EO applications, such as digital elevation models for hydropower and satellite-derived irradiance maps for solar energy assessments, showcasing their potential to improve forecasting, reduce costs, and facilitate better grid management.    Overall, the paper advocates for the integration of EO data into operational practices, emphasizing its role in providing timely, objective information that complements traditional measurement techniques and enhances the effectiveness of RE project planning and management.",NA,1,exclude,data not valued,general commentary on benefits to renewable energy sector of monitoring from space,,,,,,
"The Use of Innovative Techniques for Management of High-Risk Coastal Areas, Mitigation of Earthquake-Triggered Landslide Risk and Responsible Coastal Development","Mavroulis, Spyridon and Vassilakis, Emmanuel and Diakakis, Michalis and Konsolaki, Aliki and Kaviris, George and Kotsi, Evangelia and Kapetanidis, Vasilis and Sakkas, Vassilis and Alexopoulos, John D. and Lekkas, Efthymis and Voulgaris, Nicholas",2022,mavroulis_innovativetechniquesmanagementrisk_2022,20209,"The paper employs innovative techniques, specifically unmanned aerial system (UAS)-aided photogrammetry and terrestrial laser scanning (TLS), to assess high-risk coastal areas in Lefkada, Greece. These methods enhance understanding of slope stability and landslide susceptibility, critical for managing coastal development and mitigating risks from earthquakes.     UAS capture high-resolution images from multiple angles, processed using Structure from Motion (SfM) to generate detailed digital surface models (DSMs) and orthophotos. This approach allows for mapping inaccessible areas and identifying structural discontinuities with a high degree of accuracy. TLS, on the other hand, provides dense point clouds with millimeter-level precision, particularly effective for surveying steep limestone cliffs.    Both methodologies facilitate the identification of segments prone to instability and enable a comprehensive structural analysis, crucial for prioritizing interventions. By comparing the outcomes of UAS and TLS, the study highlights their complementary roles in enhancing coastal management, ultimately contributing to safer, more responsible development in high-value tourist areas. The findings underscore the potential societal benefits of satellite or Earth observation data in risk assessment and disaster management, particularly in vulnerable coastal environments.",NA,1,exclude,data not valued,"""they improve our understanding of the prioritization of interventions aiming to enhance the prevention of slope failures, mitigating the associated risk and improving local development in these high-value locations""",,,,,,
Flood Risk Analysis: The Case of Tigris River (Tikrit /Iraq),"Mohammed-Ali}, W. S. and Khairallah, R. S.",2023,mohammedali_floodriskanalysistigris_2023,5733,"The study employs a two-dimensional (2D) hydrodynamic modeling approach using the HEC-RAS software to assess flood risks along the Tigris River in Tikrit, Iraq. The methodology involves several key steps:     1. **Data Collection**: Daily discharge data from the Iraqi Ministry of Water Resources (2019-2022) and a digital elevation model (DEM) were utilized to establish the model's framework.    2. **Model Calibration**: The model was calibrated by adjusting Manning‚Äôs roughness coefficient. The optimal value of n = 0.031 was determined, yielding a Nash-Sutcliffe Efficiency (NSE) score of 0.93, indicating a strong correlation with observed data.    3. **Model Validation**: The calibrated model was validated against satellite imagery, confirming its accuracy in simulating flood scenarios.    4. **Flood Scenario Simulation**: The validated model simulated various flooding scenarios by incrementally increasing the discharge (e.g., 400 to 2000 m¬≥/s). The resulting flood maps revealed the extent of inundated areas, highlighting that areas on the eastern riverbank are more vulnerable due to lower elevation.    Overall, the study quantitatively analyzes the societal benefits of utilizing satellite data for flood risk management by enhancing predictive capabilities and informing emergency preparedness strategies.",NA,1,exclude,data not valued,,,,,,,
Sar and Lidar Temporal Data Fusion Approaches to Boreal Wetland Ecosystem Monitoring,"Montgomery, Joshua and Brisco, Brian and Chasmer, Laura and Devito, Kevin and Cobbaert, Danielle and Hopkinson, Chris",2019,montgomery_sarlidartemporaldata_2019,16761,"The paper employs a decision-based methodology to assess boreal wetland ecosystems through data fusion of multi-temporal synthetic aperture radar (SAR), airborne lidar, and optical data. The approach involves several key steps:    1. **Data Acquisition**: Multi-mode data were collected, including SAR from Radarsat-2 (both single and quad-polarization), lidar, and optical imagery, ensuring near-coincident acquisition dates for accurate comparisons.    2. **Surface Water and Hydroperiod Analysis**: SAR-derived surface water masks were created using intensity thresholding to identify and classify surface water extent and permanence (hydroperiod) throughout the growing season.    3. **Vegetation Classification**: Lidar data were utilized to derive topographic attributes and vegetation height, while the Freeman-Durden decomposition method was applied to analyze flooded vegetation from the SAR data.    4. **Data Fusion**: The methodology integrates these datasets, enabling a dynamic classification system for wetland attributes based on hydroperiod, topography, and vegetation characteristics.    5. **Validation**: Results were validated against field measurements, with statistical analyses (overall accuracy and Kappa coefficient) confirming high accuracy (93%-97%) in wetland classification.    This comprehensive methodology provides an effective framework for monitoring and managing boreal wetlands amidst environmental changes.",NA,1,exclude,calibration/validation,"""The results illustrate that the decision-based methodology and data fusion could be applied to a wide range of boreal wetland types and, so far, is not geographically limited. This provides a platform for land use permitting, reclamation monitoring, and wetland regulation in a region of rapid development and uncertainty due to climate change.""",,,,,,
Small Drones for Community-Based Forest Monitoring: An Assessment of Their Feasibility and Potential in Tropical Areas,"Paneque-Galvez}, Jaime and McCall, Michael K. and Napoletano, Brian M. and Wich, Serge A. and Koh, Lian Pin",2014,panequegalvez_dronescommunitybasedforest_2014,17383,"The paper assesses the feasibility and potential of using small, low-cost drones for community-based forest monitoring (CBFM) in tropical regions. The authors conducted a literature review on drone applications in environmental monitoring and drew on their firsthand experiences using drones for forest mapping. They identified key advantages and disadvantages of drone-assisted CBFM, including high spatial resolution imagery that allows for detailed forest monitoring, reduced costs compared to conventional methods, and the ability for communities to independently manage and analyze forest data.    To evaluate the societal benefits of drone data, the authors emphasized improvements in forest data accuracy and frequency, which can enhance the effectiveness of REDD+ (Reducing Emissions from Deforestation and Forest Degradation) initiatives. The potential for high temporal resolution monitoring enables communities to detect changes in forest cover more frequently, thus improving conservation efforts and governance. The paper also discusses the importance of integrating local ecological knowledge with drone technology, which can empower communities and enhance their involvement in forest management. Overall, the authors advocate for using drone-assisted CBFM to foster better forest governance and support biodiversity conservation while addressing socio-economic challenges.",NA,1,exclude,review,,,,,,,
Benefits of Seasonal Climate Prediction and Satellite Data for Forecasting Us Maize Yield,"Peng, Bin and Guan, Kaiyu and Pan, Ming and Li, Yan",2018,peng_benefitsseasonalclimateprediction_2018,9112,"The paper employs a statistical seasonal forecasting framework to evaluate the societal benefits of integrating seasonal climate predictions and satellite remote sensing data for forecasting U.S. maize yield. The authors constructed a yield forecasting model that combines bias-corrected climate predictions from the Coupled Forecast System Model Version 2 (CFSV2) with remote sensing observations, specifically the Enhanced Vegetation Index (EVI).    Key methods include:  1. **Data Integration**: Merging historical climate data (temperature, precipitation, and vapor pressure deficit) with remote sensing data to create predictors for yield forecasting.  2. **Model Comparison**: Assessing the performance of the ""climate-only"" model against a ""climate + remote sensing"" model to quantify improvements in forecasting accuracy.  3. **Bias Correction**: Applying a percentile mapping method to correct biases in CFSV2 climate predictions before using them in yield forecasts.  4. **Performance Evaluation**: Utilizing root-mean-square error (RMSE) and correlation coefficients to quantify the skill of different forecasting models, comparing them with USDA survey-based forecasts as benchmarks.    The findings illustrate that combining climate predictions with remote sensing significantly enhances yield forecasting accuracy, particularly during critical growth periods, thereby demonstrating the societal benefits of advanced data integration in agricultural forecasting.",NA,1,exclude,calibration/validation,"The authors achieve better forecasting performance, and suggest value for ag markets, but do not do anything to estimate that value",,,,,,
Rapid Estimation of Canopy Nitrogen of Cereal Crops at Paddock Scale Using a Canopy Chlorophyll Content Index,"Perry, Eileen M. and Fitzgerald, Glenn J. and Nuttall, James G. and O'Leary, Garry J. and Schulthess, Urs and Whitlock, Andrew",2012,perry_rapidestimationcanopynitrogen_2012,8825,"The paper employs a combination of remote sensing and crop modeling to estimate canopy nitrogen (N) content in cereal crops at a paddock scale. The primary method involves the Canopy Chlorophyll Content Index (CCCI), derived from remote sensing reflectance measurements across red, red-edge, and near-infrared wavelengths. The CCCI is linked to the Canopy Nitrogen Index (CNI) based on prior research, facilitating the estimation of plant N content. The study utilizes multiple datasets collected via ground-based, airborne, and satellite imagery from diverse sites and growth stages.    Regression analysis is conducted to compare measured and estimated N values, yielding coefficients of determination (R¬≤) and standard errors for various datasets. Notably, the exclusion of airborne data improved the model's performance, indicating the challenges posed by differing measurement platforms. Additionally, the APSIM crop model is employed to simulate biomass, providing an alternative to direct biomass measurements, further enhancing the estimation process. Ultimately, the research demonstrates the potential of remote sensing techniques, coupled with crop modeling, for effective nitrogen management in agriculture, despite inherent uncertainties in biomass and N content estimations.",NA,1,exclude,calibration/validation,The authors reduce uncertainty around nitrogen estimation but don't translate that to some sort of societal benefit,,,,,,
An Evaluation of the Use of Remotely Sensed Parameters for Prediction of Incidence and Risk Associated with Vibrio Parahaemolyticus in Gulf Coast Oysters (Crassostrea Virginica),"Phillips, A. M. B. and DePaola, A. and Bowers, J. and Ladner, S. and Grimes, D. J.",2007,phillips_evaluationremotelysensedparameters_2007,6399,"The study utilized remotely sensed data to predict the incidence of *Vibrio parahaemolyticus* in Gulf Coast oysters, comparing it to in situ measurements. The researchers analyzed archived remote sensing data, specifically sea surface temperature (SST), chlorophyll, and turbidity, against existing environmental data from oyster studies. They established a high correlation (r¬≤ = 0.86) between remotely sensed SST and in situ bottom water temperature, validating the utility of remote sensing as a substitute for direct measurements.    They employed regression analyses to evaluate the impact of environmental parameters on *V. parahaemolyticus* densities. Multiple regression models incorporated SST and salinity, with residuals analyzed to assess the influence of chlorophyll and turbidity. Through statistical simulations, they linked remote sensing data with the FDA's risk assessment model to visualize spatial variations in *V. parahaemolyticus* densities based on water temperature.    The findings suggest that integrating remotely sensed data into risk management can provide real-time information for predicting and managing public health risks associated with raw oyster consumption, despite limitations such as cloud cover affecting turbidity and chlorophyll measurements.",NA,1,exclude,calibration/validation,Incidence and risk of a harmful bacteria in oysters based on RS techniques - but no translation of results to improved health/reduced harm outcomes,,,,,,
Design of Terrace Drainage Networks Using Uav-Based High-Resolution Topographic Data,"Pijl, Anton and Tosoni, Michele and Roder, Giulia and Sofia, Giulia and Tarolli, Paolo",2019,pijl_designterracedrainagenetworks_2019,7385,"The paper employs a multi-faceted methodology to estimate the societal benefits of satellite or Earth Observation data, specifically focusing on terraced vineyards in the Valcamonica Valley, Italy. The study utilizes unmanned aerial vehicles (UAVs) to conduct high-resolution topographic surveys, generating a detailed digital terrain model (DTM) through structure-from-motion (SfM) photogrammetry. This DTM facilitates the assessment of surface flow-induced soil erosion patterns using the Relative Path Impact Index (RPII), which quantifies runoff concentration and potential erosion risks.    Three distinct drainage network designs are digitally implemented based on the DTM, with varying dimensions and configurations, allowing for a cost-benefit analysis. The estimated costs of these drainage systems are compared, highlighting significant financial implications linked to their design and effectiveness in mitigating erosion. The analysis incorporates both visual assessments and quantitative comparisons of RPII values across scenarios, enabling a nuanced understanding of how different drainage strategies can reduce soil erosion risks in terraced landscapes. This approach emphasizes the value of UAV-derived data in informing restoration efforts and improving landscape management, ultimately contributing to societal benefits through enhanced agricultural productivity and environmental sustainability.",NA,1,exclude,data not valued,"""Three diverse drainage networks were designed and digitally implemented, allowing scenario analysis of the costs and benefits in terms of potential erosion mitigation. The presented methodology could likely improve the time-efficiency and cost-effectiveness of similar restoration plans in degraded landscapes"" - but the scenarios were comparing costs/benefits of designs, not the data used to inform the designs...",cost-benefit analysis,improved drainage systems,euros,drone imagery,agriculture,
Forest Fire Risk Zone Mapping of Eravikulam National Park in India: A Comparison between Frequency Ratio and Analytic Hierarchy Process Methods,"Pradeep, G. S. and Danumah, Jean Homian and Nikhil, S. and Prasad, Megha K. and Patel, Nilanchal and Mammen, Pratheesh C. and Rajaneesh, A. and Oniga, Valeria-Ersilia and Ajin, R. S. and Kuriakose, Sekhar L.",2022,pradeep_forestfireriskzone_2022,11675,"The paper employs remote sensing (RS) and geographic information system (GIS) techniques to delineate forest fire risk zones in Eravikulam National Park, India. It compares two methods for estimating these risks: the Analytic Hierarchy Process (AHP) and the Frequency Ratio (FR) method. The analysis incorporates seven factors influencing fire risk, including land cover types, normalized difference vegetation index (NDVI), normalized difference water index (NDWI), slope, aspect, and distances from settlements and roads.    To derive weights for these factors, AHP was utilized, which involves pairwise comparisons and consistency checks to ensure reliable rankings, while the FR method calculates the ratio of fire occurrences across different classes of each factor. The resulting risk zones are classified into low, moderate, and high categories, validated against historical fire incident data from 2003 to 2019.    The study finds that AHP provides superior predictive capability compared to FR, evidenced by the higher area under the receiver operating characteristic (ROC) curve values (0.767 vs. 0.567). The risk zone maps generated are intended to aid forest management and disaster response planning, highlighting the importance of integrating RS and GIS for effective environmental management.",NA,1,exclude,calibration/validation,forest fire risk in India,,,,,,
Determining the Optimal Phenological Stage for Predicting Common Dry Bean (Phaseolus Vulgaris) Yield Using Field Spectroscopy,"Rajah, P. and Odindi, J. and {Abdel-Rahman}, E. and Mutanga, O.",2017,rajah_determiningoptimalphenologicalstage_2017,9540,"The paper employs a combination of multi-temporal ground-based hyperspectral data and Sparse Partial Least Squares Regression (SPLSR) to estimate the yield of common dry bean (Phaseolus vulgaris) across different phenological stages and irrigation regimes. The researchers collected canopy-level hyperspectral data at three key growth stages‚Äîleaf development, inflorescence emergence, and fruit development‚Äîusing a spectroradiometer. They utilized SPLSR to address the high dimensionality and collinearity issues associated with hyperspectral data, effectively selecting the most relevant spectral bands for yield prediction.    The study's approach involved a randomized complete block design with split plots for irrigation treatments and cultivars, conducting repeated spectral measurements to ensure reliability. The performance of the SPLSR models was validated through leave-one-out cross-validation, calculating the coefficient of determination (R¬≤) and root mean square error (RMSE) to assess predictive accuracy. Results indicated that yield predictions were most accurate at specific growth stages, particularly the second for the GADRA cultivar and the seventh for UKULINGA and CALEDON cultivars, showcasing the potential of hyperspectral data for large-scale agricultural yield forecasting.",NA,1,exclude,calibration/validation,"""These findings highlight the potential of temporal phenological ground-based hyperspectral data in predicting common dry bean yield under different watering regimes""",,,,,,
